"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-73857","R-HSA-73857","RNA Polymerase II Transcription","42/71","499/2914",7.41388477572819e-16,4.19635312884717e-13,2.71999575818953e-13,"CASP1/CREBBP/CTNNB1/E2F1/MAX/NR4A1/SMAD3/SMAD4/TP53/MAPK1/MAPK14/MAPK3/PRKACA/CHEK1/HDAC1/SKP2/SP1/CSNK2A1/EP300/GSK3B/SMAD2/STAT1/NOTCH1/SIRT1/SMAD7/AR/CAV1/EGFR/ESR1/NR3C1/PPP2CA/FOXO4/MYBL2/TBP/NR2F1/MAF/JUNB/RUNX2/FOXO3/TFDP1/GATA3/POU2F1",42
"R-HSA-212436","R-HSA-212436","Generic Transcription Pathway","41/71","481/2914",1.40817219088831e-15,4.19635312884717e-13,2.71999575818953e-13,"CASP1/CREBBP/CTNNB1/E2F1/MAX/NR4A1/SMAD3/SMAD4/TP53/MAPK1/MAPK14/MAPK3/PRKACA/CHEK1/HDAC1/SKP2/SP1/CSNK2A1/EP300/GSK3B/SMAD2/STAT1/NOTCH1/SIRT1/SMAD7/AR/CAV1/EGFR/ESR1/NR3C1/PPP2CA/FOXO4/MYBL2/TBP/NR2F1/MAF/JUNB/RUNX2/FOXO3/TFDP1/GATA3",41
"R-HSA-9614085","R-HSA-9614085","FOXO-mediated transcription","11/71","49/2914",1.1376888352119e-08,2.26020848595431e-06,1.46502386850094e-06,"CREBBP/SMAD3/SMAD4/HDAC1/EP300/SMAD2/SIRT1/CAV1/NR3C1/FOXO4/FOXO3",11
"R-HSA-2173796","R-HSA-2173796","SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription","8/71","24/2914",4.48724864700464e-08,6.68600048403692e-06,4.3337375090808e-06,"SMAD3/SMAD4/HDAC1/SP1/SMAD2/SMAD7/JUNB/TFDP1",8
"R-HSA-9615017","R-HSA-9615017","FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes","7/71","19/2914",1.50977260067885e-07,1.36766314165056e-05,8.86493064263081e-06,"SMAD3/SMAD4/HDAC1/SMAD2/NR3C1/FOXO4/FOXO3",7
"R-HSA-8878166","R-HSA-8878166","Transcriptional regulation by RUNX2","11/71","62/2914",1.54477875334662e-07,1.36766314165056e-05,8.86493064263081e-06,"SMAD4/MAPK1/MAPK3/SKP2/GSK3B/STAT1/AR/ESR1/NR3C1/MAF/RUNX2",11
"R-HSA-8939211","R-HSA-8939211","ESR-mediated signaling","14/71","108/2914",1.63592448953603e-07,1.36766314165056e-05,8.86493064263081e-06,"CREBBP/MAPK1/MAPK3/HDAC1/SP1/EP300/CAV1/EGFR/ESR1/TBP/FOXA1/FOXO3/GATA3/POU2F1",14
"R-HSA-170834","R-HSA-170834","Signaling by TGF-beta Receptor Complex","11/71","63/2914",1.83578945187995e-07,1.36766314165056e-05,8.86493064263081e-06,"PPP1CC/PPP1R15A/SMAD3/SMAD4/HDAC1/SP1/SMAD2/PPP1CA/SMAD7/JUNB/TFDP1",11
"R-HSA-9617828","R-HSA-9617828","FOXO-mediated transcription of cell cycle genes","6/71","14/2914",4.35515351243865e-07,2.88407943712604e-05,1.86940507492981e-05,"SMAD3/SMAD4/SMAD2/CAV1/FOXO4/FOXO3",6
"R-HSA-9006931","R-HSA-9006931","Signaling by Nuclear Receptors","15/71","136/2914",4.89762557080246e-07,2.91898484019827e-05,1.89203008893106e-05,"CREBBP/MAPK1/MAPK3/HDAC1/PDK1/SP1/EP300/CAV1/EGFR/ESR1/TBP/FOXA1/FOXO3/GATA3/POU2F1",15
"R-HSA-5663202","R-HSA-5663202","Diseases of signal transduction","21/71","268/2914",6.38615917293719e-07,3.37527896524363e-05,2.18779120495304e-05,"CREBBP/CTNNB1/NR4A1/SMAD3/SMAD4/STAT3/MAPK1/MAPK3/FGFR1/HDAC1/EP300/GSK3B/SMAD2/STAT1/NOTCH1/EGFR/ESR1/LCK/PPP2CA/FOXO4/FOXO3",21
"R-HSA-2559585","R-HSA-2559585","Oncogene Induced Senescence","7/71","23/2914",6.79586368841e-07,3.37527896524363e-05,2.18779120495304e-05,"E2F1/TP53/MAPK1/MAPK3/SP1/ETS2/TFDP1",7
"R-HSA-2262752","R-HSA-2262752","Cellular responses to stress","17/71","187/2914",1.23997678799559e-06,5.68481665881055e-05,3.684789321412e-05,"CREBBP/E2F1/STAT3/TP53/MAPK1/MAPK14/MAPK3/RELA/SP1/EP300/GSK3B/SIRT1/AR/NR3C1/ETS2/HIF1A/TFDP1",17
"R-HSA-8953897","R-HSA-8953897","Cellular responses to external stimuli","17/71","189/2914",1.44333152099812e-06,5.80655636740926e-05,3.76369866979724e-05,"CREBBP/E2F1/STAT3/TP53/MAPK1/MAPK14/MAPK3/RELA/SP1/EP300/GSK3B/SIRT1/AR/NR3C1/ETS2/HIF1A/TFDP1",17
"R-HSA-2173793","R-HSA-2173793","Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer","8/71","36/2914",1.46138163609294e-06,5.80655636740926e-05,3.76369866979724e-05,"SMAD3/SMAD4/HDAC1/SP1/SMAD2/SMAD7/JUNB/TFDP1",8
"R-HSA-9018519","R-HSA-9018519","Estrogen-dependent gene expression","9/71","49/2914",1.70531406834073e-06,5.9924367300211e-05,3.88418276212954e-05,"CREBBP/HDAC1/SP1/EP300/ESR1/TBP/FOXA1/GATA3/POU2F1",9
"R-HSA-9617629","R-HSA-9617629","Regulation of FOXO transcriptional activity by acetylation","5/71","10/2914",1.70925208742213e-06,5.9924367300211e-05,3.88418276212954e-05,"CREBBP/EP300/SIRT1/FOXO4/FOXO3",5
