X1	X3	X2
NOTCH1	activates	SOX2 
TP53	activates	PRDM1 
TP53	activates	TP73 
CARM1	activates	RELB 
GSK3B	inhibits	CTNNB1 
CTNNB1	activates	TCF7L2 
SMAD3	activates	TCF7L2 
MAPK14	inhibits	MAPK3 
SMAD3	activates	NOTCH1 
MAPK3	activates	SMAD3 
CTNNB1	activates	TCF4 
CARM1	activates	CTNNB1 
CSNK2A1	inhibits	KEAP1 
PRKACA	inhibits	SREBF1 
PRKACA	inhibits	WT1 
GSK3B	inhibits	SREBF1 
CTNNB1	activates	MYOD1 
MAPK11	activates	TP53 
MAPK3	activates	SREBF1 
MAPK3	activates	PPARG 
GATA2	inhibits	PPARG 
GSK3B	inhibits	KLF5 
MAPK3	activates	TP53 
DUSP8	inhibits	MAPK3 
MAPK11	activates	USF1 
DUSP8	inhibits	MAPK11 
TP73	activates	TP63 
NR2C2AP	inhibits	NR2C2 
Perturbation	inhibits	CARM1 
Perturbation	inhibits	PAX5 
Perturbation	inhibits	PCIF1 
Perturbation	inhibits	RFX1 
Perturbation	inhibits	USF2 
KEAP1	inhibits	GABPA 
TP53	inhibits	NFYB 
AKT1	activates	GSK3B 
AKT1	activates	NRF1 
MAPK14	activates	ELK1 
DUSP8	activates	MAPK14 
MAPK14	activates	MAX 
GSK3B	activates	JUN 
STK11	activates	GSK3B 
AKT1	activates	PRKACA 
CSNK2A1	activates	LEF1 
NR0B2	activates	ESRRA 
PRKACA	activates	NFKB1 
MAPK14	activates	JUN 
MAPK14	activates	CSNK2A1 
PRKACA	activates	TFAP2A 
CSNK2A1	activates	TFAP2A 
MAPK3	inhibits	STK11 
MAPK14	activates	GATA2 
TFAP4	activates	SP1 
CEBPE	activates	CEBPG 
CSNK2A1	activates	AKT1 
MAPK14	activates	MEF2A 
MAPK3	inhibits	GSK3B 
MAX	activates	MXI1 
MAPK3	inhibits	CEBPA 
PRKACA	activates	STK11 
STK11	activates	ETV4 
NFKB1	activates	JUN 
PCIF1	inhibits	PDX1 
JUN	activates	EGR1 
Perturbation	activates	CEBPE 
Perturbation	activates	DUSP8 
Perturbation	activates	GFI1B 
Perturbation	activates	NR0B2 
Perturbation	activates	NR2C2AP 
Perturbation	activates	TFAP4 
KMT2B	activates	RELB 
PRKAA1	inhibits	NR2C2 
PRKAA1	inhibits	SREBF1 
Perturbation	activates	KMT2B 
Perturbation	activates	PAX5 
Perturbation	activates	PCIF1 
Perturbation	activates	RFX1 
Perturbation	activates	USF2 
STK11	activates	PRKAA1 
Perturbation	inhibits	CEBPE 
Perturbation	inhibits	DUSP8 
Perturbation	inhibits	GFI1B 
Perturbation	inhibits	NR0B2 
Perturbation	inhibits	TFAP4 
Perturbation	inhibits	NR2C2AP 
JAZF1	inhibits	NR2C2 
Perturbation	inhibits	KMT2B 
Perturbation	activates	JAZF1 
Perturbation	activates	CARM1 
Perturbation	inhibits	JAZF1 
NFKB2	activates	RELB 
TP53	activates	NFKB2 
SIRT1	inhibits	RELB 
SIRT1	inhibits	TP53 
SIRT1	inhibits	NOTCH1 
SIRT1	inhibits	TP73 
NR0B2	activates	SIRT1 
MAPK14	inhibits	MAPK1 
MAPK1	activates	SMAD3 
MAPK1	activates	SREBF1 
AMER1	activates	WT1 
CHUK	inhibits	RELB 
MAPK1	activates	TP53 
DUSP8	inhibits	MAPK1 
Perturbation	activates	AMER1 
AKT1	activates	CHUK 
CHUK	activates	NFKB1 
MAPK1	inhibits	STK11 
MAPK1	inhibits	CEBPA 
PAWR	inhibits	WT1 
Perturbation	inhibits	PAWR 
Perturbation	activates	PAWR 
Perturbation	inhibits	AMER1 
