X1	X3	X2
MAPK3	activates	GABPA 
MAPK3	activates	RPS6KA5 
SUMO1	activates	CTCF 
MAPK14	inhibits	MAPK3 
CTNNB1	activates	LEF1 
MAPK3	activates	ELK1 
MAPK3	activates	SMAD3 
SMAD3	activates	LEF1 
RPS6KA5	activates	CREB1 
RPS6KA5	activates	ATF1 
CREB1	activates	SMAD3 
MAPK14	inhibits	CREB1 
CREB1	activates	CTNNB1 
MAPK3	activates	ETS1 
SRC	inhibits	HNF4A 
MAPK1	inhibits	MYB 
RPS6KA5	activates	ELK1 
RPS6KA5	activates	ETV1 
FBXO22	inhibits	BACH1 
AKT1	inhibits	GATA2 
MAPK14	inhibits	RB1 
MAPK3	activates	MAZ 
PAWR	inhibits	WT1 
PIAS2	activates	SUMO1 
MAPK3	activates	CREB1 
RBL1	inhibits	MYBL2 
Perturbation	activates	LYL1 
Perturbation	activates	NKRF 
Perturbation	activates	PIAS2 
Perturbation	activates	PPP2R2C 
NKRF	inhibits	REL 
AKT1	activates	EP300 
MEN1	activates	KMT2A 
ABL1	activates	YAP1 
ABL1	activates	ESR1 
SRC	activates	AR 
SRC	activates	ABL1 
AKT1	activates	NRF1 
AR	activates	ESR1 
ESR1	activates	ESR2 
MAPK14	activates	MAX 
RFX1	activates	ABL1 
PPP2R2C	inhibits	SRC 
YAP1	activates	TEAD1 
MAPK1	activates	ESR1 
ROCK2	activates	IRF4 
SMAD3	inhibits	PAX8 
MAPK1	activates	EP300 
SRC	activates	AKT1 
SRC	activates	ESR1 
EP300	activates	FLI1 
MAPK1	activates	SREBF1 
AKT1	activates	ESR1 
YAP1	activates	SMAD1 
CTNNB1	inhibits	SOX2 
EP300	activates	MYOD1 
EP300	activates	SMAD1 
MAPK3	inhibits	AR 
IRF2BP2	activates	IRF2 
MAPK14	activates	ESR1 
MAPK14	activates	HBP1 
ABL1	activates	PLK1 
POU2AF1	activates	POU2F2 
MAPK14	activates	AR 
EP300	activates	AR 
SRC	activates	MAPK14 
RB1	inhibits	RBL1 
PLK1	activates	ROCK2 
SRC	activates	MAPK1 
RB1	inhibits	TAF1 
PIAS2	inhibits	AR 
Perturbation	inhibits	E2F6 
Perturbation	inhibits	FBXO22 
Perturbation	inhibits	IRF2BP2 
Perturbation	inhibits	MEN1 
Perturbation	inhibits	PAWR 
Perturbation	inhibits	POU2AF1 
Perturbation	inhibits	RFX1 
Perturbation	inhibits	TFAP4 
RPS6KA4	activates	CREB1 
TRAF6	inhibits	MYB 
MAPK3	activates	RPS6KA4 
RPS6KA4	activates	ATF1 
PRKACA	inhibits	WT1 
PRKACA	inhibits	PRKAA2 
RPS6KA4	activates	ETV1 
PRKAA2	activates	MAPK3 
PLK1	inhibits	TOPORS 
PRKAA2	activates	HNF4A 
TOPORS	activates	SUMO1 
Perturbation	activates	NUMBL 
TRAF6	activates	AKT1 
AKT1	activates	PRKACA 
TRAF6	activates	MAPK14 
PRKAA2	inhibits	SREBF1 
PRKACA	activates	ESR1 
NUMBL	inhibits	TRAF6 
KDM6A	activates	RB1 
CDK2	activates	MYBL2 
MAPK3	activates	CDK2 
AMER1	activates	WT1 
Perturbation	activates	AMER1 
Perturbation	activates	KDM6A 
BRCA1	activates	SOX2 
AKT1	activates	BRCA1 
KDM6A	inhibits	FLI1 
IRF2BP1	activates	IRF2 
CDK2	inhibits	MYOD1 
PTPN13	activates	SRC 
BRCA1	activates	AR 
SMAD3	inhibits	BRCA1 
Perturbation	inhibits	IRF2BP1 
Perturbation	inhibits	PTPN13 
Perturbation	inhibits	AMER1 
Perturbation	inhibits	KDM6A 
Perturbation	inhibits	LYL1 
Perturbation	inhibits	NKRF 
Perturbation	inhibits	PRKCH 
PRKCH	inhibits	SRC 
Perturbation	activates	E2F6 
Perturbation	activates	FBXO22 
Perturbation	activates	IRF2BP1 
Perturbation	activates	MEN1 
Perturbation	activates	POU2AF1 
Perturbation	activates	RFX1 
Perturbation	activates	TFAP4 
HDAC1	inhibits	SMAD3 
TFAP4	activates	HDAC1 
HDAC1	activates	FLI1 
Perturbation	activates	PRKCH 
Perturbation	inhibits	PIAS2 
Perturbation	activates	IRF2BP2 
Perturbation	activates	PTPN13 
Perturbation	activates	NLRX1 
ABL1	activates	STAT1 
MAPK14	activates	STAT1 
STAT1	activates	IRF2 
NLRX1	inhibits	TRAF6 
PIAS2	inhibits	STAT1 
NOTCH1	activates	PAX8 
NOTCH1	activates	SOX2 
NOTCH1	activates	SMAD1 
NUMBL	inhibits	NOTCH1 
Perturbation	activates	MAST2 
MAST2	inhibits	TRAF6 
MAPK3	activates	PARP1 
PARP1	activates	MYBL2 
Perturbation	inhibits	NLRX1 
Perturbation	inhibits	NUMBL 
Perturbation	inhibits	MAST2 
SRC	activates	STAT1 
PTN	activates	SRC 
MAPK1	activates	STAT1 
Perturbation	activates	PAWR 
Perturbation	activates	PTN 
Perturbation	inhibits	PPP2R2C 
Perturbation	inhibits	PTN 
PTPN21	activates	SRC 
Perturbation	inhibits	PTPN21 
Perturbation	activates	PTPN21 
