"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-212436","R-HSA-212436","Generic Transcription Pathway","25/38","481/2914",1.03417870100825e-11,5.76037536461597e-09,3.27671356845773e-09,"MAPK3/SUMO1/MAPK14/CTNNB1/SMAD3/CREB1/SRC/MAPK1/AKT1/RBL1/MEN1/ABL1/AR/ESR1/YAP1/EP300/RB1/PRKACA/PRKAA2/CDK2/BRCA1/HDAC1/STAT1/NOTCH1/PARP1",25
"R-HSA-73857","R-HSA-73857","RNA Polymerase II Transcription","25/38","499/2914",2.41906730268655e-11,6.73710243798203e-09,3.83231188478237e-09,"MAPK3/SUMO1/MAPK14/CTNNB1/SMAD3/CREB1/SRC/MAPK1/AKT1/RBL1/MEN1/ABL1/AR/ESR1/YAP1/EP300/RB1/PRKACA/PRKAA2/CDK2/BRCA1/HDAC1/STAT1/NOTCH1/PARP1",25
"R-HSA-8940973","R-HSA-8940973","RUNX2 regulates osteoblast differentiation","7/38","19/2914",1.61671154506765e-09,3.00169443534226e-07,1.70747429847495e-07,"MAPK3/SRC/MAPK1/ABL1/AR/YAP1/RB1",7
"R-HSA-8878166","R-HSA-8878166","Transcriptional regulation by RUNX2","10/38","62/2914",2.6768918599038e-09,3.72757191491604e-07,2.12038013113433e-07,"MAPK3/SRC/MAPK1/AKT1/ABL1/AR/ESR1/YAP1/RB1/STAT1",10
"R-HSA-8941326","R-HSA-8941326","RUNX2 regulates bone development","7/38","24/2914",1.05952445439128e-08,1.18031024219189e-06,6.71403917414263e-07,"MAPK3/SRC/MAPK1/ABL1/AR/YAP1/RB1",7
"R-HSA-1266738","R-HSA-1266738","Developmental Biology","18/38","397/2914",4.44530773390519e-07,4.12672734630865e-05,2.34743443492186e-05,"MAPK3/MAPK14/CTNNB1/SMAD3/RPS6KA5/CREB1/SRC/MAPK1/AKT1/PIAS2/ABL1/ROCK2/EP300/RPS6KA4/PRKACA/KDM6A/CDK2/NOTCH1",18
"R-HSA-1640170","R-HSA-1640170","Cell Cycle","14/38","249/2914",1.15412772873596e-06,9.18355921294186e-05,5.22394656164698e-05,"MAPK3/SUMO1/SRC/MAPK1/AKT1/RBL1/ABL1/EP300/RB1/PLK1/PRKACA/CDK2/BRCA1/HDAC1",14
"R-HSA-69278","R-HSA-69278","Cell Cycle, Mitotic","12/38","191/2914",2.66930191636075e-06,0.000185850145926617,0.00010571840484534,"MAPK3/SRC/MAPK1/AKT1/RBL1/ABL1/EP300/RB1/PLK1/PRKACA/CDK2/HDAC1",12
"R-HSA-195258","R-HSA-195258","RHO GTPase Effectors","10/38","130/2914",3.60013033749409e-06,0.00022280806644269,0.000126741430594821,"MAPK3/MAPK14/CTNNB1/SRC/MAPK1/MEN1/ABL1/AR/ROCK2/PLK1",10
"R-HSA-3108232","R-HSA-3108232","SUMO E3 ligases SUMOylate target proteins","9/38","107/2914",5.79821968992191e-06,0.00032296083672865,0.000183712013333315,"SUMO1/PIAS2/AR/ESR1/EP300/TOPORS/BRCA1/HDAC1/PARP1",9
"R-HSA-2990846","R-HSA-2990846","SUMOylation","9/38","109/2914",6.76866682520419e-06,0.00034274067469443,0.000194963513338417,"SUMO1/PIAS2/AR/ESR1/EP300/TOPORS/BRCA1/HDAC1/PARP1",9
"R-HSA-198725","R-HSA-198725","Nuclear Events (kinase and transcription factor activation)","5/38","24/2914",1.02074912081666e-05,0.000473797716912399,0.000269513583654223,"MAPK3/MAPK14/RPS6KA5/CREB1/MAPK1",5
"R-HSA-5663202","R-HSA-5663202","Diseases of signal transduction","13/38","268/2914",1.66661729270287e-05,0.000714081409258075,0.000406195793606124,"MAPK3/CTNNB1/SMAD3/CREB1/SRC/MAPK1/AKT1/ESR1/EP300/AMER1/HDAC1/STAT1/NOTCH1",13
"R-HSA-438064","R-HSA-438064","Post NMDA receptor activation events","6/38","47/2914",2.37402082021632e-05,0.000944521140614637,0.000537278396154221,"MAPK3/CREB1/SRC/MAPK1/PRKACA/PRKAA2",6
"R-HSA-442755","R-HSA-442755","Activation of NMDA receptors and postsynaptic events","6/38","49/2914",3.03347967620987e-05,0.00112538161963123,0.000640158494772747,"MAPK3/CREB1/SRC/MAPK1/PRKACA/PRKAA2",6
"R-HSA-450282","R-HSA-450282","MAPK targets/ Nuclear events mediated by MAP kinases","5/38","30/2914",3.23269405998198e-05,0.00112538161963123,0.000640158494772747,"MAPK3/MAPK14/RPS6KA5/CREB1/MAPK1",5
"R-HSA-453279","R-HSA-453279","Mitotic G1-G1/S phases","7/38","77/2914",4.46497243230192e-05,0.0013869766686474,0.000788963388949951,"SRC/AKT1/RBL1/ABL1/RB1/CDK2/HDAC1",7
"R-HSA-375165","R-HSA-375165","NCAM signaling for neurite out-growth","5/38","32/2914",4.48215081430038e-05,0.0013869766686474,0.000788963388949951,"MAPK3/RPS6KA5/CREB1/SRC/MAPK1",5
"R-HSA-8878159","R-HSA-8878159","Transcriptional regulation by RUNX3","6/38","53/2914",4.79412818930675e-05,0.00140543652707572,0.000799464036000738,"CTNNB1/SMAD3/SRC/YAP1/EP300/NOTCH1",6
"R-HSA-8939211","R-HSA-8939211","ESR-mediated signaling","8/38","108/2914",5.31619951468084e-05,0.00148056156483861,0.000842197923115227,"MAPK3/CREB1/SRC/MAPK1/AKT1/ESR1/EP300/HDAC1",8
"R-HSA-2173793","R-HSA-2173793","Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer","5/38","36/2914",8.07803042869943e-05,0.00214260140418361,0.00121879055590904,"SMAD3/RBL1/MEN1/HDAC1/PARP1",5
"R-HSA-450294","R-HSA-450294","MAP kinase activation","6/38","60/2914",9.78070256475627e-05,0.00247629605844056,0.00140860835980461,"MAPK3/MAPK14/RPS6KA5/CREB1/MAPK1/TRAF6",6
"R-HSA-437239","R-HSA-437239","Recycling pathway of L1","4/38","20/2914",0.000102656394908673,0.00248607008539699,0.00141416818615609,"RPS6KA5/SRC/MAPK1/RPS6KA4",4
"R-HSA-198753","R-HSA-198753","ERK/MAPK targets","4/38","21/2914",0.0001256277396378,0.00287418286740114,0.00163494102445005,"MAPK3/MAPK14/RPS6KA5/MAPK1",4
"R-HSA-9009391","R-HSA-9009391","Extra-nuclear estrogen signaling","6/38","63/2914",0.00012900282169664,0.00287418286740114,0.00163494102445005,"MAPK3/CREB1/SRC/MAPK1/AKT1/ESR1",6
"R-HSA-448424","R-HSA-448424","Interleukin-17 signaling","6/38","64/2914",0.000140998603719331,0.00302062393352568,0.00171824209390764,"MAPK3/MAPK14/RPS6KA5/CREB1/MAPK1/TRAF6",6
"R-HSA-201722","R-HSA-201722","Formation of the beta-catenin:TCF transactivating complex","4/38","22/2914",0.00015211267580925,0.00313802816391674,0.00178502594224499,"CTNNB1/MEN1/EP300/HDAC1",4
"R-HSA-5633007","R-HSA-5633007","Regulation of TP53 Activity","7/38","95/2914",0.000172979003388527,0.00344104660312177,0.00195739398571228,"MAPK14/AKT1/EP300/PRKAA2/CDK2/BRCA1/HDAC1",7
"R-HSA-2173796","R-HSA-2173796","SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription","4/38","24/2914",0.000216861191364891,0.00402638945300813,0.00229035854739762,"SMAD3/RBL1/MEN1/HDAC1",4
"R-HSA-9634638","R-HSA-9634638","Estrogen-dependent nuclear events downstream of ESR-membrane signaling","4/38","24/2914",0.000216861191364891,0.00402638945300813,0.00229035854739762,"MAPK3/CREB1/MAPK1/AKT1",4
"R-HSA-450341","R-HSA-450341","Activation of the AP-1 family of transcription factors","3/38","10/2914",0.000230641451834496,0.00405357763657604,0.00230582418711025,"MAPK3/MAPK14/MAPK1",3
"R-HSA-187037","R-HSA-187037","Signaling by NTRK1 (TRKA)","6/38","70/2914",0.000232880582352663,0.00405357763657604,0.00230582418711025,"MAPK3/MAPK14/RPS6KA5/CREB1/SRC/MAPK1",6
"R-HSA-9006934","R-HSA-9006934","Signaling by Receptor Tyrosine Kinases","13/38","347/2914",0.000257382497301426,0.00434430457566347,0.00247120037281433,"MAPK3/MAPK14/CTNNB1/RPS6KA5/CREB1/SRC/MAPK1/AKT1/ESR1/YAP1/ROCK2/PRKACA/STAT1",13
"R-HSA-9006931","R-HSA-9006931","Signaling by Nuclear Receptors","8/38","136/2914",0.000273079879232985,0.00447369096272861,0.00254480011297612,"MAPK3/CREB1/SRC/MAPK1/AKT1/ESR1/EP300/HDAC1",8
"R-HSA-157118","R-HSA-157118","Signaling by NOTCH","7/38","104/2914",0.000305304356734653,0.00485870076289147,0.00276380786096633,"SMAD3/CREB1/AKT1/EP300/HDAC1/STAT1/NOTCH1",7
"R-HSA-112314","R-HSA-112314","Neurotransmitter receptors and postsynaptic signal transmission","6/38","77/2914",0.000393933924000945,0.00588627333719092,0.00334832897003584,"MAPK3/CREB1/SRC/MAPK1/PRKACA/PRKAA2",6
"R-HSA-4090294","R-HSA-4090294","SUMOylation of intracellular receptors","4/38","28/2914",0.000402498550440481,0.00588627333719092,0.00334832897003584,"SUMO1/PIAS2/AR/ESR1",4
"R-HSA-168142","R-HSA-168142","Toll Like Receptor 10 (TLR10) Cascade","6/38","78/2914",0.000422712627446386,0.00588627333719092,0.00334832897003584,"MAPK3/MAPK14/RPS6KA5/CREB1/MAPK1/TRAF6",6
"R-HSA-168176","R-HSA-168176","Toll Like Receptor 5 (TLR5) Cascade","6/38","78/2914",0.000422712627446386,0.00588627333719092,0.00334832897003584,"MAPK3/MAPK14/RPS6KA5/CREB1/MAPK1/TRAF6",6
"R-HSA-975871","R-HSA-975871","MyD88 cascade initiated on plasma membrane","6/38","78/2914",0.000422712627446386,0.00588627333719092,0.00334832897003584,"MAPK3/MAPK14/RPS6KA5/CREB1/MAPK1/TRAF6",6
"R-HSA-194315","R-HSA-194315","Signaling by Rho GTPases","10/38","228/2914",0.00047171299194484,0.00640839357349454,0.00364533018165332,"MAPK3/MAPK14/CTNNB1/SRC/MAPK1/MEN1/ABL1/AR/ROCK2/PLK1",10
"R-HSA-373760","R-HSA-373760","L1CAM interactions","5/38","53/2914",0.000523195954575837,0.0069385749213986,0.00394691685030894,"MAPK3/RPS6KA5/SRC/MAPK1/RPS6KA4",5
"R-HSA-975138","R-HSA-975138","TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation","6/38","83/2914",0.000592262105115705,0.00737184670656354,0.00419337779207337,"MAPK3/MAPK14/RPS6KA5/CREB1/MAPK1/TRAF6",6
"R-HSA-3769402","R-HSA-3769402","Deactivation of the beta-catenin transactivating complex","4/38","31/2914",0.000601409476542302,0.00737184670656354,0.00419337779207337,"CTNNB1/AKT1/MEN1/HDAC1",4
