"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-73857","R-HSA-73857","RNA Polymerase II Transcription","51/94","499/2914",7.76712342706354e-17,3.13404954118839e-14,1.75745788579017e-14,"AKT1/CTNNB1/MAPK1/MAPK14/MAPK3/MYC/PDPK1/PRKACA/RB1/SMAD3/STAT1/TP53/NR3C1/PPARGC1A/SIRT1/ABL1/ATR/BRCA1/CASP1/CCND1/CDK5/ESR1/GATA3/CREBBP/GSK3B/HDAC5/NEDD4L/PRKAA1/SOX9/E2F1/EP300/FBXW7/KAT5/NOTCH1/SP1/CSNK2B/EGFR/SMURF2/SOX2/SMAD2/MYB/MAX/JUN/TBP/GATA2/ESRRA/RUNX2/KMT2A/SMAD1/POU2F1/MEF2C",51
"R-HSA-212436","R-HSA-212436","Generic Transcription Pathway","50/94","481/2914",9.54048566571808e-17,3.13404954118839e-14,1.75745788579017e-14,"AKT1/CTNNB1/MAPK1/MAPK14/MAPK3/MYC/PDPK1/PRKACA/RB1/SMAD3/STAT1/TP53/NR3C1/PPARGC1A/SIRT1/ABL1/ATR/BRCA1/CASP1/CCND1/CDK5/ESR1/GATA3/CREBBP/GSK3B/HDAC5/NEDD4L/PRKAA1/SOX9/E2F1/EP300/FBXW7/KAT5/NOTCH1/SP1/CSNK2B/EGFR/SMURF2/SOX2/SMAD2/MYB/MAX/JUN/TBP/GATA2/ESRRA/RUNX2/KMT2A/SMAD1/MEF2C",50
"R-HSA-1266738","R-HSA-1266738","Developmental Biology","41/94","397/2914",3.91349135189673e-13,8.57054606065383e-11,4.80604201110124e-11,"AKT1/CTNNB1/HRAS/HSP90AA1/MAP2K1/MAPK1/MAPK14/MAPK3/MAPK8/MYC/PIK3CA/PIK3R1/PRKACA/SMAD3/STAT3/PPARGC1A/ABL1/CDK5/NFKB1/RPS6KA1/RPS6KA2/RPS6KA4/RPS6KA5/CREBBP/GSK3B/E2F1/EP300/NOTCH1/RELA/CSNK2B/EGFR/MYOD1/SOX2/SMAD2/CEBPA/MYB/JUN/GATA2/KMT2A/SREBF2/MEF2C",41
"R-HSA-8939211","R-HSA-8939211","ESR-mediated signaling","22/94","108/2914",6.93251808706073e-13,1.13866609579972e-10,6.38521402755593e-11,"AKT1/HRAS/HSP90AA1/MAPK1/MAPK3/MYC/PDPK1/PIK3CA/PIK3R1/CCND1/ESR1/GATA3/CREBBP/EP300/KAT5/SP1/EGFR/MYB/USF1/JUN/TBP/POU2F1",22
"R-HSA-8878166","R-HSA-8878166","Transcriptional regulation by RUNX2","16/94","62/2914",3.08925848958971e-11,4.05928565532088e-09,2.27629572917137e-09,"AKT1/MAPK1/MAPK3/RB1/STAT1/NR3C1/PPARGC1A/ABL1/CCND1/ESR1/GSK3B/SOX9/FBXW7/ESRRA/RUNX2/SMAD1",16
"R-HSA-168164","R-HSA-168164","Toll Like Receptor 3 (TLR3) Cascade","18/94","87/2914",8.83301386892938e-11,8.54972406586133e-09,4.79436581438991e-09,"MAP2K1/MAPK1/MAPK14/MAPK3/MAPK8/NFKB1/RPS6KA1/RPS6KA2/RPS6KA5/RELA/IKBKE/IKBKG/MAPK9/RIPK1/TBK1/TRAF6/JUN/MEF2C",18
"R-HSA-9006931","R-HSA-9006931","Signaling by Nuclear Receptors","22/94","136/2914",9.10929504734084e-11,8.54972406586133e-09,4.79436581438991e-09,"AKT1/HRAS/HSP90AA1/MAPK1/MAPK3/MYC/PDPK1/PIK3CA/PIK3R1/CCND1/ESR1/GATA3/CREBBP/EP300/KAT5/SP1/EGFR/MYB/USF1/JUN/TBP/POU2F1",22
"R-HSA-9018519","R-HSA-9018519","Estrogen-dependent gene expression","14/94","49/2914",1.33039415042958e-10,1.05854772200098e-08,5.93594012177108e-09,"HSP90AA1/MYC/CCND1/ESR1/GATA3/CREBBP/EP300/KAT5/SP1/MYB/USF1/JUN/TBP/POU2F1",14
"R-HSA-166166","R-HSA-166166","MyD88-independent TLR4 cascade ","18/94","90/2914",1.61118374733786e-10,1.05854772200098e-08,5.93594012177108e-09,"MAP2K1/MAPK1/MAPK14/MAPK3/MAPK8/NFKB1/RPS6KA1/RPS6KA2/RPS6KA5/RELA/IKBKE/IKBKG/MAPK9/RIPK1/TBK1/TRAF6/JUN/MEF2C",18
"R-HSA-937061","R-HSA-937061","TRIF(TICAM1)-mediated TLR4 signaling ","18/94","90/2914",1.61118374733786e-10,1.05854772200098e-08,5.93594012177108e-09,"MAP2K1/MAPK1/MAPK14/MAPK3/MAPK8/NFKB1/RPS6KA1/RPS6KA2/RPS6KA5/RELA/IKBKE/IKBKG/MAPK9/RIPK1/TBK1/TRAF6/JUN/MEF2C",18
"R-HSA-2262752","R-HSA-2262752","Cellular responses to stress","25/94","187/2914",2.73427106602972e-10,1.63310553671048e-08,9.15784567569762e-09,"ARNT/HSP90AA1/MAPK1/MAPK14/MAPK3/MAPK8/RB1/STAT3/TP53/NR3C1/SIRT1/ATR/NFKB1/RPS6KA1/RPS6KA2/CREBBP/GSK3B/E2F1/EP300/KAT5/RELA/SP1/MAPK9/ETS2/JUN",25
"R-HSA-8953897","R-HSA-8953897","Cellular responses to external stimuli","25/94","189/2914",3.46129216626316e-10,1.89505746102908e-08,1.06267741946676e-08,"ARNT/HSP90AA1/MAPK1/MAPK14/MAPK3/MAPK8/RB1/STAT3/TP53/NR3C1/SIRT1/ATR/NFKB1/RPS6KA1/RPS6KA2/CREBBP/GSK3B/E2F1/EP300/KAT5/RELA/SP1/MAPK9/ETS2/JUN",25
"R-HSA-166016","R-HSA-166016","Toll Like Receptor 4 (TLR4) Cascade","19/94","110/2914",6.76378835973731e-10,3.41831457872878e-08,1.91686309790126e-08,"MAP2K1/MAP3K1/MAPK1/MAPK14/MAPK3/MAPK8/NFKB1/RPS6KA1/RPS6KA2/RPS6KA5/RELA/IKBKE/IKBKG/MAPK9/RIPK1/TBK1/TRAF6/JUN/MEF2C",19
"R-HSA-168142","R-HSA-168142","Toll Like Receptor 10 (TLR10) Cascade","16/94","78/2914",1.28272453080759e-09,5.26718760462866e-08,2.953642011728e-08,"MAP2K1/MAP3K1/MAPK1/MAPK14/MAPK3/MAPK8/NFKB1/RPS6KA1/RPS6KA2/RPS6KA5/RELA/IKBKG/MAPK9/TRAF6/JUN/MEF2C",16
"R-HSA-168176","R-HSA-168176","Toll Like Receptor 5 (TLR5) Cascade","16/94","78/2914",1.28272453080759e-09,5.26718760462866e-08,2.953642011728e-08,"MAP2K1/MAP3K1/MAPK1/MAPK14/MAPK3/MAPK8/NFKB1/RPS6KA1/RPS6KA2/RPS6KA5/RELA/IKBKG/MAPK9/TRAF6/JUN/MEF2C",16
"R-HSA-975871","R-HSA-975871","MyD88 cascade initiated on plasma membrane","16/94","78/2914",1.28272453080759e-09,5.26718760462866e-08,2.953642011728e-08,"MAP2K1/MAP3K1/MAPK1/MAPK14/MAPK3/MAPK8/NFKB1/RPS6KA1/RPS6KA2/RPS6KA5/RELA/IKBKG/MAPK9/TRAF6/JUN/MEF2C",16
"R-HSA-450294","R-HSA-450294","MAP kinase activation","14/94","60/2914",2.55920959916359e-09,9.89059239206164e-08,5.54627467310995e-08,"MAP2K1/MAPK1/MAPK14/MAPK3/MAPK8/NFKB1/RPS6KA1/RPS6KA2/RPS6KA5/IKBKG/MAPK9/TRAF6/JUN/MEF2C",14
"R-HSA-975138","R-HSA-975138","TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation","16/94","83/2914",3.38559310669011e-09,1.23574148394189e-07,6.92957653416105e-08,"MAP2K1/MAP3K1/MAPK1/MAPK14/MAPK3/MAPK8/NFKB1/RPS6KA1/RPS6KA2/RPS6KA5/RELA/IKBKG/MAPK9/TRAF6/JUN/MEF2C",16
"R-HSA-168181","R-HSA-168181","Toll Like Receptor 7/8 (TLR7/8) Cascade","16/94","84/2914",4.0746443111053e-09,1.33852065619809e-07,7.50592373098345e-08,"MAP2K1/MAP3K1/MAPK1/MAPK14/MAPK3/MAPK8/NFKB1/RPS6KA1/RPS6KA2/RPS6KA5/RELA/IKBKG/MAPK9/TRAF6/JUN/MEF2C",16
"R-HSA-975155","R-HSA-975155","MyD88 dependent cascade initiated on endosome","16/94","84/2914",4.0746443111053e-09,1.33852065619809e-07,7.50592373098345e-08,"MAP2K1/MAP3K1/MAPK1/MAPK14/MAPK3/MAPK8/NFKB1/RPS6KA1/RPS6KA2/RPS6KA5/RELA/IKBKG/MAPK9/TRAF6/JUN/MEF2C",16
"R-HSA-166058","R-HSA-166058","MyD88:MAL(TIRAP) cascade initiated on plasma membrane","16/94","86/2914",5.85358187870934e-09,1.67208838883132e-07,9.376446945301e-08,"MAP2K1/MAP3K1/MAPK1/MAPK14/MAPK3/MAPK8/NFKB1/RPS6KA1/RPS6KA2/RPS6KA5/RELA/IKBKG/MAPK9/TRAF6/JUN/MEF2C",16
"R-HSA-168138","R-HSA-168138","Toll Like Receptor 9 (TLR9) Cascade","16/94","86/2914",5.85358187870934e-09,1.67208838883132e-07,9.376446945301e-08,"MAP2K1/MAP3K1/MAPK1/MAPK14/MAPK3/MAPK8/NFKB1/RPS6KA1/RPS6KA2/RPS6KA5/RELA/IKBKG/MAPK9/TRAF6/JUN/MEF2C",16
