"","Gene set","Overlap","pValue","pAdj"
"1","DNA_thresholded_050","PRKDC","0.698777647392494",1
"2","DNA_thresholded_100","PRKDC, KAT5","0.685726809838841",1
"3","DNA_thresholded_200","PRKDC, KAT5","0.949760046934395",1
"4","DNA_thresholded_300","PRKDC, KAT5","0.993276355690433",1
"5","DNA_thresholded_400","PRKDC, KAT5","0.999167445170248",1
"6","DNA_thresholded_477","PRKDC, KAT5, TP73","0.998933554804921",1
"7","ERS_thresholded_050","","1",1
"8","ERS_thresholded_100","","1",1
"9","ERS_thresholded_200","","1",1
"10","ERS_thresholded_300","NFYB, YWHAZ, EP300, HSPA1A","0.912247242061539",1
"11","ERS_thresholded_400","NFYB, YWHAZ, EP300, HSPA1A","0.980623466164058",1
"12","ERS_thresholded_477","NFYB, YWHAZ, EP300, HSPA1A, HSF1, CSNK2A1","0.954960740510528",1
"13","HTS_thresholded_050","","1",1
"14","HTS_thresholded_100","PRKACA","0.908279872026988",1
"15","HTS_thresholded_200","PRKACA, HSF1, HSPA1A, MAPK1, MAPK3","0.489231536224061",1
"16","HTS_thresholded_300","PRKACA, HSF1, HSPA1A, MAPK1, MAPK3, PPARG","0.677774862515759",1
"17","HTS_thresholded_400","PRKACA, HSF1, HSPA1A, MAPK1, MAPK3, PPARG, SIRT1, CSNK2A1, EP300","0.526516645545083",1
"18","HTS_thresholded_477","PRKACA, HSF1, HSPA1A, MAPK1, MAPK3, PPARG, SIRT1, CSNK2A1, EP300, AKT1, FOXO1, PPARGC1A, PRKAA1","0.233324028505782",1
"19","HYP_thresholded_050","RPS6KA5","0.697437172433296",1
"20","HYP_thresholded_100","RPS6KA5, NFKB1, EGR1, DUSP4","0.203520789069098",1
"21","HYP_thresholded_200","RPS6KA5, NFKB1, EGR1, DUSP4, SOX2","0.488986090752906",1
"22","HYP_thresholded_300","RPS6KA5, NFKB1, EGR1, DUSP4, SOX2, TGFB1","0.680611613846846",1
"23","HYP_thresholded_400","RPS6KA5, NFKB1, EGR1, DUSP4, SOX2, TGFB1, NFKB2, NR3C1","0.674042492624925",1
"24","HYP_thresholded_477","RPS6KA5, NFKB1, EGR1, DUSP4, SOX2, TGFB1, NFKB2, NR3C1, NOTCH1, MYOD1","0.609074879184361",1
"25","MTL_thresholded_050","","1",1
"26","MTL_thresholded_100","","1",1
"27","MTL_thresholded_200","","1",1
"28","MTL_thresholded_300","","1",1
"29","MTL_thresholded_400","","1",1
"30","MTL_thresholded_477","CHUK","0.999981058744902",1
"31","OXD_thresholded_050","","1",1
"32","OXD_thresholded_100","","1",1
"33","OXD_thresholded_200","RAF1, SMAD3, USF1","0.846209257218889",1
"34","OXD_thresholded_300","RAF1, SMAD3, USF1, MAP3K5","0.91501215824798",1
"35","OXD_thresholded_400","RAF1, SMAD3, USF1, MAP3K5","0.980970572868079",1
"36","OXD_thresholded_477","RAF1, SMAD3, USF1, MAP3K5, SIRT1","0.982172660775884",1
