NodeName	NodeID	Regulation	Score	Correct	Incorrect	Ambiguous	p-value	Enrichment p-value
CXCL12	1432	-1	11	15	4	13	0.0129950395089489	1
FOXM1	715	-1	10	13	3	16	0.00565487189212682	1
BRAF	841	-1	10	14	4	14	0.0207595975004865	1
MST1R	1355	-1	10	15	5	12	0.0238055563609539	1
YWHAZ	1388	-1	10	15	5	12	0.0215133450675146	1
RAP1B	1395	-1	10	14	4	14	0.0207595975004865	1
STOML2	2351	-1	10	14	4	13	0.0207595975004865	1
PELI1	2662	-1	10	14	4	14	0.016119328929065	1
CD3E	2677	-1	10	14	4	14	0.0207595975004865	1
RIT1	3045	-1	10	14	4	14	0.0207595975004865	1
CHFR	816	1	9	12	3	16	0.0170180907831026	1
PAX5	852	1	9	15	6	10	0.0339565971102087	1
GATA1	861	1	9	13	4	14	0.0294820550111091	1
IL1RN	1557	1	9	13	4	15	0.0327160451001676	1
PPP6C	2082	1	9	14	5	13	0.0376146344485586	1
PPP1R12A	3023	1	9	12	3	16	0.0170180907831026	1
FBXW5	3202	1	9	14	5	13	0.0345725829624494	1
PPIA	3264	1	9	11	2	18	0.0149608472485394	1
HSPBP1	3521	1	9	14	5	12	0.0270714856587063	1
IL22	311	-1	9	11	2	16	0.00866618654801202	1
EPO	312	-1	9	11	2	17	0.0107996025270415	1
MAP3K7	323	-1	9	14	5	13	0.0376146344485586	1
ISG15	336	-1	9	11	2	18	0.0149608472485394	1
JAK1	338	-1	9	11	2	19	0.0149608472485394	1
TICAM2	359	-1	9	13	4	15	0.0314028624907775	1
PLK1	383	-1	9	12	3	17	0.0170180907831026	1
IL1A	466	-1	9	13	4	15	0.0325353463703338	1
HSPA1A	698	-1	9	14	5	13	0.0270714856587063	1
IRAK4	738	-1	9	13	4	15	0.0314028624907775	1
STK4	817	-1	9	13	4	15	0.0314028624907775	1
CARD11	971	-1	9	14	5	10	0.0424167530920323	1
IFNAR1	1024	-1	9	11	2	18	0.0149608472485394	1
GHR	1235	-1	9	13	4	15	0.0314028624907775	1
CNTFR	1252	-1	9	11	2	18	0.0149608472485394	1
FLT4	1354	-1	9	10	1	21	0.00761015357789551	1
CXCR4	1419	-1	9	11	2	19	0.0149608472485394	1
GH2	1526	-1	9	13	4	13	0.0314028624907775	1
AP2S1	1723	-1	9	13	4	15	0.0314028624907775	1
RIT2	2002	-1	9	14	5	13	0.0424167530920323	1
CD74	2326	-1	9	11	2	18	0.0149608472485394	1
ZNF521	2348	-1	9	12	3	10	0.0215531072750882	1
CRKL	2532	-1	9	15	6	11	0.0486129923767628	1
DPP4	2876	-1	9	15	6	10	0.0520125944301094	1
ZG16B	2938	-1	9	11	2	18	0.0149608472485394	1
STAM	3474	-1	9	11	2	18	0.0149608472485394	1
TTC1	3522	-1	9	14	5	12	0.0270714856587063	1
PTPRD	166	1	8	11	3	15	0.0211177190606019	1
FBXW7	174	1	8	15	7	10	0.0828990112831985	1
ATG13	181	1	8	11	3	15	0.0256059752969218	1
EGR1	453	1	8	11	3	18	0.0256059752969218	1
GLRX	507	1	8	12	4	16	0.0396073521288705	1
NFKBIZ	539	1	8	11	3	15	0.0211177190606019	1
EHMT1	610	1	8	12	4	13	0.0491425831721001	1
CYLD	634	1	8	12	4	16	0.0509239976107247	1
SIRT3	902	1	8	13	5	7	0.0634470739198839	1
CCND1	943	1	8	13	5	14	0.0608116409977324	1
SNW1	1339	1	8	13	5	9	0.0441715046485692	1
GRM7	1743	1	8	13	5	14	0.0581498948957539	1
RB1CC1	1762	1	8	11	3	18	0.0256059752969218	1
PTPN14	1924	1	8	13	5	13	0.0441715046485692	1
CAMK2D	2273	1	8	13	5	12	0.0384012019470265	1
DMPK	2547	1	8	11	3	12	0.0256059752969218	1
HSPA2	2615	1	8	15	7	10	0.0861598856690221	1
MAST2	2670	1	8	11	3	18	0.0376843265798553	1
IRAK1BP1	3224	1	8	12	4	15	0.0471787723095442	1
SIGIRR	3225	1	8	13	5	13	0.0612589489716069	1
ELP2	3343	1	8	11	3	15	0.0211177190606019	1
RALB	220	-1	8	14	6	12	0.0750763117701121	1
MAPK8	267	-1	8	15	7	10	0.0861598856690221	1
STAT3	290	-1	8	11	3	18	0.0211177190606019	1
IFNG	348	-1	8	12	4	16	0.0496495520291325	1
MYD88	362	-1	8	13	5	14	0.0612589489716069	1
TAB2	462	-1	8	14	6	12	0.0766774835910501	1
FBXO31	671	-1	8	12	4	13	0.0491425831721001	1
APC	691	-1	8	12	4	16	0.0396073521288705	1
IRAK1	702	-1	8	12	4	16	0.0471787723095442	1
FBXW8	729	-1	8	12	4	13	0.0491425831721001	1
NAB2	903	-1	8	11	3	17	0.0256059752969218	1
NAB1	904	-1	8	11	3	17	0.0256059752969218	1
IL9R	1016	-1	8	10	2	19	0.0247617472867751	1
IL21R	1019	-1	8	10	2	19	0.0247617472867751	1
GH1	1023	-1	8	11	3	16	0.0359491266180816	1
TSLP	1026	-1	8	11	3	17	0.0371864729473588	1
MAP4K1	1036	-1	8	13	5	14	0.0612589489716069	1
MAPK8IP2	1080	-1	8	14	6	12	0.0766774835910501	1
MUC1	1199	-1	8	15	7	10	0.0861598856690221	1
IL1R1	1223	-1	8	14	6	12	0.0750763117701121	1
CRK	1249	-1	8	16	8	8	0.0965824315771515	1
DUSP19	1260	-1	8	15	7	10	0.0861598856690221	1
ELP1	1265	-1	8	15	7	10	0.0861598856690221	1
PTPRT	1341	-1	8	11	3	15	0.0211177190606019	1
EPHB1	1364	-1	8	12	4	16	0.0509825009552836	1
ROCK2	1657	-1	8	10	2	19	0.0253535922334587	1
L1CAM	1660	-1	8	10	2	12	0.0247617472867751	1
BCAR1	1662	-1	8	13	5	14	0.0441715046485692	1
GNAS	1672	-1	8	15	7	10	0.0828990112831985	1
TAB3	1777	-1	8	14	6	12	0.0766774835910501	1
FES	1810	-1	8	13	5	14	0.054173923475783	1
MALT1	1817	-1	8	14	6	12	0.0766774835910501	1
GRK3	1854	-1	8	9	1	21	0.0130926832539736	1
ADRB3	1875	-1	8	15	7	10	0.0828990112831985	1
CTSG	1892	-1	8	11	3	17	0.0381914543785455	1
PTGDR	1910	-1	8	15	7	10	0.0828990112831985	1
PTGER2	1912	-1	8	15	7	10	0.0828990112831985	1
RND1	2006	-1	8	15	7	10	0.0861598856690221	1
FGFR3	2048	-1	8	11	3	18	0.0332209467226081	1
FGFR4	2050	-1	8	11	3	18	0.0332209467226081	1
STK26	2167	-1	8	10	2	12	0.0247617472867751	1
STYX	2171	-1	8	15	7	8	0.0828990112831985	1
BMX	2279	-1	8	11	3	18	0.0359491266180816	1
AVPR2	2316	-1	8	15	7	10	0.0828990112831985	1
RET/PTC2	2472	-1	8	11	3	15	0.0211177190606019	1
GPR161	2517	-1	8	15	7	10	0.0828990112831985	1
CDH2	2519	-1	8	12	4	16	0.0509825009552836	1
IL2RB	2623	-1	8	10	2	20	0.0228155446453555	1
PELI3	2625	-1	8	12	4	15	0.0471787723095442	1
IRAK3	2626	-1	8	11	3	18	0.0359491266180816	1
KRT1	2647	-1	8	12	4	14	0.0396073521288705	1
PELI2	2757	-1	8	12	4	15	0.0471787723095442	1
PKM	2770	-1	8	11	3	15	0.0211177190606019	1
SLC9A1	2797	-1	8	10	2	12	0.0247617472867751	1
NEDD9	2799	-1	8	15	7	10	0.0828990112831985	1
PAK6	2964	-1	8	12	4	16	0.0509825009552836	1
EPS15	2993	-1	8	11	3	16	0.0297082460003481	1
SDC2	3030	-1	8	15	7	10	0.0861598856690221	1
CD81	3050	-1	8	10	2	12	0.0247617472867751	1
PPARGC1A	3110	-1	8	13	5	13	0.0612589489716069	1
DBNL	3196	-1	8	13	5	14	0.0612589489716069	1
PDIA3	3218	-1	8	11	3	15	0.0211177190606019	1
RASSF3	3292	-1	8	12	4	14	0.0496495520291325	1
PHB2	77	1	7	12	5	14	0.0828418052726626	1
KLF2	138	1	7	12	5	14	0.0828418052726626	1
MDC1	156	1	7	12	5	15	0.0621594535156631	1
SGK1	204	1	7	13	6	13	0.105763275298979	1
CCNA2	310	1	7	12	5	15	0.0828418052726626	1
GTF2I	318	1	7	11	4	14	0.0783774320708975	1
DYRK2	397	1	7	12	5	15	0.0828418052726626	1
PPM1D	432	1	7	14	7	11	0.125667038406282	1
GSK3A	444	1	7	12	5	15	0.0828418052726626	1
VHL	487	1	7	12	5	15	0.0767278286724229	1
TWIST1	514	1	7	14	7	11	0.106973758924134	1
