"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-212436","R-HSA-212436","Generic Transcription Pathway","23/39","481/2914",1.7543028422606e-09,7.2452707385363e-07,4.56118738987757e-07,"MAPK14/MAPK1/TP53/CSNK2A1/CTNNB1/SMAD2/SIRT1/SP1/NR4A1/MAPK3/SMAD3/STK11/NR0B2/YY1/TWIST1/NR2C2AP/MED1/ATF2/ZNF521/HDAC1/CDK1/CDK2/LAMTOR3",23
"R-HSA-73857","R-HSA-73857","RNA Polymerase II Transcription","23/39","499/2914",3.72127699201858e-09,7.68443698851836e-07,4.83766008962415e-07,"MAPK14/MAPK1/TP53/CSNK2A1/CTNNB1/SMAD2/SIRT1/SP1/NR4A1/MAPK3/SMAD3/STK11/NR0B2/YY1/TWIST1/NR2C2AP/MED1/ATF2/ZNF521/HDAC1/CDK1/CDK2/LAMTOR3",23
"R-HSA-112409","R-HSA-112409","RAF-independent MAPK1/3 activation","7/39","23/2914",9.18825924233541e-09,1.26491702236151e-06,7.96315801002402e-07,"MAPK1/DUSP2/MAPK3/CDK1/DUSP10/DUSP7/MAP2K1",7
"R-HSA-450282","R-HSA-450282","MAPK targets/ Nuclear events mediated by MAP kinases","7/39","30/2914",7.12881453360282e-08,7.36050100594491e-06,4.63372944684183e-06,"MAPK14/MAPK1/MAPK3/MAPKAPK2/ATF2/RPS6KA3/DUSP7",7
"R-HSA-8943724","R-HSA-8943724","Regulation of PTEN gene transcription","7/39","32/2914",1.15595721717477e-07,9.54820661386363e-06,6.01097752930882e-06,"MAPK1/TP53/EGR1/MAPK3/ATF2/HDAC1/LAMTOR3",7
"R-HSA-2559583","R-HSA-2559583","Cellular Senescence","10/39","99/2914",3.64085097218971e-07,2.50611908585725e-05,1.57770208794887e-05,"MAPK14/MAPK1/TP53/STAT3/CEBPB/SP1/MAPK3/MAPKAPK2/RPS6KA3/CDK2",10
"R-HSA-198725","R-HSA-198725","Nuclear Events (kinase and transcription factor activation)","6/39","24/2914",4.35271729267273e-07,2.56810320267691e-05,1.61672356584987e-05,"MAPK14/MAPK1/MAPK3/MAPKAPK2/RPS6KA3/DUSP7",6
"R-HSA-6807070","R-HSA-6807070","PTEN Regulation","8/39","59/2914",6.55643342465212e-07,3.38475875547666e-05,2.13084086301194e-05,"MAPK1/TP53/CSNK2A1/EGR1/MAPK3/ATF2/HDAC1/LAMTOR3",8
"R-HSA-450294","R-HSA-450294","MAP kinase activation","8/39","60/2914",7.49270571558294e-07,3.43831940059528e-05,2.16455942894618e-05,"MAPK14/MAPK1/MAPK3/MAPKAPK2/ATF2/RPS6KA3/DUSP7/MAP2K1",8
"R-HSA-448424","R-HSA-448424","Interleukin-17 signaling","8/39","64/2914",1.24722674605657e-06,5.15104646121362e-05,3.24278953974707e-05,"MAPK14/MAPK1/MAPK3/MAPKAPK2/ATF2/RPS6KA3/DUSP7/MAP2K1",8
"R-HSA-187037","R-HSA-187037","Signaling by NTRK1 (TRKA)","8/39","70/2914",2.51079553082086e-06,9.42689594753652e-05,5.93460761830386e-05,"MAPK14/MAPK1/STAT3/MAPK3/MAPKAPK2/RPS6KA3/DUSP7/MAP2K1",8
"R-HSA-2262752","R-HSA-2262752","Cellular responses to stress","12/39","187/2914",2.90238292397017e-06,9.98903456333067e-05,6.2884963352687e-05,"MAPK14/MAPK1/TP53/STAT3/CEBPB/SIRT1/SP1/MAPK3/MAPKAPK2/RPS6KA3/CDK2/LAMTOR3",12
"R-HSA-8953897","R-HSA-8953897","Cellular responses to external stimuli","12/39","189/2914",3.25115268361909e-06,0.000103286619871899,6.50230536723818e-05,"MAPK14/MAPK1/TP53/STAT3/CEBPB/SIRT1/SP1/MAPK3/MAPKAPK2/RPS6KA3/CDK2/LAMTOR3",12
"R-HSA-5675221","R-HSA-5675221","Negative regulation of MAPK pathway","6/39","34/2914",3.94351193445631e-06,0.000116333602066461,7.32366502113315e-05,"MAPK1/DUSP2/MAPK3/DUSP10/DUSP7/MAP2K1",6
"R-HSA-450341","R-HSA-450341","Activation of the AP-1 family of transcription factors","4/39","10/2914",5.4365286574999e-06,0.000125488628473851,7.90001050924967e-05,"MAPK14/MAPK1/MAPK3/ATF2",4
"R-HSA-198753","R-HSA-198753","ERK/MAPK targets","5/39","21/2914",5.74104229843359e-06,0.000125488628473851,7.90001050924967e-05,"MAPK14/MAPK1/MAPK3/RPS6KA3/DUSP7",5
"R-HSA-168142","R-HSA-168142","Toll Like Receptor 10 (TLR10) Cascade","8/39","78/2914",5.77308460291322e-06,0.000125488628473851,7.90001050924967e-05,"MAPK14/MAPK1/MAPK3/MAPKAPK2/ATF2/RPS6KA3/DUSP7/MAP2K1",8
"R-HSA-168176","R-HSA-168176","Toll Like Receptor 5 (TLR5) Cascade","8/39","78/2914",5.77308460291322e-06,0.000125488628473851,7.90001050924967e-05,"MAPK14/MAPK1/MAPK3/MAPKAPK2/ATF2/RPS6KA3/DUSP7/MAP2K1",8
"R-HSA-975871","R-HSA-975871","MyD88 cascade initiated on plasma membrane","8/39","78/2914",5.77308460291322e-06,0.000125488628473851,7.90001050924967e-05,"MAPK14/MAPK1/MAPK3/MAPKAPK2/ATF2/RPS6KA3/DUSP7/MAP2K1",8
"R-HSA-975138","R-HSA-975138","TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation","8/39","83/2914",9.25409619145161e-06,0.000190165909301801,0.000119717037332853,"MAPK14/MAPK1/MAPK3/MAPKAPK2/ATF2/RPS6KA3/DUSP7/MAP2K1",8
"R-HSA-168181","R-HSA-168181","Toll Like Receptor 7/8 (TLR7/8) Cascade","8/39","84/2914",1.01299031589337e-05,0.000190165909301801,0.000119717037332853,"MAPK14/MAPK1/MAPK3/MAPKAPK2/ATF2/RPS6KA3/DUSP7/MAP2K1",8
"R-HSA-975155","R-HSA-975155","MyD88 dependent cascade initiated on endosome","8/39","84/2914",1.01299031589337e-05,0.000190165909301801,0.000119717037332853,"MAPK14/MAPK1/MAPK3/MAPKAPK2/ATF2/RPS6KA3/DUSP7/MAP2K1",8
"R-HSA-166058","R-HSA-166058","MyD88:MAL(TIRAP) cascade initiated on plasma membrane","8/39","86/2914",1.20933431475999e-05,0.00019455124002102,0.000122477778221466,"MAPK14/MAPK1/MAPK3/MAPKAPK2/ATF2/RPS6KA3/DUSP7/MAP2K1",8
"R-HSA-168138","R-HSA-168138","Toll Like Receptor 9 (TLR9) Cascade","8/39","86/2914",1.20933431475999e-05,0.00019455124002102,0.000122477778221466,"MAPK14/MAPK1/MAPK3/MAPKAPK2/ATF2/RPS6KA3/DUSP7/MAP2K1",8
"R-HSA-168188","R-HSA-168188","Toll Like Receptor TLR6:TLR2 Cascade","8/39","86/2914",1.20933431475999e-05,0.00019455124002102,0.000122477778221466,"MAPK14/MAPK1/MAPK3/MAPKAPK2/ATF2/RPS6KA3/DUSP7/MAP2K1",8
"R-HSA-168164","R-HSA-168164","Toll Like Receptor 3 (TLR3) Cascade","8/39","87/2914",1.31899145776963e-05,0.00019455124002102,0.000122477778221466,"MAPK14/MAPK1/MAPK3/MAPKAPK2/ATF2/RPS6KA3/DUSP7/MAP2K1",8
"R-HSA-168179","R-HSA-168179","Toll Like Receptor TLR1:TLR2 Cascade","8/39","87/2914",1.31899145776963e-05,0.00019455124002102,0.000122477778221466,"MAPK14/MAPK1/MAPK3/MAPKAPK2/ATF2/RPS6KA3/DUSP7/MAP2K1",8
"R-HSA-181438","R-HSA-181438","Toll Like Receptor 2 (TLR2) Cascade","8/39","87/2914",1.31899145776963e-05,0.00019455124002102,0.000122477778221466,"MAPK14/MAPK1/MAPK3/MAPKAPK2/ATF2/RPS6KA3/DUSP7/MAP2K1",8
"R-HSA-166520","R-HSA-166520","Signaling by NTRKs","8/39","89/2914",1.56366750175982e-05,0.000222687820078209,0.000140190879468122,"MAPK14/MAPK1/STAT3/MAPK3/MAPKAPK2/RPS6KA3/DUSP7/MAP2K1",8
"R-HSA-166166","R-HSA-166166","MyD88-independent TLR4 cascade ","8/39","90/2914",1.69970823458555e-05,0.000226445000285107,0.000142556174513627,"MAPK14/MAPK1/MAPK3/MAPKAPK2/ATF2/RPS6KA3/DUSP7/MAP2K1",8
"R-HSA-937061","R-HSA-937061","TRIF(TICAM1)-mediated TLR4 signaling ","8/39","90/2914",1.69970823458555e-05,0.000226445000285107,0.000142556174513627,"MAPK14/MAPK1/MAPK3/MAPKAPK2/ATF2/RPS6KA3/DUSP7/MAP2K1",8
"R-HSA-1266738","R-HSA-1266738","Developmental Biology","16/39","397/2914",1.96918733316269e-05,0.000254148240186309,0.000159996470819468,"MAPK14/MAPK1/CSNK2A1/STAT3/CTNNB1/CEBPB/SMAD2/CEBPA/NR2F2/MAPK3/SMAD3/YY1/MED1/RPS6KA3/CDK2/MAP2K1",16
"R-HSA-2559582","R-HSA-2559582","Senescence-Associated Secretory Phenotype (SASP)","6/39","45/2914",2.14415522130252e-05,0.000268344274666043,0.00016893344167838,"MAPK1/STAT3/CEBPB/MAPK3/RPS6KA3/CDK2",6
"R-HSA-1257604","R-HSA-1257604","PIP3 activates AKT signaling","10/39","172/2914",5.63270573387646e-05,0.000684208078850288,0.000430736320825847,"MAPK1/TP53/CSNK2A1/EGR1/NR4A1/MAPK3/ATF2/HDAC1/GSK3A/LAMTOR3",10
"R-HSA-187687","R-HSA-187687","Signalling to ERKs","5/39","33/2914",5.95384997353432e-05,0.00070255429687705,0.000442285998033978,"MAPK14/MAPK1/MAPK3/MAPKAPK2/MAP2K1",5
"R-HSA-5674135","R-HSA-5674135","MAP2K and MAPK activation","5/39","34/2914",6.91238424596341e-05,0.000793004081550802,0.000499227751097357,"MAPK1/MAPK3/MAP2K1/LAMTOR3/WDR83",5
"R-HSA-166016","R-HSA-166016","Toll Like Receptor 4 (TLR4) Cascade","8/39","110/2914",7.40178704764288e-05,0.000826199473155813,0.000520125576320851,"MAPK14/MAPK1/MAPK3/MAPKAPK2/ATF2/RPS6KA3/DUSP7/MAP2K1",8
"R-HSA-445144","R-HSA-445144","Signal transduction by L1","4/39","20/2914",0.000113883736633127,0.00123773640077583,0.000779204513805609,"MAPK1/CSNK2A1/MAPK3/MAP2K1",4
"R-HSA-2559585","R-HSA-2559585","Oncogene Induced Senescence","4/39","23/2914",0.000202202862146541,0.00206789997222884,0.00130182564837651,"MAPK1/TP53/SP1/MAPK3",4
"R-HSA-5633007","R-HSA-5633007","Regulation of TP53 Activity","7/39","95/2914",0.000205263109974886,0.00206789997222884,0.00130182564837651,"MAPK14/TP53/CSNK2A1/STK11/HDAC1/CDK1/CDK2",7
"R-HSA-168898","R-HSA-168898","Toll-like Receptor Cascades","8/39","127/2914",0.000205287890705527,0.00206789997222884,0.00130182564837651,"MAPK14/MAPK1/MAPK3/MAPKAPK2/ATF2/RPS6KA3/DUSP7/MAP2K1",8
"R-HSA-9006925","R-HSA-9006925","Intracellular signaling by second messengers","10/39","201/2914",0.000211236720983418,0.00207716108967028,0.00130765589180211,"MAPK1/TP53/CSNK2A1/EGR1/NR4A1/MAPK3/ATF2/HDAC1/GSK3A/LAMTOR3",10
"R-HSA-2173796","R-HSA-2173796","SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription","4/39","24/2914",0.000240314518114249,0.00228901605289603,0.00144102705509193,"SMAD2/SP1/SMAD3/HDAC1",4
"R-HSA-2559580","R-HSA-2559580","Oxidative Stress Induced Senescence","5/39","44/2914",0.000244630254597828,0.00228901605289603,0.00144102705509193,"MAPK14/MAPK1/TP53/MAPK3/MAPKAPK2",5
