X1	X3	X2
MAPK14	activates	MAPKAPK2 
MAPK1	activates	GABPA 
TP53	activates	PRDM1 
TP53	activates	TP73 
CSNK2A1	activates	CTNNB1 
STAT3	activates	JUNB 
STAT3	activates	EGR1 
STAT3	activates	PRDM1 
CTNNB1	activates	FOXO1 
CTNNB1	activates	FOXO3 
MAPK1	activates	CEBPB 
CEBPB	activates	FOXO1 
CTNNB1	activates	TCF7L2 
SMAD2	activates	TCF7L2 
PLK1	activates	FOXM1 
MAPK14	activates	FOS 
SIRT1	inhibits	TP53 
SMAD2	activates	SP1 
CEBPB	activates	STAT3 
SP1	activates	SREBF1 
STAT3	activates	SPI1 
CEBPA	activates	SPI1 
MAPK1	activates	STAT3 
EGR1	activates	TP53 
MAPK14	activates	MEF2C 
MAPK1	activates	SMAD2 
NR4A1	activates	NR2F2 
SIRT1	inhibits	NR5A2 
NR2F2	activates	PROX1 
DUSP2	activates	MAPK1 
DUSP2	activates	MAPK14 
CTNNB1	activates	TCF4 
SMAD2	activates	MEF2A 
MAPK14	activates	STAT3 
CTNNB1	activates	NR4A1 
MAPK1	activates	FOS 
MAPK1	activates	MAPKAPK2 
MAPK14	activates	CSNK2A1 
MAPK1	activates	MED1 
CSNK2A1	activates	TWIST1 
PLK1	activates	YY1 
CSNK2A1	activates	TFAP2A 
MAPK3	inhibits	STK11 
MAPK14	activates	TWIST1 
SMAD3	inhibits	FOXA1 
STK11	activates	TP53 
MAPK14	activates	TP53 
MAPK1	activates	SREBF1 
CSNK2A1	activates	HDAC1 
MAPK14	activates	JUNB 
SIRT1	inhibits	FOXL2 
CSNK2A1	activates	TP53 
CSNK2A1	activates	YY1 
MAPK1	activates	CSNK2A1 
MAPK1	activates	SP1 
MAPK14	activates	FOXO3 
MAPK14	activates	FOXO1 
MAPK14	activates	HBP1 
MAPK14	activates	MEF2A 
MAPK1	activates	CIITA 
MAPK1	activates	TWIST1 
MAPK3	inhibits	FOXO3 
MAPKAPK2	activates	ETV1 
MAPKAPK2	activates	PLK1 
NR0B2	inhibits	CEBPA 
MAPK3	inhibits	CEBPA 
MAPK3	inhibits	FOXO1 
MAPK1	activates	NR4A1 
MAPK1	activates	TP53 
STK11	activates	ETV4 
YY1	activates	TP53 
STAT3	activates	TWIST1 
SMAD2	activates	MEF2C 
STAT3	activates	FOXO1 
SIRT1	inhibits	TP73 
TWIST1	activates	TP53 
NR2C2AP	inhibits	NR2C2 
CIITA	activates	NFYB 
MED1	activates	GATA6 
PEX14	inhibits	NFE2 
PCIF1	inhibits	PDX1 
Perturbation	activates	DUSP2 
Perturbation	activates	GFI1B 
Perturbation	activates	ZNF521 
MAPK14	inhibits	MAPK3 
ATF2	activates	ATF3 
MAPK3	activates	SMAD3 
MAPK3	activates	STAT5A 
NR0B2	activates	SIRT1 
NR0B2	activates	ESR2 
ZNF521	inhibits	EBF1 
MAPK3	activates	ATF2 
DUSP2	inhibits	MAPK3 
HDAC1	inhibits	KLF1 
HDAC1	inhibits	SMAD3 
Perturbation	inhibits	NR0B2 
Perturbation	inhibits	NR2C2AP 
Perturbation	inhibits	PCIF1 
Perturbation	inhibits	PEX14 
MAPK3	activates	GABPA 
MAPK3	activates	RPS6KA3 
MAPK3	activates	CEBPB 
CDK1	activates	CSNK2A1 
MAPK1	inhibits	CDK1 
MAPK3	activates	STAT3 
MAPK3	activates	SMAD2 
MAPK3	activates	FOS 
DUSP10	inhibits	MAPK14 
MAPK1	inhibits	FOXO1 
MAPK1	inhibits	FOXO3 
RPS6KA3	activates	ETV1 
