X1	X3	X2
CASP1	inhibits	GAPDH 
STAT1	activates	IRF1 
GAPDH	activates	POU2F1 
KMT2B	activates	RELB 
TWIST1	inhibits	RELA 
CTNNB1	activates	FOXO3 
CTNNB1	activates	TCF7L2 
MAPK1	activates	HIF1A 
MAPK14	inhibits	MAPK1 
CTNNB1	activates	LEF1 
CTNNB1	activates	TCF7 
MEN1	inhibits	NFKB1 
MEN1	inhibits	RELA 
NR0B2	inhibits	ONECUT1 
AKT1	inhibits	FOXO3 
TCF7	activates	LEF1 
NFKB1	activates	RELA 
AKT2	activates	CTNNB1 
SOX6	inhibits	CTNNB1 
STAT1	activates	IRF2 
CSNK2A1	inhibits	SPIB 
PCGF2	inhibits	UBE2I 
AKT1	inhibits	GATA2 
AKT2	activates	POU5F1 
YAP1	inhibits	RUNX2 
CDK2	activates	MYBL2 
MAPK1	activates	CDK2 
FHL5	activates	CREM 
NR0B2	inhibits	CEBPA 
CDK2	activates	FOXM1 
MAPK1	activates	RELA 
MAPK1	activates	STAT1 
UBE2I	activates	MYB 
EP300	inhibits	FOXO3 
MAPK1	activates	GATA2 
AKT1	inhibits	AKT2 
Perturbation	activates	FHL5 
Perturbation	activates	KMT2B 
TP53	activates	CASP1 
TP53	activates	PRDM1 
CDK2	inhibits	FOXO1 
EP300	activates	TP53 
AKT1	activates	EP300 
MEN1	activates	KMT2A 
MAPK11	activates	ATF2 
EP300	activates	ARNT 
MAPK14	activates	FOS 
UBE2I	inhibits	PPARG 
AKT1	activates	NRF1 
MAPK14	activates	ATF2 
NR0B2	activates	ESR2 
MAPK14	activates	CSNK2A1 
CSNK2A1	activates	TWIST1 
AKT2	inhibits	FOXO1 
MAPK1	inhibits	FOXO1 
YAP1	activates	TEAD1 
AKT1	activates	TWIST1 
GATA2	inhibits	SPI1 
MAPK1	inhibits	SMAD1 
MAPK1	inhibits	PPARG 
MAPK14	activates	TWIST1 
MAPK14	activates	TP53 
EP300	activates	FLI1 
UBE2I	inhibits	SOX6 
MAPK11	activates	TP53 
CSNK2A1	activates	AKT1 
YAP1	activates	SMAD1 
AKT2	inhibits	YAP1 
