"","Gene set","Overlap","pValue","pAdj"
"1","#upgenes.DNA_0","PRKDC, CDK2, CARM1, NPAS2","0.997570773126652",1
"2","#upgenes.ERS_0","","1",1
"3","#upgenes.HTS_0","CSNK2A1","0.999388719759745",1
"4","#upgenes.HYP_0","GAPDH, GLRX, NFKB1, TP53","0.986213801251579",1
"5","#upgenes.MTL_0","","1",1
"6","#upgenes.OXD_0","","1",1
"7","#upgenes.DNA_0.25","PRKDC, CDK2, CARM1, NPAS2","0.996163767111942",1
"8","#upgenes.ERS_0.25","","1",1
"9","#upgenes.HTS_0.25","CSNK2A1","0.998457433597525",1
"10","#upgenes.HYP_0.25","GAPDH, GLRX, NFKB1, TP53","0.974400382507508",1
"11","#upgenes.MTL_0.25","","1",1
"12","#upgenes.OXD_0.25","","1",1
"13","#upgenes.DNA_0.45","PRKDC, CDK2, CARM1","0.997612980721164",1
"14","#upgenes.ERS_0.45","","1",1
"15","#upgenes.HTS_0.45","CSNK2A1","0.995540099125739",1
"16","#upgenes.HYP_0.45","GAPDH, GLRX","0.99640533182437",1
"17","#upgenes.MTL_0.45","","1",1
"18","#upgenes.OXD_0.45","","1",1
"19","#upgenes.DNA_0.5","PRKDC, CDK2, CARM1","0.997612980721164",1
"20","#upgenes.ERS_0.5","","1",1
"21","#upgenes.HTS_0.5","CSNK2A1","0.995540099125739",1
"22","#upgenes.HYP_0.5","GAPDH, GLRX","0.99640533182437",1
"23","#upgenes.MTL_0.5","","1",1
"24","#upgenes.OXD_0.5","","1",1
"25","#upgenes.DNA_0.65","PRKDC, CDK2","0.996063899753289",1
"26","#upgenes.ERS_0.65","","1",1
"27","#upgenes.HTS_0.65","CSNK2A1","0.977246550932285",1
"28","#upgenes.HYP_0.65","GLRX","0.99873742079739",1
"29","#upgenes.MTL_0.65","","1",1
"30","#upgenes.OXD_0.65","","1",1
"31","#upgenes.DNA_0.75","PRKDC, CDK2","0.996063899753289",1
"32","#upgenes.ERS_0.75","","1",1
"33","#upgenes.HTS_0.75","","1",1
"34","#upgenes.HYP_0.75","GLRX","0.987882400655984",1
"35","#upgenes.MTL_0.75","","1",1
"36","#upgenes.OXD_0.75","","1",1
"37","#upgenes.DNA_0.85","PRKDC","0.986737791707403",1
"38","#upgenes.ERS_0.85","","1",1
"39","#upgenes.HTS_0.85","","1",1
"40","#upgenes.HYP_0.85","","1",1
"41","#upgenes.MTL_0.85","","1",1
"42","#upgenes.OXD_0.85","","1",1
"43","#upgenes.DNA_0.95","PRKDC","0.986737791707403",1
"44","#upgenes.ERS_0.95","","1",1
"45","#upgenes.HTS_0.95","","1",1
"46","#upgenes.HYP_0.95","","1",1
"47","#upgenes.MTL_0.95","","1",1
"48","#upgenes.OXD_0.95","","1",1
"49","#upgenes.DNA_1","PRKDC","0.986737791707403",1
"50","#upgenes.ERS_1","","1",1
"51","#upgenes.HTS_1","","1",1
"52","#upgenes.HYP_1","","1",1
"53","#upgenes.MTL_1","","1",1
"54","#upgenes.OXD_1","","1",1
"55","#dngenes.DNA_0","PRKDC, CDK2, CARM1, NPAS2","0.997570773126652",1
"56","#dngenes.ERS_0","","1",1
"57","#dngenes.HTS_0","CSNK2A1","0.999388719759745",1
"58","#dngenes.HYP_0","GAPDH, GLRX, NFKB1, TP53","0.986213801251579",1
"59","#dngenes.MTL_0","","1",1
"60","#dngenes.OXD_0","","1",1
"61","#dngenes.DNA_0.25","CDK2, CARM1, NPAS2","0.981673083341354",1
"62","#dngenes.ERS_0.25","","1",1
"63","#dngenes.HTS_0.25","CSNK2A1","0.99102469717978",1
"64","#dngenes.HYP_0.25","GAPDH, NFKB1, TP53","0.895848962298673",1
"65","#dngenes.MTL_0.25","","1",1
"66","#dngenes.OXD_0.25","","1",1
"67","#dngenes.DNA_0.45","CARM1, NPAS2","0.923609644536629",1
"68","#dngenes.ERS_0.45","","1",1
"69","#dngenes.HTS_0.45","","1",1
"70","#dngenes.HYP_0.45","GAPDH, NFKB1, TP53","0.582126512786501",1
"71","#dngenes.MTL_0.45","","1",1
"72","#dngenes.OXD_0.45","","1",1
"73","#dngenes.DNA_0.5","CARM1, NPAS2","0.923609644536629",1
"74","#dngenes.ERS_0.5","","1",1
"75","#dngenes.HTS_0.5","","1",1
"76","#dngenes.HYP_0.5","GAPDH, NFKB1, TP53","0.582126512786501",1
"77","#dngenes.MTL_0.5","","1",1
"78","#dngenes.OXD_0.5","","1",1
"79","#dngenes.DNA_0.65","NPAS2","0.814523520558699",1
"80","#dngenes.ERS_0.65","","1",1
"81","#dngenes.HTS_0.65","","1",1
"82","#dngenes.HYP_0.65","NFKB1, TP53","0.563300142355042",1
"83","#dngenes.MTL_0.65","","1",1
"84","#dngenes.OXD_0.65","","1",1
"85","#dngenes.DNA_0.75","NPAS2","0.814523520558699",1
"86","#dngenes.ERS_0.75","","1",1
"87","#dngenes.HTS_0.75","","1",1
"88","#dngenes.HYP_0.75","","1",1
"89","#dngenes.MTL_0.75","","1",1
"90","#dngenes.OXD_0.75","","1",1
"91","#dngenes.DNA_0.85","","1",1
"92","#dngenes.ERS_0.85","","1",1
"93","#dngenes.HTS_0.85","","1",1
"94","#dngenes.HYP_0.85","","1",1
"95","#dngenes.MTL_0.85","","1",1
"96","#dngenes.OXD_0.85","","1",1
"97","#dngenes.DNA_0.95","","1",1
"98","#dngenes.ERS_0.95","","1",1
"99","#dngenes.HTS_0.95","","1",1
"100","#dngenes.HYP_0.95","","1",1
"101","#dngenes.MTL_0.95","","1",1
"102","#dngenes.OXD_0.95","","1",1
"103","#dngenes.DNA_1","","1",1
"104","#dngenes.ERS_1","","1",1
"105","#dngenes.HTS_1","","1",1
"106","#dngenes.HYP_1","","1",1
"107","#dngenes.MTL_1","","1",1
"108","#dngenes.OXD_1","","1",1
