NodeName	NodeID	Regulation	Score	Correct	Incorrect	Ambiguous	p-value	Enrichment p-value
MAP3K12	1215	1	20	25	5	9	0.00276606130262323	1
SPAG9	1274	1	20	25	5	9	0.00276606130262323	1
SYK	1713	1	20	23	3	13	0.000978415772438086	1
PTPRR	1958	-1	20	26	6	7	0.00326356282094076	1
MBIP	1239	1	19	24	5	8	0.00407747813875776	1
CD79B	3220	1	19	22	3	13	0.00167916591021684	1
FCER1G	3231	1	19	22	3	13	0.00167916591021684	1
MAPK14	92	1	18	24	6	9	0.00816448144308964	1
GNA11	809	1	18	23	5	11	0.00589247772133767	1
STK39	1396	1	18	24	6	9	0.00816448144308964	1
MINK1	1637	1	18	24	6	9	0.00816448144308964	1
GNA15	3028	1	18	24	6	9	0.00816448144308964	1
GNA14	3029	1	18	24	6	9	0.00816448144308964	1
PLCB2	3226	1	18	24	6	9	0.00816448144308964	1
DUSP26	2315	-1	18	23	5	11	0.00731492076667949	1
ATF2	340	1	17	21	4	9	0.0101976677398718	1
FPR2	2573	1	17	23	6	8	0.011283069666814	1
PIN1	480	1	16	20	4	15	0.0083419190048145	1
MAPK11	637	1	16	21	5	13	0.0186951064026854	1
IL13RA1	1213	1	16	18	2	17	0.00158364924977255	1
MAP4K3	1247	1	16	21	5	13	0.0186951064026854	1
GPER1	2589	1	16	21	5	12	0.022528762173306	1
NOS2	3047	1	16	18	2	17	0.00158364924977255	1
EIF4EBP1	305	-1	16	24	8	5	0.0535379218863358	1
CHRM1	34	1	15	19	4	15	0.0236083031524354	1
CNR1	40	1	15	19	4	15	0.0236083031524354	1
ITCH	51	1	15	18	3	18	0.00795988178932719	1
SMAD3	289	1	15	23	8	8	0.117474951737281	1
BTK	589	1	15	21	6	12	0.0500969470624059	1
MMP2	822	1	15	20	5	14	0.0388570556074056	1
F2R	965	1	15	19	4	15	0.0236083031524354	1
BRCA2	992	1	15	23	8	5	0.117474951737281	1
CD247	1000	1	15	18	3	17	0.0128692027983923	1
ACVR1B	1074	1	15	23	8	5	0.117474951737281	1
MTMR4	1124	1	15	23	8	5	0.117474951737281	1
RARA	1171	1	15	20	5	13	0.0446928237017539	1
ESR2	1177	1	15	20	5	13	0.0264562792210886	1
CSF3R	1205	1	15	18	3	17	0.0058189317120832	1
ACVR1C	1231	1	15	23	8	5	0.117474951737281	1
EIF4E	1268	1	15	23	8	5	0.117474951737281	1
CCR5	1418	1	15	20	5	13	0.0264562792210886	1
CCL16	1468	1	15	20	5	10	0.0264562792210886	1
MT-RNR2	1509	1	15	21	6	4	0.0336082536218284	1
SAA1	1510	1	15	21	6	4	0.0336082536218284	1
GAL	1514	1	15	19	4	10	0.0236083031524354	1
MLN	1570	1	15	19	4	10	0.0236083031524354	1
NMS	1576	1	15	19	4	10	0.0236083031524354	1
NMU	1577	1	15	19	4	10	0.0236083031524354	1
HCRT	1588	1	15	19	4	10	0.0236083031524354	1
PRLH	1598	1	15	19	4	10	0.0236083031524354	1
SST	1611	1	15	19	4	10	0.0236083031524354	1
GNAQ	1630	1	15	19	4	16	0.0194617470289015	1
CHRM2	1640	1	15	19	4	15	0.0236083031524354	1
SSTR2	1642	1	15	19	4	15	0.0236083031524354	1
HTR2A	1644	1	15	19	4	15	0.0236083031524354	1
LPAR1	1835	1	15	19	4	15	0.0236083031524354	1
P2RY10	1836	1	15	19	4	15	0.0236083031524354	1
NMUR2	1838	1	15	19	4	15	0.0236083031524354	1
CYSLTR1	1847	1	15	19	4	15	0.0236083031524354	1
LPAR6	1867	1	15	19	4	15	0.0236083031524354	1
P2RY4	1869	1	15	19	4	15	0.0236083031524354	1
LPAR3	1870	1	15	19	4	15	0.0236083031524354	1
HCRTR2	1884	1	15	19	4	15	0.0236083031524354	1
CHRM3	1888	1	15	19	4	15	0.0236083031524354	1
CHRM5	1889	1	15	19	4	15	0.0236083031524354	1
CTSG	1892	1	15	18	3	16	0.010376655876603	1
CYSLTR2	1894	1	15	19	4	14	0.0194617470289015	1
PRLHR	1895	1	15	19	4	15	0.0236083031524354	1
S1PR2	2066	1	15	19	4	15	0.0236083031524354	1
SAV1	2074	1	15	18	3	13	0.010376655876603	1
CDON	2097	1	15	22	7	10	0.0407780982315494	1
STIL	2163	1	15	19	4	12	0.0118334556853246	1
TACR2	2174	1	15	19	4	15	0.0236083031524354	1
BDKRB2	2254	1	15	19	4	15	0.0236083031524354	1
GALR2	2329	1	15	19	4	15	0.0236083031524354	1
HTR2B	2334	1	15	19	4	15	0.0236083031524354	1
CDH2	2519	1	15	18	3	17	0.010376655876603	1
GALP	2577	1	15	19	4	10	0.0236083031524354	1
GPR17	2592	1	15	19	4	15	0.0236083031524354	1
HCRTR1	2604	1	15	19	4	15	0.0236083031524354	1
HTR2C	2618	1	15	19	4	15	0.0236083031524354	1
KPNB1	2645	1	15	23	8	5	0.117474951737281	1
MLNR	2685	1	15	19	4	15	0.0236083031524354	1
CHAT	2864	1	15	19	4	10	0.0236083031524354	1
STAM2	3071	1	15	18	3	17	0.0058189317120832	1
SNX1	3387	1	15	19	4	10	0.0236083031524354	1
RGS2	72	-1	15	19	4	14	0.0194617470289015	1
FKBP8	270	-1	15	21	6	11	0.0156312956519818	1
GADD45A	721	-1	15	21	6	12	0.026677622249409	1
NPY	1600	-1	15	19	4	11	0.0194617470289015	1
GRK4	1852	-1	15	19	4	10	0.0236083031524354	1
PTPN3	1936	-1	15	18	3	13	0.0128692027983923	1
TUBB	2244	-1	15	23	8	5	0.117474951737281	1
LATS2	2310	-1	15	19	4	16	0.0236083031524354	1
