"","Gene set","Overlap","pValue","pAdj"
"1","#upgenes.DNA_0","","1",1
"2","#upgenes.ERS_0","","1",1
"3","#upgenes.HTS_0","CSNK2A1","0.840363490282449",1
"4","#upgenes.HYP_0","ETS1, FOS, HBP1, JUN, TP53","0.0812370886128411",1
"5","#upgenes.MTL_0","","1",1
"6","#upgenes.OXD_0","MYB, SMAD3","0.486320507515491",1
"7","#upgenes.DNA_0.25","","1",1
"8","#upgenes.ERS_0.25","","1",1
"9","#upgenes.HTS_0.25","CSNK2A1","0.799180530769",1
"10","#upgenes.HYP_0.25","ETS1, FOS, HBP1, JUN, TP53","0.0593202872220631",1
"11","#upgenes.MTL_0.25","","1",1
"12","#upgenes.OXD_0.25","SMAD3","0.779207226651618",1
"13","#upgenes.DNA_0.45","","1",1
"14","#upgenes.ERS_0.45","","1",1
"15","#upgenes.HTS_0.45","CSNK2A1","0.738709183561088",1
"16","#upgenes.HYP_0.45","ETS1, FOS, HBP1, JUN","0.11810147836135",1
"17","#upgenes.MTL_0.45","","1",1
"18","#upgenes.OXD_0.45","SMAD3","0.721434008056858",1
"19","#upgenes.DNA_0.5","","1",1
"20","#upgenes.ERS_0.5","","1",1
"21","#upgenes.HTS_0.5","CSNK2A1","0.738709183561088",1
"22","#upgenes.HYP_0.5","ETS1, FOS, HBP1, JUN","0.11810147836135",1
"23","#upgenes.MTL_0.5","","1",1
"24","#upgenes.OXD_0.5","SMAD3","0.721434008056858",1
"25","#upgenes.DNA_0.65","","1",1
"26","#upgenes.ERS_0.65","","1",1
"27","#upgenes.HTS_0.65","CSNK2A1","0.608611459427199",1
"28","#upgenes.HYP_0.65","ETS1, FOS, HBP1, JUN","0.0756109967735995",1
"29","#upgenes.MTL_0.65","","1",1
"30","#upgenes.OXD_0.65","SMAD3","0.540928786813932",1
"31","#upgenes.DNA_0.75","","1",1
"32","#upgenes.ERS_0.75","","1",1
"33","#upgenes.HTS_0.75","","1",1
"34","#upgenes.HYP_0.75","FOS, HBP1, JUN","0.0908483735168346",1
"35","#upgenes.MTL_0.75","","1",1
"36","#upgenes.OXD_0.75","SMAD3","0.540928786813932",1
"37","#upgenes.DNA_0.85","","1",1
"38","#upgenes.ERS_0.85","","1",1
"39","#upgenes.HTS_0.85","","1",1
"40","#upgenes.HYP_0.85","HBP1, JUN","0.130286315807082",1
"41","#upgenes.MTL_0.85","","1",1
"42","#upgenes.OXD_0.85","","1",1
"43","#upgenes.DNA_0.95","","1",1
"44","#upgenes.ERS_0.95","","1",1
"45","#upgenes.HTS_0.95","","1",1
"46","#upgenes.HYP_0.95","HBP1, JUN","0.130286315807082",1
"47","#upgenes.MTL_0.95","","1",1
"48","#upgenes.OXD_0.95","","1",1
"49","#upgenes.DNA_1","","1",1
"50","#upgenes.ERS_1","","1",1
"51","#upgenes.HTS_1","","1",1
"52","#upgenes.HYP_1","HBP1, JUN","0.130286315807082",1
"53","#upgenes.MTL_1","","1",1
"54","#upgenes.OXD_1","","1",1
"55","#dngenes.DNA_0","","1",1
"56","#dngenes.ERS_0","","1",1
"57","#dngenes.HTS_0","CSNK2A1","0.840363490282449",1
"58","#dngenes.HYP_0","ETS1, FOS, HBP1, JUN, TP53","0.0812370886128411",1
"59","#dngenes.MTL_0","","1",1
"60","#dngenes.OXD_0","MYB, SMAD3","0.486320507515491",1
"61","#dngenes.DNA_0.25","","1",1
"62","#dngenes.ERS_0.25","","1",1
"63","#dngenes.HTS_0.25","CSNK2A1","0.689232662995883",1
