"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-212436","R-HSA-212436","Generic Transcription Pathway","58/91","481/2914",7.42566995587374e-25,4.12124682550992e-22,2.54817726906825e-22,"CCND1/CDK4/CTNNB1/FOXO1/MAPK1/MAPK3/MYC/NR4A1/RB1/RBL1/SMAD3/SMAD7/AKT2/AKT3/CREB1/CREBBP/NOTCH1/PPARGC1A/PRKAA1/SMAD2/SMAD4/CASP1/CASP6/HDAC2/STAT1/CDK1/CSNK2A1/E2F1/JUN/PIN1/TP53/CDKN1A/EP300/GSK3B/PRKAA2/PTEN/STK11/AXIN1/HES1/NR3C1/SNW1/FOXO3/FOXO4/TCF7L2/AR/SP1/NR2F1/TAF1/MYBL2/VDR/ESRRA/NR2C2/MEF2C/SMAD1/ATF2/JUNB/SREBF1/SOX2",58
"R-HSA-73857","R-HSA-73857","RNA Polymerase II Transcription","58/91","499/2914",5.6215024637392e-24,1.55996693368763e-21,9.64531475357357e-22,"CCND1/CDK4/CTNNB1/FOXO1/MAPK1/MAPK3/MYC/NR4A1/RB1/RBL1/SMAD3/SMAD7/AKT2/AKT3/CREB1/CREBBP/NOTCH1/PPARGC1A/PRKAA1/SMAD2/SMAD4/CASP1/CASP6/HDAC2/STAT1/CDK1/CSNK2A1/E2F1/JUN/PIN1/TP53/CDKN1A/EP300/GSK3B/PRKAA2/PTEN/STK11/AXIN1/HES1/NR3C1/SNW1/FOXO3/FOXO4/TCF7L2/AR/SP1/NR2F1/TAF1/MYBL2/VDR/ESRRA/NR2C2/MEF2C/SMAD1/ATF2/JUNB/SREBF1/SOX2",58
"R-HSA-5663202","R-HSA-5663202","Diseases of signal transduction","34/91","268/2914",7.9537173717187e-14,1.22296853938455e-11,7.56164521269535e-12,"CTNNB1/FOXO1/MAPK1/MAPK3/MYC/NR4A1/SMAD3/AKT2/AKT3/CREB1/CREBBP/CSK/NOTCH1/SMAD2/SMAD4/STAT3/TGFBR1/TGFBR2/GSK3A/HDAC2/STAT1/RAF1/CDKN1A/EP300/GSK3B/PTEN/AXIN1/HES1/LRP5/LRP6/SNW1/FOXO3/FOXO4/TCF7L2",34
"R-HSA-8878166","R-HSA-8878166","Transcriptional regulation by RUNX2","18/91","62/2914",8.81418767123997e-14,1.22296853938455e-11,7.56164521269535e-12,"CCND1/CDK4/MAPK1/MAPK3/RB1/AKT2/AKT3/PPARGC1A/SMAD4/STAT1/CDK1/CDKN1A/GSK3B/HES1/NR3C1/AR/ESRRA/SMAD1",18
"R-HSA-9614085","R-HSA-9614085","FOXO-mediated transcription","16/91","49/2914",3.1080224820292e-13,3.44990495505241e-11,2.13308490345583e-11,"FOXO1/SMAD3/AKT2/AKT3/CREBBP/PPARGC1A/SMAD2/SMAD4/HDAC2/CDKN1A/EP300/STK11/NR3C1/FOXO3/FOXO4/SREBF1",16
"R-HSA-9615017","R-HSA-9615017","FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes","10/91","19/2914",3.93299249691357e-11,3.63801805964505e-09,2.24939570876109e-09,"FOXO1/SMAD3/PPARGC1A/SMAD2/SMAD4/HDAC2/NR3C1/FOXO3/FOXO4/SREBF1",10
"R-HSA-1643685","R-HSA-1643685","Disease","39/91","443/2914",1.05608454223363e-10,8.37324172770953e-09,5.17719640252879e-09,"CDK4/CTNNB1/FOXO1/MAPK1/MAPK3/MYC/NR4A1/SMAD3/AKT2/AKT3/CREB1/CREBBP/CSK/NOTCH1/SMAD2/SMAD4/STAT3/TGFBR1/TGFBR2/CDC25A/CDH1/GSK3A/HDAC2/STAT1/JUN/RAF1/CDKN1A/EP300/GSK3B/PTEN/AXIN1/HES1/LRP5/LRP6/SNW1/FOXO3/FOXO4/TCF7L2/TAF1",39
"R-HSA-8878159","R-HSA-8878159","Transcriptional regulation by RUNX3","14/91","53/2914",2.71654616744344e-10,1.88460390366389e-08,1.16525532971916e-08,"CCND1/CTNNB1/MYC/SMAD3/CREBBP/NOTCH1/SMAD4/TP53/CDKN1A/EP300/HES1/SNW1/FOXO3/TCF7L2",14
"R-HSA-5674400","R-HSA-5674400","Constitutive Signaling by AKT1 E17K in Cancer","10/91","24/2914",7.34275596596703e-10,4.52803284567967e-08,2.79969408760848e-08,"FOXO1/NR4A1/AKT2/AKT3/CREB1/GSK3A/CDKN1A/GSK3B/FOXO3/FOXO4",10
"R-HSA-1266738","R-HSA-1266738","Developmental Biology","35/91","397/2914",1.55933624751665e-09,8.65431617371739e-08,5.3509854388466e-08,"CDK4/CTNNB1/FOXO1/MAPK1/MAPK3/MYC/SMAD3/TCF4/AKT2/AKT3/CREB1/CREBBP/NOTCH1/PPARGC1A/RHOA/ROCK2/SMAD2/SMAD4/STAT3/CSNK2A1/E2F1/JUN/RPS6KA5/CDKN1A/EP300/GSK3B/PAK1/HES1/SNW1/WNT1/FOXO3/SREBF2/MEF2C/SREBF1/SOX2",35
"R-HSA-5688426","R-HSA-5688426","Deubiquitination","19/91","124/2914",3.14324600045497e-09,1.58591048204773e-07,9.80572436505569e-08,"MYC/SMAD3/SMAD7/MAP3K7/RHOA/SMAD2/SMAD4/TGFBR1/TGFBR2/CDC25A/CDK1/TP53/EP300/PTEN/AXIN1/FOXO4/AR/HIF1A/SMAD1",19
"R-HSA-5689880","R-HSA-5689880","Ub-specific processing proteases","15/91","80/2914",1.04305723785882e-08,4.82413972509705e-07,2.98277771528049e-07,"MYC/SMAD3/SMAD7/MAP3K7/SMAD2/SMAD4/TGFBR1/CDC25A/TP53/PTEN/AXIN1/FOXO4/AR/HIF1A/SMAD1",15
"R-HSA-2173796","R-HSA-2173796","SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription","9/91","24/2914",1.68916900313795e-08,7.21145228262741e-07,4.45885906901192e-07,"MYC/RBL1/SMAD3/SMAD7/SMAD2/SMAD4/SNW1/SP1/JUNB",9
"R-HSA-9617828","R-HSA-9617828","FOXO-mediated transcription of cell cycle genes","7/91","14/2914",6.6072280939303e-08,2.61929399437951e-06,1.61951605911374e-06,"FOXO1/SMAD3/SMAD2/SMAD4/CDKN1A/FOXO3/FOXO4",7
"R-HSA-1912408","R-HSA-1912408","Pre-NOTCH Transcription and Translation","8/91","23/2914",2.21876718944949e-07,8.2094386009631e-06,5.07591651761777e-06,"CCND1/CREBBP/NOTCH1/E2F1/JUN/TP53/EP300/SNW1",8
