"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-2262752","R-HSA-2262752","Cellular responses to stress","27/66","187/2914",2.8097009360962e-16,6.31512908148375e-14,3.57827370904366e-14,"CREBBP/FOS/JUN/NFKB1/RELA/STAT3/CDKN1A/E2F1/EP300/HSP90AB1/MAPK1/MAPK14/MAPK3/MDM2/NR3C1/RB1/SIRT1/MAP3K5/MAPK8/MAPKAPK2/RPS6KA1/RPS6KA2/SP1/TP53/TXN/ETS1/ARNT",27
"R-HSA-8953897","R-HSA-8953897","Cellular responses to external stimuli","27/66","189/2914",3.7233935365818e-16,6.31512908148375e-14,3.57827370904366e-14,"CREBBP/FOS/JUN/NFKB1/RELA/STAT3/CDKN1A/E2F1/EP300/HSP90AB1/MAPK1/MAPK14/MAPK3/MDM2/NR3C1/RB1/SIRT1/MAP3K5/MAPK8/MAPKAPK2/RPS6KA1/RPS6KA2/SP1/TP53/TXN/ETS1/ARNT",27
"R-HSA-2559583","R-HSA-2559583","Cellular Senescence","21/66","99/2914",4.26697910911064e-16,6.31512908148375e-14,3.57827370904366e-14,"FOS/JUN/NFKB1/RELA/STAT3/CDKN1A/E2F1/MAPK1/MAPK14/MAPK3/MDM2/RB1/MAP3K5/MAPK8/MAPKAPK2/RPS6KA1/RPS6KA2/SP1/TP53/TXN/ETS1",21
"R-HSA-212436","R-HSA-212436","Generic Transcription Pathway","38/66","481/2914",1.87858313431569e-14,2.08522727909042e-12,1.18152991868803e-12,"CREBBP/FOS/IL2RA/JUN/NCOR2/SMAD3/CDKN1A/E2F1/EP300/GADD45A/MAPK1/MAPK14/MAPK3/MDM2/NR3C1/RB1/SIRT1/STAT1/TRIM28/CASP6/ESR1/GATA3/HDAC4/MYC/PPP2R5C/SP1/TP53/TXN/SMAD2/TCF7/BCL6/ESR2/FOXO1/JUNB/SPI1/TWIST1/YY1/PPARG",38
"R-HSA-73857","R-HSA-73857","RNA Polymerase II Transcription","38/66","499/2914",6.55569757334878e-14,5.82145944513372e-12,3.2985509895376e-12,"CREBBP/FOS/IL2RA/JUN/NCOR2/SMAD3/CDKN1A/E2F1/EP300/GADD45A/MAPK1/MAPK14/MAPK3/MDM2/NR3C1/RB1/SIRT1/STAT1/TRIM28/CASP6/ESR1/GATA3/HDAC4/MYC/PPP2R5C/SP1/TP53/TXN/SMAD2/TCF7/BCL6/ESR2/FOXO1/JUNB/SPI1/TWIST1/YY1/PPARG",38
"R-HSA-450282","R-HSA-450282","MAPK targets/ Nuclear events mediated by MAP kinases","12/66","30/2914",4.07214997989588e-13,3.01339098512295e-11,1.70744534244757e-11,"FOS/JUN/MAPK1/MAPK14/MAPK3/MAPK8/MAPKAPK2/RPS6KA1/RPS6KA2/RPS6KA5/ATF1/MEF2A",12
"R-HSA-449147","R-HSA-449147","Signaling by Interleukins","29/66","332/2914",1.20342298768698e-11,7.63314009332886e-10,4.32508412116074e-10,"FOS/IL2RA/IL2RG/JUN/NFKB1/RELA/SMAD3/STAT3/CDKN1A/MAPK1/MAPK14/MAPK3/STAT1/CASP3/GATA3/MAPK8/MAPKAPK2/MYC/RPS6KA1/RPS6KA2/RPS6KA5/TP53/STAT5A/BCL6/FOXO1/JUNB/TWIST1/ATF1/MEF2A",29
"R-HSA-2559580","R-HSA-2559580","Oxidative Stress Induced Senescence","12/66","44/2914",7.78099989297164e-11,4.31845494059926e-09,2.4469197031845e-09,"FOS/JUN/E2F1/MAPK1/MAPK14/MAPK3/MDM2/MAP3K5/MAPK8/MAPKAPK2/TP53/TXN",12
"R-HSA-450294","R-HSA-450294","MAP kinase activation","13/66","60/2914",2.75635546179711e-10,1.35980202781991e-08,7.70490006280127e-09,"FOS/JUN/NFKB1/MAPK1/MAPK14/MAPK3/MAPK8/MAPKAPK2/RPS6KA1/RPS6KA2/RPS6KA5/ATF1/MEF2A",13
"R-HSA-448424","R-HSA-448424","Interleukin-17 signaling","13/66","64/2914",6.53947516059826e-10,2.57528403155953e-08,1.45920550863615e-08,"FOS/JUN/NFKB1/MAPK1/MAPK14/MAPK3/MAPK8/MAPKAPK2/RPS6KA1/RPS6KA2/RPS6KA5/ATF1/MEF2A",13
"R-HSA-168142","R-HSA-168142","Toll Like Receptor 10 (TLR10) Cascade","14/66","78/2914",7.54024603834997e-10,2.57528403155953e-08,1.45920550863615e-08,"FOS/JUN/NFKB1/RELA/MAPK1/MAPK14/MAPK3/MAPK8/MAPKAPK2/RPS6KA1/RPS6KA2/RPS6KA5/ATF1/MEF2A",14
"R-HSA-168176","R-HSA-168176","Toll Like Receptor 5 (TLR5) Cascade","14/66","78/2914",7.54024603834997e-10,2.57528403155953e-08,1.45920550863615e-08,"FOS/JUN/NFKB1/RELA/MAPK1/MAPK14/MAPK3/MAPK8/MAPKAPK2/RPS6KA1/RPS6KA2/RPS6KA5/ATF1/MEF2A",14
"R-HSA-975871","R-HSA-975871","MyD88 cascade initiated on plasma membrane","14/66","78/2914",7.54024603834997e-10,2.57528403155953e-08,1.45920550863615e-08,"FOS/JUN/NFKB1/RELA/MAPK1/MAPK14/MAPK3/MAPK8/MAPKAPK2/RPS6KA1/RPS6KA2/RPS6KA5/ATF1/MEF2A",14
"R-HSA-198725","R-HSA-198725","Nuclear Events (kinase and transcription factor activation)","9/66","24/2914",8.98185117699651e-10,2.84852994470461e-08,1.61403190323471e-08,"MAPK1/MAPK14/MAPK3/MAPKAPK2/RPS6KA1/RPS6KA2/RPS6KA5/ATF1/MEF2A",9
"R-HSA-975138","R-HSA-975138","TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation","14/66","83/2914",1.78791013899229e-09,5.29221401141718e-08,2.99867033838005e-08,"FOS/JUN/NFKB1/RELA/MAPK1/MAPK14/MAPK3/MAPK8/MAPKAPK2/RPS6KA1/RPS6KA2/RPS6KA5/ATF1/MEF2A",14
"R-HSA-168181","R-HSA-168181","Toll Like Receptor 7/8 (TLR7/8) Cascade","14/66","84/2914",2.10898190706345e-09,5.50816451021276e-08,3.12103204822392e-08,"FOS/JUN/NFKB1/RELA/MAPK1/MAPK14/MAPK3/MAPK8/MAPKAPK2/RPS6KA1/RPS6KA2/RPS6KA5/ATF1/MEF2A",14
"R-HSA-975155","R-HSA-975155","MyD88 dependent cascade initiated on endosome","14/66","84/2914",2.10898190706345e-09,5.50816451021276e-08,3.12103204822392e-08,"FOS/JUN/NFKB1/RELA/MAPK1/MAPK14/MAPK3/MAPK8/MAPKAPK2/RPS6KA1/RPS6KA2/RPS6KA5/ATF1/MEF2A",14
"R-HSA-166058","R-HSA-166058","MyD88:MAL(TIRAP) cascade initiated on plasma membrane","14/66","86/2914",2.91397559987531e-09,6.46902583172318e-08,3.66547457036947e-08,"FOS/JUN/NFKB1/RELA/MAPK1/MAPK14/MAPK3/MAPK8/MAPKAPK2/RPS6KA1/RPS6KA2/RPS6KA5/ATF1/MEF2A",14
"R-HSA-168138","R-HSA-168138","Toll Like Receptor 9 (TLR9) Cascade","14/66","86/2914",2.91397559987531e-09,6.46902583172318e-08,3.66547457036947e-08,"FOS/JUN/NFKB1/RELA/MAPK1/MAPK14/MAPK3/MAPK8/MAPKAPK2/RPS6KA1/RPS6KA2/RPS6KA5/ATF1/MEF2A",14
"R-HSA-168188","R-HSA-168188","Toll Like Receptor TLR6:TLR2 Cascade","14/66","86/2914",2.91397559987531e-09,6.46902583172318e-08,3.66547457036947e-08,"FOS/JUN/NFKB1/RELA/MAPK1/MAPK14/MAPK3/MAPK8/MAPKAPK2/RPS6KA1/RPS6KA2/RPS6KA5/ATF1/MEF2A",14
"R-HSA-168164","R-HSA-168164","Toll Like Receptor 3 (TLR3) Cascade","14/66","87/2914",3.41368080378316e-09,6.58988816034662e-08,3.73395749246762e-08,"FOS/JUN/NFKB1/RELA/MAPK1/MAPK14/MAPK3/MAPK8/MAPKAPK2/RPS6KA1/RPS6KA2/RPS6KA5/ATF1/MEF2A",14
"R-HSA-168179","R-HSA-168179","Toll Like Receptor TLR1:TLR2 Cascade","14/66","87/2914",3.41368080378316e-09,6.58988816034662e-08,3.73395749246762e-08,"FOS/JUN/NFKB1/RELA/MAPK1/MAPK14/MAPK3/MAPK8/MAPKAPK2/RPS6KA1/RPS6KA2/RPS6KA5/ATF1/MEF2A",14
"R-HSA-181438","R-HSA-181438","Toll Like Receptor 2 (TLR2) Cascade","14/66","87/2914",3.41368080378316e-09,6.58988816034662e-08,3.73395749246762e-08,"FOS/JUN/NFKB1/RELA/MAPK1/MAPK14/MAPK3/MAPK8/MAPKAPK2/RPS6KA1/RPS6KA2/RPS6KA5/ATF1/MEF2A",14
"R-HSA-9018519","R-HSA-9018519","Estrogen-dependent gene expression","11/66","49/2914",5.07326517789731e-09,8.83721811357832e-08,5.00733790693508e-08,"CREBBP/FOS/JUN/EP300/HSP90AB1/ESR1/GATA3/MYC/SP1/FOXA1/YY1",11
"R-HSA-9614085","R-HSA-9614085","FOXO-mediated transcription","11/66","49/2914",5.07326517789731e-09,8.83721811357832e-08,5.00733790693508e-08,"CREBBP/SMAD3/CDKN1A/EP300/GADD45A/NR3C1/SIRT1/TXN/SMAD2/BCL6/FOXO1",11
"R-HSA-166166","R-HSA-166166","MyD88-independent TLR4 cascade ","14/66","90/2914",5.41804654474534e-09,8.83721811357832e-08,5.00733790693508e-08,"FOS/JUN/NFKB1/RELA/MAPK1/MAPK14/MAPK3/MAPK8/MAPKAPK2/RPS6KA1/RPS6KA2/RPS6KA5/ATF1/MEF2A",14
"R-HSA-937061","R-HSA-937061","TRIF(TICAM1)-mediated TLR4 signaling ","14/66","90/2914",5.41804654474534e-09,8.83721811357832e-08,5.00733790693508e-08,"FOS/JUN/NFKB1/RELA/MAPK1/MAPK14/MAPK3/MAPK8/MAPKAPK2/RPS6KA1/RPS6KA2/RPS6KA5/ATF1/MEF2A",14
"R-HSA-1266738","R-HSA-1266738","Developmental Biology","28/66","397/2914",5.57302043198633e-09,8.83721811357832e-08,5.00733790693508e-08,"CREBBP/JUN/NCOR2/NFKB1/RELA/SMAD3/STAT3/CDKN1A/E2F1/EP300/HSP90AB1/MAPK1/MAPK14/MAPK3/MAPK8/MYC/RPS6KA1/RPS6KA2/RPS6KA4/RPS6KA5/SMAD2/FOXO1/SPI1/MYOD1/YY1/PPARG/CEBPA/MEF2A",28
"R-HSA-2559585","R-HSA-2559585","Oncogene Induced Senescence","8/66","23/2914",1.68562638593455e-08,2.58075212191359e-07,1.46230383389604e-07,"E2F1/MAPK1/MAPK3/MDM2/RB1/SP1/TP53/ETS1",8
"R-HSA-450341","R-HSA-450341","Activation of the AP-1 family of transcription factors","6/66","10/2914",2.1000257980763e-08,3.10803818115293e-07,1.76107426575522e-07,"FOS/JUN/MAPK1/MAPK14/MAPK3/MAPK8",6
