Gene_Id	radicicol_HEPG2_24 h_10.0 um
AARS	-0.948771536
ABCF1	1.171567917
ABL1	-2.876885653
ACAA1	0.517976046
ACAT2	-0.799064815
ACLY	-1.232915401
ADAM10	-0.93963635
ADH5	1.372571468
PARP1	0.326566905
ADRB2	3.661305428
AGL	0.329999089
AKT1	-0.869427621
ALAS1	0.703570426
ALDOA	-5.442090988
ALDOC	0.355283409
SLC25A4	-0.841114759
ANXA7	1.219562411
APBB2	-2.472557783
BIRC2	-2.381472588
BIRC5	-0.148215592
APOE	2.949558973
APP	-6.206111908
FAS	-2.732211828
RHOA	-0.873096228
ARHGAP1	0.382298261
ASAH1	0.459370881
ATF1	2.126046896
ATP1B1	-0.334995151
ALDH7A1	0.327463239
ATP6V0B	-0.064341441
BAD	-3.760422468
BAX	2.759196758
CCND1	-1.535118937
BCL2	8.44233036
BDH1	-3.441980839
BID	0.624497652
BLMH	1.902839303
BLVRA	-0.228203669
BMP4	1.653474808
BNIP3	3.286679983
BNIP3L	0.469307989
BPHL	-3.442834616
BRCA1	1.780720711
BTK	1.108242035
BUB1B	-0.547284782
C5	1.941542149
DDR1	0.853200555
CALM3	-0.503041446
CALU	-1.514504313
CAPN1	0.513482094
CAST	-3.346719503
CASP2	-1.913757801
CASP3	-2.954697847
CASP7	0.354125559
CASP10	2.018049955
CAT	2.687329531
CBLB	2.250948191
CBR1	-3.269681454
CBR3	0.606222272
CCNA2	-0.082248271
CCNB1	-0.211556703
CCND3	-3.678696871
CCNF	1.648281336
CCNH	-0.629868507
SCARB1	2.042071819
CD40	-0.447954893
CD44	2.388749361
CD58	-6.099586487
ADGRE5	0.178014457
CDK1	-0.37041837
CDC20	0.27209422
CDC25A	-4.476623058
CDC25B	2.934644222
CDC42	-4.700713634
CDH3	1.961920023
CDK2	-3.556693554
CDK4	3.023616076
CDK6	3.952099323
CDK7	0.260688245
CDKN1A	1.816718698
CDKN1B	-0.01696033
CDKN2A	3.262844801
CEBPA	4.410867691
CEBPD	1.460951328
CENPE	5.132109642
CETN3	-2.837219
CHEK1	2.444025517
CHN1	0.705297947
CIRBP	-0.756727338
CLTB	-1.546002984
CLTC	1.682439685
COL1A1	3.991933107
COL4A1	-0.991048455
CREB1	-0.13771452
CRK	-3.133174896
CRKL	0.208116502
CRYZ	0.583074808
CSK	-2.084941387
CSNK1A1	1.1410923
CSNK1E	-0.161138579
CSNK2A2	0.493740827
CSRP1	-3.124512672
CTNND1	0.371772587
CTSD	1.301202893
CTSL	2.939502478
CYB561	-0.319924593
DAG1	0.428798735
DAXX	-0.47183159
DCK	-1.035738707
DCTD	-0.341953933
DDB2	-0.505491376
GADD45A	-4.380433083
DDX10	-0.696221292
DECR1	-2.700297117
DFFA	-2.930615664
DFFB	-0.688836575
DLD	0.006100953
DNM1	-1.285612345
DNMT1	-1.377199054
DNMT3A	0.235931441
DPH2	1.597602725
DSG2	2.571165323
TSC22D3	2.061863422
DUSP3	0.941972613
DUSP4	-1.888671637
DUSP6	2.938810587
TOR1A	-0.533300519
E2F2	-0.337358773
ECH1	2.130768776
EDN1	-1.147526264
EGF	-1.658402443
EGFR	-0.276098162
EGR1	-0.048136115
EIF4EBP1	-1.8417871
EIF4G1	2.839621782
EIF5	-0.712240934
ELAVL1	-2.247313261
CTTN	-0.621386886
EPB41L2	2.966190577
EPHA3	-0.980350137
EPHB2	-0.548858345
EPRS	1.414085627
NR2F6	2.781312466
ERBB2	1.922222018
ERBB3	0.051849082
ETFB	1.398090363
ETS1	3.664510012
ETV1	0.824729383
EXT1	3.550514936
EZH2	1.800658703
FAH	-0.443149328
PTK2B	1.860385656
FAT1	-0.409853339
FDFT1	0.241609126
FGFR2	-4.872044563
FGFR4	2.553524494
FHL2	-1.388865471
FKBP4	-2.139987469
FOXO3	-1.951952338
FOS	-0.096119657
FPGS	-0.849051952
FUT1	-0.55264163
FYN	-2.450247288
SLC37A4	-1.496717691
GAA	-0.039361231
GABPB1	-3.124051571
GALE	-1.044855118
GAPDH	1.387279034
GATA2	-0.375101686
GATA3	0.174640849
GFPT1	-3.83946991
GHR	-2.254099369
GLI2	0.306136012
GLRX	-2.144086361
GNA11	-0.22300303
GNA15	-0.440559447
GNAI1	-0.264555424
GNAI2	-0.169138461
GNAS	-1.461768389
SFN	3.409933329
GPC1	1.138112068
GPER1	0.456094295
GRB7	0.318880677
GRB10	-1.534772515
GRN	2.505330563
NR3C1	1.244468451
CXCL2	-0.07771498
GSTM2	0.312347531
GSTZ1	0.221797973
MSH6	1.515893936
GTF2A2	-3.210660458
GTF2E2	-4.191969872
HSD17B10	-1.305997968
HADH	-2.350821972
HDAC2	0.310657322
HIF1A	0.145297825
HK1	-0.037425786
HLA-DMA	-0.98872292
HLA-DRA	1.712433815
HMGCR	-1.860494018
HMGCS1	-0.118025914
HMOX1	-0.303937197
HOXA5	0.719771504
HOXA10	1.573591709
HPRT1	0.096621588
HES1	-2.114430666
DNAJB2	1.989280343
HSPA1A	0.930115402
HSPA4	-4.846728802
HSPA8	1.617460132
HSPB1	2.646971703
HSPD1	1.132949352
DNAJB1	-0.71666503
ICAM1	-0.019918779
ICAM3	1.543857455
ID2	4.342602253
IDE	1.416669369
IFNAR1	-0.924230456
IGF1R	0.871662974
IGF2R	-2.969231844
IGFBP3	-2.026097298
IGHMBP2	0.396146744
IKBKB	3.39061594
IL1B	2.346158743
IL4R	-0.021161795
IL13RA1	0.149406612
ILK	0.124726698
INPP1	-1.114110827
INSIG1	-0.010956988
ITGAE	0.291531324
ITGB5	-1.574627876
JUN	-1.124135137
KCNK1	0.960781693
KIF5C	-0.272270411
KIT	1.318644881
KTN1	0.875122845
LAMA3	0.542300045
STMN1	-0.419636816
LBR	1.14315331
LGALS8	0.503309369
LIG1	3.137139559
LIPA	-3.211518765
LOXL1	0.206214428
LRPAP1	0.183104903
LYN	-1.34043777
SMAD3	0.104303896
MAN2B1	1.152517796
MAT2A	0.341243327
MBNL1	-3.590414524
MCM3	-0.612325311
ME2	-0.89130652
MEF2C	1.932224035
MAP3K4	0.294790506
MEST	0.756182492
MIF	-1.680964589
FOXO4	-1.333120942
MMP1	-1.073035002
MMP2	1.269296408
MNAT1	-1.407871246
MSRA	-1.277831316
MUC1	-0.729613245
MYBL2	3.704481602
MYC	2.386784792
GADD45B	-2.061303377
MYLK	0.282506734
MYO10	-3.005362272
NCK1	-0.75990051
NFATC3	-4.224619389
NFATC4	-0.954855204
NFE2L2	-0.157719418
NFIL3	-0.962223291
NFKB2	-0.436873198
NFKBIA	-3.17647624
NFKBIB	1.137536049
NFKBIE	-0.092430755
NIT1	-3.095482826
NMT1	0.533043623
NOS3	0.691776454
CNOT4	-2.54254961
NOTCH1	-3.880124092
PNP	-0.921040833
NPC1	1.922861814
SLC11A2	-0.821789622
NRAS	2.717984438
NUCB2	0.309951335
NUP88	1.78447628
NVL	-8.034146309
ORC1	-0.991027117
OXA1L	-2.966846466
OXCT1	0.801478744
PAFAH1B1	0.132324144
PAFAH1B3	-0.673548341
SERPINE1	-0.178558752
PAK1	1.676545501
PCBD1	1.423784614
PCCB	0.700194597
PCK2	0.090354919
PCM1	-3.243643761
PCMT1	-2.580563545
PCNA	-0.733141184
PDGFA	-1.333783269
PFKL	0.330008328
PGAM1	0.765667737
PGM1	-0.1271182
PHKA1	-0.171822846
PHKB	-2.650930643
PHKG2	-0.01579418
PIK3C2B	-6.612640858
PIK3C3	6.387087345
PIK3CA	1.044522166
PIN1	5.649742126
PLA2G4A	3.241557598
PLCB3	-0.340756059
PLK1	-0.726728618
PLP2	-1.502655983
PLS1	-0.360357642
PLSCR1	-1.097262979
PMAIP1	0.234507039
PMM2	0.294241667
POLB	-1.318404675
POLE2	2.06739378
POLR2I	0.502651095
POLR2K	2.437143087
PPARD	2.444969177
PPARG	-0.122011326
PPIC	2.518607378
PPOX	0.111151159
PPP2R5A	2.903656483
PPP2R5E	-0.187460214
PRCP	-0.865993738
PRKACA	1.111816645
PRKCD	0.236827761
PRKCH	1.473127961
PRKCQ	-4.996281147
MAPK9	0.919792295
MAPK13	-2.177676678
MAP2K5	-0.549460649
PRKX	2.566558838
PROS1	-0.911500812
LGMN	4.31435585
HTRA1	1.248077869
PSMB8	0.896450222
PSMB10	2.721556902
PSMD2	-0.734702349
PSMD4	-2.253196001
PSMD9	-2.662525177
PSMD10	4.155890465
PSME1	-0.564284444
PSME2	-0.073606528
PTGS2	2.343106747
PTK2	-1.790973186
PTPN1	1.902593374
PTPN6	-0.811810374
PTPN12	-5.537187576
PTPRC	1.026799917
PTPRF	4.104743958
PTPRK	-0.741399646
PXMP2	-0.531301916
PXN	-0.152160704
PYCR1	1.391106486
PYGL	0.355676651
RAB4A	0.079906166
RAB27A	1.722559214
RAC2	2.815453053
RAD9A	4.390352726
RAD51C	1.075051069
MOK	3.494583607
RALA	0.181157708
RALB	1.34188354
RALGDS	-2.780038357
RAP1GAP	-1.46006465
RASA1	4.175750732
RB1	4.139993668
KDM5A	2.20973587
RELB	2.906999111
RFC2	4.245808125
RFC5	-1.320870638
RFNG	1.941109657
RFX5	2.775846004
RGS2	-0.677737117
RHEB	0.28898108
RNH1	1.587679148
RPA1	-2.164764881
RPA2	0.223019958
RPA3	0.707501888
MRPL12	3.403182507
RPN1	0.869224787
RPS5	-0.629229426
RPS6	4.223963737
RPS6KA1	-0.198633716
RSU1	1.311493278
RTN2	-0.434706867
S100A4	-0.115866154
S100A13	-0.133887723
SATB1	-0.738849282
SCP2	-1.227451801
CCL2	0.032872759
SDHB	0.622453451
SGCB	-1.755961895
SHB	-0.979929924
SHC1	0.009771615
SKIV2L	0.100943059
SKP1	0.108611032
SLC1A4	1.096249342
SMARCA4	0.272649407
SMARCC1	0.951537669
SMARCD2	0.417655408
SNAP25	1.977571368
SNCA	-0.813411236
SOX2	-1.04057622
SOX4	-3.599110365
SPAG4	-3.454521179
SPP1	-0.723239541
