Gene_Id	radicicol_HEPG2_24 h_0.37 um
AARS	-1.653384924
ABCF1	0.64385891
ABL1	-2.495645046
ACAA1	0.712394774
ACAT2	-0.000660628
ACLY	1.707865
ADAM10	-1.484200597
ADH5	1.588708878
PARP1	-2.431490421
ADRB2	1.715247631
AGL	-0.536642015
AKT1	-0.375424445
ALAS1	0.304217249
ALDOA	-2.560486078
ALDOC	-0.592301369
SLC25A4	-0.548512697
ANXA7	-0.625655234
APBB2	-0.743264735
BIRC2	-1.48032546
BIRC5	0.933769345
APOE	0.663815975
APP	-3.418976069
FAS	-1.34553647
RHOA	-0.236074373
ARHGAP1	-0.091751546
ASAH1	-0.867207646
ATF1	1.170192003
ATP1B1	0.050816409
ALDH7A1	0.775175691
ATP6V0B	-1.254505992
BAD	-1.945907593
BAX	1.155594349
CCND1	-4.504916191
BCL2	0.770079136
BDH1	-2.104167223
BID	0.368723094
BLMH	1.753115177
BLVRA	0.217864752
BMP4	1.677323341
BNIP3	3.003193855
BNIP3L	0.250604957
BPHL	-2.857596397
BRCA1	1.946663022
BTK	0.007958323
BUB1B	-0.688328981
C5	-0.053364769
DDR1	2.851634264
CALM3	0.959128857
CALU	0.535910487
CAPN1	0.168591544
CAST	-0.558079362
CASP2	-2.186638355
CASP3	-0.149116904
CASP7	0.984835088
CASP10	2.279998064
CAT	0.228494644
CBLB	-0.575696588
CBR1	0.736816525
CBR3	-0.869760275
CCNA2	-1.106099725
CCNB1	-0.378936052
CCND3	-1.631821394
CCNF	-0.827138782
CCNH	-0.566924155
SCARB1	-0.959618032
CD40	-0.400057852
CD44	-0.611901164
CD58	-0.507904112
ADGRE5	1.677944541
CDK1	-1.195644259
CDC20	-0.363412887
CDC25A	-1.213008165
CDC25B	-0.786364079
CDC42	-1.914053798
CDH3	0.872731566
CDK2	-1.800925732
CDK4	1.005828261
CDK6	1.149417281
CDK7	-0.877583027
CDKN1A	-0.004176378
CDKN1B	-0.639328003
CDKN2A	0.796515465
CEBPA	0.672149599
CEBPD	0.040573865
CENPE	1.506521106
CETN3	-0.785697162
CHEK1	0.069838405
CHN1	-0.163611948
CIRBP	0.110693485
CLTB	0.539613962
CLTC	-0.383785307
COL1A1	-0.208433613
COL4A1	-0.884170175
CREB1	-2.797962189
CRK	-3.554788828
CRKL	0.223136514
CRYZ	0.616319418
CSK	-1.236924767
CSNK1A1	1.489006281
CSNK1E	-2.062636137
CSNK2A2	0.26626581
CSRP1	0.45430547
CTNND1	0.323489249
CTSD	-2.830134153
CTSL	1.373904586
CYB561	0.198641568
DAG1	0.465175569
DAXX	-0.771634579
DCK	-0.364788204
DCTD	0.648071826
DDB2	-0.235312462
GADD45A	-0.49840337
DDX10	-1.491560221
DECR1	-1.630021572
DFFA	0.467294872
DFFB	-0.315874994
DLD	0.032608315
DNM1	-0.546080172
DNMT1	-1.79060936
DNMT3A	2.575007677
DPH2	-1.015568495
DSG2	1.390705228
TSC22D3	3.085813284
DUSP3	1.347090125
DUSP4	-2.235132933
DUSP6	-1.039008975
TOR1A	0.017235156
E2F2	-0.856872439
ECH1	0.829338253
EDN1	-0.512020946
EGF	-0.954414725
EGFR	-0.126526833
EGR1	0.240611032
EIF4EBP1	-0.646572232
EIF4G1	0.52404213
EIF5	1.871473551
ELAVL1	-1.222821474
CTTN	0.879283726
EPB41L2	0.855049074
EPHA3	1.18224895
EPHB2	0.835000455
EPRS	0.277205557
NR2F6	1.282272697
ERBB2	1.597760201
ERBB3	0.855217338
ETFB	0.870652497
ETS1	1.926729679
ETV1	1.184337497
EXT1	3.405390263
EZH2	-1.700802326
FAH	0.022331417
PTK2B	1.936938882
FAT1	-1.246635318
FDFT1	0.635244071
FGFR2	-1.055812597
FGFR4	-0.129105404
FHL2	-0.016667753
FKBP4	-1.818946958
FOXO3	-0.493236959
FOS	0.681452155
FPGS	-0.109487757
FUT1	0.585486352
FYN	-0.22622329
SLC37A4	0.589311004
GAA	-0.004772961
GABPB1	-1.295972824
GALE	-0.424427003
GAPDH	-0.275084972
GATA2	-0.233504295
GATA3	0.463824451
GFPT1	-0.68275243
GHR	0.16962035
GLI2	4.318871021
GLRX	-0.546400726
GNA11	0.644901872
GNA15	0.124123305
GNAI1	-0.27930057
GNAI2	0.22669068
GNAS	-0.556122243
SFN	0.325712472
GPC1	-4.500823975
GPER1	0.162914813
GRB7	0.444140702
GRB10	-2.357920885
GRN	-0.366639227
NR3C1	-0.343251377
CXCL2	0.392006367
GSTM2	0.129824117
GSTZ1	-1.584611058
MSH6	1.105891585
GTF2A2	0.141561493
GTF2E2	-1.533959508
HSD17B10	1.07021594
HADH	-3.020066977
HDAC2	1.328953505
HIF1A	0.719926178
HK1	-0.143717393
HLA-DMA	0.260397077
HLA-DRA	-0.85761565
HMGCR	-1.112219334
HMGCS1	0.312273234
HMOX1	-0.030472785
HOXA5	0.269398093
HOXA10	-0.425704092
HPRT1	0.89179641
HES1	-1.259699345
DNAJB2	0.582560539
HSPA1A	0.870485842
HSPA4	-1.351513267
HSPA8	1.837365985
HSPB1	1.338817596
HSPD1	-0.317857355
DNAJB1	1.205530524
ICAM1	0.245756641
ICAM3	1.925464988
ID2	0.855707467
IDE	1.453012466
IFNAR1	0.634542048
IGF1R	1.158608913
IGF2R	-1.803062916
IGFBP3	-0.049710311
IGHMBP2	0.452567011
IKBKB	0.256657183
IL1B	0.489027619
IL4R	-0.9701491
IL13RA1	0.221351534
ILK	-0.513020277
INPP1	0.981545389
INSIG1	0.495876551
ITGAE	0.72398293
ITGB5	0.039810151
JUN	-0.526641369
KCNK1	-0.594607413
KIF5C	0.842719436
KIT	0.044510543
KTN1	1.741808295
LAMA3	-0.462443769
STMN1	0.11807166
LBR	0.158013329
LGALS8	-0.538730264
LIG1	0.513870001
LIPA	-0.825555861
LOXL1	-0.807761967
LRPAP1	0.579427242
LYN	-0.966255188
SMAD3	0.594424367
MAN2B1	-2.166523457
MAT2A	0.249828845
MBNL1	-1.144772649
MCM3	0.232198283
ME2	0.282051504
MEF2C	2.050937414
MAP3K4	0.029892575
MEST	0.379457176
MIF	-0.468114942
FOXO4	-0.539614856
MMP1	3.305741787
MMP2	0.032335639
MNAT1	-0.236260355
MSRA	0.332944274
MUC1	0.742730141
MYBL2	-0.21975489
MYC	0.529473901
GADD45B	-1.06934011
MYLK	0.324648142
MYO10	-0.418932557
NCK1	0.016066104
NFATC3	-1.171221018
NFATC4	0.156325638
NFE2L2	0.343087614
NFIL3	-0.484505147
NFKB2	-2.186542034
NFKBIA	-1.210347295
NFKBIB	1.096146941
NFKBIE	-0.026271164
NIT1	-0.520661473
NMT1	1.964454651
NOS3	0.217013672
CNOT4	1.166545391
NOTCH1	-3.580840349
PNP	-1.497936606
NPC1	0.463875145
SLC11A2	-0.58042568
NRAS	0.719434619
NUCB2	0.157451347
NUP88	-1.188485026
NVL	-4.324061871
ORC1	-0.446593821
OXA1L	-2.654356241
OXCT1	0.573738813
PAFAH1B1	0.102107227
PAFAH1B3	0.739830136
SERPINE1	-0.000356304
PAK1	-1.018850207
PCBD1	-0.390817314
PCCB	-1.214655161
PCK2	-0.904869914
PCM1	-2.099656105
PCMT1	0.600178957
PCNA	0.60115844
PDGFA	1.205271721
PFKL	0.248809993
PGAM1	-0.005882621
PGM1	0.444213867
PHKA1	-0.459697634
PHKB	-1.104210734
PHKG2	0.372261703
PIK3C2B	-2.35569191
PIK3C3	-0.586797774
PIK3CA	1.890879393
PIN1	1.48548913
PLA2G4A	1.971079946
PLCB3	0.830110133
PLK1	-1.261198878
PLP2	1.141733885
PLS1	-0.725250304
PLSCR1	0.659363568
PMAIP1	-0.868601918
PMM2	0.597068787
POLB	-0.955186486
POLE2	0.464290202
POLR2I	0.055651784
POLR2K	0.282462239
PPARD	0.421683252
PPARG	-0.172523305
PPIC	0.752530098
PPOX	1.067597032
PPP2R5A	2.953443527
PPP2R5E	0.210103065
PRCP	-0.309290618
PRKACA	0.749467254
PRKCD	-0.59834671
PRKCH	1.014871955
PRKCQ	-3.265345573
MAPK9	-3.242237091
MAPK13	-0.175497398
MAP2K5	-0.140617073
PRKX	-0.110021919
PROS1	0.137107268
LGMN	-1.572132826
HTRA1	-0.289593816
PSMB8	-0.077543922
PSMB10	-0.363448441
PSMD2	0.568622112
PSMD4	-0.970563471
PSMD9	-0.187527716
PSMD10	4.501742363
PSME1	-1.296558142
PSME2	0.229465395
PTGS2	0.794577003
PTK2	0.242484778
PTPN1	0.466717929
PTPN6	-0.051958352
PTPN12	-1.897842646
PTPRC	0.146221086
PTPRF	1.20385766
PTPRK	-0.977912664
PXMP2	0.662231207
PXN	-0.350154191
PYCR1	0.825755
PYGL	-0.371560216
RAB4A	-0.089913309
RAB27A	0.454511285
RAC2	0.395934969
RAD9A	0.276109874
RAD51C	0.441682786
MOK	-0.063539103
RALA	0.310159445
RALB	1.38005662
RALGDS	0.646229148
RAP1GAP	0.645454109
RASA1	-0.140469909
RB1	2.394966125
KDM5A	0.937374234
RELB	-2.359646559
RFC2	3.755966425
RFC5	-1.65970099
RFNG	1.187405229
RFX5	-0.429464221
RGS2	-0.638125002
RHEB	-1.57661593
RNH1	-0.478279948
RPA1	-0.685071111
RPA2	0.435140908
RPA3	-0.352372885
MRPL12	-1.130642056
RPN1	1.314053535
RPS5	0.143001169
RPS6	0.934215188
RPS6KA1	0.807883918
RSU1	0.342129111
RTN2	0.905804276
S100A4	0.460833848
S100A13	0.498718143
SATB1	-0.111938417
SCP2	0.679423809
CCL2	0.23563239
SDHB	0.365548849
SGCB	-0.646334767
SHB	-0.453997999
SHC1	1.20675087
SKIV2L	0.526285887
SKP1	0.629985094
SLC1A4	2.911566734
SMARCA4	0.357359141
SMARCC1	-0.570317864
SMARCD2	0.296507627
SNAP25	1.000901818
SNCA	-0.198511511
SOX2	0.543912351
SOX4	0.801826
SPAG4	-1.207806945
SPP1	0.768683851
SPR	0.275682569
SPTAN1	-0.43937394
SRC	0.514589369
STAT1	-0.143119186
STAT3	1.463552713
STAT5B	0.842030346
AURKA	-0.589650154
STK10	-0.504106879
STX1A	-0.829128206
STX4	0.352617979
STXBP1	-1.801594496
STXBP2	0.483715951
SUPV3L1	-0.469856501
SUV39H1	-0.016432375
SYK	-0.066463396
SYPL1	-1.125948906
TARBP1	-3.049257517
TBP	-0.078609914
TBX2	0.439570755
TBXA2R	0.282557547
TCEA2	-0.613391697
VPS72	1.184213042
TCTA	-0.803414524
DYNLT3	-0.351473868
TERT	-2.042105436
TESK1	0.675250411
TFAP2A	1.925885081
TFDP1	1.455752373
TGFB3	-1.223633051
TGFBR2	-1.635011077
TIAM1	0.167158246
TIMP2	-0.096047409
TJP1	0.100065053
TLE1	1.318795204
TLR4	-1.471260905
TSPAN6	0.405671775
TSPAN4	-0.331263095
TOP2A	1.393100858
TP53	0.388690472
TP53BP1	0.933304191
TP53BP2	-1.230614066
TPD52L2	0.121210486
TPM1	-0.899505198
TSTA3	0.250506938
TXNRD1	0.121962443
UBE2A	-0.785631418
UGDH	0.524946749
NR1H2	1.430137634
USP1	1.796952367
VDAC1	-0.545786619
WFS1	-1.904515386
WRB	0.539049864
XBP1	0.413401723
XPNPEP1	-3.205532551
ZFP36	-1.452457905
ZNF131	0.576729655
ZMYM2	0.691656351
PAX8	-2.561016083
CXCR4	-2.096251965
IFRD2	-0.041629165
MAPKAPK3	1.093341827
USP7	-1.715953588
REEP5	0.556823671
ST7	0.263585657
KAT6A	1.55804646
PDHX	-0.786849022
FOSL1	0.018061906
HMGA2	-3.011855602
NCOA3	-0.879054368
NRIP1	-2.650449276
SMC1A	-1.667743802
LAGE3	0.074151263
AXIN1	-0.36154449
CDC45	-0.071989276
FZD1	0.653078794
FZD7	-2.22179842
HIST2H2BE	1.451561451
PIP4K2B	-0.59450841
NCK2	-0.965326369
DYRK3	-1.194806814
DUSP11	-2.155131102
RAE1	-0.453197718
PIK3R3	-0.015930623
NIPSNAP1	1.931169987
IKBKAP	-0.295299619
HAT1	-0.712627649
MAPKAPK5	-0.90577054
BHLHE40	-0.592002511
MKNK1	0.754568517
CASK	0.64780587
AKR7A2	-0.256128252
RUVBL1	0.264849007
PSMG1	0.42575106
BECN1	1.340629339
MBTPS1	0.364736825
EED	1.360381007
CTNNAL1	0.352483273
