Gene_Id	geldanamycin_HEPG2_24 h_10.0 um
AARS	-0.226080358
ABCF1	4.661653996
ABL1	0.999143004
ACAA1	0.602590442
ACAT2	0.176482677
ACLY	-0.004247427
ADAM10	0.605142713
ADH5	-0.252470613
PARP1	-0.21236518
ADRB2	-0.300184429
AGL	1.138433456
AKT1	0.6689291
ALAS1	-0.752388716
ALDOA	1.037922263
ALDOC	-0.562545121
SLC25A4	0.337636918
ANXA7	0.093433365
APBB2	0.361443162
BIRC2	0.076572269
BIRC5	0.531632543
APOE	0.146787375
APP	-0.653977573
FAS	-5.447380543
RHOA	1.132519841
ARHGAP1	-0.672788203
ASAH1	0.525103927
ATF1	-0.521667838
ATP1B1	-0.005709082
ALDH7A1	0.952882409
ATP6V0B	1.36623764
BAD	-0.00480628
BAX	-0.837566674
CCND1	-0.498137712
BCL2	0.205603808
BDH1	1.738118887
BID	-0.211211622
BLMH	-1.024687529
BLVRA	-0.033937514
BMP4	0.71124661
BNIP3	-0.042799801
BNIP3L	5.392089844
BPHL	-0.352803826
BRCA1	0.347838849
BTK	-0.612098217
BUB1B	0.647389114
C5	-0.684988737
DDR1	0.11661464
CALM3	-0.584319949
CALU	-0.599025846
CAPN1	0.216502249
CAST	0.755505443
CASP2	-0.209632859
CASP3	-0.508304775
CASP7	-1.231903195
CASP10	0.676374316
CAT	-0.431683719
CBLB	0.065769359
CBR1	-1.076224327
CBR3	-0.477790594
CCNA2	1.240140915
CCNB1	-0.327542961
CCND3	-0.215886295
CCNF	1.826586127
CCNH	0.187717795
SCARB1	0.328358501
CD40	0.685565114
CD44	2.303103447
CD58	1.192641854
ADGRE5	-0.203709722
CDK1	-0.147640914
CDC20	0.287403852
CDC25A	0.495847642
CDC25B	0.533261299
CDC42	0.425189495
CDH3	-0.508262575
CDK2	-0.39755699
CDK4	0.109830797
CDK6	1.334125042
CDK7	0.06256073
CDKN1A	0.406918854
CDKN1B	0.141304076
CDKN2A	0.433311462
CEBPA	0.444066674
CEBPD	-0.585819483
CENPE	-0.005000651
CETN3	0.60572648
CHEK1	-0.486519814
CHN1	1.030478597
CIRBP	0.57604146
CLTB	0.526690185
CLTC	0.917651951
COL1A1	0.35476771
COL4A1	0.609858036
CREB1	0.115233004
CRK	0.242438704
CRKL	1.779379129
CRYZ	0.801235676
CSK	0.137594432
CSNK1A1	-0.107094333
CSNK1E	0.576263785
CSNK2A2	-0.61948812
CSRP1	0.680307984
CTNND1	-0.438764453
CTSD	0.73109442
CTSL	0.385581076
CYB561	-0.055832058
DAG1	-0.563264251
DAXX	0.903827667
DCK	0.464803398
DCTD	-0.058881313
DDB2	-0.074663609
GADD45A	-0.256667733
DDX10	0.79626888
DECR1	0.382938862
DFFA	0.19289653
DFFB	0.783221245
DLD	-0.096628368
DNM1	0.787583768
DNMT1	-0.721404672
DNMT3A	-1.173924923
DPH2	-0.746306896
DSG2	-0.385874718
TSC22D3	0.47592175
DUSP3	-0.669622481
DUSP4	-1.132107258
DUSP6	-0.104523659
TOR1A	0.624594927
E2F2	1.507454634
ECH1	0.414643705
EDN1	0.676031113
EGF	0.749823749
EGFR	-1.109772682
EGR1	0.250944793
EIF4EBP1	0.330383122
EIF4G1	-0.558669925
EIF5	0.86103189
ELAVL1	-0.077353999
CTTN	0.242220119
EPB41L2	1.506065249
EPHA3	1.07198894
EPHB2	-0.278114617
EPRS	-0.09937641
NR2F6	0.422006965
ERBB2	-0.082249761
ERBB3	-0.456154227
ETFB	-0.437356085
ETS1	0.239713624
ETV1	-0.01388073
EXT1	4.646818161
EZH2	-0.397020191
FAH	0.354545176
PTK2B	-0.723424196
FAT1	0.42633909
FDFT1	-0.645480275
FGFR2	-0.507201374
FGFR4	-0.293851376
FHL2	1.189227343
FKBP4	-1.581532478
FOXO3	-0.05957428
FOS	-0.274261624
FPGS	-0.535441935
FUT1	-0.695042491
FYN	0.041270554
SLC37A4	0.233315215
GAA	-0.701587796
GABPB1	-0.058426827
GALE	0.361548007
GAPDH	-0.385594785
GATA2	0.166461974
GATA3	-0.190118164
GFPT1	-0.009142382
GHR	-1.456839561
GLI2	4.628310204
GLRX	-0.513392329
GNA11	-0.588518381
GNA15	-0.596207738
GNAI1	1.25762105
GNAI2	-0.073941417
GNAS	0.130232394
SFN	-0.090188146
GPC1	-0.14187938
GPER1	1.247821331
GRB7	0.805877626
GRB10	0.486949384
GRN	0.294829071
NR3C1	0.072068587
CXCL2	-0.58583802
GSTM2	0.514370203
GSTZ1	-0.483157337
MSH6	-0.351951063
GTF2A2	0.26757881
GTF2E2	0.2980434
HSD17B10	0.32172218
HADH	0.10934566
HDAC2	-0.21841751
HIF1A	-1.189509153
HK1	-1.716193557
HLA-DMA	-2.303349495
HLA-DRA	0.281809956
HMGCR	1.037685156
HMGCS1	-0.157048047
HMOX1	0.915142417
HOXA5	-0.240603775
HOXA10	0.985560358
HPRT1	-0.962642074
HES1	0.398059696
DNAJB2	-0.322115421
HSPA1A	0.682249188
HSPA4	-0.13669984
HSPA8	-0.491568685
HSPB1	2.601109028
HSPD1	0.951015592
DNAJB1	-0.899722993
ICAM1	-0.553291976
ICAM3	-1.235754967
ID2	-0.684411407
IDE	0.394293398
IFNAR1	-0.305319816
IGF1R	-0.121597141
IGF2R	0.151805669
IGFBP3	0.64338851
IGHMBP2	0.817310929
IKBKB	0.499373913
IL1B	-0.265190363
IL4R	0.114785738
IL13RA1	-1.347261071
ILK	-0.084126532
INPP1	-1.866085529
INSIG1	0.389633
ITGAE	-0.011097431
ITGB5	0.429380208
JUN	-0.482180029
KCNK1	0.415409327
KIF5C	-0.340541422
KIT	5.294718266
KTN1	-0.057652686
LAMA3	-0.139866278
STMN1	-0.681926012
LBR	-0.198114961
LGALS8	-1.002464294
LIG1	1.031572223
LIPA	-0.262762606
LOXL1	0.338910997
LRPAP1	0.145737454
LYN	0.326449841
SMAD3	-0.913871229
MAN2B1	-0.199987441
MAT2A	-0.954032898
MBNL1	-1.431418896
MCM3	0.47117123
ME2	-0.446566164
MEF2C	4.979609489
MAP3K4	0.729017735
MEST	-0.68125838
MIF	0.562243819
FOXO4	-0.21002762
MMP1	0.599821985
MMP2	-0.232202172
MNAT1	0.51361829
MSRA	0.590850472
MUC1	0.065247148
MYBL2	-0.498741865
MYC	-0.55493319
GADD45B	0.776546001
MYLK	-1.134636402
MYO10	0.596060336
NCK1	-0.508499861
NFATC3	-0.88724798
NFATC4	0.831670165
NFE2L2	2.118669987
NFIL3	1.033766389
NFKB2	0.159982234
NFKBIA	0.581611454
NFKBIB	0.439273328
NFKBIE	0.027240738
NIT1	-0.242604926
NMT1	-4.202509403
NOS3	-0.937372684
CNOT4	0.071020156
NOTCH1	-0.173386604
PNP	0.626068234
NPC1	0.640334845
SLC11A2	-0.203462958
NRAS	0.580865145
NUCB2	-0.970623016
NUP88	-0.007293141
NVL	0.163093716
ORC1	0.850642323
OXA1L	-0.413043082
OXCT1	0.108350396
PAFAH1B1	0.515097201
PAFAH1B3	-0.910151005
SERPINE1	0
PAK1	-0.580262482
PCBD1	1.00060606
PCCB	-0.192930043
PCK2	-0.347993314
PCM1	-0.4945786
PCMT1	0.47892639
PCNA	-0.125590444
PDGFA	-0.18314448
PFKL	-0.743090391
PGAM1	-0.181538671
PGM1	-0.239274696
PHKA1	-0.079469778
PHKB	0.977348685
PHKG2	0.175507039
PIK3C2B	-1.394681215
PIK3C3	-0.304156184
PIK3CA	0.429644227
PIN1	-0.817959547
PLA2G4A	0.287496895
PLCB3	-0.27750057
PLK1	0.582342863
PLP2	0.017059639
PLS1	-0.844044209
PLSCR1	-0.051327258
PMAIP1	0.240470648
PMM2	-0.55477041
POLB	-0.19514145
POLE2	0.411415845
POLR2I	-0.468308598
POLR2K	-0.705715835
PPARD	0.214549005
PPARG	0.178383619
PPIC	1.143807888
PPOX	-0.6697855
PPP2R5A	-0.200186029
PPP2R5E	-0.173011601
PRCP	0.960960865
PRKACA	-1.82630372
PRKCD	-0.378205538
PRKCH	0.431004196
PRKCQ	-0.904288769
MAPK9	-0.826462924
MAPK13	0.05267632
MAP2K5	-0.431973338
PRKX	0.66420424
PROS1	-0.614818633
LGMN	0.089985728
HTRA1	0.431789964
PSMB8	0.29818666
PSMB10	1.397374392
PSMD2	0.939600825
PSMD4	-0.456592381
PSMD9	-0.50376296
PSMD10	0.219525918
PSME1	1.280670404
PSME2	-0.943163157
PTGS2	-0.378781885
PTK2	-0.853639066
PTPN1	0.478498697
PTPN6	0.263059765
PTPN12	-1.185677767
PTPRC	0.42785114
PTPRF	1.035650611
PTPRK	0.490055859
PXMP2	0.003617354
PXN	0.972818136
PYCR1	-0.023048319
PYGL	-0.42204839
RAB4A	-0.113102213
RAB27A	-0.478553206
RAC2	0.320671856
RAD9A	0.299558491
RAD51C	-0.408344209
MOK	-0.025486678
RALA	-0.642899632
RALB	0.68066138
RALGDS	1.228345752
RAP1GAP	-1.047800541
RASA1	0.705132008
RB1	-0.540269911
KDM5A	-0.664319277
RELB	-0.065004125
RFC2	0.964933157
RFC5	0.56782341
RFNG	0.744167984
RFX5	-0.597869873
RGS2	0.696978748
RHEB	0.303471625
RNH1	0.677659154
RPA1	0.140208691
RPA2	-0.643882573
RPA3	-0.374957204
MRPL12	1.063289881
RPN1	-0.62250638
RPS5	-0.379844815
RPS6	0.09027034
RPS6KA1	-0.051975653
RSU1	0.285755128
RTN2	-0.530481994
S100A4	-0.121525489
S100A13	-0.338516533
SATB1	0.143594578
SCP2	0.218010694
CCL2	-0.03607253
SDHB	-0.512655854
SGCB	-0.638368487
SHB	-2.21751523
SHC1	-0.708219111
SKIV2L	-1.100877762
SKP1	0.214318633
SLC1A4	1.111621857
SMARCA4	1.357700109
SMARCC1	0.772485256
SMARCD2	-0.207437426
SNAP25	0.814257383
SNCA	-0.589958191
SOX2	-0.203662261
SOX4	-0.112744443
SPAG4	-1.176278591
SPP1	-0.162407994
SPR	-0.254747897
SPTAN1	0.559344172
SRC	-0.896490037
STAT1	-0.66544497
STAT3	0.288576812
STAT5B	-0.104642428
AURKA	-0.570713282
STK10	-0.151853651
STX1A	-0.014993643
STX4	-1.137298346
STXBP1	1.123867393
STXBP2	0.413155556
SUPV3L1	-0.138983041
SUV39H1	0.651821256
SYK	0.293313086
SYPL1	-0.726647377
TARBP1	-0.836161911
TBP	0.2375011
TBX2	-0.400274783
TBXA2R	-1.163919449
TCEA2	-0.682335317
VPS72	-0.1136318
TCTA	-2.028636217
DYNLT3	-0.015048504
TERT	0.463545144
TESK1	-0.765410244
TFAP2A	0.11037457
TFDP1	-0.145078331
TGFB3	0.618824542
TGFBR2	-0.150838405
TIAM1	0.743525743
TIMP2	-1.993613243
TJP1	-0.492546201
TLE1	0.780797601
TLR4	0.098368704
TSPAN6	-0.715717494
TSPAN4	0.999846816
TOP2A	0.153476298
TP53	-0.073572382
TP53BP1	-0.009527206
TP53BP2	-0.866611958
TPD52L2	-0.147990659
TPM1	-0.268004179
TSTA3	0.107048266
TXNRD1	-0.349306643
UBE2A	0.667720199
UGDH	-0.220482916
NR1H2	-0.855978549
USP1	0.497557014
VDAC1	-0.468909919
WFS1	0.823905587
WRB	-3.02482605
XBP1	-0.537834764
XPNPEP1	-0.420422137
ZFP36	0.526068389
ZNF131	-0.867795527
ZMYM2	-0.816813588
PAX8	-0.333463311
CXCR4	0.889129877
IFRD2	-0.686888337
MAPKAPK3	-0.425430506
USP7	0.054599047
REEP5	0.01570569
ST7	-0.739222109
KAT6A	-0.287902296
PDHX	-0.923206925
FOSL1	-1.052620173
HMGA2	-0.37329489
NCOA3	-0.563688397
NRIP1	0.256932616
SMC1A	-0.102720708
LAGE3	0.259240419
AXIN1	-1.221635461
CDC45	-0.142298818
FZD1	0.610777855
FZD7	-0.036000926
HIST2H2BE	-0.60114044
PIP4K2B	-0.419735134
NCK2	-0.643333316
DYRK3	1.154663324
DUSP11	-0.405069172
RAE1	0.521133959
PIK3R3	0.254123211
NIPSNAP1	1.707022905
IKBKAP	-0.646519303
HAT1	0.120747939
MAPKAPK5	0.491022408
BHLHE40	0.910496593
MKNK1	0.07916683
CASK	-0.236023396
AKR7A2	-0.653499544
RUVBL1	-0.135153323
PSMG1	-1.034502625
BECN1	-0.25575152
MBTPS1	0.139826745
EED	0.114117324
CTNNAL1	-0.67108494
RNMT	-0.660784066
PEX11A	0.509538889
CREG1	-0.777078569
INPP4B	0.389907122
IQGAP1	-1.13315928
SOCS2	0.5748896
CFLAR	1.101415157
CDK5R1	0.051210374
ST3GAL5	-0.848091245
IER3	0.127457306
SQSTM1	-1.14570725
SLC5A6	-0.792459249
CPNE3	-0.5766505
CCNA1	-0.780839205
TIMELESS	-0.704769075
P4HA2	-0.690436482
PLOD3	-0.817488372
NOL3	1.785734534
SLC25A14	-1.704905629
MPZL1	1.039870262
MAP7	-1.186274767
DNAJA3	0.942930341
USP14	-0.72512567
MTA1	-0.399367779
PDLIM1	-1.359232068
SMC3	-0.465357065
PRPF4	-0.315780848
CCNB2	0.930092216
CCNE2	0.226338744
SYNGR3	0.035648465
LPAR2	-0.325664192
ARHGEF2	-0.498402894
ZW10	1.262452841
AURKB	-0.502397954
VAPB	0.047625154
NOLC1	-0.158650517
UBE2L6	-0.221711874
MAPKAPK2	0.833689153
CYTH1	0.45759353
ITGB1BP1	9.02289772
