X1	X3	X2
STAT3	activates	EGR1 
STAT3	activates	PRDM1 
MAPK1	activates	CEBPB 
MEN1	activates	KMT2A 
SMAD2	activates	TCF7L2 
YAP1	activates	TP73 
MAPK14	activates	FOS 
SMAD2	activates	SP1 
CEBPB	activates	STAT3 
SP1	activates	SREBF1 
STAT3	activates	SPI1 
MAPK1	activates	STAT3 
MAPK14	activates	MEF2C 
MAPK1	activates	SMAD2 
NR4A1	activates	NR2F2 
NR2F2	activates	PROX1 
DUSP2	activates	MAPK1 
DUSP2	activates	MAPK14 
MAPK14	activates	STAT3 
MAPK1	activates	FOS 
MAPK14	activates	CSNK2A1 
CSNK2A1	activates	TWIST1 
YAP1	activates	TEAD4 
MAPK3	inhibits	MYB 
MAPK3	inhibits	STK11 
SET	inhibits	PPP2CB 
MAPK14	activates	TWIST1 
SMAD3	inhibits	FOXA1 
MAPK1	activates	SREBF2 
MAPK1	activates	SREBF1 
CSNK2A1	activates	HDAC1 
AKT1	inhibits	YAP1 
CSNK2A1	activates	YY1 
MAPK1	activates	CSNK2A1 
MAPK1	activates	SP1 
AKT1	inhibits	NR4A1 
JAZF1	inhibits	NR2C2 
MAPK14	activates	HBP1 
MAPK1	activates	TWIST1 
MAPK3	inhibits	PAK1 
PAK1	activates	ELF3 
AMER1	activates	WT1 
MAPK3	inhibits	NFATC1 
MAPK1	activates	PAK1 
MAPK1	activates	NR4A1 
CSNK2A1	activates	NFATC1 
STK11	activates	ETV4 
STAT3	activates	TWIST1 
SMAD2	activates	ZEB2 
SMAD2	activates	MEF2C 
MYB	activates	CEBPB 
PEX14	inhibits	NFE2 
Perturbation	activates	AMER1 
Perturbation	activates	DUSP2 
Perturbation	activates	FBXO22 
Perturbation	activates	MEN1 
MAPK3	activates	GABPA 
TP53	activates	ATF3 
SLC2A4RG	activates	MEF2A 
HDAC1	inhibits	TP53 
AKT1	activates	SMAD3 
MAPK14	inhibits	MAPK3 
AKT1	activates	NRF1 
MAPK3	activates	SMAD3 
NR0B2	activates	ESRRA 
PPP2CB	inhibits	AKT1 
PPP2CB	inhibits	ELF1 
FBXO22	inhibits	BACH1 
CSNK2A1	inhibits	SET 
FHL5	activates	CREM 
MAPK3	activates	TP53 
DUSP2	inhibits	MAPK3 
WT1	inhibits	TP53 
HDAC1	inhibits	KLF1 
HDAC1	inhibits	SMAD3 
TP53	activates	BHLHE40 
NR4A1	inhibits	TP53 
Perturbation	inhibits	FHL5 
Perturbation	inhibits	JAZF1 
Perturbation	inhibits	NR0B2 
Perturbation	inhibits	PEX14 
Perturbation	inhibits	SLC2A4RG 
MAPK14	inhibits	MAPK1 
PPP2CA	activates	SMAD2 
MAPK11	activates	SMAD2 
MAPK14	inhibits	NFATC1 
PPP2CA	activates	SP1 
TLX1	inhibits	PPP2CA 
MAPK11	activates	HBP1 
MAPK11	activates	TWIST1 
PAWR	inhibits	WT1 
DUSP8	inhibits	MAPK1 
DUSP8	inhibits	MAPK11 
MAPK11	activates	MEF2C 
NR2C2AP	inhibits	NR2C2 
DUSP8	activates	MAPK14 
MAPK14	activates	SMAD3 
PPP2CA	inhibits	AKT1 
PPP2CA	inhibits	ELF1 
PPP2CA	inhibits	MAPK3 
MAPK14	activates	TP53 
MAPK14	activates	MEF2A 
Perturbation	inhibits	DUSP8 
Perturbation	inhibits	NR2C2AP 
Perturbation	inhibits	PAWR 
Perturbation	inhibits	TLX1 
CASP1	activates	SREBF2 
DUSP9	inhibits	MAPK14 
PAK1	activates	CASP1 
DUSP9	activates	MAPK3 
Perturbation	inhibits	DUSP9 
Perturbation	inhibits	FBXO22 
Perturbation	inhibits	MEN1 
Perturbation	activates	DUSP9 
Perturbation	activates	FHL5 
Perturbation	activates	NR0B2 
Perturbation	activates	NR2C2AP 
Perturbation	activates	PAWR 
Perturbation	activates	PEX14 
Perturbation	activates	SLC2A4RG 
Perturbation	activates	TLX1 
DUSP10	inhibits	MAPK14 
PCSK7	activates	PPP2CA 
Perturbation	inhibits	PCSK7 
Perturbation	activates	DUSP10 
Perturbation	activates	JAZF1 
Perturbation	inhibits	AMER1 
Perturbation	activates	PCSK7 
Perturbation	inhibits	DUSP10 
Perturbation	activates	DUSP8 
IGBP1	activates	PPP2CA 
Perturbation	inhibits	IGBP1 
TIPRL	inhibits	PPP2CA 
Perturbation	activates	TIPRL 
DUSP8	inhibits	MAPK3 
Perturbation	activates	IGBP1 
DUSP26	inhibits	MAPK14 
Perturbation	inhibits	DUSP26 
Perturbation	inhibits	TIPRL 
PPP2R1B	activates	PPP2CA 
Perturbation	activates	PPP2R1B 
Perturbation	inhibits	DUSP2 
Perturbation	inhibits	PPP2R1B 
DUSP7	inhibits	MAPK14 
Perturbation	inhibits	DUSP7 
Perturbation	activates	DUSP7 
DUSP7	inhibits	MAPK1 
TLX1	inhibits	PPP2CB 
DUSP10	inhibits	MAPK1 
