"","Gene set","Overlap","pValue","pAdj"
"1","#upgenes.DNA_0","","1",1
"2","#upgenes.ERS_0","","1",1
"3","#upgenes.HTS_0","CSNK2A1","0.995722459033303",1
"4","#upgenes.HYP_0","HDAC1, NR4A1, TP53","0.972580319061629",1
"5","#upgenes.MTL_0","","1",1
"6","#upgenes.OXD_0","MYB, SMAD3","0.956087252765378",1
"7","#upgenes.DNA_0.25","","1",1
"8","#upgenes.ERS_0.25","","1",1
"9","#upgenes.HTS_0.25","CSNK2A1","0.991537418880292",1
"10","#upgenes.HYP_0.25","HDAC1, NR4A1, TP53","0.955696579209563",1
"11","#upgenes.MTL_0.25","","1",1
"12","#upgenes.OXD_0.25","SMAD3","0.988779309996231",1
"13","#upgenes.DNA_0.45","","1",1
"14","#upgenes.ERS_0.45","","1",1
"15","#upgenes.HTS_0.45","CSNK2A1","0.981492150964253",1
"16","#upgenes.HYP_0.45","NR4A1","0.996932917864622",1
"17","#upgenes.MTL_0.45","","1",1
"18","#upgenes.OXD_0.45","SMAD3","0.977609251593828",1
"19","#upgenes.DNA_0.5","","1",1
"20","#upgenes.ERS_0.5","","1",1
"21","#upgenes.HTS_0.5","CSNK2A1","0.981492150964253",1
"22","#upgenes.HYP_0.5","NR4A1","0.996932917864622",1
"23","#upgenes.MTL_0.5","","1",1
"24","#upgenes.OXD_0.5","SMAD3","0.977609251593828",1
"25","#upgenes.DNA_0.65","","1",1
"26","#upgenes.ERS_0.65","","1",1
"27","#upgenes.HTS_0.65","CSNK2A1","0.938481521422194",1
"28","#upgenes.HYP_0.65","NR4A1","0.992699133995332",1
"29","#upgenes.MTL_0.65","","1",1
"30","#upgenes.OXD_0.65","SMAD3","0.901155856726289",1
"31","#upgenes.DNA_0.75","","1",1
"32","#upgenes.ERS_0.75","","1",1
"33","#upgenes.HTS_0.75","","1",1
"34","#upgenes.HYP_0.75","NR4A1","0.961335552979056",1
"35","#upgenes.MTL_0.75","","1",1
"36","#upgenes.OXD_0.75","SMAD3","0.901155856726289",1
"37","#upgenes.DNA_0.85","","1",1
"38","#upgenes.ERS_0.85","","1",1
"39","#upgenes.HTS_0.85","","1",1
"40","#upgenes.HYP_0.85","NR4A1","0.850307751735694",1
"41","#upgenes.MTL_0.85","","1",1
"42","#upgenes.OXD_0.85","","1",1
"43","#upgenes.DNA_0.95","","1",1
"44","#upgenes.ERS_0.95","","1",1
"45","#upgenes.HTS_0.95","","1",1
"46","#upgenes.HYP_0.95","NR4A1","0.850307751735694",1
"47","#upgenes.MTL_0.95","","1",1
"48","#upgenes.OXD_0.95","","1",1
"49","#upgenes.DNA_1","","1",1
"50","#upgenes.ERS_1","","1",1
"51","#upgenes.HTS_1","","1",1
"52","#upgenes.HYP_1","NR4A1","0.850307751735694",1
"53","#upgenes.MTL_1","","1",1
"54","#upgenes.OXD_1","","1",1
"55","#dngenes.DNA_0","","1",1
"56","#dngenes.ERS_0","","1",1
"57","#dngenes.HTS_0","CSNK2A1","0.995722459033303",1
"58","#dngenes.HYP_0","HDAC1, NR4A1, TP53","0.972580319061629",1
"59","#dngenes.MTL_0","","1",1
"60","#dngenes.OXD_0","MYB, SMAD3","0.956087252765378",1
"61","#dngenes.DNA_0.25","","1",1
"62","#dngenes.ERS_0.25","","1",1
"63","#dngenes.HTS_0.25","CSNK2A1","0.969009699821649",1
"64","#dngenes.HYP_0.25","HDAC1, TP53","0.901187419835568",1
"65","#dngenes.MTL_0.25","","1",1
