"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-168164","R-HSA-168164","Toll Like Receptor 3 (TLR3) Cascade","22/87","87/2914",9.13434845669831e-16,4.20076115213957e-13,2.33395147269741e-13,"IKBKE/JUN/MAPK1/MAPK14/MAPK8/RELA/RIPK2/RPS6KA5/TBK1/TRAF3/MAP2K1/MAP2K7/MAPK10/MAPK9/MAPKAPK2/MAPK11/PPP2CA/RPS6KA2/TICAM1/ATF1/FOS/CREB1",22
"R-HSA-166166","R-HSA-166166","MyD88-independent TLR4 cascade ","22/87","90/2914",2.00354267987579e-15,4.20076115213957e-13,2.33395147269741e-13,"IKBKE/JUN/MAPK1/MAPK14/MAPK8/RELA/RIPK2/RPS6KA5/TBK1/TRAF3/MAP2K1/MAP2K7/MAPK10/MAPK9/MAPKAPK2/MAPK11/PPP2CA/RPS6KA2/TICAM1/ATF1/FOS/CREB1",22
"R-HSA-937061","R-HSA-937061","TRIF(TICAM1)-mediated TLR4 signaling ","22/87","90/2914",2.00354267987579e-15,4.20076115213957e-13,2.33395147269741e-13,"IKBKE/JUN/MAPK1/MAPK14/MAPK8/RELA/RIPK2/RPS6KA5/TBK1/TRAF3/MAP2K1/MAP2K7/MAPK10/MAPK9/MAPKAPK2/MAPK11/PPP2CA/RPS6KA2/TICAM1/ATF1/FOS/CREB1",22
"R-HSA-1266738","R-HSA-1266738","Developmental Biology","41/87","397/2914",1.4702823287988e-14,1.48746488132413e-12,8.26438524976339e-13,"CSNK2A1/CSNK2B/FOXO1/JUN/MAPK1/MAPK14/MAPK8/PRKACA/RELA/RPS6KA4/RPS6KA5/SMAD3/SMAD4/STAT3/ABL1/CDON/CTNNB1/ROCK2/SPAG9/HRAS/MAP2K1/PIK3CA/RHOA/AKT1/AKT2/EGFR/GRB2/MAPK11/PAK1/PRKCA/RPS6KA2/SRC/VAV2/VAV3/KLF4/FOXO3/RARA/CREB1/SMAD2/SOX2/FLI1",41
"R-HSA-2871796","R-HSA-2871796","FCERI mediated MAPK activation","14/87","30/2914",1.51842056293215e-14,1.48746488132413e-12,8.26438524976339e-13,"JUN/MAPK1/MAPK8/HRAS/MAP2K7/MAPK10/MAPK9/MAP3K1/GRB2/PAK1/SYK/VAV2/VAV3/FOS",14
"R-HSA-450282","R-HSA-450282","MAPK targets/ Nuclear events mediated by MAP kinases","14/87","30/2914",1.51842056293215e-14,1.48746488132413e-12,8.26438524976339e-13,"JUN/MAPK1/MAPK14/MAPK8/RPS6KA5/MAPK10/MAPK9/MAPKAPK2/MAPK11/PPP2CA/RPS6KA2/ATF1/FOS/CREB1",14
"R-HSA-166016","R-HSA-166016","Toll Like Receptor 4 (TLR4) Cascade","23/87","110/2914",1.65536632261827e-14,1.48746488132413e-12,8.26438524976339e-13,"IKBKE/JUN/MAPK1/MAPK14/MAPK8/RELA/RIPK2/RPS6KA5/TBK1/TRAF3/MAP2K1/MAP2K7/MAPK10/MAPK9/MAP3K1/MAPKAPK2/MAPK11/PPP2CA/RPS6KA2/TICAM1/ATF1/FOS/CREB1",23
"R-HSA-975138","R-HSA-975138","TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation","20/87","83/2914",6.27848607146424e-14,4.93645967368876e-12,2.74270707332385e-12,"JUN/MAPK1/MAPK14/MAPK8/RELA/RIPK2/RPS6KA5/MAP2K1/MAP2K7/MAPK10/MAPK9/MAP3K1/MAPKAPK2/MAPK11/PPP2CA/RPS6KA2/TICAM1/ATF1/FOS/CREB1",20
"R-HSA-168181","R-HSA-168181","Toll Like Receptor 7/8 (TLR7/8) Cascade","20/87","84/2914",8.05562868106376e-14,5.0669904403891e-12,2.81523023380333e-12,"JUN/MAPK1/MAPK14/MAPK8/RELA/RIPK2/RPS6KA5/MAP2K1/MAP2K7/MAPK10/MAPK9/MAP3K1/MAPKAPK2/MAPK11/PPP2CA/RPS6KA2/TICAM1/ATF1/FOS/CREB1",20
"R-HSA-975155","R-HSA-975155","MyD88 dependent cascade initiated on endosome","20/87","84/2914",8.05562868106376e-14,5.0669904403891e-12,2.81523023380333e-12,"JUN/MAPK1/MAPK14/MAPK8/RELA/RIPK2/RPS6KA5/MAP2K1/MAP2K7/MAPK10/MAPK9/MAP3K1/MAPKAPK2/MAPK11/PPP2CA/RPS6KA2/TICAM1/ATF1/FOS/CREB1",20
