X1	X3	X2
TP53	activates	ARID3A 
TP53	activates	VDR 
HIF1A	activates	TP53 
STAT3	activates	KLF4 
EP300	activates	TP53 
MAPK3	activates	HIF1A 
EP300	activates	HIF1A 
EP300	activates	ARNT 
ABL1	activates	YAP1 
MAPK14	inhibits	MAPK3 
ABL1	activates	CDK5 
MAPK3	activates	STAT3 
EP300	activates	STAT3 
BRCA1	inhibits	ABL1 
MAPK3	activates	SMAD1 
NR0B2	activates	HNF4A 
GSK3B	activates	SMAD1 
RFX1	activates	ABL1 
NR0B2	activates	RARA 
NR0B2	activates	ESRRA 
MAPK14	inhibits	NFATC1 
MAPK3	activates	RUNX2 
EP300	activates	RUNX2 
YAP1	activates	TEAD1 
EP300	activates	MEF2A 
CSNK2A1	inhibits	IKZF1 
CDK2	activates	TP53 
CDK2	activates	FOXK2 
SMAD1	activates	RUNX2 
MAPK14	inhibits	GSK3B 
MAPK3	activates	EP300 
CDK5	activates	TP53 
POU2AF1	activates	POU2F1 
YAP1	activates	SMAD1 
CDK5	activates	CLOCK 
CDK5	activates	STAT3 
CSNK2A1	inhibits	ARNT 
EP300	activates	MEF2C 
EP300	activates	SMAD1 
MAPK3	activates	CDK2 
GSK3B	activates	TP53 
MAPK3	activates	TP53 
CDK1	inhibits	CUX1 
POU2AF1	activates	POU2F2 
BRCA1	inhibits	TP53 
EP300	activates	GATA3 
EP300	activates	MITF 
EP300	activates	VDR 
TP53	activates	KLF4 
LEF1	inhibits	RUNX2 
Perturbation	inhibits	DUSP14 
Perturbation	inhibits	JAZF1 
Perturbation	inhibits	KLF6 
Perturbation	inhibits	MEIS2 
Perturbation	inhibits	NR0B2 
Perturbation	inhibits	POU2AF1 
Perturbation	inhibits	RFX1 
CSNK2A1	activates	CTNNB1 
GSK3B	inhibits	CTNNB1 
CTNNB1	activates	TCF7L2 
CDK1	activates	CSNK2A1 
GSK3B	inhibits	CDK1 
BRCA1	activates	SOX2 
CTNNB1	activates	LEF1 
CTNNB1	activates	TCF7 
MAPK14	activates	ELK1 
CSNK2A1	activates	LEF1 
TCF7	activates	LEF1 
TCF7	activates	SRF 
MAPK14	activates	JUN 
MAPK14	activates	CSNK2A1 
MAPK14	activates	GATA2 
TP53	inhibits	ETS1 
CDK1	activates	BRCA1 
ABL1	inhibits	JUN 
JUN	activates	SPI1 
MAPK14	activates	JUNB 
CSNK2A1	activates	PIAS1 
IRF2BP1	activates	IRF2 
JAZF1	inhibits	NR2C2 
KLF4	inhibits	SRF 
GSK3B	inhibits	KLF5 
PIAS1	activates	PRDM1 
CSNK2A1	activates	SRF 
DUSP14	inhibits	MAPK14 
MAPK14	activates	ETS1 
MAPK14	activates	ETS2 
JUN	activates	ETS1 
VDR	inhibits	JUN 
ETS2	activates	ETS1 
Perturbation	activates	IRF2BP1 
MAPK1	activates	HIF1A 
MAPK14	inhibits	MAPK1 
MAPK1	activates	STAT3 
MAPK1	activates	EP300 
MAPK1	activates	GSK3B 
MAPK1	activates	CDK2 
MAPK1	activates	TP53 
MAPK1	activates	RARA 
Perturbation	activates	DUSP7 
Perturbation	activates	JAZF1 
Perturbation	activates	KLF6 
Perturbation	activates	MEIS2 
Perturbation	activates	NR0B2 
Perturbation	activates	POU2AF1 
Perturbation	activates	RFX1 
MAPK1	inhibits	CDK1 
DUSP7	inhibits	MAPK14 
Perturbation	inhibits	IRF2BP1 
Perturbation	activates	DUSP10 
Perturbation	activates	NR2C2AP 
DUSP10	inhibits	MAPK14 
NR2C2AP	inhibits	NR2C2 
DUSP8	inhibits	MAPK3 
DUSP8	activates	MAPK14 
Perturbation	inhibits	DUSP8 
DUSP2	inhibits	MAPK3 
DUSP2	activates	MAPK14 
Perturbation	inhibits	DUSP2 
Perturbation	inhibits	DUSP10 
IRF2BP2	activates	IRF2 
Perturbation	activates	IRF2BP2 
Perturbation	activates	DUSP14 
Perturbation	inhibits	IRF2BP2 
Perturbation	inhibits	NR2C2AP 
DUSP9	activates	MAPK3 
Perturbation	activates	DUSP9 
DUSP9	inhibits	MAPK14 
Perturbation	inhibits	DUSP7 
Perturbation	inhibits	DUSP9 
Perturbation	activates	DUSP2 
DUSP8	inhibits	MAPK1 
Perturbation	activates	DUSP8 
Perturbation	activates	DUSP26 
DUSP26	inhibits	MAPK14 
DUSP9	activates	MAPK1 
Perturbation	inhibits	DUSP26 
