"","Gene set","Overlap","pValue","pAdj"
"1","#upgenes.DNA_0","CCNH, YY1, CDK2, E2F4","0.851758044680976",1
"2","#upgenes.ERS_0","SHC1","0.855067207432773",1
"3","#upgenes.HTS_0","CSNK2A1","0.977130788457045",1
"4","#upgenes.HYP_0","CDK1, MXI1, TP53","0.866927625554871",1
"5","#upgenes.MTL_0","","1",1
"6","#upgenes.OXD_0","SMAD3, SRF","0.851817242686817",1
"7","#upgenes.DNA_0.25","CCNH, YY1, CDK2, E2F4","0.823184887710013",1
"8","#upgenes.ERS_0.25","SHC1","0.828865513730454",1
"9","#upgenes.HTS_0.25","CSNK2A1","0.963316281830831",1
"10","#upgenes.HYP_0.25","CDK1, MXI1, TP53","0.821833363369252",1
"11","#upgenes.MTL_0.25","","1",1
"12","#upgenes.OXD_0.25","SMAD3, SRF","0.812415236278146",1
"13","#upgenes.DNA_0.45","CCNH, CDK2, E2F4","0.888748172010172",1
"14","#upgenes.ERS_0.45","SHC1","0.737274399857383",1
"15","#upgenes.HTS_0.45","CSNK2A1","0.936926806452632",1
"16","#upgenes.HYP_0.45","MXI1","0.981868409715299",1
"17","#upgenes.MTL_0.45","","1",1
"18","#upgenes.OXD_0.45","SMAD3","0.928043597600352",1
"19","#upgenes.DNA_0.5","CCNH, CDK2, E2F4","0.888748172010172",1
"20","#upgenes.ERS_0.5","SHC1","0.737274399857383",1
"21","#upgenes.HTS_0.5","CSNK2A1","0.936926806452632",1
"22","#upgenes.HYP_0.5","MXI1","0.981868409715299",1
"23","#upgenes.MTL_0.5","","1",1
"24","#upgenes.OXD_0.5","SMAD3","0.928043597600352",1
"25","#upgenes.DNA_0.65","CCNH, CDK2","0.902416188816237",1
"26","#upgenes.ERS_0.65","","1",1
"27","#upgenes.HTS_0.65","CSNK2A1","0.855067207432773",1
"28","#upgenes.HYP_0.65","MXI1","0.966929660903277",1
"29","#upgenes.MTL_0.65","","1",1
"30","#upgenes.OXD_0.65","SMAD3","0.798725823104038",1
"31","#upgenes.DNA_0.75","CCNH, CDK2","0.902416188816237",1
"32","#upgenes.ERS_0.75","","1",1
"33","#upgenes.HTS_0.75","","1",1
"34","#upgenes.HYP_0.75","MXI1","0.895020424265142",1
"35","#upgenes.MTL_0.75","","1",1
"36","#upgenes.OXD_0.75","SMAD3","0.798725823104038",1
"37","#upgenes.DNA_0.85","","1",1
"38","#upgenes.ERS_0.85","","1",1
"39","#upgenes.HTS_0.85","","1",1
"40","#upgenes.HYP_0.85","MXI1","0.731781707663304",1
"41","#upgenes.MTL_0.85","","1",1
"42","#upgenes.OXD_0.85","","1",1
"43","#upgenes.DNA_0.95","","1",1
"44","#upgenes.ERS_0.95","","1",1
"45","#upgenes.HTS_0.95","","1",1
"46","#upgenes.HYP_0.95","MXI1","0.731781707663304",1
"47","#upgenes.MTL_0.95","","1",1
"48","#upgenes.OXD_0.95","","1",1
"49","#upgenes.DNA_1","","1",1
"50","#upgenes.ERS_1","","1",1
"51","#upgenes.HTS_1","","1",1
"52","#upgenes.HYP_1","MXI1","0.731781707663304",1
"53","#upgenes.MTL_1","","1",1
"54","#upgenes.OXD_1","","1",1
"55","#dngenes.DNA_0","CCNH, YY1, CDK2, E2F4","0.851758044680976",1
"56","#dngenes.ERS_0","SHC1","0.855067207432773",1
"57","#dngenes.HTS_0","CSNK2A1","0.977130788457045",1
"58","#dngenes.HYP_0","CDK1, MXI1, TP53","0.866927625554871",1
"59","#dngenes.MTL_0","","1",1
"60","#dngenes.OXD_0","SMAD3, SRF","0.851817242686817",1
"61","#dngenes.DNA_0.25","CCNH, YY1, CDK2, E2F4","0.534004403028531",1
"62","#dngenes.ERS_0.25","SHC1","0.633867040924973",1
"63","#dngenes.HTS_0.25","CSNK2A1","0.909861175081559",1
"64","#dngenes.HYP_0.25","CDK1, TP53","0.751287905612199",1
