X1	X3	X2
STAT1	activates	IRF1 
EP300	activates	MYB 
STAT3	activates	JUNB 
STAT3	activates	EGR1 
SMAD3	activates	TCF7L2 
EP300	activates	STAT3 
MEN1	inhibits	NFKB1 
MEN1	inhibits	RELA 
SMAD3	activates	LEF1 
AXIN1	activates	SMAD3 
NR0B2	inhibits	ONECUT1 
MAPK14	activates	SMAD3 
MAPK14	activates	STAT3 
MAPK14	activates	STAT1 
CSNK2A1	activates	LEF1 
MAPK14	activates	CSNK2A1 
EP300	activates	RELA 
NFKB1	activates	RELA 
GSK3A	inhibits	GATA6 
PTCRA	activates	LCK 
RELA	activates	EGR1 
CSNK2A1	activates	MAZ 
MAPK14	activates	GATA2 
FBXO22	inhibits	BACH1 
AKT3	activates	EP300 
CSNK2A1	activates	RELA 
CSNK2A1	activates	AKT3 
ZNF76	inhibits	TBP 
EP300	activates	SMAD3 
AKT3	activates	CDK2 
CDK2	activates	MYBL2 
MAPK14	activates	JUNB 
CSNK2A1	activates	YY1 
NR0B2	inhibits	CEBPA 
MAPK14	activates	HNF4A 
LCK	activates	SOCS3 
LCK	activates	MAPK14 
LCK	activates	STAT1 
STAT3	activates	STAT1 
LCK	activates	STAT3 
MAPK14	activates	RELA 
CDK2	activates	AXIN1 
EP300	activates	YY1 
EP300	activates	IRF1 
Perturbation	inhibits	KDM6A 
Perturbation	inhibits	PTCRA 
MEN1	activates	KMT2A 
EP300	inhibits	BCL6 
MAPK14	inhibits	CREB1 
NR0B2	activates	ESR2 
GSK3A	activates	CREB1 
CREB1	activates	TAF1 
YAP1	activates	TEAD1 
CSNK2A1	inhibits	SP1 
CSNK2A1	inhibits	MAX 
AKT3	inhibits	GSK3A 
YAP1	activates	SMAD1 
KDM6A	inhibits	FLI1 
AKT3	inhibits	YAP1 
GATA2	inhibits	PPARG 
MAX	activates	MXI1 
CDK2	inhibits	MYOD1 
PIAS1	activates	PRDM1 
POU2AF1	activates	POU2F2 
SOCS3	inhibits	TFDP1 
AXIN1	inhibits	PIAS1 
STAT3	inhibits	MYOD1 
Perturbation	activates	E2F6 
Perturbation	activates	FBXO22 
Perturbation	activates	MEN1 
Perturbation	activates	NR0B2 
Perturbation	activates	POU2AF1 
Perturbation	activates	RFX1 
Perturbation	activates	USF2 
Perturbation	activates	ZNF76 
CSNK2B	activates	TBP 
MAPK14	activates	CSNK2B 
CSNK2B	activates	RELA 
Perturbation	activates	KDM6A 
Perturbation	activates	PTCRA 
Perturbation	inhibits	E2F6 
Perturbation	inhibits	FBXO22 
Perturbation	inhibits	MEN1 
Perturbation	inhibits	NR0B2 
Perturbation	inhibits	POU2AF1 
Perturbation	inhibits	RFX1 
Perturbation	inhibits	USF2 
FCGR3A	activates	LCK 
Perturbation	activates	FCGR3A 
Perturbation	inhibits	ZNF76 
Perturbation	inhibits	FCGR3A 
BTAF1	activates	TBP 
Perturbation	inhibits	BTAF1 
AKT1	activates	EP300 
AKT1	activates	SMAD3 
PRKCD	activates	STAT1 
AKT1	activates	CDK2 
PRKCD	activates	STAT3 
CSNK2A1	activates	AKT1 
PRKCD	activates	RELA 
PTPN13	activates	LCK 
AKT1	activates	PRKCD 
Perturbation	activates	PTPN13 
AKT1	inhibits	GSK3A 
PRKCD	inhibits	FLI1 
PRKCD	inhibits	GSK3A 
AKT1	inhibits	YAP1 
Perturbation	inhibits	PTPN13 
Perturbation	activates	BTAF1 
