ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
R-HSA-8878159	Transcriptional regulation by RUNX3	11/35	50/3250	1.13381731331026e-12	3.26539386233356e-10	1.99313148760857e-10	1499/4851/3516/6932/7157/25937/10413/51176/6934/4609/7003	11
R-HSA-450282	MAPK targets/ Nuclear events mediated by MAP kinases	7/35	30/3250	1.52256406885799e-08	2.19249225915551e-06	1.33825368157518e-06	1385/3725/4208/6195/6196/9252/2002	7
R-HSA-198725	Nuclear Events (kinase and transcription factor activation)	6/35	24/3250	1.16747023519468e-07	1.12077142578689e-05	6.84096593956182e-06	1385/4208/6195/6196/9252/2002	6
R-HSA-198753	ERK/MAPK targets	5/35	21/3250	1.93766396705176e-06	0.00011780622095952	7.19065749277769e-05	4208/6195/6196/9252/2002	5
R-HSA-450294	MAP kinase activation	7/35	59/3250	2.04524689165833e-06	0.00011780622095952	7.19065749277769e-05	1385/3725/4208/6195/6196/9252/2002	7
R-HSA-201722	Formation of the beta-catenin:TCF transactivating complex	5/35	23/3250	3.1549005261187e-06	0.000151435225253698	9.24330505020742e-05	1499/6932/51176/6934/4609	5
R-HSA-1266738	Developmental Biology	16/35	448/3250	4.27839136629908e-06	0.000176025244784876	0.000107442309499541	1385/1499/2308/3725/4208/9612/4851/3516/6195/6196/8986/9252/51176/2624/4609/5468	16
R-HSA-448424	Interleukin-17 signaling	7/35	67/3250	4.90433969391056e-06	0.00017655622898078	0.00010776641169514	1385/3725/4208/6195/6196/9252/2002	7
R-HSA-157118	Signaling by NOTCH	8/35	102/3250	8.33797814259471e-06	0.000266815300563031	0.000162858754364131	1385/55294/3725/9612/4851/3516/7157/4609	8
R-HSA-168142	Toll Like Receptor 10 (TLR10) Cascade	7/35	77/3250	1.25623364687028e-05	0.000301496075248866	0.000184027209673102	1385/3725/4208/6195/6196/9252/2002	7
R-HSA-168176	Toll Like Receptor 5 (TLR5) Cascade	7/35	77/3250	1.25623364687028e-05	0.000301496075248866	0.000184027209673102	1385/3725/4208/6195/6196/9252/2002	7
R-HSA-975871	MyD88 cascade initiated on plasma membrane	7/35	77/3250	1.25623364687028e-05	0.000301496075248866	0.000184027209673102	1385/3725/4208/6195/6196/9252/2002	7
R-HSA-3769402	Deactivation of the beta-catenin transactivating complex	5/35	32/3250	1.76103275632372e-05	0.00030753914001585	0.000187715776252364	1487/1499/6932/51176/6934	5
R-HSA-975138	TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation	7/35	82/3250	1.91132084155884e-05	0.00030753914001585	0.000187715776252364	1385/3725/4208/6195/6196/9252/2002	7
R-HSA-168164	Toll Like Receptor 3 (TLR3) Cascade	7/35	83/3250	2.0714220494025e-05	0.00030753914001585	0.000187715776252364	1385/3725/4208/6195/6196/9252/2002	7
R-HSA-168181	Toll Like Receptor 7/8 (TLR7/8) Cascade	7/35	83/3250	2.0714220494025e-05	0.00030753914001585	0.000187715776252364	1385/3725/4208/6195/6196/9252/2002	7
R-HSA-975155	MyD88 dependent cascade initiated on endosome	7/35	83/3250	2.0714220494025e-05	0.00030753914001585	0.000187715776252364	1385/3725/4208/6195/6196/9252/2002	7
R-HSA-166058	MyD88:MAL(TIRAP) cascade initiated on plasma membrane	7/35	84/3250	2.2424728959489e-05	0.00030753914001585	0.000187715776252364	1385/3725/4208/6195/6196/9252/2002	7
R-HSA-168179	Toll Like Receptor TLR1:TLR2 Cascade	7/35	84/3250	2.2424728959489e-05	0.00030753914001585	0.000187715776252364	1385/3725/4208/6195/6196/9252/2002	7
R-HSA-168188	Toll Like Receptor TLR6:TLR2 Cascade	7/35	84/3250	2.2424728959489e-05	0.00030753914001585	0.000187715776252364	1385/3725/4208/6195/6196/9252/2002	7
R-HSA-181438	Toll Like Receptor 2 (TLR2) Cascade	7/35	84/3250	2.2424728959489e-05	0.00030753914001585	0.000187715776252364	1385/3725/4208/6195/6196/9252/2002	7
R-HSA-195253	Degradation of beta-catenin by the destruction complex	5/35	34/3250	2.39596299480222e-05	0.000313653337501381	0.000191447760828694	1487/1499/6932/51176/6934	5
R-HSA-166166	MyD88-independent TLR4 cascade 	7/35	86/3250	2.61976071609568e-05	0.000314371285931482	0.00019188598227543	1385/3725/4208/6195/6196/9252/2002	7
