ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
R-HSA-198725	Nuclear Events (kinase and transcription factor activation)	6/22	24/3250	5.71103948400914e-09	1.92462030611108e-06	1.26845192750098e-06	5600/9252/5515/1385/466/4205	6
R-HSA-450282	MAPK targets/ Nuclear events mediated by MAP kinases	6/22	30/3250	2.45597810676411e-08	4.13832310989753e-06	2.72742831856436e-06	5600/9252/5515/1385/466/4205	6
R-HSA-187037	Signaling by NTRK1 (TRKA)	7/22	74/3250	3.09201457704452e-07	3.47336304154668e-05	2.2891757044084e-05	5600/9252/5515/6774/1385/466/4205	7
R-HSA-166520	Signaling by NTRKs	7/22	91/3250	1.29664251951184e-06	0.000109242132268872	7.1997782004473e-05	5600/9252/5515/6774/1385/466/4205	7
R-HSA-450294	MAP kinase activation	6/22	59/3250	1.64681969180822e-06	0.000110995647227874	7.31534642045335e-05	5600/9252/5515/1385/466/4205	6
R-HSA-5663202	Diseases of signal transduction	10/22	258/3250	2.30283180321213e-06	0.000129342386280414	8.52451772767998e-05	815/1956/5527/4087/5515/6774/4088/1385/2099/2309	10
R-HSA-448424	Interleukin-17 signaling	6/22	67/3250	3.52469898341428e-06	0.000169689079630087	0.000111836313609085	5600/9252/5515/1385/466/4205	6
R-HSA-168142	Toll Like Receptor 10 (TLR10) Cascade	6/22	77/3250	8.02259137206143e-06	0.000236734320128957	0.000156023556293019	5600/9252/5515/1385/466/4205	6
R-HSA-168176	Toll Like Receptor 5 (TLR5) Cascade	6/22	77/3250	8.02259137206143e-06	0.000236734320128957	0.000156023556293019	5600/9252/5515/1385/466/4205	6
R-HSA-975871	MyD88 cascade initiated on plasma membrane	6/22	77/3250	8.02259137206143e-06	0.000236734320128957	0.000156023556293019	5600/9252/5515/1385/466/4205	6
R-HSA-198753	ERK/MAPK targets	4/22	21/3250	8.74811547074589e-06	0.000236734320128957	0.000156023556293019	5600/9252/5515/4205	4
