ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
R-HSA-8878166	Transcriptional regulation by RUNX2	11/51	71/3951	7.66944055810041e-10	3.32853720221558e-07	1.75186168537662e-07	25/207/208/10000/5594/5595/367/55294/9759/4089/860	11
R-HSA-9634638	Estrogen-dependent nuclear events downstream of ESR-membrane signaling	7/51	24/3951	1.14327125673314e-08	2.48089862711091e-06	1.30573611953206e-06	207/208/10000/2353/5594/5595/2002	7
R-HSA-8941326	RUNX2 regulates bone development	7/51	27/3951	2.84822537046002e-08	4.12043270259882e-06	2.16864879084149e-06	25/5594/5595/367/9759/4089/860	7
R-HSA-8939211	ESR-mediated signaling	12/51	127/3951	3.95404481186139e-08	4.29013862086961e-06	2.25796769519453e-06	207/208/10000/2353/5594/5595/4609/6667/3315/2002/3725/2494	12
R-HSA-450282	MAPK targets/ Nuclear events mediated by MAP kinases	7/51	30/3951	6.33991581771774e-08	5.05675916520686e-06	2.66145219221414e-06	2353/5594/5595/5515/9252/2002/3725	7
R-HSA-6804757	Regulation of TP53 Degradation	7/51	31/3951	8.10900021446105e-08	5.05675916520686e-06	2.66145219221414e-06	207/208/10000/4193/5515/7157/1616	7
R-HSA-9006931	Signaling by Nuclear Receptors	13/51	164/3951	8.15606316968849e-08	5.05675916520686e-06	2.66145219221414e-06	207/208/10000/2353/5594/5595/4609/6667/3315/2002/3725/2494/6720	13
R-HSA-6806003	Regulation of TP53 Expression and Degradation	7/51	32/3951	1.02780420999212e-07	5.57583783920723e-06	2.9346514943196e-06	207/208/10000/4193/5515/7157/1616	7
R-HSA-6804759	Regulation of TP53 Activity through Association with Co-factors	5/51	12/3951	2.17116987354303e-07	1.04698636124186e-05	5.5104545328519e-06	207/208/10000/7157/8626	5
R-HSA-3700989	Transcriptional Regulation by TP53	14/51	242/3951	1.20885945993727e-06	5.24645005612774e-05	2.76128950322513e-05	207/208/10000/672/839/2353/4193/5515/7157/1616/3725/8626/604/1874	14
R-HSA-9009391	Extra-nuclear estrogen signaling	8/51	66/3951	1.41914885028865e-06	5.55394605849211e-05	2.92312950446953e-05	207/208/10000/2353/5594/5595/3315/2002	8
R-HSA-5663202	Diseases of signal transduction	15/51	285/3951	1.53565328806234e-06	5.55394605849211e-05	2.92312950446953e-05	207/208/10000/2064/3717/5594/5595/4193/4609/5515/1499/55294/9759/4089/6934	15
R-HSA-109606	Intrinsic Pathway for Apoptosis	7/51	50/3951	2.5554437815802e-06	8.53125077850621e-05	4.49013198868748e-05	207/208/10000/5594/5595/7157/8626	7
R-HSA-3108232	SUMO E3 ligases SUMOylate target proteins	10/51	128/3951	3.70336106609914e-06	0.000114804193049073	6.04232594995122e-05	672/4193/7157/367/1616/9759/7329/7020/2494/7421	10
R-HSA-2990846	SUMOylation	10/51	130/3951	4.26583103774179e-06	0.000123197327169126	6.48406985100663e-05	672/4193/7157/367/1616/9759/7329/7020/2494/7421	10
