X1	X3	X2
MAPK3	activates	RPS6KA3 
STAT1	activates	IRF1 
GAPDH	activates	POU2F1 
STAT3	activates	KLF4 
STAT3	activates	EGR1 
SIRT1	inhibits	RELB 
CTNNB1	activates	TCF7L2 
MAPK3	activates	HIF1A 
MAPK3	activates	STAT3 
CTNNB1	activates	TCF7 
MAX	activates	MNT 
MAX	activates	MYC 
SMAD4	activates	CREB1 
MAPK3	activates	STAT5A 
MAPK3	activates	MYC 
SIRT1	inhibits	STAT5A 
MAPK14	activates	MAX 
CREB1	activates	CTNNB1 
MAPK14	activates	STAT3 
MAPK14	activates	STAT1 
RPS6KB1	activates	CREM 
MAPK3	activates	RUNX2 
CSNK2A2	inhibits	SPIB 
AKT2	activates	CTNNB1 
MAPK3	activates	SMAD4 
RPS6KA3	activates	CREB1 
RPS6KA3	activates	ETV1 
MAPK1	inhibits	STK11 
MAPK3	activates	RPS6KB1 
MAPK14	activates	GATA2 
BACH1	activates	GAPDH 
FBXO22	inhibits	BACH1 
AKT2	activates	CREB1 
YAP1	inhibits	RUNX2 
ZNF521	inhibits	EBF1 
DUSP7	inhibits	MAPK14 
MAPK14	activates	AKT2 
MAPK3	activates	MAZ 
MAPK14	activates	HNF4A 
PAWR	inhibits	WT1 
STAT3	activates	STAT1 
MAPK3	activates	CREB1 
DUSP7	inhibits	MAPK3 
STK11	activates	ETV4 
MAPK14	activates	MYC 
SMAD4	activates	CTCF 
CTNNB1	activates	MYC 
EP300	inhibits	MYC 
Perturbation	activates	LYL1 
Perturbation	activates	MEIS2 
Perturbation	activates	NKRF 
TP53	activates	PRDM1 
NKRF	inhibits	REL 
EP300	activates	TP53 
MEN1	activates	KMT2A 
MAPK14	inhibits	MAPK1 
NR0B2	activates	SIRT1 
NR0B2	activates	ESR2 
NR0B2	activates	AR 
YAP1	activates	TEAD1 
GATA2	inhibits	SPI1 
HOXB8	activates	PBX3 
EP300	activates	MEF2A 
RPS6KB1	inhibits	TP63 
MAPK1	activates	EP300 
EP300	activates	FLI1 
AKT2	inhibits	AR 
YAP1	activates	SMAD1 
AKT2	inhibits	YAP1 
EP300	activates	SMAD1 
MAPK3	inhibits	AR 
MAPK1	activates	TP53 
EP300	activates	AR 
CSNK2A2	activates	TP53 
WT1	inhibits	TP53 
SIRT1	activates	AR 
EGR1	inhibits	AR 
Perturbation	inhibits	CSNK2A2 
Perturbation	inhibits	DUSP7 
Perturbation	inhibits	E2F6 
Perturbation	inhibits	FBXO22 
Perturbation	inhibits	HOXB8 
Perturbation	inhibits	MEN1 
Perturbation	inhibits	NR0B2 
Perturbation	inhibits	PAWR 
Perturbation	inhibits	RFX1 
Perturbation	inhibits	SP4 
Perturbation	inhibits	ZNF521 
MAPK14	activates	MAPKAPK2 
MAPKAPK2	activates	CREB1 
MAPK3	activates	MAPKAPK2 
MAPKAPK2	activates	ETV1 
CARM1	activates	RELB 
CARM1	activates	CTNNB1 
Perturbation	activates	CARM1 
GAPDH	activates	APEX1 
APEX1	activates	STAT3 
APEX1	activates	RELB 
FBXW11	activates	SMAD4 
Perturbation	inhibits	FBXW11 
Perturbation	inhibits	LYL1 
Perturbation	inhibits	MEIS2 
Perturbation	inhibits	NKRF 
FBXW11	inhibits	YAP1 
Perturbation	activates	CSNK2A2 
Perturbation	activates	DUSP7 
Perturbation	activates	E2F6 
Perturbation	activates	FBXO22 
Perturbation	activates	HOXB8 
Perturbation	activates	MEN1 
Perturbation	activates	NR0B2 
Perturbation	activates	PAWR 
Perturbation	activates	RFX1 
Perturbation	activates	SP4 
Perturbation	activates	ZNF521 
FHL5	activates	CREM 
DUSP14	inhibits	MAPK3 
DUSP14	inhibits	MAPK14 
Perturbation	inhibits	FHL5 
ABL1	activates	YAP1 
RFX1	activates	ABL1 
ABL1	activates	TP63 
Perturbation	activates	DUSP14 
Perturbation	inhibits	DUSP14 
KMT2B	activates	RELB 
DUSP10	inhibits	MAPK14 
DUSP10	inhibits	MAPK3 
Perturbation	inhibits	KMT2B 
Perturbation	activates	DUSP10 
AMER1	activates	WT1 
Perturbation	inhibits	AMER1 
CSNK2A1	inhibits	SPIB 
CSNK2A1	inhibits	MAX 
Perturbation	activates	FHL5 
CSNK2A1	activates	TP53 
MAPK1	activates	CSNK2A1 
POU2AF1	activates	POU2F1 
Perturbation	inhibits	CARM1 
Perturbation	inhibits	POU2AF1 
CSNK1D	activates	CTNNB1 
Perturbation	activates	CSNK1D 
CSNK1D	inhibits	YAP1 
Perturbation	activates	POU2AF1 
Perturbation	inhibits	DUSP10 
Perturbation	activates	AMER1 
Perturbation	activates	KMT2B 
ATR	inhibits	CREB1 
ATR	activates	TP53 
ATR	activates	KMT2A 
ABL1	activates	ATR 
Perturbation	inhibits	CSNK1D 
Perturbation	activates	FBXW11 
