"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-212436","R-HSA-212436","Generic Transcription Pathway","24/37","481/2914",4.30164097388243e-11,1.9830564889598e-08,1.34482880972956e-08,"MAPK3/STAT1/SIRT1/CTNNB1/MAX/SMAD4/MAPK14/CREB1/CSNK2A2/AKT2/MAPK1/YAP1/ZNF521/STK11/EP300/TP53/MEN1/NR0B2/GATA2/CARM1/ABL1/KMT2B/CSNK2A1/ATR",24
"R-HSA-73857","R-HSA-73857","RNA Polymerase II Transcription","24/37","499/2914",9.68277121655809e-11,2.23187876541664e-08,1.51357002700934e-08,"MAPK3/STAT1/SIRT1/CTNNB1/MAX/SMAD4/MAPK14/CREB1/CSNK2A2/AKT2/MAPK1/YAP1/ZNF521/STK11/EP300/TP53/MEN1/NR0B2/GATA2/CARM1/ABL1/KMT2B/CSNK2A1/ATR",24
"R-HSA-198725","R-HSA-198725","Nuclear Events (kinase and transcription factor activation)","7/37","24/2914",8.68824472763894e-09,1.33509360648052e-06,9.05406555827637e-07,"MAPK3/MAPK14/CREB1/RPS6KA3/MAPK1/DUSP7/MAPKAPK2",7
"R-HSA-450282","R-HSA-450282","MAPK targets/ Nuclear events mediated by MAP kinases","7/37","30/2914",4.83894320270593e-08,5.57688204111859e-06,3.78201613474648e-06,"MAPK3/MAPK14/CREB1/RPS6KA3/MAPK1/DUSP7/MAPKAPK2",7
"R-HSA-8941326","R-HSA-8941326","RUNX2 regulates bone development","6/37","24/2914",3.13490382028739e-07,2.89038132230498e-05,1.96013986236917e-05,"MAPK3/SMAD4/MAPK1/YAP1/ZNF521/ABL1",6
"R-HSA-450294","R-HSA-450294","MAP kinase activation","8/37","60/2914",4.8555707983525e-07,3.73069689673417e-05,2.53000794229946e-05,"MAPK3/MAPK14/CREB1/RPS6KA3/MAPK1/DUSP7/MAPKAPK2/FBXW11",8
"R-HSA-8878166","R-HSA-8878166","Transcriptional regulation by RUNX2","8/37","62/2914",6.30193786601595e-07,4.1502762231905e-05,2.81454969354397e-05,"MAPK3/STAT1/SMAD4/AKT2/MAPK1/YAP1/ZNF521/ABL1",8
"R-HSA-448424","R-HSA-448424","Interleukin-17 signaling","8/37","64/2914",8.10257260151433e-07,4.66910746162263e-05,3.16640008243389e-05,"MAPK3/MAPK14/CREB1/RPS6KA3/MAPK1/DUSP7/MAPKAPK2/FBXW11",8
"R-HSA-187037","R-HSA-187037","Signaling by NTRK1 (TRKA)","8/37","70/2914",1.6372046831062e-06,8.38612621013286e-05,5.68713205710574e-05,"MAPK3/STAT3/MAPK14/CREB1/RPS6KA3/MAPK1/DUSP7/MAPKAPK2",8
"R-HSA-8940973","R-HSA-8940973","RUNX2 regulates osteoblast differentiation","5/37","19/2914",2.55335064283118e-06,0.000117709464634517,7.98258043074588e-05,"MAPK3/MAPK1/YAP1/ZNF521/ABL1",5
"R-HSA-168142","R-HSA-168142","Toll Like Receptor 10 (TLR10) Cascade","8/37","78/2914",3.78313743482738e-06,0.000134155873650417,9.09790945865369e-05,"MAPK3/MAPK14/CREB1/RPS6KA3/MAPK1/DUSP7/MAPKAPK2/FBXW11",8
"R-HSA-168176","R-HSA-168176","Toll Like Receptor 5 (TLR5) Cascade","8/37","78/2914",3.78313743482738e-06,0.000134155873650417,9.09790945865369e-05,"MAPK3/MAPK14/CREB1/RPS6KA3/MAPK1/DUSP7/MAPKAPK2/FBXW11",8
"R-HSA-975871","R-HSA-975871","MyD88 cascade initiated on plasma membrane","8/37","78/2914",3.78313743482738e-06,0.000134155873650417,9.09790945865369e-05,"MAPK3/MAPK14/CREB1/RPS6KA3/MAPK1/DUSP7/MAPKAPK2/FBXW11",8
"R-HSA-198753","R-HSA-198753","ERK/MAPK targets","5/37","21/2914",4.3867872300095e-06,0.000144450636645313,9.79605870160016e-05,"MAPK3/MAPK14/RPS6KA3/MAPK1/DUSP7",5
"R-HSA-975138","R-HSA-975138","TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation","8/37","83/2914",6.08308304843837e-06,0.000166954415970218,0.00011322174116487,"MAPK3/MAPK14/CREB1/RPS6KA3/MAPK1/DUSP7/MAPKAPK2/FBXW11",8
"R-HSA-6807070","R-HSA-6807070","PTEN Regulation","7/37","59/2914",6.22381033870408e-06,0.000166954415970218,0.00011322174116487,"MAPK3/CSNK2A2/AKT2/MAPK1/TP53/EGR1/CSNK2A1",7
"R-HSA-168181","R-HSA-168181","Toll Like Receptor 7/8 (TLR7/8) Cascade","8/37","84/2914",6.66291313195131e-06,0.000166954415970218,0.00011322174116487,"MAPK3/MAPK14/CREB1/RPS6KA3/MAPK1/DUSP7/MAPKAPK2/FBXW11",8
"R-HSA-975155","R-HSA-975155","MyD88 dependent cascade initiated on endosome","8/37","84/2914",6.66291313195131e-06,0.000166954415970218,0.00011322174116487,"MAPK3/MAPK14/CREB1/RPS6KA3/MAPK1/DUSP7/MAPKAPK2/FBXW11",8
"R-HSA-166058","R-HSA-166058","MyD88:MAL(TIRAP) cascade initiated on plasma membrane","8/37","86/2914",7.96422439518696e-06,0.000166954415970218,0.00011322174116487,"MAPK3/MAPK14/CREB1/RPS6KA3/MAPK1/DUSP7/MAPKAPK2/FBXW11",8
"R-HSA-168138","R-HSA-168138","Toll Like Receptor 9 (TLR9) Cascade","8/37","86/2914",7.96422439518696e-06,0.000166954415970218,0.00011322174116487,"MAPK3/MAPK14/CREB1/RPS6KA3/MAPK1/DUSP7/MAPKAPK2/FBXW11",8
"R-HSA-168188","R-HSA-168188","Toll Like Receptor TLR6:TLR2 Cascade","8/37","86/2914",7.96422439518696e-06,0.000166954415970218,0.00011322174116487,"MAPK3/MAPK14/CREB1/RPS6KA3/MAPK1/DUSP7/MAPKAPK2/FBXW11",8
"R-HSA-168164","R-HSA-168164","Toll Like Receptor 3 (TLR3) Cascade","8/37","87/2914",8.69177002881826e-06,0.000166954415970218,0.00011322174116487,"MAPK3/MAPK14/CREB1/RPS6KA3/MAPK1/DUSP7/MAPKAPK2/FBXW11",8
