NodeName	NodeID	Regulation	Score	Correct	Incorrect	Ambiguous	p-value	Enrichment p-value
RIN1	1688	-1	15	18	3	10	0.00580725720818623	1
ATF2	340	-1	14	20	6	4	0.0446862749115105	1
GPER1	2589	-1	14	18	4	9	0.0164555024565693	1
SMAD7	1037	-1	13	17	4	10	0.0115285115458508	1
RARA	1171	-1	13	18	5	8	0.0294218609710195	1
NTS	1584	-1	13	18	5	8	0.0493565038098031	1
RLIM	1191	1	12	16	4	10	0.0154633043581825	1
CAMK2A	1620	1	12	19	7	5	0.0310582290579597	1
MYRIP	1716	1	12	19	7	5	0.0310582290579597	1
TF	2855	1	12	14	2	12	0.0152956270405395	1
DCN	2902	1	12	19	7	5	0.0888270763983017	1
TIMP2	3064	1	12	19	7	4	0.0888270763983017	1
CABP1	30	-1	12	19	7	5	0.0310582290579597	1
CASP5	431	-1	12	13	1	15	0.00564417932563013	1
KMT2E	442	-1	12	17	5	6	0.0390956394877047	1
MAP2K6	597	-1	12	16	4	11	0.0309937353124504	1
MMP2	822	-1	12	19	7	5	0.0888270763983017	1
IL1B	996	-1	12	13	1	17	0.00564417932563013	1
TAB3	1777	-1	12	15	3	13	0.0312356744159603	1
RLF	2005	-1	12	16	4	10	0.0223599363095078	1
ICAM1	2621	-1	12	17	5	9	0.0838126587077497	1
IGFBP3	3073	-1	12	14	2	15	0.0152956270405395	1
CLDN1	3469	-1	12	19	7	4	0.0888270763983017	1
CBLC	973	1	11	16	5	10	0.111385738193302	1
PTPRK	1957	1	11	16	5	10	0.111385738193302	1
EPN1	2553	1	11	16	5	10	0.111385738193302	1
TIMP3	3068	1	11	18	7	5	0.112459847310029	1
TIMP1	3168	1	11	18	7	5	0.112459847310029	1
PDCD6IP	3341	1	11	16	5	10	0.111385738193302	1
EGFR	49	-1	11	16	5	10	0.111385738193302	1
TAB1	460	-1	11	15	4	12	0.0561740127777441	1
TAB2	462	-1	11	14	3	14	0.0438041934190818	1
TPBG	1293	-1	11	16	5	10	0.111385738193302	1
SNX9	1310	-1	11	16	5	10	0.111385738193302	1
CARD9	1790	-1	11	16	5	10	0.0513460869493714	1
ARVCF	1804	-1	11	16	5	10	0.0513460869493714	1
CTNND2	1805	-1	11	16	5	10	0.0513460869493714	1
MALT1	1817	-1	11	14	3	14	0.0438041934190818	1
PPP3CA	1826	-1	11	15	4	12	0.0416902577124163	1
RNF11	2007	-1	11	15	4	12	0.0205624041506247	1
LPAR2	2034	-1	11	15	4	12	0.0736681081720338	1
BMPR1A	2505	-1	11	13	2	16	0.0149387010488155	1
FGF13	2562	-1	11	16	5	10	0.111385738193302	1
LIPH	2650	-1	11	15	4	8	0.0736681081720338	1
CD8A	3195	-1	11	16	5	10	0.0877625599538835	1
STAMBP	3207	-1	11	16	5	10	0.111385738193302	1
CMTM8	3499	-1	11	16	5	10	0.111385738193302	1
CABIN1	1750	1	10	13	3	12	0.0435691632794024	1
PTPN22	1935	1	10	14	4	13	0.127266951971983	1
RCAN1	1986	1	10	14	4	5	0.0553988153586705	1
AP2M1	2501	1	10	14	4	13	0.074885634270515	1
EPS15L1	3204	1	10	15	5	5	0.145133135678186	1
LCK	52	-1	10	15	5	11	0.11416501237644	1
RIPK2	403	-1	10	14	4	13	0.074885634270515	1
IL1A	466	-1	10	13	3	15	0.0603676926013139	1
SUMO2	714	-1	10	13	3	14	0.0435691632794024	1
MAD2L2	851	-1	10	16	6	9	0.0774054983486442	1
JUNB	878	-1	10	16	6	9	0.160517414338125	1
XIAP	898	-1	10	14	4	13	0.074885634270515	1
HBEGF	1054	-1	10	16	6	9	0.160517414338125	1
MAPK8IP2	1080	-1	10	15	5	11	0.0666961278913616	1
BTC	1234	-1	10	16	6	9	0.160517414338125	1
MAPK10	1303	-1	10	16	6	9	0.0774054983486442	1
EPGN	1500	-1	10	16	6	9	0.160517414338125	1
SH3KBP1	1648	-1	10	14	4	13	0.0396159611304197	1
TRIP6	1792	-1	10	14	4	13	0.074885634270515	1
CARD6	1797	-1	10	14	4	13	0.074885634270515	1
PTCRA	1908	-1	10	15	5	11	0.11416501237644	1
NUAK2	2732	-1	10	15	5	2	0.11416501237644	1
TNC	2937	-1	10	15	5	11	0.0882635127182702	1
FCGR3A	3010	-1	10	15	5	11	0.11416501237644	1
HNRNPA0	96	1	9	14	5	11	0.0857324683409248	1
PARN	101	1	9	14	5	11	0.0857324683409248	1
GZMB	626	1	9	13	4	14	0.0519891963023067	1
GADD45A	721	1	9	14	5	12	0.0857324683409248	1
NOL3	774	1	9	12	3	15	0.0405905900357364	1
SH3BP5	993	1	9	15	6	10	0.126638502988217	1
NOG	2251	1	9	11	2	9	0.028995573038152	1
UFD1	2489	1	9	13	4	13	0.167652462394251	1
PPM1L	2783	1	9	14	5	12	0.0857324683409248	1
IBTK	2998	1	9	15	6	10	0.126638502988217	1
TIA1	94	-1	9	14	5	11	0.0857324683409248	1
HNRNPD	95	-1	9	14	5	11	0.0857324683409248	1
TIAL1	102	-1	9	14	5	11	0.0857324683409248	1
DLL1	107	-1	9	13	4	9	0.214117275789563	1
MMP14	141	-1	9	15	6	9	0.126638502988217	1
