"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-194315","R-HSA-194315","Signaling by Rho GTPases","24/64","228/2914",1.30062026387302e-11,7.34850449088259e-09,4.24412928211198e-09,"MAPK14/MAPK1/PLK1/CTNNB1/ROCK2/SRC/ABL1/MAPK3/RHOA/PPP2R5C/ARHGAP10/PRKCD/ARHGAP11B/ARHGAP23/TRIO/STARD8/TAGAP/SRGAP1/ARHGAP21/ARHGDIG/ARHGAP11A/ARHGAP19/PRKCA/GMIP",24
"R-HSA-1640170","R-HSA-1640170","Cell Cycle","22/64","249/2914",3.9225838727294e-09,1.10812994404606e-06,6.40000526603218e-07,"TP53/UBE2I/RB1/MAPK1/GSK3B/CSNK2A1/CDK1/PLK1/CSNK1D/SRC/CHEK1/CDK2/ABL1/MAPK3/MDM2/SUMO1/PPP2R5C/EP300/TFDP2/AKT2/CCND2/PRKCA",22
"R-HSA-69278","R-HSA-69278","Cell Cycle, Mitotic","18/64","191/2914",5.62834053182075e-08,1.06000413349291e-05,6.12205461355941e-06,"TP53/RB1/MAPK1/GSK3B/CSNK2A1/CDK1/PLK1/CSNK1D/SRC/CDK2/ABL1/MAPK3/PPP2R5C/EP300/TFDP2/AKT2/CCND2/PRKCA",18
"R-HSA-194840","R-HSA-194840","Rho GTPase cycle","13/64","106/2914",2.60542243793621e-07,3.02466001221688e-05,1.74689260137351e-05,"RHOA/ARHGAP10/ARHGAP11B/ARHGAP23/TRIO/STARD8/TAGAP/SRGAP1/ARHGAP21/ARHGDIG/ARHGAP11A/ARHGAP19/GMIP",13
"R-HSA-1266738","R-HSA-1266738","Developmental Biology","25/64","397/2914",2.67669027629813e-07,3.02466001221688e-05,1.74689260137351e-05,"MAPK14/MAPK1/GSK3B/CSNK2A1/CDK5/MEF2A/CTNNB1/CREB1/ROCK2/SRC/PCGF2/STAT3/CDK2/ABL1/MAPK3/STX1A/RHOA/FYN/EP300/TFDP2/KDM6A/AKT2/TRIO/SRGAP1/PRKCA",25
"R-HSA-212436","R-HSA-212436","Generic Transcription Pathway","27/64","481/2914",7.72843407625132e-07,7.27760875513666e-05,4.20318344497879e-05,"TP53/MAPK14/UBE2I/RB1/MAPK1/GSK3B/CSNK2A1/CDK1/CDK5/TWIST1/KMT2B/CTNNB1/CREB1/TCF7/SRC/PCGF2/CHEK1/CDK2/ABL1/MAPK3/MDM2/SUMO1/PPP2R5C/EP300/TFDP2/AKT2/CCND2",27
"R-HSA-73857","R-HSA-73857","RNA Polymerase II Transcription","27/64","499/2914",1.64861653468088e-06,0.000133066906013528,7.6852800864823e-05,"TP53/MAPK14/UBE2I/RB1/MAPK1/GSK3B/CSNK2A1/CDK1/CDK5/TWIST1/KMT2B/CTNNB1/CREB1/TCF7/SRC/PCGF2/CHEK1/CDK2/ABL1/MAPK3/MDM2/SUMO1/PPP2R5C/EP300/TFDP2/AKT2/CCND2",27
"R-HSA-166520","R-HSA-166520","Signaling by NTRKs","11/64","89/2914",2.27978032076682e-06,0.000151711272413806,8.76208559818908e-05,"MAPK14/MAPK1/CDK5/MEF2A/CREB1/SRC/STAT3/MAPK3/DUSP7/RHOA/FYN",11
"R-HSA-450282","R-HSA-450282","MAPK targets/ Nuclear events mediated by MAP kinases","7/64","30/2914",2.41663973756505e-06,0.000151711272413806,8.76208559818908e-05,"MAPK14/MAPK1/MEF2A/CREB1/MAPK3/DUSP7/MAPK9",7
"R-HSA-5633007","R-HSA-5633007","Regulation of TP53 Activity","11/64","95/2914",4.39829969261229e-06,0.000248503932632595,0.000143523463653664,"TP53/MAPK14/CSNK2A1/CDK1/CDK5/CHEK1/CDK2/MDM2/PPP2R5C/EP300/AKT2",11
