X1	X3	X2
TP53	activates	ATF3 
TP53	activates	ARID3A 
MAPK14	inhibits	MAPK1 
UBE2I	inhibits	PPARG 
RB1	inhibits	E2F3 
EGR1	activates	PPARG 
NAB1	inhibits	EGR1 
EGR1	activates	TP53 
MAPK1	activates	SMAD3 
GSK3B	activates	SMAD3 
CSNK2A1	inhibits	KEAP1 
HOXB8	activates	PBX3 
CDK1	inhibits	MYOD1 
MAPK14	inhibits	GSK3B 
MAPK1	activates	GSK3B 
UBE2I	inhibits	SOX6 
FBXO22	inhibits	BACH1 
CDK5	inhibits	MEF2A 
GSK3B	activates	CIITA 
GSK3B	activates	TP53 
MAPK1	activates	CIITA 
MAPK1	activates	SP3 
MAPK1	activates	TWIST1 
MEF2A	activates	MYOD1 
MRTFB	activates	SRF 
PLK1	inhibits	TP53 
MAPK1	activates	TP53 
RB1	inhibits	SPI1 
TWIST1	activates	TP53 
CIITA	activates	NFYB 
Perturbation	inhibits	HOXB8 
Perturbation	inhibits	MEIS2 
Perturbation	inhibits	MRTFB 
Perturbation	inhibits	PCGF2 
Perturbation	inhibits	PRMT2 
KEAP1	inhibits	GABPA 
KMT2B	activates	RELB 
CSNK2A1	activates	CTNNB1 
GSK3B	inhibits	CTNNB1 
CTNNB1	activates	TCF7L2 
CDK1	activates	CSNK2A1 
GSK3B	inhibits	CREB1 
MAPK1	inhibits	CDK1 
GSK3B	inhibits	CDK1 
CTNNB1	activates	LEF1 
CTNNB1	activates	TCF7 
CREB1	activates	CTNNB1 
CSNK1D	activates	CTNNB1 
CSNK2A1	activates	LEF1 
TCF7	activates	LEF1 
MAPK14	activates	CSNK2A1 
CSNK2A1	activates	ATF1 
MAPK1	inhibits	SMAD1 
ROCK2	activates	IRF4 
SOX6	inhibits	CTNNB1 
SRC	activates	CTNNB1 
SRC	activates	STAT5A 
POU2AF1	activates	POU2F1 
CDK1	activates	FOXK2 
PCGF2	inhibits	UBE2I 
CDK5	activates	CLOCK 
CDK5	activates	SRC 
MAPK14	activates	JUNB 
GSK3B	inhibits	KLF5 
POU2AF1	activates	POU2F2 
SRC	activates	MAPK14 
CSNK1D	activates	CDK5 
PLK1	activates	ROCK2 
CDK1	activates	PLK1 
PRMT2	inhibits	RB1 
Perturbation	activates	CSNK1D 
Perturbation	activates	FBXO22 
Perturbation	activates	KMT2B 
Perturbation	activates	LYL1 
Perturbation	activates	NAB1 
Perturbation	activates	POU2AF1 
Perturbation	activates	USF2 
CHEK1	activates	TP53 
STAT3	activates	EGR1 
CDK5RAP3	inhibits	CHEK1 
STAT3	activates	SPI1 
MAPK1	activates	STAT3 
CHEK1	activates	E2F3 
STAT3	activates	TWIST1 
CDK5RAP3	activates	CDK1 
Perturbation	activates	CDK5RAP3 
CDK2	activates	TP53 
ABL1	inhibits	MYOD1 
CDK2	activates	CHEK1 
MAPK1	activates	CDK2 
MAPK3	inhibits	GSK3B 
Perturbation	activates	DUSP7 
Perturbation	activates	HOXB8 
Perturbation	activates	MEIS2 
Perturbation	activates	MRTFB 
Perturbation	activates	PCGF2 
MAPK3	activates	GABPA 
ABL1	activates	CTNNB1 
ABL1	activates	CDK5 
MAPK3	activates	SMAD1 
MAPK3	activates	STAT5A 
DUSP7	inhibits	MAPK14 
MAPK3	activates	CSNK2A1 
ABL1	activates	PLK1 
CDK1	activates	ABL1 
MAPK3	activates	CREB1 
DUSP7	inhibits	MAPK3 
ABL1	activates	STAT5A 
Perturbation	inhibits	FBXO22 
Perturbation	inhibits	KMT2B 
Perturbation	inhibits	LYL1 
Perturbation	inhibits	POU2AF1 
Perturbation	inhibits	USF2 
Perturbation	inhibits	DUSP14 
DUSP14	inhibits	MAPK3 
DUSP14	inhibits	MAPK14 
PTPRB	inhibits	MAPK1 
STAT3	inhibits	MYOD1 
STAT3	activates	JUNB 
CDK2	inhibits	RB1 
MAPK3	activates	STAT3 
PTPRB	activates	MAPK3 
CDK5	activates	STAT3 
CSNK2A1	activates	STX1A 
STX1A	activates	CDK5 
Perturbation	inhibits	NAB1 
Perturbation	inhibits	PTPRB 
MDM2	inhibits	TP53 
SUMO1	inhibits	SRF 
CDK2	inhibits	SMAD3 
CDK2	inhibits	MYOD1 
Perturbation	activates	ARHGAP10 
RHOA	activates	ROCK2 
UBE2I	activates	SUMO1 
FYN	activates	CTNNB1 
PPP2R5C	activates	ATF1 
MAPK1	inhibits	PPP2R5C 
CDK2	activates	FOXK2 
ARHGAP10	inhibits	RHOA 
MAPK3	activates	CDK2 
FYN	activates	MAPK14 
FYN	activates	CDK5 
RHOA	activates	MAPK3 
RHOA	activates	FYN 
MDM2	activates	RB1 
SUMO1	activates	MDM2 
CSNK2A1	activates	TWIST1 
MAPK9	activates	TP53 
CSNK2A1	activates	MAPK9 
CSNK2A1	activates	TP53 
MAPK1	activates	CSNK2A1 
MAPK9	activates	SMAD3 
CSNK2A1	activates	SRF 
EP300	activates	CTNNB1 
EP300	activates	STAT5A 
MAPK3	activates	EP300 
EP300	activates	SMAD1 
MAPK9	inhibits	JUNB 
EP300	activates	RB1 
Perturbation	inhibits	CSNK1D 
NAB2	inhibits	EGR1 
Perturbation	activates	NAB2 
Perturbation	activates	PTPRB 
TFDP2	activates	RB1 
Perturbation	activates	TFDP2 
Perturbation	inhibits	TFDP2 
DUSP2	activates	MAPK1 
Perturbation	inhibits	DUSP2 
DUSP2	inhibits	MAPK3 
Perturbation	inhibits	NAB2 
Perturbation	activates	DUSP2 
CTDSPL	activates	RB1 
Perturbation	inhibits	CTDSPL 
Perturbation	inhibits	MORF4L1 
MORF4L1	inhibits	RB1 
KDM6A	inhibits	SPI1 
