"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-212436","R-HSA-212436","Generic Transcription Pathway","43/63","481/2914",2.38807381886844e-20,1.22269379526064e-17,7.44073526721113e-18,"AKT1/AKT2/AKT3/AXIN1/CASP6/MTOR/PRKACA/SMAD4/SMAD6/SMURF1/TGFB1/TP53/CREBBP/IL2RA/NCOR2/SMAD3/CDKN1A/E2F1/EP300/GADD45A/MAPK1/MAPK14/MAPK3/MDM2/NR3C1/RB1/SIRT1/STAT1/TRIM28/TWIST1/NR2C2/RUNX2/SPI1/TP73/VDR/SMAD2/TCF7/ESR2/FOS/JUN/SP1/FOXO1/YY1",43
"R-HSA-73857","R-HSA-73857","RNA Polymerase II Transcription","43/63","499/2914",1.07769586685389e-19,2.75890141914597e-17,1.67893671888817e-17,"AKT1/AKT2/AKT3/AXIN1/CASP6/MTOR/PRKACA/SMAD4/SMAD6/SMURF1/TGFB1/TP53/CREBBP/IL2RA/NCOR2/SMAD3/CDKN1A/E2F1/EP300/GADD45A/MAPK1/MAPK14/MAPK3/MDM2/NR3C1/RB1/SIRT1/STAT1/TRIM28/TWIST1/NR2C2/RUNX2/SPI1/TP73/VDR/SMAD2/TCF7/ESR2/FOS/JUN/SP1/FOXO1/YY1",43
"R-HSA-9614085","R-HSA-9614085","FOXO-mediated transcription","13/63","49/2914",8.98317450285571e-12,1.53312844848737e-09,9.32989351875541e-10,"AKT1/AKT2/AKT3/SMAD4/CREBBP/SMAD3/CDKN1A/EP300/GADD45A/NR3C1/SIRT1/SMAD2/FOXO1",13
"R-HSA-8878166","R-HSA-8878166","Transcriptional regulation by RUNX2","14/63","62/2914",1.42596210233309e-11,1.82523149098636e-09,1.11074942708051e-09,"AKT1/AKT2/AKT3/SMAD4/SMAD6/SMURF1/CDKN1A/MAPK1/MAPK3/NR3C1/RB1/STAT1/TWIST1/RUNX2",14
"R-HSA-2262752","R-HSA-2262752","Cellular responses to stress","21/63","187/2914",7.73709050538677e-11,7.92278067751606e-09,4.82142903072523e-09,"MTOR/STAT3/TP53/CREBBP/NFKB1/RELA/CDKN1A/E2F1/EP300/HSP90AB1/MAPK1/MAPK14/MAPK3/MDM2/NR3C1/RB1/SIRT1/FOS/JUN/SP1/ARNT",21
"R-HSA-8953897","R-HSA-8953897","Cellular responses to external stimuli","21/63","189/2914",9.51517177226681e-11,8.11961324566768e-09,4.94121200805435e-09,"MTOR/STAT3/TP53/CREBBP/NFKB1/RELA/CDKN1A/E2F1/EP300/HSP90AB1/MAPK1/MAPK14/MAPK3/MDM2/NR3C1/RB1/SIRT1/FOS/JUN/SP1/ARNT",21
"R-HSA-5663202","R-HSA-5663202","Diseases of signal transduction","24/63","268/2914",2.9245543120027e-10,2.13910258249341e-08,1.30175650579368e-08,"AKT1/AKT2/AKT3/AXIN1/FKBP1A/GSK3A/MTOR/SMAD4/STAT3/TGFB1/TGFBR1/CREBBP/NCOR2/SMAD3/CDKN1A/EP300/MAPK1/MAPK3/MDM2/STAT1/SMAD2/STAT5A/ESR2/FOXO1",24
"R-HSA-8939211","R-HSA-8939211","ESR-mediated signaling","15/63","108/2914",3.58483616295319e-09,2.26323297375838e-07,1.37729638205691e-07,"AKT1/AKT2/AKT3/AXIN1/CREBBP/EP300/HSP90AB1/MAPK1/MAPK3/ESR2/FOS/JUN/SP1/FOXA1/YY1",15
"R-HSA-1643685","R-HSA-1643685","Disease","29/63","443/2914",3.97833921168466e-09,2.26323297375838e-07,1.37729638205691e-07,"AKT1/AKT2/AKT3/AXIN1/FKBP1A/GSK3A/MTOR/PRKACA/SMAD4/STAT3/TGFB1/TGFBR1/CREBBP/NCOR2/NFKB1/RELA/SMAD3/CDKN1A/EP300/HSP90AB1/MAPK1/MAPK3/MDM2/STAT1/SMAD2/STAT5A/ESR2/JUN/FOXO1",29
"R-HSA-2559583","R-HSA-2559583","Cellular Senescence","14/63","99/2914",1.02484192230874e-08,5.24719064222077e-07,3.19319167371988e-07,"STAT3/TP53/NFKB1/RELA/CDKN1A/E2F1/MAPK1/MAPK14/MAPK3/MDM2/RB1/FOS/JUN/SP1",14
