X1	X3	X2
CSNK2A1	activates	CTNNB1 
STAT3	activates	JUNB 
CTNNB1	activates	FOXO1 
CTNNB1	activates	FOXO3 
CTNNB1	activates	TCF7L2 
SMAD3	activates	FOXO1 
SMAD2	activates	TCF7L2 
SMAD3	activates	TCF7L2 
STAT3	activates	SPI1 
TIPRL	inhibits	PPP2CA 
MAPK1	activates	STAT3 
PAK1	activates	CTNNB1 
CDK5	inhibits	PAK1 
MAX	activates	MNT 
MAPK1	activates	SMAD3 
MAPK1	activates	SMAD2 
SMAD3	activates	MEF2C 
CREB1	activates	SMAD3 
PPP2CA	activates	SMAD3 
PPP2CA	activates	SMAD2 
VDR	activates	CTNNB1 
CTNNB1	activates	TCF4 
SMAD2	activates	CREB1 
CREB1	activates	CTNNB1 
SMAD3	activates	MAX 
MAPK11	activates	SMAD2 
MAPK1	activates	FOS 
PPP2CA	activates	CTNNB1 
PPP2CA	activates	FOXO3 
PPP2CA	activates	FOXO1 
MAPK1	activates	MED1 
CSNK2A1	activates	TWIST1 
MAPK3	inhibits	MYB 
CSNK2A1	activates	ATF1 
NFIB	inhibits	NFIC 
CSNK2A1	activates	HDAC1 
PRKCD	inhibits	CTNNB1 
CSNK2A1	activates	VDR 
MAPK1	activates	CSNK2A1 
MAPK11	activates	HBP1 
MAPK11	activates	TWIST1 
MAPK1	activates	SP3 
MAPK1	activates	TWIST1 
MAPK3	inhibits	FOXO3 
MAPK3	inhibits	PAK1 
MAPK11	activates	HNF4A 
PAK1	activates	ELF3 
AMER1	activates	WT1 
MAPK3	inhibits	FOXO1 
MAPK1	activates	PAK1 
CREBZF	activates	ATF4 
STAT3	activates	STAT1 
MAPK11	activates	CREB1 
MAPK1	activates	CREB1 
MAPK1	activates	ETS1 
MAPK1	activates	STAT1 
DUSP8	inhibits	MAPK1 
DUSP8	inhibits	MAPK11 
MAPK11	activates	MEF2C 
SMAD2	activates	SMAD3 
MAPK11	activates	STAT1 
IKZF2	activates	IKZF1 
HNF4A	activates	FOXO1 
STAT3	activates	TWIST1 
SMAD3	activates	ZEB2 
SMAD2	activates	ZEB2 
SMAD2	activates	MEF2C 
STAT3	activates	FOXO1 
MED1	activates	GATA6 
FOS	activates	ETS1 
Perturbation	activates	AMER1 
Perturbation	activates	CREBZF 
Perturbation	activates	IKZF2 
Perturbation	activates	TJP2 
MAPK3	activates	GABPA 
ATF2	activates	ATF3 
NR0B2	activates	ESRRA 
PPP2CA	inhibits	ELF1 
PPP2CA	inhibits	MAPK3 
PPP2CA	inhibits	PRKCD 
PRKCD	activates	KLF5 
HDAC1	inhibits	MYOD1 
YAP1	activates	TEAD1 
SMAD3	inhibits	FOXA1 
TJP2	inhibits	YAP1 
CDK5	activates	CLOCK 
CSNK2A1	inhibits	ARNT 
FOXA1	activates	NFIB 
MAPK3	activates	ATF2 
MAPK3	activates	CIITA 
CSNK1D	activates	CDK5 
HDAC1	inhibits	KLF1 
CIITA	activates	NFYB 
STAT3	inhibits	MYOD1 
Perturbation	inhibits	CSNK1D 
Perturbation	inhibits	DUSP8 
Perturbation	inhibits	E2F6 
Perturbation	inhibits	NR0B2 
Perturbation	inhibits	PAX5 
Perturbation	inhibits	TIPRL 
PPP1CA	activates	HDAC1 
GSK3B	activates	SMAD3 
CDK5	inhibits	PPP1CA 
PPP1CA	activates	IKZF1 
MAPK1	activates	GSK3B 
TLX1	inhibits	ETS1 
TLX1	inhibits	PPP2CB 
TP53	inhibits	ETS1 
EIF2S1	inhibits	ATF4 
MAPK3	inhibits	GSK3B 
PAWR	inhibits	WT1 
Perturbation	inhibits	TJP2 
TP53	activates	ATF3 
HDAC1	inhibits	TP53 
PPP1CA	inhibits	MAPK3 
PPP1CA	inhibits	TP53 
PPP2CB	inhibits	ELF1 
CSNK1D	activates	TP53 
CDK5	activates	TP53 
GSK3B	inhibits	KLF5 
MAPK3	activates	TP53 
PPP1CA	inhibits	EIF2S1 
MED1	inhibits	TP53 
WT1	inhibits	TP53 
Perturbation	activates	CSNK1D 
Perturbation	activates	DUSP8 
Perturbation	activates	E2F6 
Perturbation	activates	NR0B2 
Perturbation	activates	PAWR 
Perturbation	activates	PAX5 
Perturbation	activates	TLX1 
AKT2	activates	TWIST1 
MAPK14	activates	FOS 
MAPK14	activates	MEF2C 
MAPK14	activates	MAX 
MAPK14	activates	SMAD3 
MAPK14	activates	STAT3 
MAPK14	activates	STAT1 
GSK3A	inhibits	CTNNB1 
MAPK14	activates	CSNK2A1 
PPP2CA	activates	RB1 
PRKACA	inhibits	WT1 
PPP2R1B	activates	PPP2CA 
AKT2	activates	CTNNB1 
GSK3A	inhibits	GATA6 
MAPK14	activates	TWIST1 
AKT2	activates	CREB1 
CSNK2A1	activates	AKT2 
CDK5	inhibits	RB1 
MAPK14	activates	JUNB 
MAPK14	activates	AKT2 
MAPK14	activates	FOXO3 
MAPK14	activates	FOXO1 
MAPK14	activates	HBP1 
MAPK14	activates	HNF4A 
DUSP26	inhibits	MAPK14 
MAPK14	activates	ETS1 
RB1	activates	SP3 
Perturbation	activates	PPP2R1B 
MAPK14	inhibits	MAPK3 
AKT2	inhibits	GSK3A 
AKT2	inhibits	YAP1 
PPP2CA	inhibits	PRKACA 
Perturbation	inhibits	DUSP26 
VAV1	activates	SYK 
VAV1	activates	MAPK1 
AKT3	activates	CTNNB1 
AKT3	activates	TWIST1 
SYK	activates	IKZF1 
AKT3	activates	CREB1 
CSNK2A1	activates	AKT3 
KDM6A	inhibits	SPI1 
SYK	activates	MAPK14 
SPI1	activates	VAV1 
Perturbation	inhibits	CREBZF 
AKT3	inhibits	GSK3A 
AKT3	inhibits	YAP1 
Perturbation	activates	KDM6A 
SET	inhibits	PPP2CB 
CSNK2A1	inhibits	SET 
TP53	activates	VDR 
TP53	activates	SFN 
SRC	inhibits	PPP2CA 
PPP2CA	activates	TP53 
SRC	inhibits	HNF4A 
MAPK11	activates	TP53 
CSNK2A1	activates	TP53 
MAPK1	activates	TP53 
CREB1	activates	TP53 
TWIST1	activates	TP53 
TP53	inhibits	NFYB 
SFN	inhibits	YAP1 
CDK5	activates	SRC 
SRC	activates	PRKCD 
Perturbation	inhibits	PAWR 
AMER1	activates	GSK3B 
Perturbation	inhibits	AMER1 
Perturbation	inhibits	IKZF2 
Perturbation	activates	DUSP26 
Perturbation	activates	TIPRL 
PCSK7	activates	PPP2CA 
Perturbation	inhibits	PCSK7 
PRKCD	activates	TP53 
Perturbation	inhibits	KDM6A 
Perturbation	inhibits	TLX1 
PPP1CB	activates	IKZF1 
Perturbation	inhibits	PPP1CB 
PPP1CB	inhibits	EIF2S1 
AKT1	activates	FOXO3 
AKT1	activates	SMAD3 
AKT1	activates	GSK3B 
AKT1	activates	CREB1 
AKT1	activates	CTNNB1 
AKT1	activates	TWIST1 
CSNK2A1	activates	AKT1 
AKT1	activates	PAK1 
Perturbation	activates	PCSK7 
AKT1	inhibits	GSK3A 
AKT1	inhibits	YAP1 
PRKACA	inhibits	GSK3B 
IGBP1	activates	PPP2CA 
Perturbation	inhibits	IGBP1 
MAPK1	activates	RPS6KA3 
FBXW11	activates	SMAD3 
RPS6KA3	activates	ATF4 
RPS6KA3	activates	CREB1 
RPS6KA3	activates	FOS 
Perturbation	activates	FBXW11 
RPS6KA3	inhibits	GSK3A 
FBXW11	inhibits	YAP1 
GSK3B	activates	TP53 
Perturbation	activates	PPP1CB 
TP53	activates	RB1 
MAPK14	activates	TP53 
DUSP26	inhibits	TP53 
Perturbation	activates	IGBP1 
TLX1	inhibits	PPP2CA 
PPP2CB	activates	TP53 
Perturbation	inhibits	PPP2R1B 
MAPK1	activates	RPS6KA2 
RPS6KA2	activates	CREB1 
RPS6KA2	activates	FOS 
RPS6KA2	activates	ATF4 
SYK	activates	RPS6KA2 
TLX1	inhibits	RB1 
PRKCD	inhibits	YWHAB 
YWHAB	inhibits	YAP1 
DUSP10	inhibits	MAPK1 
DUSP10	inhibits	MAPK11 
Perturbation	inhibits	DUSP10 
PML	inhibits	STAT3 
PML	activates	YAP1 
