"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-212436","R-HSA-212436","Generic Transcription Pathway","25/44","481/2914",1.0015561507369e-09,4.68728278544867e-07,2.62513138456302e-07,"MAPK14/MAPK1/TP53/ESR1/SMAD2/SIRT1/NR4A1/CSNK2A1/CDK2/SMAD3/CDK1/YY1/MED1/NOTCH1/ABL1/CTNNB1/HDAC1/MAPK3/CSNK2B/NR2C2AP/EP300/STAT1/PTEN/NPM1/CHEK2",25
"R-HSA-73857","R-HSA-73857","RNA Polymerase II Transcription","25/44","499/2914",2.2457530236967e-09,5.25506207545027e-07,2.9431184363183e-07,"MAPK14/MAPK1/TP53/ESR1/SMAD2/SIRT1/NR4A1/CSNK2A1/CDK2/SMAD3/CDK1/YY1/MED1/NOTCH1/ABL1/CTNNB1/HDAC1/MAPK3/CSNK2B/NR2C2AP/EP300/STAT1/PTEN/NPM1/CHEK2",25
"R-HSA-1266738","R-HSA-1266738","Developmental Biology","22/44","397/2914",6.15222373046833e-09,9.59746901953059e-07,5.37510073293549e-07,"MAPK14/MAPK1/STAT3/CEBPB/SMAD2/NR2F2/CSNK2A1/CDK2/SMAD3/YY1/MED1/NOTCH1/ABL1/CTNNB1/ROCK2/MAPK3/CSNK2B/EP300/RPS6KA2/RPS6KA3/MAP2K1/RPS6KA4",22
"R-HSA-112409","R-HSA-112409","RAF-independent MAPK1/3 activation","7/44","23/2914",2.23417740324378e-08,2.61398756179522e-06,1.46397414054658e-06,"MAPK1/DUSP10/CDK1/MAPK3/DUSP2/MAP2K1/DUSP7",7
"R-HSA-198725","R-HSA-198725","Nuclear Events (kinase and transcription factor activation)","7/44","24/2914",3.11893629364275e-08,2.91932437084961e-06,1.63497923603588e-06,"MAPK14/MAPK1/MAPKAPK2/MAPK3/RPS6KA2/RPS6KA3/DUSP7",7
"R-HSA-450282","R-HSA-450282","MAPK targets/ Nuclear events mediated by MAP kinases","7/44","30/2914",1.71507065480473e-07,1.33775511074769e-05,7.4921507551996e-06,"MAPK14/MAPK1/MAPKAPK2/MAPK3/RPS6KA2/RPS6KA3/DUSP7",7
"R-HSA-198753","R-HSA-198753","ERK/MAPK targets","6/44","21/2914",3.82367849991755e-07,2.55640219708773e-05,1.43172322778868e-05,"MAPK14/MAPK1/MAPK3/RPS6KA2/RPS6KA3/DUSP7",6
"R-HSA-187037","R-HSA-187037","Signaling by NTRK1 (TRKA)","9/44","70/2914",5.72678451295822e-07,3.35016894008056e-05,1.87627545227184e-05,"MAPK14/MAPK1/STAT3/MAPKAPK2/MAPK3/RPS6KA2/RPS6KA3/MAP2K1/DUSP7",9
"R-HSA-373760","R-HSA-373760","L1CAM interactions","8/44","53/2914",7.45975240490337e-07,3.87907125054975e-05,2.17248929686659e-05,"MAPK1/CSNK2A1/MAPK3/CSNK2B/RPS6KA2/RPS6KA3/MAP2K1/RPS6KA4",8
"R-HSA-2559583","R-HSA-2559583","Cellular Senescence","10/44","99/2914",1.23345216040362e-06,5.77255611068894e-05,3.23294303095265e-05,"MAPK14/MAPK1/TP53/STAT3/CEBPB/CDK2/MAPKAPK2/MAPK3/RPS6KA2/RPS6KA3",10
"R-HSA-2262752","R-HSA-2262752","Cellular responses to stress","13/44","187/2914",1.84397578141782e-06,7.49979813102178e-05,4.20029180077468e-05,"MAPK14/MAPK1/TP53/HIF1A/STAT3/CEBPB/SIRT1/CDK2/MAPKAPK2/MAPK3/EP300/RPS6KA2/RPS6KA3",13
"R-HSA-450294","R-HSA-450294","MAP kinase activation","8/44","60/2914",1.99164526485214e-06,7.49979813102178e-05,4.20029180077468e-05,"MAPK14/MAPK1/MAPKAPK2/MAPK3/RPS6KA2/RPS6KA3/MAP2K1/DUSP7",8
"R-HSA-8953897","R-HSA-8953897","Cellular responses to external stimuli","13/44","189/2914",2.08327725861716e-06,7.49979813102178e-05,4.20029180077468e-05,"MAPK14/MAPK1/TP53/HIF1A/STAT3/CEBPB/SIRT1/CDK2/MAPKAPK2/MAPK3/EP300/RPS6KA2/RPS6KA3",13
"R-HSA-2559582","R-HSA-2559582","Senescence-Associated Secretory Phenotype (SASP)","7/44","45/2914",3.22988452711841e-06,0.000102798164609113,5.75725213397867e-05,"MAPK1/STAT3/CEBPB/CDK2/MAPK3/RPS6KA2/RPS6KA3",7
"R-HSA-448424","R-HSA-448424","Interleukin-17 signaling","8/44","64/2914",3.2948129682408e-06,0.000102798164609113,5.75725213397867e-05,"MAPK14/MAPK1/MAPKAPK2/MAPK3/RPS6KA2/RPS6KA3/MAP2K1/DUSP7",8
"R-HSA-5663202","R-HSA-5663202","Diseases of signal transduction","15/44","268/2914",3.84188403571168e-06,0.000112375108044567,6.29361266376453e-05,"MAPK1/STAT3/ESR1/SMAD2/NR4A1/SMAD3/NOTCH1/CTNNB1/HDAC1/MAPK3/EP300/STAT1/GSK3A/MAP2K1/PTEN",15
"R-HSA-166520","R-HSA-166520","Signaling by NTRKs","9/44","89/2914",4.53709226407901e-06,0.000124903481152293,6.99526918734163e-05,"MAPK14/MAPK1/STAT3/MAPKAPK2/MAPK3/RPS6KA2/RPS6KA3/MAP2K1/DUSP7",9
"R-HSA-5633007","R-HSA-5633007","Regulation of TP53 Activity","9/44","95/2914",7.84773450731056e-06,0.000190995784672024,0.000106967949580149,"MAPK14/TP53/CSNK2A1/CDK2/CDK1/HDAC1/CSNK2B/EP300/CHEK2",9
"R-HSA-445144","R-HSA-445144","Signal transduction by L1","5/44","20/2914",8.15320700249646e-06,0.000190995784672024,0.000106967949580149,"MAPK1/CSNK2A1/MAPK3/CSNK2B/MAP2K1",5
"R-HSA-5675221","R-HSA-5675221","Negative regulation of MAPK pathway","6/44","34/2914",8.18446968901546e-06,0.000190995784672024,0.000106967949580149,"MAPK1/DUSP10/MAPK3/DUSP2/MAP2K1/DUSP7",6
"R-HSA-1640170","R-HSA-1640170","Cell Cycle","14/44","249/2914",8.57032367118058e-06,0.000190995784672024,0.000106967949580149,"MAPK1/TP53/CSNK2A1/CDK2/CDK1/PLK1/ABL1/HDAC1/MAPK3/CSNK2B/EP300/CKS1B/NPM1/CHEK2",14
"R-HSA-69278","R-HSA-69278","Cell Cycle, Mitotic","12/44","191/2914",1.46407747358561e-05,0.000279377890267731,0.000156466699677609,"MAPK1/TP53/CSNK2A1/CDK2/CDK1/PLK1/ABL1/HDAC1/MAPK3/CSNK2B/EP300/CKS1B",12
"R-HSA-168142","R-HSA-168142","Toll Like Receptor 10 (TLR10) Cascade","8/44","78/2914",1.49240325997719e-05,0.000279377890267731,0.000156466699677609,"MAPK14/MAPK1/MAPKAPK2/MAPK3/RPS6KA2/RPS6KA3/MAP2K1/DUSP7",8
"R-HSA-168176","R-HSA-168176","Toll Like Receptor 5 (TLR5) Cascade","8/44","78/2914",1.49240325997719e-05,0.000279377890267731,0.000156466699677609,"MAPK14/MAPK1/MAPKAPK2/MAPK3/RPS6KA2/RPS6KA3/MAP2K1/DUSP7",8
"R-HSA-975871","R-HSA-975871","MyD88 cascade initiated on plasma membrane","8/44","78/2914",1.49240325997719e-05,0.000279377890267731,0.000156466699677609,"MAPK14/MAPK1/MAPKAPK2/MAPK3/RPS6KA2/RPS6KA3/MAP2K1/DUSP7",8
"R-HSA-6807070","R-HSA-6807070","PTEN Regulation","7/44","59/2914",2.07407103413266e-05,0.000370417280376416,0.000207453672545496,"MAPK1/TP53/CSNK2A1/HDAC1/MAPK3/CSNK2B/PTEN",7
"R-HSA-982772","R-HSA-982772","Growth hormone receptor signaling","5/44","24/2914",2.1370227714024e-05,0.000370417280376416,0.000207453672545496,"MAPK1/STAT3/MAPK3/STAT1/CISH",5
"R-HSA-975138","R-HSA-975138","TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation","8/44","83/2914",2.37384953607867e-05,0.000396771993887434,0.000222213734768266,"MAPK14/MAPK1/MAPKAPK2/MAPK3/RPS6KA2/RPS6KA3/MAP2K1/DUSP7",8
"R-HSA-168181","R-HSA-168181","Toll Like Receptor 7/8 (TLR7/8) Cascade","8/44","84/2914",2.5944942226306e-05,0.000404741098730373,0.00022667686366141,"MAPK14/MAPK1/MAPKAPK2/MAPK3/RPS6KA2/RPS6KA3/MAP2K1/DUSP7",8
"R-HSA-975155","R-HSA-975155","MyD88 dependent cascade initiated on endosome","8/44","84/2914",2.5944942226306e-05,0.000404741098730373,0.00022667686366141,"MAPK14/MAPK1/MAPKAPK2/MAPK3/RPS6KA2/RPS6KA3/MAP2K1/DUSP7",8
"R-HSA-166058","R-HSA-166058","MyD88:MAL(TIRAP) cascade initiated on plasma membrane","8/44","86/2914",3.08780823998984e-05,0.000437137010892638,0.000244820323239467,"MAPK14/MAPK1/MAPKAPK2/MAPK3/RPS6KA2/RPS6KA3/MAP2K1/DUSP7",8
"R-HSA-168138","R-HSA-168138","Toll Like Receptor 9 (TLR9) Cascade","8/44","86/2914",3.08780823998984e-05,0.000437137010892638,0.000244820323239467,"MAPK14/MAPK1/MAPKAPK2/MAPK3/RPS6KA2/RPS6KA3/MAP2K1/DUSP7",8
"R-HSA-168188","R-HSA-168188","Toll Like Receptor TLR6:TLR2 Cascade","8/44","86/2914",3.08780823998984e-05,0.000437137010892638,0.000244820323239467,"MAPK14/MAPK1/MAPKAPK2/MAPK3/RPS6KA2/RPS6KA3/MAP2K1/DUSP7",8
"R-HSA-168164","R-HSA-168164","Toll Like Receptor 3 (TLR3) Cascade","8/44","87/2914",3.36259239148183e-05,0.000437137010892638,0.000244820323239467,"MAPK14/MAPK1/MAPKAPK2/MAPK3/RPS6KA2/RPS6KA3/MAP2K1/DUSP7",8
"R-HSA-168179","R-HSA-168179","Toll Like Receptor TLR1:TLR2 Cascade","8/44","87/2914",3.36259239148183e-05,0.000437137010892638,0.000244820323239467,"MAPK14/MAPK1/MAPKAPK2/MAPK3/RPS6KA2/RPS6KA3/MAP2K1/DUSP7",8
"R-HSA-181438","R-HSA-181438","Toll Like Receptor 2 (TLR2) Cascade","8/44","87/2914",3.36259239148183e-05,0.000437137010892638,0.000244820323239467,"MAPK14/MAPK1/MAPKAPK2/MAPK3/RPS6KA2/RPS6KA3/MAP2K1/DUSP7",8
"R-HSA-166166","R-HSA-166166","MyD88-independent TLR4 cascade ","8/44","90/2914",4.31312108542685e-05,0.000531194912626254,0.000297497825559913,"MAPK14/MAPK1/MAPKAPK2/MAPK3/RPS6KA2/RPS6KA3/MAP2K1/DUSP7",8
"R-HSA-937061","R-HSA-937061","TRIF(TICAM1)-mediated TLR4 signaling ","8/44","90/2914",4.31312108542685e-05,0.000531194912626254,0.000297497825559913,"MAPK14/MAPK1/MAPKAPK2/MAPK3/RPS6KA2/RPS6KA3/MAP2K1/DUSP7",8
"R-HSA-449147","R-HSA-449147","Signaling by Interleukins","15/44","332/2914",5.35931388290528e-05,0.000643117665948634,0.000360180609134525,"MAPK14/MAPK1/TP53/HIF1A/STAT3/SMAD3/MAPKAPK2/MAPK3/RPS6KA2/STAT1/RPS6KA3/TSLP/MAP2K1/CISH/DUSP7",15
"R-HSA-6791312","R-HSA-6791312","TP53 Regulates Transcription of Cell Cycle Genes","5/44","30/2914",6.69825498919106e-05,0.000783695833735354,0.000438911971660151,"TP53/CDK2/CDK1/EP300/NPM1",5
"R-HSA-5688426","R-HSA-5688426","Deubiquitination","9/44","124/2914",6.86621808608774e-05,0.000783753674216845,0.000438944365452079,"TP53/HIF1A/ESR1/SMAD2/SMAD3/CDK1/YY1/EP300/PTEN",9
"R-HSA-3700989","R-HSA-3700989","Transcriptional Regulation by TP53","11/44","194/2914",9.40058892463662e-05,0.00104749419445951,0.000586653293793113,"MAPK14/TP53/CSNK2A1/CDK2/CDK1/HDAC1/CSNK2B/EP300/PTEN/NPM1/CHEK2",11
"R-HSA-187687","R-HSA-187687","Signalling to ERKs","5/44","33/2914",0.000107862457395203,0.00117394488513848,0.000657472506521553,"MAPK14/MAPK1/MAPKAPK2/MAPK3/MAP2K1",5
"R-HSA-881907","R-HSA-881907","Gastrin-CREB signalling pathway via PKC and MAPK","4/44","18/2914",0.000118703144204776,0.00126256980654171,0.00070710724657869,"MAPK1/MAPK3/RPS6KA2/RPS6KA3",4
"R-HSA-6804756","R-HSA-6804756","Regulation of TP53 Activity through Phosphorylation","6/44","56/2914",0.000154145460088024,0.00160311278491545,0.000897829697354809,"MAPK14/TP53/CSNK2A1/CDK2/CSNK2B/CHEK2",6
"R-HSA-1257604","R-HSA-1257604","PIP3 activates AKT signaling","10/44","172/2914",0.000169744443430574,0.00172696520707627,0.000967193739455672,"MAPK1/TP53/ESR1/NR4A1/CSNK2A1/HDAC1/MAPK3/CSNK2B/GSK3A/PTEN",10
"R-HSA-166016","R-HSA-166016","Toll Like Receptor 4 (TLR4) Cascade","8/44","110/2914",0.000182107397626563,0.00179250847879503,0.00100390150971652,"MAPK14/MAPK1/MAPKAPK2/MAPK3/RPS6KA2/RPS6KA3/MAP2K1/DUSP7",8
"R-HSA-437239","R-HSA-437239","Recycling pathway of L1","4/44","20/2914",0.000183847023466157,0.00179250847879503,0.00100390150971652,"MAPK1/RPS6KA2/RPS6KA3/RPS6KA4",4
"R-HSA-442742","R-HSA-442742","CREB1 phosphorylation through NMDA receptor-mediated activation of RAS signaling","4/44","22/2914",0.000271520789184229,0.00255281439004598,0.0014297138621715,"MAPK1/MAPK3/RPS6KA2/RPS6KA3",4
"R-HSA-8878166","R-HSA-8878166","Transcriptional regulation by RUNX2","6/44","62/2914",0.000272736580133117,0.00255281439004598,0.0014297138621715,"MAPK1/ESR1/CDK1/ABL1/MAPK3/STAT1",6
"R-HSA-110056","R-HSA-110056","MAPK3 (ERK1) activation","3/44","10/2914",0.000358169961705094,0.00322352965534585,0.00180535061669167,"CDK1/MAPK3/MAP2K1",3
"R-HSA-450341","R-HSA-450341","Activation of the AP-1 family of transcription factors","3/44","10/2914",0.000358169961705094,0.00322352965534585,0.00180535061669167,"MAPK14/MAPK1/MAPK3",3
"R-HSA-1643685","R-HSA-1643685","Disease","16/44","443/2914",0.000419589036788687,0.00370505036258689,0.00207502820576729,"MAPK1/STAT3/ESR1/SMAD2/NR4A1/SMAD3/NOTCH1/CTNNB1/HDAC1/MAPK3/EP300/STAT1/GSK3A/MAP2K1/PTEN/NPM1",16
"R-HSA-2559580","R-HSA-2559580","Oxidative Stress Induced Senescence","5/44","44/2914",0.000436264267731975,0.00378095698701045,0.00211754001296806,"MAPK14/MAPK1/TP53/MAPKAPK2/MAPK3",5
"R-HSA-8864260","R-HSA-8864260","Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors","4/44","25/2914",0.000454282136912084,0.00386552800136101,0.00216490434624132,"ESR1/YY1/EP300/NPM1",4
"R-HSA-168898","R-HSA-168898","Toll-like Receptor Cascades","8/44","127/2914",0.000491988837069524,0.00411162099550959,0.00230272970733668,"MAPK14/MAPK1/MAPKAPK2/MAPK3/RPS6KA2/RPS6KA3/MAP2K1/DUSP7",8
"R-HSA-9006925","R-HSA-9006925","Intracellular signaling by second messengers","10/44","201/2914",0.000607566561686943,0.00489037423580283,0.00273887355986258,"MAPK1/TP53/ESR1/NR4A1/CSNK2A1/HDAC1/MAPK3/CSNK2B/GSK3A/PTEN",10
"R-HSA-5689896","R-HSA-5689896","Ovarian tumor domain proteases","4/44","27/2914",0.000616521538274288,0.00489037423580283,0.00273887355986258,"TP53/ESR1/CDK1/PTEN",4
"R-HSA-9616222","R-HSA-9616222","Transcriptional regulation of granulopoiesis","4/44","27/2914",0.000616521538274288,0.00489037423580283,0.00273887355986258,"STAT3/CEBPB/CDK2/EP300",4
"R-HSA-170968","R-HSA-170968","Frs2-mediated activation","3/44","12/2914",0.000642891338781762,0.00493234666475188,0.00276238038579221,"MAPK1/MAPK3/MAP2K1",3
"R-HSA-202670","R-HSA-202670","ERKs are inactivated","3/44","12/2914",0.000642891338781762,0.00493234666475188,0.00276238038579221,"MAPK1/MAPK3/DUSP7",3
"R-HSA-3371556","R-HSA-3371556","Cellular response to heat stress","5/44","49/2914",0.000724261432199168,0.00529616172295642,0.0029661364575262,"MAPK1/SIRT1/MAPKAPK2/MAPK3/EP300",5
"R-HSA-9018519","R-HSA-9018519","Estrogen-dependent gene expression","5/44","49/2914",0.000724261432199168,0.00529616172295642,0.0029661364575262,"ESR1/YY1/MED1/HDAC1/EP300",5
"R-HSA-9614085","R-HSA-9614085","FOXO-mediated transcription","5/44","49/2914",0.000724261432199168,0.00529616172295642,0.0029661364575262,"SMAD2/SIRT1/SMAD3/HDAC1/EP300",5
"R-HSA-157118","R-HSA-157118","Signaling by NOTCH","7/44","104/2914",0.000777103624350908,0.00559514609532654,0.00313358384556075,"TP53/HIF1A/SMAD3/NOTCH1/HDAC1/EP300/STAT1",7
"R-HSA-6804757","R-HSA-6804757","Regulation of TP53 Degradation","4/44","29/2914",0.000816193574668981,0.0056089860332908,0.0031413349579159,"TP53/CDK2/CDK1/CHEK2",4
"R-HSA-6806003","R-HSA-6806003","Regulation of TP53 Expression and Degradation","4/44","29/2914",0.000816193574668981,0.0056089860332908,0.0031413349579159,"TP53/CDK2/CDK1/CHEK2",4
"R-HSA-169893","R-HSA-169893","Prolonged ERK activation events","3/44","13/2914",0.000826965889523644,0.0056089860332908,0.0031413349579159,"MAPK1/MAPK3/MAP2K1",3
"R-HSA-6804760","R-HSA-6804760","Regulation of TP53 Activity through Methylation","3/44","13/2914",0.000826965889523644,0.0056089860332908,0.0031413349579159,"TP53/EP300/CHEK2",3
"R-HSA-390466","R-HSA-390466","Chaperonin-mediated protein folding","4/44","30/2914",0.000931456809250069,0.00622745409612903,0.00348771045869575,"TP53/STAT3/CSNK2A1/CSNK2B",4
"R-HSA-8939211","R-HSA-8939211","ESR-mediated signaling","7/44","108/2914",0.000974875017719551,0.0064259367365176,0.00359887145162592,"MAPK1/ESR1/YY1/MED1/HDAC1/MAPK3/EP300",7
"R-HSA-422475","R-HSA-422475","Axon guidance","11/44","254/2914",0.00100888831821005,0.00655777406836531,0.0036727074741857,"MAPK14/MAPK1/CSNK2A1/ABL1/ROCK2/MAPK3/CSNK2B/RPS6KA2/RPS6KA3/MAP2K1/RPS6KA4",11
"R-HSA-6804758","R-HSA-6804758","Regulation of TP53 Activity through Acetylation","3/44","14/2914",0.00104143399759244,0.00659097775476681,0.00369130333094228,"TP53/HDAC1/EP300",3
"R-HSA-8878159","R-HSA-8878159","Transcriptional regulation by RUNX3","5/44","53/2914",0.001042163149258,0.00659097775476681,0.00369130333094228,"TP53/SMAD3/NOTCH1/CTNNB1/EP300",5
"R-HSA-391251","R-HSA-391251","Protein folding","4/44","31/2914",0.00105775078334031,0.0066003648880435,0.00369656063230507,"TP53/STAT3/CSNK2A1/CSNK2B",4
"R-HSA-3371453","R-HSA-3371453","Regulation of HSF1-mediated heat shock response","4/44","32/2914",0.00119563625505249,0.00726698399174762,0.00406990331521628,"MAPK1/SIRT1/MAPKAPK2/MAPK3",4
"R-HSA-8943724","R-HSA-8943724","Regulation of PTEN gene transcription","4/44","32/2914",0.00119563625505249,0.00726698399174762,0.00406990331521628,"MAPK1/TP53/HDAC1/MAPK3",4
"R-HSA-9006934","R-HSA-9006934","Signaling by Receptor Tyrosine Kinases","13/44","347/2914",0.00126313493243257,0.00757880959459544,0.00424454248550217,"MAPK14/MAPK1/STAT3/ESR1/MAPKAPK2/CTNNB1/ROCK2/MAPK3/RPS6KA2/STAT1/RPS6KA3/MAP2K1/DUSP7",13
"R-HSA-6804114","R-HSA-6804114","TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest","3/44","15/2914",0.00128810929913156,0.00763082470877935,0.00427367375727858,"TP53/CDK1/EP300",3
"R-HSA-68875","R-HSA-68875","Mitotic Prophase","4/44","33/2914",0.0013456740202466,0.00787219301844262,0.00440885304001847,"MAPK1/CDK1/PLK1/MAPK3",4
"R-HSA-5668599","R-HSA-5668599","RHO GTPases Activate NADPH Oxidases","3/44","16/2914",0.0015687092454521,0.00895312105940953,0.00501423109265176,"MAPK14/MAPK1/MAPK3",3
"R-HSA-8852276","R-HSA-8852276","The role of GTSE1 in G2/M progression after G2 checkpoint","3/44","16/2914",0.0015687092454521,0.00895312105940953,0.00501423109265176,"TP53/CDK1/PLK1",3
"R-HSA-8878171","R-HSA-8878171","Transcriptional regulation by RUNX1","6/44","86/2914",0.0015906532830691,0.00896898477682338,0.00502311563074454,"ESR1/CSNK2A1/ABL1/HDAC1/CSNK2B/EP300",6
"R-HSA-9013695","R-HSA-9013695","NOTCH4 Intracellular Domain Regulates Transcription","3/44","17/2914",0.00188485793780654,0.0105013513677793,0.00588132364052417,"SMAD3/NOTCH1/EP300",3
"R-HSA-69273","R-HSA-69273","Cyclin A/B1/B2 associated events during G2/M transition","3/44","18/2914",0.00223808889652689,0.0120393747537309,0.00674269976086142,"CDK2/CDK1/PLK1",3
"R-HSA-8939243","R-HSA-8939243","RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known","3/44","18/2914",0.00223808889652689,0.0120393747537309,0.00674269976086142,"CSNK2A1/CSNK2B/EP300",3
"R-HSA-9013508","R-HSA-9013508","NOTCH3 Intracellular Domain Regulates Transcription","3/44","18/2914",0.00223808889652689,0.0120393747537309,0.00674269976086142,"NOTCH1/EP300/STAT1",3
"R-HSA-1538133","R-HSA-1538133","G0 and Early G1","3/44","19/2914",0.00262984776584317,0.0136752083823845,0.00765885489701694,"CDK2/CDK1/HDAC1",3
"R-HSA-8940973","R-HSA-8940973","RUNX2 regulates osteoblast differentiation","3/44","19/2914",0.00262984776584317,0.0136752083823845,0.00765885489701694,"MAPK1/ABL1/MAPK3",3
"R-HSA-9615017","R-HSA-9615017","FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes","3/44","19/2914",0.00262984776584317,0.0136752083823845,0.00765885489701694,"SMAD2/SMAD3/HDAC1",3
