X1	X3	X2
TP53	activates	PRDM1 
CSNK1D	activates	PER2 
MEN1	activates	KMT2A 
SP1	activates	TBX21 
MAPK14	inhibits	MAPK3 
MAPK3	activates	SMAD1 
MAPK3	activates	SMAD3 
SMAD3	activates	MEF2C 
MAPK3	activates	RUNX2 
SRC	inhibits	HNF4A 
MAPK1	inhibits	MYB 
HOXB8	activates	PBX3 
MAPK1	inhibits	SMAD1 
CSNK1D	activates	TP53 
SMAD1	activates	RUNX2 
MAPK3	activates	SP1 
CDK5	activates	TP53 
NFIB	inhibits	NFIC 
MEF2C	activates	MYOD1 
MAPK1	inhibits	CEBPA 
CDK5	activates	CLOCK 
MAPK1	inhibits	MITF 
MAPK3	activates	CIITA 
MAPK3	activates	MAPKAPK2 
MAPK3	activates	SREBF2 
MAPK3	activates	TP53 
MAPKAPK2	activates	ETV1 
NR0B2	inhibits	CEBPA 
PAWR	inhibits	WT1 
BRCA1	inhibits	TP53 
CSNK1D	activates	CDK5 
SMAD3	activates	E2F4 
CIITA	activates	NFYB 
Perturbation	inhibits	CSNK1D 
Perturbation	inhibits	E2F7 
Perturbation	inhibits	HEY2 
Perturbation	inhibits	HOXB8 
Perturbation	inhibits	KLF6 
Perturbation	inhibits	MEN1 
MAPK1	activates	GABPA 
MAPK14	activates	USF1 
BRCA1	activates	SOX2 
MEN1	inhibits	NFKB1 
MEN1	inhibits	RELA 
MAPK1	activates	SMAD2 
NR0B2	activates	ESR1 
MAPK14	activates	MAX 
NR0B2	activates	ESRRA 
NFKB1	activates	RELA 
MAPK1	activates	ESR1 
SMAD3	inhibits	FOXA1 
SRC	activates	ESR1 
MAPK14	activates	GATA2 
FOXA1	activates	NFIB 
MAPK14	activates	ESR1 
PER2	inhibits	POU2F1 
MAPK1	activates	RELA 
MAPK14	activates	RELA 
PTN	activates	SRC 
SRC	activates	MAPK14 
SRC	activates	MAPK1 
MAPK14	activates	ETS2 
AHR	activates	ESR1 
ARNT	activates	AHR 
HEY2	inhibits	ARNT 
SMAD3	inhibits	BRCA1 
BTAF1	activates	TBP 
BRCA1	activates	NFKB1 
E2F4	inhibits	BRCA1 
MAPK1	activates	GATA2 
Perturbation	activates	BTAF1 
Perturbation	activates	NR0B2 
Perturbation	activates	PAWR 
Perturbation	activates	PTN 
CSNK2A1	activates	CTNNB1 
CSNK1D	activates	CTNNB1 
CTNNB1	activates	MYOD1 
CSNK2A1	activates	TP53 
MAPK3	activates	CSNK2A1 
CTNNB1	activates	MITF 
CSNK2A1	inhibits	MAX 
CSNK2A1	inhibits	ARNT 
CTNNB1	inhibits	SOX2 
MAPK3	activates	RPS6KA2 
RPS6KA2	activates	ETV1 
TP53	activates	RPS6KA2 
CSNK2B	activates	TBP 
MAPK14	activates	CSNK2B 
POU2AF1	activates	POU2F1 
PTPN13	activates	SRC 
CSNK2B	activates	RELA 
Perturbation	activates	POU2AF1 
Perturbation	activates	PTPN13 
MAPK3	activates	RPS6KA3 
STAT3	activates	PRDM1 
TP53	inhibits	NFYB 
MAPK3	activates	STAT3 
RPS6KA3	activates	ETV1 
CDK5	activates	STAT3 
Perturbation	activates	CSNK1D 
Perturbation	activates	E2F7 
Perturbation	activates	HEY2 
Perturbation	activates	HOXB8 
Perturbation	activates	KLF6 
Perturbation	activates	MEN1 
Perturbation	activates	PPP2R2C 
PPP2R2C	inhibits	SRC 
MAPK14	activates	TP53 
MAPK1	activates	TP53 
WT1	inhibits	TP53 
TP53	activates	ESR1 
Perturbation	inhibits	BTAF1 
Perturbation	inhibits	NR0B2 
Perturbation	inhibits	PAWR 
Perturbation	inhibits	POU2AF1 
MAPK3	activates	RPS6KA5 
RPS6KA5	activates	ETV1 
CSNK2A1	activates	PIAS1 
AMER1	activates	WT1 
PIAS1	activates	PRDM1 
Perturbation	inhibits	AMER1 
Perturbation	inhibits	PPP2R2C 
Perturbation	inhibits	ZNF76 
ZNF76	inhibits	TBP 
MAPK3	activates	RPS6KA4 
RPS6KA4	activates	ETV1 
CSNK2B	activates	TP53 
Perturbation	activates	ZNF76 
Perturbation	inhibits	PTPN13 
RB1	activates	MYOD1 
MAPK14	inhibits	RB1 
RB1	activates	SP1 
RB1	inhibits	TBP 
STAT1	activates	ARNT 
MAPK14	activates	STAT1 
SRC	activates	STAT1 
MAPK1	activates	STAT1 
RPS6KA5	activates	STAT3 
Perturbation	inhibits	PTN 
TP53	activates	RB1 
Perturbation	inhibits	PRKCH 
GABPA	activates	TXN 
TXN	activates	NFKB1 
TXN	activates	ESR1 
TXN	activates	ARNT 
PRKCH	inhibits	SRC 
MAPKAPK2	activates	PIAS1 
PTPN21	activates	SRC 
Perturbation	inhibits	PTPN21 
Perturbation	activates	PTPN21 
Perturbation	activates	PRKCH 
