"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-198725","R-HSA-198725","Nuclear Events (kinase and transcription factor activation)","8/40","24/2914",3.78315034135507e-10,1.70998395429249e-07,1.09512246723436e-07,"MAPK14/MAPK3/MAPK1/MEF2C/MAPKAPK2/RPS6KA2/RPS6KA3/RPS6KA5",8
"R-HSA-450282","R-HSA-450282","MAPK targets/ Nuclear events mediated by MAP kinases","8/40","30/2914",2.83754000177835e-09,4.62822112251671e-07,2.96404473379622e-07,"MAPK14/MAPK3/MAPK1/MEF2C/MAPKAPK2/RPS6KA2/RPS6KA3/RPS6KA5",8
"R-HSA-2559583","R-HSA-2559583","Cellular Senescence","12/40","99/2914",3.07182817866154e-09,4.62822112251671e-07,2.96404473379622e-07,"TP53/SP1/MAPK14/MAPK3/MAPK1/MAPKAPK2/NFKB1/RPS6KA2/STAT3/RPS6KA3/RB1/TXN",12
"R-HSA-198753","R-HSA-198753","ERK/MAPK targets","7/40","21/2914",5.36311315535295e-09,6.06031786554883e-07,3.8812003097949e-07,"MAPK14/MAPK3/MAPK1/MEF2C/RPS6KA2/RPS6KA3/RPS6KA5",7
"R-HSA-166520","R-HSA-166520","Signaling by NTRKs","11/40","89/2914",1.29352154819275e-08,1.16934347956624e-06,7.48880896322116e-07,"MAPK14/MAPK3/SRC/MAPK1/CDK5/MEF2C/MAPKAPK2/RPS6KA2/STAT3/RPS6KA3/RPS6KA5",11
"R-HSA-187037","R-HSA-187037","Signaling by NTRK1 (TRKA)","10/40","70/2914",1.58737362205649e-08,1.19582146194923e-06,7.65838150992168e-07,"MAPK14/MAPK3/SRC/MAPK1/MEF2C/MAPKAPK2/RPS6KA2/STAT3/RPS6KA3/RPS6KA5",10
"R-HSA-373760","R-HSA-373760","L1CAM interactions","9/40","53/2914",1.91817866067185e-08,1.23859536374811e-06,7.93231776969563e-07,"MAPK3/SRC/MAPK1/CSNK2A1/RPS6KA2/CSNK2B/RPS6KA3/RPS6KA5/RPS6KA4",9
"R-HSA-450294","R-HSA-450294","MAP kinase activation","9/40","60/2914",5.97670905241398e-08,3.3768406146139e-06,2.16262498607085e-06,"MAPK14/MAPK3/MAPK1/MEF2C/MAPKAPK2/NFKB1/RPS6KA2/RPS6KA3/RPS6KA5",9
"R-HSA-448424","R-HSA-448424","Interleukin-17 signaling","9/40","64/2914",1.07082063902842e-07,5.37789920934273e-06,3.44415995009141e-06,"MAPK14/MAPK3/MAPK1/MEF2C/MAPKAPK2/NFKB1/RPS6KA2/RPS6KA3/RPS6KA5",9
"R-HSA-212436","R-HSA-212436","Generic Transcription Pathway","21/40","481/2914",1.48154022995204e-07,6.27530278166529e-06,4.01888277819738e-06,"TP53/MEN1/SP1/MAPK14/MAPK3/SMAD3/SRC/MAPK1/SMAD1/CDK5/MEF2C/NR0B2/BRCA1/HEY2/E2F4/CSNK2A1/CTNNB1/CSNK2B/RB1/STAT1/TXN",21
"R-HSA-437239","R-HSA-437239","Recycling pathway of L1","6/40","20/2914",1.527175455715e-07,6.27530278166529e-06,4.01888277819738e-06,"SRC/MAPK1/RPS6KA2/RPS6KA3/RPS6KA5/RPS6KA4",6
"R-HSA-73857","R-HSA-73857","RNA Polymerase II Transcription","21/40","499/2914",2.85215244856009e-07,1.0743107556243e-05,6.88019231012302e-06,"TP53/MEN1/SP1/MAPK14/MAPK3/SMAD3/SRC/MAPK1/SMAD1/CDK5/MEF2C/NR0B2/BRCA1/HEY2/E2F4/CSNK2A1/CTNNB1/CSNK2B/RB1/STAT1/TXN",21
"R-HSA-8941326","R-HSA-8941326","RUNX2 regulates bone development","6/40","24/2914",5.09350651352842e-07,1.55277718015666e-05,9.94442767915889e-06,"MAPK3/SRC/MAPK1/SMAD1/HEY2/RB1",6
"R-HSA-2262752","R-HSA-2262752","Cellular responses to stress","13/40","187/2914",5.37448057207175e-07,1.55277718015666e-05,9.94442767915889e-06,"TP53/SP1/MAPK14/MAPK3/MAPK1/MAPKAPK2/NFKB1/ARNT/RPS6KA2/STAT3/RPS6KA3/RB1/TXN",13
"R-HSA-8953897","R-HSA-8953897","Cellular responses to external stimuli","13/40","189/2914",6.08824579832843e-07,1.55277718015666e-05,9.94442767915889e-06,"TP53/SP1/MAPK14/MAPK3/MAPK1/MAPKAPK2/NFKB1/ARNT/RPS6KA2/STAT3/RPS6KA3/RB1/TXN",13
"R-HSA-168142","R-HSA-168142","Toll Like Receptor 10 (TLR10) Cascade","9/40","78/2914",6.18362593867698e-07,1.55277718015666e-05,9.94442767915889e-06,"MAPK14/MAPK3/MAPK1/MEF2C/MAPKAPK2/NFKB1/RPS6KA2/RPS6KA3/RPS6KA5",9
"R-HSA-168176","R-HSA-168176","Toll Like Receptor 5 (TLR5) Cascade","9/40","78/2914",6.18362593867698e-07,1.55277718015666e-05,9.94442767915889e-06,"MAPK14/MAPK3/MAPK1/MEF2C/MAPKAPK2/NFKB1/RPS6KA2/RPS6KA3/RPS6KA5",9
"R-HSA-975871","R-HSA-975871","MyD88 cascade initiated on plasma membrane","9/40","78/2914",6.18362593867698e-07,1.55277718015666e-05,9.94442767915889e-06,"MAPK14/MAPK3/MAPK1/MEF2C/MAPKAPK2/NFKB1/RPS6KA2/RPS6KA3/RPS6KA5",9
"R-HSA-975138","R-HSA-975138","TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation","9/40","83/2914",1.06126471773084e-06,2.52469290744389e-05,1.61688530402205e-05,"MAPK14/MAPK3/MAPK1/MEF2C/MAPKAPK2/NFKB1/RPS6KA2/RPS6KA3/RPS6KA5",9
"R-HSA-168181","R-HSA-168181","Toll Like Receptor 7/8 (TLR7/8) Cascade","9/40","84/2914",1.17702355169369e-06,2.53340307316927e-05,1.62246354243491e-05,"MAPK14/MAPK3/MAPK1/MEF2C/MAPKAPK2/NFKB1/RPS6KA2/RPS6KA3/RPS6KA5",9
"R-HSA-975155","R-HSA-975155","MyD88 dependent cascade initiated on endosome","9/40","84/2914",1.17702355169369e-06,2.53340307316927e-05,1.62246354243491e-05,"MAPK14/MAPK3/MAPK1/MEF2C/MAPKAPK2/NFKB1/RPS6KA2/RPS6KA3/RPS6KA5",9
"R-HSA-166058","R-HSA-166058","MyD88:MAL(TIRAP) cascade initiated on plasma membrane","9/40","86/2914",1.44172504582942e-06,2.66576948171948e-05,1.70723476356045e-05,"MAPK14/MAPK3/MAPK1/MEF2C/MAPKAPK2/NFKB1/RPS6KA2/RPS6KA3/RPS6KA5",9
"R-HSA-168138","R-HSA-168138","Toll Like Receptor 9 (TLR9) Cascade","9/40","86/2914",1.44172504582942e-06,2.66576948171948e-05,1.70723476356045e-05,"MAPK14/MAPK3/MAPK1/MEF2C/MAPKAPK2/NFKB1/RPS6KA2/RPS6KA3/RPS6KA5",9
"R-HSA-168188","R-HSA-168188","Toll Like Receptor TLR6:TLR2 Cascade","9/40","86/2914",1.44172504582942e-06,2.66576948171948e-05,1.70723476356045e-05,"MAPK14/MAPK3/MAPK1/MEF2C/MAPKAPK2/NFKB1/RPS6KA2/RPS6KA3/RPS6KA5",9
