X1	X3	X2
NOTCH1	activates	SOX2 
AR	inhibits	FOXO3 
SMAD2	activates	TCF7L2 
SMAD3	activates	TCF7L2 
MAPK1	activates	HIF1A 
PLK1	activates	FOXM1 
SMAD2	activates	SP1 
MAPK14	inhibits	MAPK1 
SMAD3	activates	NOTCH1 
MAPK1	activates	SMAD3 
MAPK1	activates	SMAD2 
SMAD2	activates	SMAD4 
SMAD3	activates	SMAD4 
SMAD1	activates	SMAD4 
SMAD3	activates	MEF2C 
NOTCH1	activates	MEF2C 
NOTCH1	activates	HIF1A 
SMAD4	activates	ATF1 
NOTCH1	activates	SMAD1 
NR0B2	activates	RXRB 
RXRB	activates	VDR 
RXRB	activates	NR2F1 
NR0B2	activates	ESRRA 
MAPK1	activates	MAPKAPK2 
CSNK2A1	activates	TFAP2A 
CSNK2A1	activates	ATF1 
ROCK2	activates	IRF4 
MAPK1	activates	SMAD4 
SP2	activates	IRF1 
CDK2	activates	MYBL2 
CSNK2A1	activates	VDR 
MAPK1	activates	CDK2 
MAPK1	activates	CSNK2A1 
MAPK1	activates	SP1 
MAPK1	activates	ATF2 
MAPK3	inhibits	FOXO3 
MAPKAPK2	activates	PLK1 
MAPK3	inhibits	FOXO4 
CDK2	activates	FOXM1 
PLK1	activates	ROCK2 
SMAD2	activates	SMAD3 
SMAD4	activates	ATF2 
RB1	inhibits	TAF1 
SMAD2	activates	MEF2C 
SMAD2	activates	SMAD1 
Perturbation	inhibits	DUSP14 
Perturbation	inhibits	GFI1B 
Perturbation	inhibits	KLF6 
Perturbation	inhibits	NR0B2 
Perturbation	inhibits	NR2C2AP 
Perturbation	inhibits	PEX14 
Perturbation	inhibits	SP2 
CDK2	inhibits	RB1 
SUMO1	activates	CTCF 
NR2C2	activates	AR 
HOXB8	activates	PBX3 
SMAD3	inhibits	FOXA1 
MAPK3	activates	SREBF1 
MAPK14	activates	JUNB 
CSNK2A1	inhibits	ARNT 
MAPK1	inhibits	AR 
MAPK3	activates	MAZ 
MAPK3	activates	MED1 
MAPK3	activates	SREBF2 
PLK1	inhibits	TOPORS 
POU2AF1	activates	POU2F2 
MAPK14	activates	AR 
DUSP14	inhibits	MAPK3 
DUSP14	inhibits	MAPK14 
MAPK14	activates	ETS2 
NR2C2AP	inhibits	NR2C2 
TOPORS	activates	SUMO1 
MED1	activates	GATA6 
PEX14	inhibits	NFE2 
Perturbation	activates	E2F6 
Perturbation	activates	HOXB8 
Perturbation	activates	POU2AF1 
EP300	activates	SMAD2 
EP300	activates	HIF1A 
EP300	activates	SMAD4 
NR4A1	activates	NR2F1 
MAPK1	activates	EP300 
EP300	activates	SMAD3 
EP300	activates	MEF2C 
EP300	activates	SMAD1 
MAPK3	inhibits	PAK1 
PAK1	activates	PLK1 
MAPK1	activates	PAK1 
MAPK1	activates	NR4A1 
