X1	X3	X2
NOTCH1	activates	PAX8 
E2F1	inhibits	MYBL2 
SMAD3	activates	NOTCH1 
MAPK3	activates	SMAD3 
SMAD3	activates	SMAD4 
PPP2CA	activates	SMAD3 
DUSP9	activates	MAPK3 
SMAD4	activates	ATF1 
SMAD3	activates	MAX 
LCK	activates	NOTCH1 
MAPK3	activates	RPS6KA2 
PPP2CA	activates	FOXO3 
PPP2CA	activates	FOXO4 
MAPK3	activates	RUNX2 
MAPK1	inhibits	FOXO4 
MAPK1	inhibits	FOXO3 
CSNK2A1	activates	ATF1 
MAPK3	activates	LCK 
MAPK3	activates	SMAD4 
GATA3	inhibits	CEBPA 
RPS6KA2	activates	ETV1 
CSNK2A1	activates	MAZ 
POU2AF1	activates	POU2F1 
MAPK1	inhibits	CEBPA 
ZNF521	inhibits	EBF1 
MAPK3	activates	CSNK2A1 
MAPK3	activates	MAZ 
MAX	activates	MXI1 
PAWR	inhibits	WT1 
PCSK7	activates	PPP2CA 
POU2AF1	activates	POU2F2 
LCK	activates	SOCS3 
RPS6KA2	activates	ATF4 
IKZF2	activates	IKZF1 
EP300	inhibits	FOXO3 
E2F1	inhibits	TBP 
Perturbation	activates	DUSP9 
Perturbation	activates	IKZF2 
Perturbation	activates	KDM6A 
Perturbation	activates	MEIS2 
Perturbation	activates	PCSK7 
Perturbation	activates	PEX14 
Perturbation	activates	POU2AF1 
HIF1A	activates	TP53 
STAT3	activates	JUNB 
EP300	activates	TP53 
MAPK1	activates	HIF1A 
EP300	activates	HIF1A 
SP1	activates	TBX21 
STAT3	activates	SPI1 
MAPK1	activates	STAT3 
PAX6	activates	MAF 
EP300	activates	STAT3 
NR4A1	activates	NR2F1 
PPP2CA	inhibits	ELF1 
PPP2CA	inhibits	MAPK1 
EP300	activates	MEF2A 
SMAD3	inhibits	FOXA1 
SMAD3	inhibits	PAX6 
MAPK1	activates	EP300 
CSNK2A1	inhibits	SP1 
TFDP1	activates	E2F1 
CSNK2A1	inhibits	SPIB 
MAPK1	activates	SREBF2 
KDM6A	inhibits	ETS2 
KDM6A	inhibits	SPI1 
MAPK1	activates	E2F1 
MAPK1	activates	SP1 
MAPK1	activates	NR4A1 
MAPK1	activates	TP53 
EP300	activates	GATA3 
WT1	inhibits	TP53 
EP300	activates	NR4A1 
SP1	activates	E2F1 
EP300	activates	IRF1 
SOCS3	inhibits	TFDP1 
E2F1	activates	TP53 
TP53	activates	BHLHE40 
PEX14	inhibits	NFE2 
NR4A1	activates	HIF1A 
Perturbation	inhibits	E2F7 
Perturbation	inhibits	PAWR 
Perturbation	inhibits	PAX5 
Perturbation	inhibits	SP4 
Perturbation	inhibits	USF2 
Perturbation	inhibits	ZNF521 
MAPK3	activates	RPS6KA3 
WDR83	activates	MAPK3 
MAPK9	activates	FOXO4 
MAPK9	activates	FOXO3 
RPS6KA3	activates	ATF4 
RPS6KA3	activates	ETV1 
CSNK2A1	activates	MAPK9 
MAPK9	activates	SMAD3 
Perturbation	activates	WDR83 
RPS6KA3	inhibits	GSK3B 
MAPK1	activates	GSK3B 
GSK3B	activates	MAF 
MAPK9	inhibits	JUNB 
GSK3B	activates	TP53 
MAPK3	inhibits	GSK3B 
PTPRB	activates	MAPK3 
TLX1	inhibits	PPP2CB 
Perturbation	activates	CSNK2A2 
Perturbation	activates	PTPRB 
PPP2CB	inhibits	ELF1 
CSNK2A2	inhibits	SPIB 
PTPRB	inhibits	MAPK1 
Perturbation	inhibits	TLX1 
AMER1	activates	WT1 
Perturbation	activates	AMER1 
Perturbation	inhibits	CSNK2A2 
Perturbation	inhibits	IKZF2 
Perturbation	inhibits	KDM6A 
Perturbation	inhibits	MEIS2 
Perturbation	inhibits	PEX14 
Perturbation	inhibits	POU2AF1 
Perturbation	inhibits	PTPRB 
Perturbation	activates	E2F7 
Perturbation	activates	PAWR 
Perturbation	activates	PAX5 
Perturbation	activates	SP4 
Perturbation	activates	TLX1 
Perturbation	activates	USF2 
Perturbation	activates	ZNF521 
PPP1CB	activates	IKZF1 
TLX1	inhibits	PPP2CA 
PRKCD	inhibits	MAPK3 
Perturbation	activates	PPP1CB 
PPP1CB	inhibits	TP53 
PPP2CA	inhibits	PRKCD 
PRKCD	activates	TP53 
