"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-212436","R-HSA-212436","Generic Transcription Pathway","74/151","481/2914",1.06844807572065e-21,7.340148868071e-19,3.61688494948426e-19,"AKT1/EP300/JUN/MAPK14/MDM2/PRKACA/RB1/SMAD3/NR3C1/SRC/TP53/CREBBP/FOS/HDAC1/HDAC3/SMAD2/SMAD4/TRIM28/HDAC5/MYC/AKT2/AKT3/AXIN1/CASP6/CREB1/GSK3B/LEF1/MAPK1/MAPK3/CDK1/CDKN1A/DDB2/E2F1/CAMK2A/CCND1/CCND2/CCND3/CCNE1/CHEK1/CSNK2A1/CSNK2B/MAF/PTEN/CDK2/PPARG/MAP2K6/MAPK11/PIN1/SFN/WWTR1/YAP1/YWHAZ/ITCH/PPP2CA/YWHAB/CDK4/STAT1/PDPK1/STK11/CHEK2/PLK3/ESR1/PRKAA1/ATF2/CTNNB1/SMAD1/SMURF2/TCF7/TWIST1/MYB/SP1/SPI1/RUNX2/TEAD1",74
"R-HSA-73857","R-HSA-73857","RNA Polymerase II Transcription","75/151","499/2914",2.12757938204956e-21,7.340148868071e-19,3.61688494948426e-19,"AKT1/EP300/JUN/MAPK14/MDM2/PRKACA/RB1/SMAD3/NR3C1/SRC/TP53/CREBBP/FOS/HDAC1/HDAC3/SMAD2/SMAD4/TRIM28/HDAC5/MYC/AKT2/AKT3/AXIN1/CASP6/CREB1/GSK3B/LEF1/MAPK1/MAPK3/CDK1/CDKN1A/DDB2/E2F1/CAMK2A/CCND1/CCND2/CCND3/CCNE1/CHEK1/CSNK2A1/CSNK2B/MAF/PTEN/CDK2/PPARG/MAP2K6/MAPK11/PIN1/SFN/WWTR1/YAP1/YWHAZ/ITCH/PPP2CA/YWHAB/CDK4/STAT1/PDPK1/STK11/CHEK2/PLK3/ESR1/PRKAA1/ATF2/CTNNB1/SMAD1/SMURF2/TCF7/TWIST1/MYB/SP1/SPI1/RUNX2/TEAD1/POU2F1",75
"R-HSA-2559583","R-HSA-2559583","Cellular Senescence","31/151","99/2914",1.6352897934418e-17,3.76116652491613e-15,1.85332843256737e-15,"JUN/MAP3K5/MAPK10/MAPK14/MAPK8/MDM2/RB1/RELA/TP53/FOS/NFKB1/MAPK1/MAPK3/CDKN1A/E2F1/STAT3/CCNE1/CDK2/CEBPB/MAP2K3/MAP2K4/MAP2K6/MAP2K7/MAPK11/MAPK9/CDK4/RPS6KA3/RPS6KA1/SP1/E2F3/ETS1",31
"R-HSA-5663202","R-HSA-5663202","Diseases of signal transduction","47/151","268/2914",3.14755038093095e-15,5.4295244071059e-13,2.67541782379131e-13,"AKT1/ARRB1/EP300/MDM2/SMAD3/ARRB2/LCK/SRC/CREBBP/HDAC1/HDAC3/SMAD2/SMAD4/HDAC5/MYC/AKT2/AKT3/APC/AXIN1/CREB1/CSNK1A1/CTBP1/GSK3A/GSK3B/MAPK1/MAPK3/CDKN1A/STAT3/CAMK2A/GAB1/PIK3CA/PIK3CB/PIK3CD/PLCG1/MAP2K1/PTEN/IRS1/CHUK/MAP3K11/SHC1/PPP2CA/YWHAB/STAT1/PDPK1/PIK3R1/ESR1/CTNNB1",47
"R-HSA-8878166","R-HSA-8878166","Transcriptional regulation by RUNX2","23/151","62/2914",5.52228943782227e-15,7.62075942419473e-13,3.75515681771914e-13,"AKT1/RB1/NR3C1/SRC/HDAC3/SMAD4/AKT2/AKT3/GSK3B/MAPK1/MAPK3/CDK1/CDKN1A/CCND1/MAF/WWTR1/YAP1/CDK4/STAT1/ESR1/SMAD1/TWIST1/RUNX2",23
"R-HSA-450294","R-HSA-450294","MAP kinase activation","22/151","60/2914",3.03979656703282e-14,3.49576605208774e-12,1.72255138798526e-12,"JUN/MAPK10/MAPK14/MAPK8/FOS/NFKB1/CREB1/MAPK1/MAPK3/IKBKB/MAP2K1/CHUK/MAP2K3/MAP2K4/MAP2K6/MAP2K7/MAPK11/MAPK9/PPP2CA/RPS6KA3/RPS6KA1/ATF2",22
"R-HSA-9006925","R-HSA-9006925","Intracellular signaling by second messengers","39/151","201/2914",4.37249151944774e-14,4.3100273548842e-12,2.12378159516033e-12,"AKT1/JUN/MDM2/PRKACA/LCK/SRC/TP53/HDAC1/HDAC3/HDAC5/AKT2/AKT3/CREB1/GSK3A/GSK3B/MAPK1/MAPK3/PHLPP1/CDKN1A/CAMK2A/GAB1/PIK3CA/PIK3CB/PIK3CD/PLCG1/CSNK2A1/CSNK2B/PRKCE/PTEN/IRS1/PPARG/CHUK/PPP2CA/PDPK1/PIK3R1/GRK2/ESR1/ATF2/EGR1",39
"R-HSA-2559580","R-HSA-2559580","Oxidative Stress Induced Senescence","19/151","44/2914",5.68061041390537e-14,4.89952648199338e-12,2.41425942590978e-12,"JUN/MAP3K5/MAPK10/MAPK14/MAPK8/MDM2/TP53/FOS/MAPK1/MAPK3/E2F1/MAP2K3/MAP2K4/MAP2K6/MAP2K7/MAPK11/MAPK9/CDK4/E2F3",19
"R-HSA-450341","R-HSA-450341","Activation of the AP-1 family of transcription factors","10/151","10/2914",1.04558599584416e-13,8.01615930147187e-12,3.9499915398557e-12,"JUN/MAPK10/MAPK14/MAPK8/FOS/MAPK1/MAPK3/MAPK11/MAPK9/ATF2",10
"R-HSA-448424","R-HSA-448424","Interleukin-17 signaling","22/151","64/2914",1.44691834959722e-13,8.37919575593843e-12,4.12887906814358e-12,"JUN/MAPK10/MAPK14/MAPK8/FOS/NFKB1/CREB1/MAPK1/MAPK3/IKBKB/MAP2K1/CHUK/MAP2K3/MAP2K4/MAP2K6/MAP2K7/MAPK11/MAPK9/PPP2CA/RPS6KA3/RPS6KA1/ATF2",22
"R-HSA-8939211","R-HSA-8939211","ESR-mediated signaling","28/151","108/2914",1.61761715331081e-13,8.37919575593843e-12,4.12887906814358e-12,"AKT1/EP300/JUN/GNAI1/GNAI2/SRC/CREBBP/FOS/HDAC1/MYC/AKT2/AKT3/AXIN1/CREB1/MAPK1/MAPK3/PIK3CA/PRKCZ/CCND1/SHC1/PDPK1/PIK3R1/ESR1/ATF2/MYB/SP1/SRF/POU2F1",28
