"","Gene set","Overlap","pValue","pAdj"
"1","DNA_thresholded_050","","1",1
"2","DNA_thresholded_100","","1",1
"3","DNA_thresholded_200","","1",1
"4","DNA_thresholded_300","YY1","0.986746260503267",1
"5","DNA_thresholded_400","YY1","0.996815383912562",1
"6","DNA_thresholded_477","YY1","0.998932922682572",1
"7","ERS_thresholded_050","","1",1
"8","ERS_thresholded_100","","1",1
"9","ERS_thresholded_200","","1",1
"10","ERS_thresholded_300","CEBPB, EP300","0.922945721827407",1
"11","ERS_thresholded_400","CEBPB, EP300","0.975193390320296",1
"12","ERS_thresholded_477","CEBPB, EP300, CSNK2A1","0.958721230792506",1
"13","HTS_thresholded_050","","1",1
"14","HTS_thresholded_100","PRKACA, MAPKAPK2","0.416194570163128",1
"15","HTS_thresholded_200","PRKACA, MAPKAPK2, CREBBP, MAPK1","0.303824138867426",1
"16","HTS_thresholded_300","PRKACA, MAPKAPK2, CREBBP, MAPK1","0.595296028966889",1
"17","HTS_thresholded_400","PRKACA, MAPKAPK2, CREBBP, MAPK1, CSNK2A1, EP300","0.449603247748429",1
"18","HTS_thresholded_477","PRKACA, MAPKAPK2, CREBBP, MAPK1, CSNK2A1, EP300, FOXO1, PRKAA1, FOS","0.172103270746842",1
"19","HYP_thresholded_050","RPS6KA5","0.51471491123605",1
"20","HYP_thresholded_100","RPS6KA5, NFKB1","0.417025289805129",1
"21","HYP_thresholded_200","RPS6KA5, NFKB1, SGK1","0.534355396170718",1
"22","HYP_thresholded_300","RPS6KA5, NFKB1, SGK1","0.791506768756068",1
"23","HYP_thresholded_400","RPS6KA5, NFKB1, SGK1","0.917486071391051",1
"24","HYP_thresholded_477","RPS6KA5, NFKB1, SGK1, MYOD1","0.894511403100974",1
"25","MTL_thresholded_050","","1",1
"26","MTL_thresholded_100","","1",1
"27","MTL_thresholded_200","","1",1
"28","MTL_thresholded_300","","1",1
"29","MTL_thresholded_400","","1",1
"30","MTL_thresholded_477","","1",1
"31","OXD_thresholded_050","","1",1
"32","OXD_thresholded_100","GATA6","0.763357777612937",1
"33","OXD_thresholded_200","GATA6, RHOA, ROCK2, SMAD3","0.302776372474457",1
"34","OXD_thresholded_300","GATA6, RHOA, ROCK2, SMAD3","0.594857972380378",1
"35","OXD_thresholded_400","GATA6, RHOA, ROCK2, SMAD3","0.79508566842526",1
"36","OXD_thresholded_477","GATA6, RHOA, ROCK2, SMAD3","0.886410440124441",1
