"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-198725","R-HSA-198725","Nuclear Events (kinase and transcription factor activation)","10/38","24/2914",6.84098558552061e-14,2.64062043601095e-11,1.37539815456256e-11,"MAPK3/MAPK14/RPS6KA3/MAPK11/PPP2CB/PPP2CA/MAPK1/RPS6KA5/PPP2R1B/MAPKAPK2",10
"R-HSA-450282","R-HSA-450282","MAPK targets/ Nuclear events mediated by MAP kinases","10/38","30/2914",9.93856827999852e-13,1.3414181286989e-10,6.98693380369483e-11,"MAPK3/MAPK14/RPS6KA3/MAPK11/PPP2CB/PPP2CA/MAPK1/RPS6KA5/PPP2R1B/MAPKAPK2",10
"R-HSA-198753","R-HSA-198753","ERK/MAPK targets","9/38","21/2914",1.04255294976598e-12,1.3414181286989e-10,6.98693380369483e-11,"MAPK3/MAPK14/RPS6KA3/MAPK11/PPP2CB/PPP2CA/MAPK1/RPS6KA5/PPP2R1B",9
"R-HSA-212436","R-HSA-212436","Generic Transcription Pathway","24/38","481/2914",9.90300487023829e-11,9.55639969977995e-09,4.97756297425135e-09,"MAPK3/CTNNB1/GSK3B/MEN1/MAPK14/MAX/RARA/NR0B2/SIRT1/SMAD3/CSNK2A1/SMAD1/TGFB1/PCGF2/MAPK11/E2F4/PPP2CB/UBE2I/YY1/SMAD2/PPP2CA/MAPK1/PRKACA/PPP2R1B",24
"R-HSA-73857","R-HSA-73857","RNA Polymerase II Transcription","24/38","499/2914",2.21348350689093e-10,1.7088092673198e-08,8.90053368034037e-09,"MAPK3/CTNNB1/GSK3B/MEN1/MAPK14/MAX/RARA/NR0B2/SIRT1/SMAD3/CSNK2A1/SMAD1/TGFB1/PCGF2/MAPK11/E2F4/PPP2CB/UBE2I/YY1/SMAD2/PPP2CA/MAPK1/PRKACA/PPP2R1B",24
"R-HSA-450294","R-HSA-450294","MAP kinase activation","10/38","60/2914",1.91083591024245e-09,1.22930443558931e-07,6.40297647116331e-08,"MAPK3/MAPK14/RPS6KA3/MAPK11/PPP2CB/PPP2CA/MAPK1/RPS6KA5/PPP2R1B/MAPKAPK2",10
"R-HSA-448424","R-HSA-448424","Interleukin-17 signaling","10/38","64/2914",3.70456704575772e-09,2.04280411380354e-07,1.06401850487177e-07,"MAPK3/MAPK14/RPS6KA3/MAPK11/PPP2CB/PPP2CA/MAPK1/RPS6KA5/PPP2R1B/MAPKAPK2",10
"R-HSA-4839743","R-HSA-4839743","phosphorylation site mutants of CTNNB1 are not targeted to the proteasome by the destruction complex","6/38","14/2914",9.08376718295449e-09,2.53555553650445e-07,1.3206738682093e-07,"CTNNB1/GSK3B/PPP2CB/PPP2CA/AMER1/PPP2R1B",6
"R-HSA-5339716","R-HSA-5339716","Misspliced GSK3beta mutants stabilize beta-catenin","6/38","14/2914",9.08376718295449e-09,2.53555553650445e-07,1.3206738682093e-07,"CTNNB1/GSK3B/PPP2CB/PPP2CA/AMER1/PPP2R1B",6
"R-HSA-5358747","R-HSA-5358747","S33 mutants of beta-catenin aren't phosphorylated","6/38","14/2914",9.08376718295449e-09,2.53555553650445e-07,1.3206738682093e-07,"CTNNB1/GSK3B/PPP2CB/PPP2CA/AMER1/PPP2R1B",6
"R-HSA-5358749","R-HSA-5358749","S37 mutants of beta-catenin aren't phosphorylated","6/38","14/2914",9.08376718295449e-09,2.53555553650445e-07,1.3206738682093e-07,"CTNNB1/GSK3B/PPP2CB/PPP2CA/AMER1/PPP2R1B",6
