X1	X3	X2
MAPK3	activates	RPS6KA3 
CTNNB1	activates	FOXO4 
GSK3B	inhibits	CTNNB1 
MEN1	activates	KMT2A 
MAPK14	inhibits	MAPK3 
CTNNB1	activates	TCF7 
MAX	activates	MNT 
MAPK3	activates	SMAD1 
MAPK3	activates	SMAD3 
RARA	activates	CTNNB1 
NR0B2	activates	SIRT1 
CTNNB1	activates	TCF4 
SIRT1	activates	FOXO4 
SMAD3	activates	MAX 
NR0B2	activates	RARA 
MAPK14	inhibits	NFATC1 
MAPK3	activates	RUNX2 
CSNK2A1	inhibits	IKZF1 
RPS6KA3	activates	ETV1 
SMAD1	activates	RUNX2 
SOX6	inhibits	CTNNB1 
TGFB1	inhibits	PAX8 
TLX1	inhibits	PPP2CB 
PCGF2	inhibits	UBE2I 
CSNK2A1	inhibits	MAX 
MAX	activates	MXI1 
PAWR	inhibits	WT1 
DUSP8	inhibits	MAPK3 
GSK3B	inhibits	NFATC1 
MAPK11	activates	USF1 
DUSP8	inhibits	MAPK11 
MAPK11	activates	MITF 
SMAD3	activates	E2F4 
CTNNB1	activates	MITF 
Perturbation	activates	FBXO22 
Perturbation	activates	KLF6 
Perturbation	activates	MEIS2 
Perturbation	activates	MEN1 
Perturbation	activates	NR0B2 
Perturbation	activates	PCIF1 
Perturbation	activates	RFX1 
Perturbation	activates	USF2 
E2F4	inhibits	MYBL2 
SIRT1	inhibits	TP53 
MAPK14	activates	ELK1 
DUSP8	activates	MAPK14 
SIRT1	inhibits	NR5A2 
NR0B2	inhibits	ONECUT1 
MAPK14	activates	CSNK2A1 
PPP2CB	inhibits	ELF1 
RPS6KA3	inhibits	GSK3B 
SMAD3	inhibits	FOXA1 
MAPK14	activates	TP53 
MAPK14	activates	GATA2 
UBE2I	inhibits	SOX6 
GSK3B	activates	MAF 
FBXO22	inhibits	BACH1 
MAPK14	activates	JUNB 
CSNK2A1	activates	TP53 
CSNK2A1	activates	YY1 
GSK3B	activates	CIITA 
GSK3B	activates	TP53 
LTBP1	activates	TGFB1 
MAPK14	activates	FOXO3 
MAPK3	inhibits	FOXO3 
MAPK3	inhibits	GSK3B 
CSNK2A1	activates	SRF 
TGFB1	activates	TP53 
TGFB1	activates	SMAD2 
MAPK14	activates	ETS2 
WT1	inhibits	TP53 
YY1	activates	TP53 
SMAD2	activates	ZEB2 
CIITA	activates	NFYB 
PCIF1	inhibits	PDX1 
Perturbation	inhibits	DUSP8 
Perturbation	inhibits	GFI1B 
Perturbation	inhibits	LTBP1 
Perturbation	inhibits	MTA2 
Perturbation	inhibits	PAWR 
Perturbation	inhibits	PAX5 
Perturbation	inhibits	PCGF2 
Perturbation	inhibits	TLX1 
MAPK11	activates	RPS6KA5 
PPP2CA	activates	SMAD3 
PPP2CA	activates	CTNNB1 
PPP2CA	activates	FOXO4 
PPP2R2A	inhibits	PPP2CA 
MAPK1	inhibits	FOXO4 
MAPK1	inhibits	SMAD1 
RPS6KA5	activates	ETV1 
MAPK1	inhibits	MITF 
AMER1	activates	WT1 
Perturbation	activates	AMER1 
Perturbation	activates	FMOD 
PAX6	activates	MAF 
MAPK1	activates	SMAD2 
MAPK1	activates	ELK1 
PPP2CA	inhibits	ELF1 
PPP2CA	inhibits	MAPK1 
SMAD3	inhibits	PAX6 
TGFB1	activates	PPP2R2A 
MAPK1	activates	CSNK2A1 
MAPK1	activates	CIITA 
MAPK1	activates	TP53 
FMOD	inhibits	TGFB1 
MAPK1	activates	GATA2 
PRKACA	inhibits	NFATC1 
PRKACA	inhibits	WT1 
Perturbation	inhibits	FBXO22 
Perturbation	inhibits	KLF6 
Perturbation	inhibits	MEIS2 
Perturbation	inhibits	MEN1 
Perturbation	inhibits	NR0B2 
Perturbation	inhibits	PCIF1 
Perturbation	inhibits	RFX1 
Perturbation	inhibits	USF2 
PPP2CA	inhibits	PRKACA 
Perturbation	activates	DUSP8 
Perturbation	activates	GFI1B 
Perturbation	activates	LTBP1 
Perturbation	activates	MTA2 
Perturbation	activates	PAX5 
Perturbation	activates	PCGF2 
PCSK7	activates	PPP2CA 
Perturbation	activates	PCSK7 
Perturbation	activates	TDGF1 
TDGF1	inhibits	TGFB1 
Perturbation	inhibits	PCSK7 
Perturbation	inhibits	TDGF1 
BMP3	activates	TGFB1 
Perturbation	inhibits	BMP3 
Perturbation	activates	BMP3 
TIPRL	inhibits	PPP2CA 
Perturbation	activates	TIPRL 
PPP2R1B	activates	PPP2CA 
Perturbation	activates	PPP2R1B 
Perturbation	inhibits	PPP2R1B 
MAPK3	activates	RPS6KA4 
RPS6KA4	activates	ETV1 
MAPK3	activates	MAPKAPK2 
MAPKAPK2	activates	ETV1 
Perturbation	inhibits	AMER1 
Perturbation	inhibits	FMOD 
