X1	X3	X2
STAT3	activates	PRDM1 
MAPK1	activates	CEBPB 
MEN1	activates	KMT2A 
SMAD2	activates	TCF7L2 
MAPK14	activates	FOS 
SMAD2	activates	SP1 
CEBPB	activates	STAT3 
SP1	activates	SREBF1 
MAPK1	activates	STAT3 
CDK5	inhibits	PAK1 
MAPK14	activates	MEF2C 
MAPK1	activates	SMAD2 
NR4A1	activates	NR2F2 
NR2F2	activates	PROX1 
DUSP2	activates	MAPK1 
DUSP2	activates	MAPK14 
MAPK14	activates	STAT3 
MAPK1	activates	FOS 
AKT1	inhibits	FOXO3 
MAPK14	activates	CSNK2A1 
CSNK2A1	activates	TWIST1 
MAPK3	inhibits	MYB 
MAPK14	activates	TWIST1 
SMAD3	inhibits	FOXA1 
MAPK1	activates	SREBF2 
MAPK1	activates	SREBF1 
CSNK2A1	activates	HDAC1 
SIRT1	inhibits	FOXL2 
CSNK2A1	activates	YY1 
MAPK1	activates	CSNK2A1 
MAPK1	activates	SP1 
AKT1	inhibits	NR4A1 
JAZF1	inhibits	NR2C2 
MAPK14	activates	FOXO3 
MAPK14	activates	HBP1 
MAPK1	activates	TWIST1 
MAPK3	inhibits	BCL6 
MAPK3	inhibits	FOXO3 
MAPK3	inhibits	PAK1 
NR0B2	inhibits	CEBPA 
MAPK3	inhibits	POU5F1 
PAK1	activates	ELF3 
PAWR	inhibits	WT1 
MAPK3	inhibits	CEBPA 
MAPK1	activates	PAK1 
MAPK1	activates	NR4A1 
STAT3	activates	TWIST1 
SMAD2	activates	ZEB2 
SMAD2	activates	MEF2C 
MYB	activates	CEBPB 
PCIF1	inhibits	PDX1 
Perturbation	inhibits	DUSP2 
Perturbation	inhibits	GFI1B 
Perturbation	inhibits	MEN1 
Perturbation	inhibits	ZNF521 
AKT1	activates	FOXO4 
AKT1	activates	SMAD3 
MAPK14	inhibits	MAPK3 
ATF2	activates	ATF3 
AKT1	activates	NRF1 
MAPK3	activates	SMAD3 
SMAD3	activates	SMAD4 
MAPK3	activates	STAT5A 
NR0B2	activates	SIRT1 
SIRT1	activates	FOXO4 
NR0B2	activates	ESRRA 
MAPK1	inhibits	FOXO4 
MAPK3	activates	SMAD4 
CSNK2A1	inhibits	SPIB 
ZNF521	inhibits	EBF1 
CDK5	activates	CLOCK 
CSNK2A1	inhibits	ARNT 
MAPK3	activates	ATF2 
MAPK3	activates	MAZ 
MTCP1	activates	AKT1 
DUSP2	inhibits	MAPK3 
CSNK1D	activates	CDK5 
HDAC1	inhibits	KLF1 
SMAD4	activates	ATF2 
SMAD4	activates	CTCF 
HDAC1	inhibits	SMAD4 
HDAC1	inhibits	SMAD3 
Perturbation	activates	CSNK1D 
Perturbation	activates	JAZF1 
Perturbation	activates	LYL1 
Perturbation	activates	MTCP1 
Perturbation	activates	NR0B2 
Perturbation	activates	PAWR 
Perturbation	activates	PCIF1 
Perturbation	activates	USF2 
STAT3	activates	HSP90AB1 
DUSP7	inhibits	MAPK1 
DUSP7	inhibits	MAPK14 
Perturbation	activates	GFI1B 
Perturbation	activates	MEN1 
Perturbation	activates	ZNF521 
HSP90AB1	inhibits	AKT1 
Perturbation	inhibits	CSNK1D 
Perturbation	inhibits	DUSP7 
Perturbation	inhibits	JAZF1 
Perturbation	inhibits	LYL1 
Perturbation	inhibits	NR0B2 
Perturbation	inhibits	PAWR 
Perturbation	inhibits	PCIF1 
Perturbation	inhibits	USF2 
PTK6	activates	AKT1 
Perturbation	activates	DUSP7 
Perturbation	activates	PTK6 
AMER1	activates	WT1 
Perturbation	inhibits	AMER1 
MAPK3	activates	GRB10 
GRB10	activates	AKT1 
Perturbation	activates	DUSP2 
Perturbation	inhibits	PTK6 
NR2C2AP	inhibits	NR2C2 
Perturbation	activates	AMER1 
SRC	activates	AKT1 
SRC	activates	STAT5A 
CDK5	activates	SRC 
Perturbation	inhibits	NR2C2AP 
DUSP10	inhibits	MAPK14 
DUSP10	inhibits	MAPK1 
Perturbation	inhibits	PPP2R5B 
PPP2R5B	inhibits	AKT1 
Perturbation	activates	DUSP10 
MAPK3	inhibits	PPP2R5C 
PPP2R5C	inhibits	AKT1 
PDPK2P	activates	AKT1 
Perturbation	inhibits	PDPK2P 
Perturbation	inhibits	PPP1CB 
PPP1CB	inhibits	AKT1 
Perturbation	activates	NR2C2AP 
KITLG	activates	EPHA4 
KITLG	activates	AKT1 
EPHA4	activates	CDK5 
Perturbation	inhibits	DUSP10 
Perturbation	inhibits	KITLG 
Perturbation	activates	KITLG 
Perturbation	activates	PTPA 
PTPA	inhibits	AKT1 
MAPK1	inhibits	IRS1 
IRS1	activates	AKT1 
Perturbation	inhibits	MUL1 
MUL1	inhibits	AKT1 
RARG	activates	AKT1 
MAPK3	activates	RARG 
Perturbation	activates	PDPK2P 
Perturbation	activates	PPP1CB 
Perturbation	inhibits	PHLPP2 
PHLPP2	inhibits	AKT1 
NR0B2	activates	RARB 
RARB	activates	AKT1 
Perturbation	activates	PHLPP2 
Perturbation	inhibits	PTPA 
Perturbation	activates	MUL1 
Perturbation	activates	PPP2R5B 
FLI1	activates	BCL2 
