"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-5663202","R-HSA-5663202","Diseases of signal transduction","48/112","268/2914",2.4028263183078e-22,1.63872754908592e-19,8.67546765452185e-20,"AMER1/APC/AXIN1/CTNNB1/ESR1/GSK3A/GSK3B/KAT2B/MDM2/SMAD3/STAT1/CREBBP/FOXO1/HSP90AA1/MYC/NR4A1/PIK3CA/PIK3R1/SMAD2/AKT1/AKT2/AKT3/EP300/ERBB4/ESR2/GRB2/MAPK1/NOTCH1/SHC1/SRC/STAT3/EGFR/ERBB2/ERBB3/FGF7/FGFR1/FGFR3/FGFR4/MAPK3/MET/PDGFRA/PDGFRB/NCOR1/NCOR2/LCK/FOXO3/TCF7L2/CREB1",48
"R-HSA-212436","R-HSA-212436","Generic Transcription Pathway","58/112","481/2914",1.43241101032135e-18,2.8854234711346e-16,1.52755093471086e-16,"AR/AXIN1/CCNE1/CDK1/CTNNB1/ESR1/GSK3B/KAT2B/MAPK14/MDM2/SMAD3/STAT1/UBE2I/CREBBP/FOXO1/MYC/NR4A1/SMAD2/AKT1/AKT2/AKT3/EP300/ESR2/GATA3/MAPK1/MAPK11/NOTCH1/PML/PPARG/SRC/ABL1/ATR/E2F1/EGFR/ERBB2/MAPK3/MET/ATM/KAT5/TP53/CHEK2/NBN/NCOR1/NCOR2/NR1I2/SIRT1/NR3C1/MYBL2/FOXO3/LEF1/TCF7/TCF7L2/SMAD1/CREB1/SP1/TWIST1/HNF4A/KMT2A",58
"R-HSA-73857","R-HSA-73857","RNA Polymerase II Transcription","59/112","499/2914",1.57575634329699e-18,2.8854234711346e-16,1.52755093471086e-16,"AR/AXIN1/CCNE1/CDK1/CTNNB1/ESR1/GSK3B/KAT2B/MAPK14/MDM2/SMAD3/STAT1/UBE2I/CDC73/CREBBP/FOXO1/MYC/NR4A1/SMAD2/AKT1/AKT2/AKT3/EP300/ESR2/GATA3/MAPK1/MAPK11/NOTCH1/PML/PPARG/SRC/ABL1/ATR/E2F1/EGFR/ERBB2/MAPK3/MET/ATM/KAT5/TP53/CHEK2/NBN/NCOR1/NCOR2/NR1I2/SIRT1/NR3C1/MYBL2/FOXO3/LEF1/TCF7/TCF7L2/SMAD1/CREB1/SP1/TWIST1/HNF4A/KMT2A",59
"R-HSA-2219528","R-HSA-2219528","PI3K/AKT Signaling in Cancer","28/112","97/2914",1.69233048160387e-18,2.8854234711346e-16,1.52755093471086e-16,"ESR1/GSK3A/GSK3B/MDM2/FOXO1/NR4A1/PIK3CA/PIK3R1/AKT1/AKT2/AKT3/ERBB4/ESR2/GRB2/SRC/EGFR/ERBB2/ERBB3/FGF7/FGFR1/FGFR3/FGFR4/MET/PDGFRA/PDGFRB/LCK/FOXO3/CREB1",28
"R-HSA-1257604","R-HSA-1257604","PIP3 activates AKT signaling","34/112","172/2914",8.28414876018675e-17,1.12995789088947e-14,5.9820274205138e-15,"ESR1/GSK3A/GSK3B/MDM2/FOXO1/NR4A1/PIK3CA/PIK3R1/AKT1/AKT2/AKT3/ERBB4/ESR2/GRB2/MAPK1/PML/PPARG/SRC/EGFR/ERBB2/ERBB3/FGF7/FGFR1/FGFR3/FGFR4/INSR/MAPK3/MET/PDGFRA/PDGFRB/TP53/LCK/FOXO3/CREB1",34
"R-HSA-1266738","R-HSA-1266738","Developmental Biology","50/112","397/2914",2.38261584230116e-16,2.70824000741565e-14,1.43374953317421e-14,"CDC42/CTNNB1/GSK3B/KAT2B/MAPK14/PAK1/SMAD3/CREBBP/FOXO1/HSP90AA1/MYC/PIK3CA/PIK3R1/SMAD2/AKT1/AKT2/AKT3/EP300/GRB2/MAPK1/MAPK11/MAPK8/NOTCH1/NR2F2/PML/PPARG/PTK2/SHC1/SRC/STAT3/ABL1/E2F1/EGFR/ERBB2/FGFR1/MAPK3/MET/RET/NCOR1/NCOR2/RELA/FOXO3/LEF1/CREB1/CEBPA/FLI1/MEF2A/HNF4A/KMT2A/MYOD1",50
"R-HSA-9006925","R-HSA-9006925","Intracellular signaling by second messengers","35/112","201/2914",1.76083949418117e-15,1.7155607643308e-13,9.0822247594608e-14,"ESR1/GSK3A/GSK3B/MDM2/FOXO1/NR4A1/PIK3CA/PIK3R1/PRKCD/AKT1/AKT2/AKT3/ERBB4/ESR2/GRB2/MAPK1/PML/PPARG/SRC/EGFR/ERBB2/ERBB3/FGF7/FGFR1/FGFR3/FGFR4/INSR/MAPK3/MET/PDGFRA/PDGFRB/TP53/LCK/FOXO3/CREB1",35
"R-HSA-8939211","R-HSA-8939211","ESR-mediated signaling","25/112","108/2914",4.65202773488367e-14,3.96585364398833e-12,2.0995335698225e-12,"AXIN1/ESR1/KAT2B/CREBBP/HSP90AA1/MYC/PIK3CA/PIK3R1/AKT1/AKT2/AKT3/EP300/ERBB4/ESR2/GATA3/MAPK1/PTK2/SHC1/SRC/EGFR/MAPK3/KAT5/FOXO3/CREB1/SP1",25
"R-HSA-199418","R-HSA-199418","Negative regulation of the PI3K/AKT network","24/112","99/2914",5.32940690911685e-14,4.0385061244641e-12,2.13799598810185e-12,"ESR1/PIK3CA/PIK3R1/AKT1/AKT2/AKT3/ERBB4/ESR2/GRB2/MAPK1/SRC/EGFR/ERBB2/ERBB3/FGF7/FGFR1/FGFR3/FGFR4/INSR/MAPK3/MET/PDGFRA/PDGFRB/LCK",24
"R-HSA-1643685","R-HSA-1643685","Disease","49/112","443/2914",1.28839824621045e-13,8.78687603915524e-12,4.65179577315982e-12,"AMER1/APC/AXIN1/CTNNB1/ESR1/GSK3A/GSK3B/KAT2B/MDM2/SMAD3/STAT1/CREBBP/FOXO1/HSP90AA1/MYC/NR4A1/PIK3CA/PIK3R1/SMAD2/AKT1/AKT2/AKT3/EP300/ERBB4/ESR2/GRB2/MAPK1/NOTCH1/SHC1/SRC/STAT3/EGFR/ERBB2/ERBB3/FGF7/FGFR1/FGFR3/FGFR4/MAPK3/MET/PDGFRA/PDGFRB/NCOR1/NCOR2/RELA/LCK/FOXO3/TCF7L2/CREB1",49
