"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-194840","R-HSA-194840","Rho GTPase cycle","20/76","106/2914",5.59339746137131e-13,3.10433559106108e-10,2.09605210131388e-10,"RHOA/ARHGAP11A/MYO9B/STARD8/GMIP/ARHGEF10/ARHGAP31/ARHGAP1/ARHGEF1/ARHGEF2/ARHGAP22/ARHGDIG/ARHGAP6/ARHGAP21/ARHGAP20/TAGAP/MYO9A/ARHGAP19/ARHGEF5/ARHGAP10",20
"R-HSA-194315","R-HSA-194315","Signaling by Rho GTPases","26/76","228/2914",1.98855271714993e-11,5.51823379009105e-09,3.72591982792302e-09,"RHOA/MAPK14/MAPK3/PPP2CA/ROCK2/ARHGAP11A/PLK1/MYO9B/STARD8/PAK1/GMIP/ARHGEF10/ARHGAP31/ARHGAP1/ARHGEF1/ARHGEF2/ARHGAP22/ARHGDIG/ARHGAP6/ARHGAP21/ARHGAP20/TAGAP/MYO9A/ARHGAP19/ARHGEF5/ARHGAP10",26
"R-HSA-9006934","R-HSA-9006934","Signaling by Receptor Tyrosine Kinases","31/76","347/2914",7.92564487175728e-11,1.4662443012751e-08,9.90010376963365e-09,"RHOA/MAPK14/MAPK3/PPP2CA/AKT1/YAP1/ROCK2/FLT3LG/JAK2/ERBB2/STAT3/CHEK1/AKT2/NRG4/STAT6/AKT3/FGF4/MAPKAPK2/FGF7/VEGFD/FGF18/PAK1/FGF17/NTF4/NRG1/FGF9/FGF5/VEGFC/FGF22/FGF20/PDGFD",31
"R-HSA-199418","R-HSA-199418","Negative regulation of the PI3K/AKT network","16/76","99/2914",1.89581258229228e-09,2.63043995793054e-07,1.77607705077908e-07,"MAPK3/PPP2CA/AKT1/ERBB2/AKT2/NRG4/AKT3/FGF4/FGF7/FGF18/FGF17/NRG1/FGF9/FGF5/FGF22/FGF20",16
"R-HSA-2033519","R-HSA-2033519","Activated point mutants of FGFR2","8/76","17/2914",2.9705866019057e-09,3.00187979724836e-07,2.02687379387466e-07,"FGF4/FGF7/FGF18/FGF17/FGF9/FGF5/FGF22/FGF20",8
"R-HSA-5654727","R-HSA-5654727","Negative regulation of FGFR2 signaling","10/76","32/2914",3.24527545648472e-09,3.00187979724836e-07,2.02687379387466e-07,"MAPK3/PPP2CA/FGF4/FGF7/FGF18/FGF17/FGF9/FGF5/FGF22/FGF20",10
"R-HSA-190241","R-HSA-190241","FGFR2 ligand binding and activation","8/76","18/2914",5.23579896020272e-09,3.33158876430925e-07,2.24949378870383e-07,"FGF4/FGF7/FGF18/FGF17/FGF9/FGF5/FGF22/FGF20",8
"R-HSA-5654221","R-HSA-5654221","Phospholipase C-mediated cascade; FGFR2","8/76","18/2914",5.23579896020272e-09,3.33158876430925e-07,2.24949378870383e-07,"FGF4/FGF7/FGF18/FGF17/FGF9/FGF5/FGF22/FGF20",8
"R-HSA-1257604","R-HSA-1257604","PIP3 activates AKT signaling","20/76","172/2914",5.40257637455554e-09,3.33158876430925e-07,2.24949378870383e-07,"TP53/MAPK3/PPP2CA/AKT1/CSNK2A1/NR4A1/ERBB2/AKT2/NRG4/AKT3/FGF4/FGF7/FGF18/FGF17/NRG1/PREX2/FGF9/FGF5/FGF22/FGF20",20
"R-HSA-2219528","R-HSA-2219528","PI3K/AKT Signaling in Cancer","15/76","97/2914",1.23398975842248e-08,6.84864315924476e-07,4.62421425261477e-07,"AKT1/NR4A1/ERBB2/AKT2/NRG4/AKT3/FGF4/FGF7/FGF18/FGF17/NRG1/FGF9/FGF5/FGF22/FGF20",15
