NodeName	NodeID	Regulation	Score	Correct	Incorrect	Ambiguous	p-value	Enrichment p-value
SNW1	1339	-1	13	17	4	10	0.00230027679775993	1
CASP9	577	-1	12	18	6	12	0.0130757774299718	1
BIRC6	240	1	11	17	6	13	0.0189736478449326	1
PIAS4	588	1	11	15	4	17	0.00795619815586997	1
BIRC7	706	1	11	17	6	13	0.0189736478449326	1
NAIP	1711	1	11	17	6	13	0.0189736478449326	1
TARDBP	3105	1	11	11	0	22	0.000593547849645409	1
VDR	230	-1	11	16	5	15	0.00743020062846395	1
HDAC6	532	-1	11	11	0	24	0.000593547849645409	1
HMGN1	652	-1	11	18	7	10	0.0285601839923745	1
IL16	2833	-1	11	16	5	14	0.0146705958506429	1
CARD8	366	1	10	15	5	6	0.0236670816350212	1
HTT	2991	1	10	16	6	13	0.0271681518116058	1
BIRC8	3014	1	10	15	5	6	0.0236670816350212	1
CD9	3062	1	10	14	4	8	0.0178968378934376	1
ELK4	3542	1	10	13	3	11	0.0015119351242383	1
USF2	3543	1	10	13	3	11	0.0015119351242383	1
CASP3	91	-1	10	16	6	14	0.0271681518116058	1
POU4F3	205	-1	10	13	3	18	0.0140650964819442	1
NLRP1	334	-1	10	14	4	8	0.0192851549920117	1
PPP5C	520	-1	10	15	5	15	0.0190028381873764	1
TDG	709	-1	10	15	5	15	0.0254184268084061	1
ERCC8	749	-1	10	16	6	13	0.0317740918771855	1
CYCS	807	-1	10	15	5	6	0.0236670816350212	1
TRAF3	926	-1	10	14	4	18	0.0140164050582792	1
APAF1	952	-1	10	16	6	13	0.0271681518116058	1
BDNF	1357	-1	10	13	3	20	0.0133966395806234	1
ANP32A	1652	-1	10	15	5	6	0.0236670816350212	1
COPS6	3235	-1	10	16	6	13	0.0271681518116058	1
APIP	410	1	9	14	5	7	0.0344637156440335	1
BIRC5	459	1	9	14	5	17	0.0273271640686785	1
PRMT1	645	1	9	11	2	20	0.0126164154481959	1
OTUD5	970	1	9	13	4	17	0.0206368097165628	1
HPCA	1712	1	9	14	5	7	0.0344637156440335	1
CSNK2A2	1775	1	9	16	7	13	0.0412303540739114	1
DHX58	1784	1	9	15	6	15	0.051543711256447	1
TRAF1	1923	1	9	13	4	18	0.0171310525659649	1
TNFRSF13C	2216	1	9	13	4	17	0.0206368097165628	1
HSPA4	3116	1	9	14	5	7	0.0344637156440335	1
AVEN	3430	1	9	14	5	7	0.0344637156440335	1
ATOH1	105	-1	9	12	3	11	0.023209227796134	1
SIX1	108	-1	9	13	4	18	0.0292300645317547	1
CDK2	169	-1	9	16	7	13	0.053470240117533	1
TICAM1	347	-1	9	15	6	15	0.0483804495431874	1
EIF4G2	470	-1	9	13	4	19	0.0268237705590016	1
CDCA3	871	-1	9	15	6	14	0.0481393946912695	1
RFX1	1379	-1	9	16	7	13	0.0589265517072108	1
COX5B	1710	-1	9	14	5	7	0.0344637156440335	1
EIF3J	1721	-1	9	13	4	17	0.0268237705590016	1
CRYAB	3174	-1	9	16	7	12	0.0457432551699577	1
RAD23B	3421	-1	9	14	5	10	0.0373389294810756	1
PARP1	328	1	8	16	8	12	0.0579945549075685	1
APLF	375	1	8	16	8	10	0.0579945549075685	1
WEE1	423	1	8	15	7	14	0.0782229731720072	1
BACH1	572	1	8	12	4	18	0.0142839262644226	1
FOS	603	1	8	13	5	17	0.0100027169986227	1
TOP1	719	1	8	12	4	2	0.0300626671717888	1
XIAP	898	1	8	17	9	10	0.0428569211473116	1
IL5	1183	1	8	14	6	12	0.0414133413618106	1
PKN1	1184	1	8	13	5	18	0.033027926114109	1
RLIM	1191	1	8	13	5	16	0.0625161870966131	1
THPO	1208	1	8	14	6	12	0.0414133413618106	1
CBLB	1429	1	8	11	3	22	0.0376651959831962	1
CTTN	1714	1	8	15	7	12	0.0820950768756207	1
ENC1	1764	1	8	12	4	12	0.0350455837767437	1
PGAM5	1773	1	8	12	4	12	0.0350455837767437	1
SAV1	2074	1	8	14	6	12	0.0348452668569587	1
CDK3	2098	1	8	16	8	10	0.0432546977005741	1
BTG1	2288	1	8	10	2	15	0.0200744802436384	1
GHITM	2352	1	8	10	2	2	0.0200744802436384	1
FKBP15	2511	1	8	15	7	12	0.0820950768756207	1
CDKN3	2521	1	8	15	7	13	0.0736378264973475	1
CLK4	2530	1	8	15	7	13	0.0820950768756207	1
CLK1	2558	1	8	13	5	17	0.0539057237927382	1
PFN1	2758	1	8	15	7	12	0.0820950768756207	1
ACTB	2785	1	8	15	7	13	0.0820950768756207	1
ARPC2	2791	1	8	15	7	12	0.0820950768756207	1
