NodeName	NodeID	Regulation	Score	Correct	Incorrect	Ambiguous	p-value	Enrichment p-value
SGK2	2094	-1	15	19	4	16	0.000778254867695443	1
ASF1A	321	1	14	19	5	15	0.0171789255082418	1
EP300	492	1	14	19	5	15	0.0171789255082418	1
TWIST1	514	1	14	19	5	15	0.00676469050493427	1
SENP3	789	1	14	19	5	15	0.0171789255082418	1
ZFPM2	3482	-1	14	19	5	15	0.0171789255082418	1
IRF3	350	1	13	19	6	14	0.0336920329457118	1
TLK2	2461	1	13	18	5	10	0.0274014461666758	1
FOXO1	249	1	12	14	2	22	0.00515947311600115	1
PPP5C	520	1	12	19	7	13	0.00923861589840302	1
HOXA10	635	1	12	14	2	15	0.00515947311600115	1
ING2	741	1	12	20	8	11	0.0751288830420145	1
DTX1	1066	1	12	18	6	15	0.061239279307708	1
HNF4A	3096	1	12	14	2	15	0.00515947311600115	1
FOXG1	680	-1	12	14	2	15	0.00515947311600115	1
HIF1AN	713	-1	12	18	6	15	0.061239279307708	1
EZH2	764	-1	12	16	4	18	0.00703070856014526	1
SKI	1085	-1	12	17	5	17	0.0167956141055842	1
PPP1R8	2069	-1	12	16	4	16	0.00703070856014526	1
ATM	133	1	11	18	7	14	0.0594740842402843	1
NPAS2	147	1	11	18	7	13	0.0594740842402843	1
PER1	495	1	11	18	7	14	0.0594740842402843	1
TIMELESS	496	1	11	18	7	14	0.0594740842402843	1
ACTL6A	659	1	11	18	7	14	0.0594740842402843	1
TIPIN	687	1	11	18	7	13	0.0594740842402843	1
XRCC6	896	1	11	16	5	17	0.00419120909331774	1
DAB2IP	1893	1	11	16	5	18	0.013543486247923	1
TADA3	3339	1	11	20	9	10	0.124496376765987	1
KDM5B	542	-1	11	12	1	11	0.00398661736695112	1
PHF1	630	-1	11	12	1	11	0.00398661736695112	1
MDM4	742	-1	11	19	8	12	0.100535361745983	1
SGK3	2095	-1	11	15	4	20	0.0223163383888385	1
ANKRD12	3310	-1	11	20	9	9	0.124496376765987	1
RALBP1	222	1	10	15	5	19	0.00315754869251434	1
SFRP1	233	1	10	17	7	13	0.0559672092376265	1
HIPK2	315	1	10	15	5	19	0.0396675273309937	1
FOXO3	553	1	10	17	7	15	0.0289586234328861	1
RACGAP1	754	1	10	15	5	19	0.00315754869251434	1
ARAP1	2364	1	10	15	5	19	0.00315754869251434	1
ARAP3	2366	1	10	15	5	19	0.00315754869251434	1
ARHGAP39	2390	1	10	15	5	19	0.00315754869251434	1
