"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-212436","R-HSA-212436","Generic Transcription Pathway","71/116","481/2914",9.28118720097528e-29,4.00984329599195e-26,2.36027831326629e-26,"AKT2/AKT3/AR/CDK1/CTNNB1/GATA1/GSK3B/MAPK14/PPARGC1A/SFN/STAT1/TP53/WWTR1/YAP1/YWHAB/YWHAE/YWHAG/YWHAH/YWHAQ/YWHAZ/EP300/PML/SMAD3/SMAD7/EGFR/FOXO1/HDAC3/JUN/KLF4/MAML1/NCOR2/NOTCH1/NR1I2/PPARG/CSNK2A1/CSNK2B/MAPK1/MAPK3/RB1/AKT1/PRKAA1/PRKACA/STK11/CDK2/CREBBP/E2F4/FOS/SKI/SMAD1/SMAD2/SMAD4/MAPK11/SRC/RARA/TCF7/SPI1/HNF4A/ESRRA/JUNB/ARID3A/TEAD1/ESR1/SOX2/GATA3/MEF2C/RUNX2/VDR/LEF1/GATA2/TCF7L2/NR2C2",71
"R-HSA-73857","R-HSA-73857","RNA Polymerase II Transcription","72/116","499/2914",1.24917236635263e-28,4.00984329599195e-26,2.36027831326629e-26,"AKT2/AKT3/AR/CDK1/CTNNB1/GATA1/GSK3B/MAPK14/PPARGC1A/SFN/STAT1/TP53/WWTR1/YAP1/YWHAB/YWHAE/YWHAG/YWHAH/YWHAQ/YWHAZ/EP300/PML/SMAD3/SMAD7/EGFR/FOXO1/HDAC3/JUN/KLF4/MAML1/NCOR2/NOTCH1/NR1I2/PPARG/CSNK2A1/CSNK2B/MAPK1/MAPK3/RB1/AKT1/PRKAA1/PRKACA/STK11/CDK2/CREBBP/E2F4/FOS/SKI/SMAD1/SMAD2/SMAD4/MAPK11/SRC/RARA/TCF7/SPI1/HNF4A/ESRRA/JUNB/ARID3A/TEAD1/ESR1/SOX2/GATA3/MEF2C/RUNX2/VDR/POU2F1/LEF1/GATA2/TCF7L2/NR2C2",72
"R-HSA-8878166","R-HSA-8878166","Transcriptional regulation by RUNX2","20/116","62/2914",4.44899297436068e-14,9.52084496513187e-12,5.60417009752802e-12,"AKT2/AKT3/AR/CDK1/GSK3B/PPARGC1A/STAT1/WWTR1/YAP1/HDAC3/MAPK1/MAPK3/RB1/AKT1/SMAD1/SMAD4/SRC/ESRRA/ESR1/RUNX2",20
"R-HSA-1266738","R-HSA-1266738","Developmental Biology","47/116","397/2914",1.87967707059241e-13,3.01688169830082e-11,1.77580017984915e-11,"AKT2/AKT3/CTNNB1/GSK3B/MAPK14/PPARGC1A/STAT3/EP300/NCOA2/PML/SMAD3/EGFR/FOXO1/HDAC3/JUN/KLF4/MAML1/NCOR2/NOTCH1/PPARG/CSNK2A1/CSNK2B/MAPK1/MAPK3/AKT1/MAPK8/PAK1/PAK2/PRKACA/RAC1/CDK2/CREBBP/SMAD2/SMAD4/GRB2/MAP2K1/MAPK11/RPS6KA3/SRC/RARA/SPI1/HNF4A/SOX2/MEF2A/MEF2C/LEF1/GATA2",47
"R-HSA-450282","R-HSA-450282","MAPK targets/ Nuclear events mediated by MAP kinases","14/116","30/2914",9.74539791946428e-13,1.17304133807217e-10,6.90476865663076e-11,"MAPK14/JUN/MAPK1/MAPK3/MAPKAPK2/MAPK10/MAPK8/MAPK9/FOS/MAPK11/RPS6KA3/MEF2A/MEF2C/ELK1",14
"R-HSA-9614085","R-HSA-9614085","FOXO-mediated transcription","17/116","49/2914",1.0963003159553e-12,1.17304133807217e-10,6.90476865663076e-11,"AKT2/AKT3/PPARGC1A/SFN/YWHAB/YWHAG/YWHAQ/YWHAZ/EP300/SMAD3/FOXO1/KLF4/AKT1/STK11/CREBBP/SMAD2/SMAD4",17
"R-HSA-450341","R-HSA-450341","Activation of the AP-1 family of transcription factors","9/116","10/2914",1.78750357755638e-12,1.63939613827313e-10,9.64983134349984e-11,"MAPK14/JUN/MAPK1/MAPK3/MAPK10/MAPK8/MAPK9/FOS/MAPK11",9
"R-HSA-9614399","R-HSA-9614399","Regulation of localization of FOXO transcription factors","9/116","11/2914",9.50537685929967e-12,7.62806492958798e-10,4.49003985853761e-10,"AKT2/AKT3/SFN/YWHAB/YWHAG/YWHAQ/YWHAZ/FOXO1/AKT1",9
"R-HSA-109606","R-HSA-109606","Intrinsic Pathway for Apoptosis","16/116","49/2914",1.57300426764316e-11,1.10900348992268e-09,6.52782837977114e-10,"AKT2/AKT3/SFN/STAT3/TP53/YWHAB/YWHAE/YWHAG/YWHAH/YWHAQ/YWHAZ/CASP3/MAPK1/MAPK3/AKT1/MAPK8",16
"R-HSA-111447","R-HSA-111447","Activation of BAD and translocation to mitochondria ","10/116","15/2914",1.7274197662347e-11,1.10900348992268e-09,6.52782837977114e-10,"AKT2/AKT3/SFN/YWHAB/YWHAE/YWHAG/YWHAH/YWHAQ/YWHAZ/AKT1",10
"R-HSA-2871796","R-HSA-2871796","FCERI mediated MAPK activation","13/116","30/2914",2.18084756027592e-11,1.27282193972467e-09,7.49209831712013e-10,"JUN/MAPK1/MAPK3/MAP2K4/MAP3K1/MAPK10/MAPK8/MAPK9/PAK1/PAK2/RAC1/FOS/GRB2",13
"R-HSA-114452","R-HSA-114452","Activation of BH3-only proteins","12/116","29/2914",2.63221706810553e-10,1.40823613143646e-08,8.28917480219199e-09,"AKT2/AKT3/SFN/TP53/YWHAB/YWHAE/YWHAG/YWHAH/YWHAQ/YWHAZ/AKT1/MAPK8",12
"R-HSA-5625740","R-HSA-5625740","RHO GTPases activate PKNs","11/116","24/2914",4.00181607158972e-10,1.835118512829e-08,1.08018945090279e-08,"AR/SFN/YWHAB/YWHAE/YWHAG/YWHAH/YWHAQ/YWHAZ/NCOA2/PAK1/RAC1",11
"R-HSA-8941326","R-HSA-8941326","RUNX2 regulates bone development","11/116","24/2914",4.00181607158972e-10,1.835118512829e-08,1.08018945090279e-08,"AR/WWTR1/YAP1/HDAC3/MAPK1/MAPK3/RB1/SMAD1/SMAD4/SRC/RUNX2",11
"R-HSA-450294","R-HSA-450294","MAP kinase activation","16/116","60/2914",4.87459893337889e-10,2.08632834348616e-08,1.22805685409335e-08,"MAPK14/JUN/MAPK1/MAPK3/MAPKAPK2/MAP2K4/MAPK10/MAPK8/MAPK9/FOS/MAP2K1/MAPK11/RPS6KA3/MEF2A/MEF2C/ELK1",16
"R-HSA-8878159","R-HSA-8878159","Transcriptional regulation by RUNX3","15/116","53/2914",7.08877085111096e-10,2.8026383273269e-08,1.64969201428161e-08,"CTNNB1/TP53/WWTR1/YAP1/EP300/SMAD3/MAML1/NOTCH1/CREBBP/SMAD4/SRC/TCF7/TEAD1/LEF1/TCF7L2",15
"R-HSA-75035","R-HSA-75035","Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex","8/116","11/2914",7.42131644307745e-10,2.8026383273269e-08,1.64969201428161e-08,"CDK1/SFN/YWHAB/YWHAE/YWHAG/YWHAH/YWHAQ/YWHAZ",8
"R-HSA-448424","R-HSA-448424","Interleukin-17 signaling","16/116","64/2914",1.39312284743173e-09,4.96880482250651e-08,2.92474328788299e-08,"MAPK14/JUN/MAPK1/MAPK3/MAPKAPK2/MAP2K4/MAPK10/MAPK8/MAPK9/FOS/MAP2K1/MAPK11/RPS6KA3/MEF2A/MEF2C/ELK1",16
"R-HSA-5628897","R-HSA-5628897","TP53 Regulates Metabolic Genes","12/116","35/2914",3.45738378275347e-09,1.16823178343564e-07,6.87645860392518e-08,"AKT2/AKT3/SFN/TP53/YWHAB/YWHAE/YWHAG/YWHAH/YWHAQ/YWHAZ/AKT1/PRKAA1",12
"R-HSA-168142","R-HSA-168142","Toll Like Receptor 10 (TLR10) Cascade","17/116","78/2914",4.04721748408481e-09,1.18105164762839e-07,6.95191902768635e-08,"MAPK14/JUN/MAPK1/MAPK3/MAPKAPK2/MAP2K4/MAP3K1/MAPK10/MAPK8/MAPK9/FOS/MAP2K1/MAPK11/RPS6KA3/MEF2A/MEF2C/ELK1",17
"R-HSA-168176","R-HSA-168176","Toll Like Receptor 5 (TLR5) Cascade","17/116","78/2914",4.04721748408481e-09,1.18105164762839e-07,6.95191902768635e-08,"MAPK14/JUN/MAPK1/MAPK3/MAPKAPK2/MAP2K4/MAP3K1/MAPK10/MAPK8/MAPK9/FOS/MAP2K1/MAPK11/RPS6KA3/MEF2A/MEF2C/ELK1",17
"R-HSA-975871","R-HSA-975871","MyD88 cascade initiated on plasma membrane","17/116","78/2914",4.04721748408481e-09,1.18105164762839e-07,6.95191902768635e-08,"MAPK14/JUN/MAPK1/MAPK3/MAPKAPK2/MAP2K4/MAP3K1/MAPK10/MAPK8/MAPK9/FOS/MAP2K1/MAPK11/RPS6KA3/MEF2A/MEF2C/ELK1",17
