X1	X3	X2
STAT1	activates	IRF1 
CSNK2A1	activates	CTNNB1 
RB1	activates	HIF1A 
STAT3	activates	EGR1 
KDM6A	activates	RB1 
CTNNB1	activates	TCF7L2 
SMAD3	activates	TCF7L2 
MAPK3	activates	HIF1A 
MAPK3	activates	STAT3 
CTNNB1	activates	LEF1 
MEN1	inhibits	NFKB1 
MEN1	inhibits	RELA 
MAPK3	activates	ELK1 
MAPK14	activates	ELK1 
MAPK3	activates	SMAD3 
SMAD4	activates	LEF1 
SMAD3	activates	LEF1 
SMAD3	activates	SMAD4 
AR	activates	CTNNB1 
SMAD3	activates	AR 
MAPK14	activates	SMAD3 
MAPK14	activates	STAT3 
MAPK14	activates	STAT1 
CSNK2A1	activates	LEF1 
MAPK14	activates	CSNK2A1 
NFKB1	activates	RELA 
CSNK2A2	inhibits	SPIB 
AKT2	activates	CTNNB1 
MAPK1	inhibits	MYB 
RELA	activates	EGR1 
MAPK3	activates	SMAD4 
CSNK2A1	activates	MAZ 
MAPK14	activates	GATA2 
FBXO22	inhibits	BACH1 
CSNK2A1	activates	RELA 
CSNK2A1	activates	AKT2 
ZNF76	inhibits	TBP 
CDK2	activates	MYBL2 
CSNK2A1	activates	YY1 
MAPK3	activates	CDK2 
MAPK3	activates	CSNK2A1 
MAPK1	inhibits	AR 
MAPK14	activates	AKT2 
MAPK3	activates	MAZ 
MAPK3	activates	SP3 
MAPK14	activates	HNF4A 
CDK2	activates	FOXM1 
MAPK14	activates	AR 
DUSP14	inhibits	MAPK3 
DUSP14	inhibits	MAPK14 
STAT3	activates	STAT1 
MAPK3	activates	RELA 
MAPK14	activates	RELA 
MAPK14	activates	ETS2 
SMAD4	activates	CTCF 
SMAD4	activates	AR 
RB1	activates	SP3 
Perturbation	activates	KDM6A 
MEN1	activates	KMT2A 
MAPK14	inhibits	MAPK1 
ESR1	activates	PPARG 
ESR1	activates	ESR2 
YAP1	activates	TEAD1 
MAPK1	activates	ESR1 
MAPK3	inhibits	STK11 
SMAD3	inhibits	PAX8 
CSNK2A1	inhibits	MAX 
YAP1	activates	SMAD1 
KDM6A	inhibits	FLI1 
AKT2	inhibits	YAP1 
CTNNB1	inhibits	SOX2 
GATA2	inhibits	PPARG 
MAX	activates	MXI1 
CDK2	inhibits	MYOD1 
POU2AF1	activates	POU2F2 
STK11	activates	ETV4 
RB1	inhibits	TAF1 
STAT3	inhibits	MYOD1 
Perturbation	inhibits	CSNK2A2 
Perturbation	inhibits	DUSP14 
Perturbation	inhibits	E2F6 
Perturbation	inhibits	FBXO22 
Perturbation	inhibits	MEN1 
Perturbation	inhibits	POU2AF1 
Perturbation	inhibits	RFX1 
Perturbation	inhibits	USF2 
Perturbation	inhibits	ZNF76 
EP300	activates	MYB 
EP300	activates	CTNNB1 
MAPK1	activates	HIF1A 
EP300	activates	HIF1A 
MAPK1	activates	STAT3 
EP300	activates	STAT3 
MAPK1	activates	SMAD3 
EP300	activates	SMAD4 
MAPK1	activates	ELK1 
DUSP10	inhibits	MAPK14 
EP300	activates	RELA 
MAPK1	activates	SMAD4 
MAPK1	activates	EP300 
EP300	activates	SMAD3 
MAPK1	activates	CDK2 
MAPK1	activates	CSNK2A1 
MAPK1	activates	SP3 
MAPK1	activates	RELA 
EP300	activates	AR 
MAPK1	activates	STAT1 
DUSP10	inhibits	MAPK1 
EP300	activates	RB1 
EP300	activates	YY1 
EP300	activates	IRF1 
MAPK1	activates	GATA2 
ABL1	activates	YAP1 
ABL1	activates	ESR1 
RFX1	activates	ABL1 
MAPK1	inhibits	SMAD1 
MAPK1	inhibits	PPARG 
MAPK1	inhibits	STK11 
Perturbation	inhibits	DUSP10 
DUSP2	activates	MAPK1 
DUSP2	activates	MAPK14 
Perturbation	inhibits	DUSP2 
Perturbation	inhibits	KDM6A 
BRCA1	activates	SOX2 
SMAD3	inhibits	BRCA1 
Perturbation	activates	CSNK2A2 
Perturbation	activates	E2F6 
Perturbation	activates	FBXO22 
Perturbation	activates	MEN1 
Perturbation	activates	POU2AF1 
Perturbation	activates	RFX1 
Perturbation	activates	USF2 
Perturbation	activates	ZNF76 
AKT1	activates	SMAD3 
MAPK14	activates	RPS6KA5 
RPS6KA5	activates	RELA 
MAPK3	inhibits	MYB 
DUSP9	inhibits	MAPK14 
AKT1	activates	CDK2 
RPS6KA5	activates	ELK1 
RPS6KA5	activates	STAT3 
CSNK2A1	activates	AKT1 
MAPK3	inhibits	AR 
MAPK14	inhibits	MAPK3 
MAPK3	activates	SMAD1 
DUSP9	activates	MAPK3 
MAPK3	activates	ESR1 
RPS6KA5	inhibits	STK11 
AKT1	inhibits	YAP1 
MAPK3	activates	PPARG 
Perturbation	inhibits	DUSP9 
MAPK3	activates	EP300 
Perturbation	activates	DUSP14 
DUSP10	inhibits	MAPK3 
Perturbation	activates	DUSP10 
DUSP2	inhibits	MAPK3 
AKT1	activates	CTNNB1 
DUSP7	inhibits	MAPK1 
DUSP7	inhibits	MAPK14 
Perturbation	inhibits	DUSP7 
MAP2K1	activates	MAPK3 
E2F1	inhibits	MYBL2 
CDK5	inhibits	RB1 
CDK5	inhibits	MAP2K1 
MAP2K1	activates	STAT3 
MAP2K1	activates	MAPK14 
MAP2K1	activates	FOXM1 
E2F1	inhibits	NFKB1 
E2F1	inhibits	TBP 
MAP2K1	activates	ELK1 
NOTCH1	activates	PAX8 
NOTCH1	activates	SOX2 
RB1	inhibits	E2F1 
ABL1	activates	CDK5 
NOTCH1	activates	SMAD1 
EP300	activates	FLI1 
YY1	inhibits	NOTCH1 
EP300	activates	MYOD1 
EP300	activates	SMAD1 
MAPK1	activates	E2F1 
DUSP8	activates	MAPK14 
Perturbation	inhibits	DUSP8 
DUSP8	inhibits	MAPK3 
Perturbation	activates	DUSP7 
RPS6KA4	activates	RELA 
CDK1	activates	CSNK2A1 
MAPK1	inhibits	CDK1 
MAPK14	activates	RPS6KA4 
CDK1	activates	AR 
CDK1	activates	FOXM1 
CDK1	inhibits	MYOD1 
RPS6KA4	inhibits	STK11 
E2F1	activates	BRCA1 
Perturbation	activates	DUSP9 
AKT3	activates	CTNNB1 
CSNK2A1	activates	AKT3 
AKT3	activates	CDK2 
AKT3	inhibits	YAP1 
MAPK3	activates	E2F1 
CDK2	inhibits	E2F1 
Perturbation	activates	DUSP2 
ATR	inhibits	PLK1 
PLK1	activates	FOXM1 
PLK1	activates	YY1 
ATR	activates	E2F1 
ATR	activates	KMT2A 
ABL1	activates	ATR 
DUSP8	inhibits	MAPK1 
Perturbation	activates	DUSP8 
DUSP26	inhibits	MAPK14 
Perturbation	activates	DUSP26 
DUSP9	activates	MAPK1 
Perturbation	inhibits	DUSP26 
MAP2K1	activates	MAPK1 
WDR83	activates	MAP2K1 
Perturbation	activates	WDR83 
LAMTOR3	activates	MAP2K1 
MAP2K1	activates	RPS6KA2 
Perturbation	activates	LAMTOR3 
RPS6KA2	inhibits	STK11 
LAMTOR3	activates	MAPK1 
Perturbation	inhibits	LAMTOR3 
Perturbation	inhibits	WDR83 
