"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-212436","R-HSA-212436","Generic Transcription Pathway","31/47","481/2914",2.65633868277909e-14,1.33082568007233e-11,7.18609517341292e-12,"STAT1/CSNK2A1/RB1/CTNNB1/SMAD3/MAPK3/MEN1/MAPK14/SMAD4/AR/CSNK2A2/AKT2/MAPK1/CDK2/ESR1/YAP1/GATA2/MAX/STK11/EP300/ABL1/BRCA1/AKT1/E2F1/CDK5/NOTCH1/YY1/CDK1/AKT3/ATR/LAMTOR3",31
"R-HSA-73857","R-HSA-73857","RNA Polymerase II Transcription","31/47","499/2914",7.67429447858711e-14,1.92241076688607e-11,1.03804930578784e-11,"STAT1/CSNK2A1/RB1/CTNNB1/SMAD3/MAPK3/MEN1/MAPK14/SMAD4/AR/CSNK2A2/AKT2/MAPK1/CDK2/ESR1/YAP1/GATA2/MAX/STK11/EP300/ABL1/BRCA1/AKT1/E2F1/CDK5/NOTCH1/YY1/CDK1/AKT3/ATR/LAMTOR3",31
"R-HSA-1266738","R-HSA-1266738","Developmental Biology","27/47","397/2914",1.34248674934431e-12,2.241952871405e-10,1.21059331432101e-10,"CSNK2A1/STAT3/KDM6A/CTNNB1/SMAD3/MAPK3/MAPK14/SMAD4/NFKB1/CSNK2A2/AKT2/MAPK1/RELA/CDK2/GATA2/EP300/ABL1/AKT1/RPS6KA5/MAP2K1/E2F1/CDK5/NOTCH1/YY1/RPS6KA4/AKT3/RPS6KA2",27
"R-HSA-8878166","R-HSA-8878166","Transcriptional regulation by RUNX2","13/47","62/2914",3.989659186806e-12,4.99704813147451e-10,2.69826950265563e-10,"STAT1/RB1/MAPK3/SMAD4/AR/AKT2/MAPK1/ESR1/YAP1/ABL1/AKT1/CDK1/AKT3",13
"R-HSA-112409","R-HSA-112409","RAF-independent MAPK1/3 activation","9/47","23/2914",2.2873881345594e-11,2.29196291082852e-09,1.23759736964582e-09,"MAPK3/MAPK1/DUSP10/DUSP2/DUSP9/DUSP7/MAP2K1/DUSP8/CDK1",9
"R-HSA-5633007","R-HSA-5633007","Regulation of TP53 Activity","13/47","95/2914",1.16055201816843e-09,9.69060935170638e-08,5.23266436261906e-08,"CSNK2A1/MAPK14/CSNK2A2/AKT2/CDK2/STK11/EP300/BRCA1/AKT1/CDK5/CDK1/AKT3/ATR",13
"R-HSA-5675221","R-HSA-5675221","Negative regulation of MAPK pathway","8/47","34/2914",3.27032432081745e-08,2.34061783532792e-06,1.26386969992494e-06,"MAPK3/MAPK1/DUSP10/DUSP2/DUSP9/DUSP7/MAP2K1/DUSP8",8
"R-HSA-8941326","R-HSA-8941326","RUNX2 regulates bone development","7/47","24/2914",5.03994335484391e-08,3.156264525971e-06,1.70429663446696e-06,"RB1/MAPK3/SMAD4/AR/MAPK1/YAP1/ABL1",7
"R-HSA-1640170","R-HSA-1640170","Cell Cycle","17/47","249/2914",1.0696531115824e-07,5.95440232114201e-06,3.21521461610147e-06,"CSNK2A1/RB1/MAPK3/CSNK2A2/AKT2/MAPK1/CDK2/MAX/EP300/ABL1/BRCA1/AKT1/E2F1/CDK1/AKT3/ATR/PLK1",17
"R-HSA-69278","R-HSA-69278","Cell Cycle, Mitotic","15/47","191/2914",1.20093870727932e-07,6.01670292346939e-06,3.24885523969247e-06,"CSNK2A1/RB1/MAPK3/CSNK2A2/AKT2/MAPK1/CDK2/MAX/EP300/ABL1/AKT1/E2F1/CDK1/AKT3/PLK1",15
