"","Gene set","Overlap","pValue","pAdj"
"1","#upgenes.DNA_0","SFN, ARID3A","0.876516273314907",1
"2","#upgenes.ERS_0","SHC1","0.682016322788889",1
"3","#upgenes.HTS_0","CSNK2A1, CSNK2B","0.648187842291682",1
"4","#upgenes.HYP_0","CDK1, JUN, TP53","0.550168340300361",1
"5","#upgenes.MTL_0","","1",1
"6","#upgenes.OXD_0","RAF1, SMAD3","0.594428276327735",1
"7","#upgenes.DNA_0.25","SFN, ARID3A","0.857855499049526",1
"8","#upgenes.ERS_0.25","SHC1","0.649072686754532",1
"9","#upgenes.HTS_0.25","CSNK2A1","0.85925302564861",1
"10","#upgenes.HYP_0.25","CDK1, JUN, TP53","0.487243685957879",1
"11","#upgenes.MTL_0.25","","1",1
"12","#upgenes.OXD_0.25","RAF1, SMAD3","0.542857194951856",1
"13","#upgenes.DNA_0.45","SFN, ARID3A","0.812258508073948",1
"14","#upgenes.ERS_0.45","SHC1","0.547466768174889",1
"15","#upgenes.HTS_0.45","CSNK2A1","0.805881544765089",1
"16","#upgenes.HYP_0.45","JUN","0.90726886369906",1
"17","#upgenes.MTL_0.45","","1",1
"18","#upgenes.OXD_0.45","SMAD3","0.790095143360327",1
"19","#upgenes.DNA_0.5","SFN, ARID3A","0.812258508073948",1
"20","#upgenes.ERS_0.5","SHC1","0.547466768174889",1
"21","#upgenes.HTS_0.5","CSNK2A1","0.805881544765089",1
"22","#upgenes.HYP_0.5","JUN","0.90726886369906",1
"23","#upgenes.MTL_0.5","","1",1
"24","#upgenes.OXD_0.5","SMAD3","0.790095143360327",1
"25","#upgenes.DNA_0.65","SFN, ARID3A","0.672814272458002",1
"26","#upgenes.ERS_0.65","","1",1
"27","#upgenes.HTS_0.65","CSNK2A1","0.682016322788889",1
"28","#upgenes.HYP_0.65","JUN","0.86756480235408",1
"29","#upgenes.MTL_0.65","","1",1
"30","#upgenes.OXD_0.65","SMAD3","0.613621857010134",1
"31","#upgenes.DNA_0.75","SFN, ARID3A","0.672814272458002",1
"32","#upgenes.ERS_0.75","","1",1
"33","#upgenes.HTS_0.75","","1",1
"34","#upgenes.HYP_0.75","JUN","0.737277870607723",1
"35","#upgenes.MTL_0.75","","1",1
"36","#upgenes.OXD_0.75","SMAD3","0.613621857010134",1
"37","#upgenes.DNA_0.85","SFN","0.729999835923064",1
"38","#upgenes.ERS_0.85","","1",1
"39","#upgenes.HTS_0.85","","1",1
"40","#upgenes.HYP_0.85","JUN","0.54177371864296",1
"41","#upgenes.MTL_0.85","","1",1
"42","#upgenes.OXD_0.85","","1",1
"43","#upgenes.DNA_0.95","SFN","0.729999835923064",1
"44","#upgenes.ERS_0.95","","1",1
"45","#upgenes.HTS_0.95","","1",1
"46","#upgenes.HYP_0.95","JUN","0.54177371864296",1
"47","#upgenes.MTL_0.95","","1",1
"48","#upgenes.OXD_0.95","","1",1
"49","#upgenes.DNA_1","SFN","0.729999835923064",1
"50","#upgenes.ERS_1","","1",1
"51","#upgenes.HTS_1","","1",1
"52","#upgenes.HYP_1","JUN","0.54177371864296",1
"53","#upgenes.MTL_1","","1",1
"54","#upgenes.OXD_1","","1",1
"55","#dngenes.DNA_0","SFN, ARID3A","0.876516273314907",1
