NodeName	NodeID	Regulation	Score	Correct	Incorrect	Ambiguous	p-value	Enrichment p-value
TLK2	2461	1	17	20	3	2	0.0165172206768132	1
ASF1A	321	1	16	21	5	4	0.0559623073758011	1
EP300	492	1	16	21	5	5	0.0559623073758011	1
SENP3	789	1	16	21	5	4	0.0559623073758011	1
LATS2	2310	-1	16	18	2	11	0.00276016037401236	1
ZFPM2	3482	-1	16	21	5	4	0.0559623073758011	1
ATF2	340	1	15	18	3	5	0.0298856548856548	1
ING2	741	1	15	17	2	12	0.0123871333548752	1
MAPK9	933	1	15	17	2	12	0.0123871333548752	1
DTX1	1066	1	15	20	5	5	0.071031307948316	1
TBL1Y	2468	1	15	16	1	11	0.000760499595963505	1
TADA3	3339	1	15	17	2	12	0.0123871333548752	1
CTBP1	445	-1	15	16	1	14	0.000760499595963505	1
HIF1AN	713	-1	15	20	5	5	0.071031307948316	1
MDM4	742	-1	15	17	2	12	0.0123871333548752	1
ANKRD12	3310	-1	15	17	2	9	0.0123871333548752	1
PIN1	480	1	14	17	3	11	0.00383577633576454	1
ACVR1B	1074	1	14	18	4	7	0.01954703970833	1
MTMR4	1124	1	14	18	4	7	0.01954703970833	1
NOTCH2	1220	1	14	19	5	4	0.0399022166099964	1
ACVR1C	1231	1	14	18	4	7	0.01954703970833	1
EIF4E	1268	1	14	18	4	7	0.01954703970833	1
PRCC	1832	1	14	17	3	3	0.0142078740276084	1
STIL	2163	1	14	17	3	9	0.00383577633576454	1
LATS1	833	-1	14	18	4	7	0.0111907678960203	1
SFN	2027	-1	14	18	4	9	0.00591440413696421	1
YWHAG	2028	-1	14	17	3	11	0.00773359002036724	1
AMOT	2044	-1	14	18	4	7	0.0111907678960203	1
TJP2	2207	-1	14	18	4	7	0.0111907678960203	1
TUBB	2244	-1	14	18	4	7	0.01954703970833	1
STRAP	3155	-1	14	18	4	7	0.01954703970833	1
SMAD3	289	1	13	18	5	8	0.0313208790086424	1
BRCA2	992	1	13	18	5	6	0.0313208790086424	1
SKIL	1084	1	13	17	4	8	0.0247166799773411	1
CXCL8	1488	1	13	17	4	10	0.0962110034690678	1
PPP3CA	1826	1	13	14	1	16	0.00690209734218482	1
ACVR2A	1845	1	13	15	2	4	0.0061723436595468	1
KPNB1	2645	1	13	18	5	6	0.0313208790086424	1
RCAN1	1986	-1	13	13	0	8	0.00261906232001854	1
YWHAB	2029	-1	13	18	5	8	0.0103128109392034	1
YWHAE	2030	-1	13	16	3	12	0.00986792424737301	1
EID2	2550	-1	13	18	5	6	0.0313208790086424	1
RALB	220	1	12	16	4	11	0.0801753505738327	1
SMAD2	263	1	12	16	4	11	0.0512130181435086	1
