"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-212436","R-HSA-212436","Generic Transcription Pathway","33/49","481/2914",1.4456863795809e-15,6.36102007015596e-13,4.45880114965478e-13,"JUN/MAPK1/MAX/MYC/SFN/SMAD3/SMAD4/TP53/WWTR1/YAP1/YWHAZ/ATR/BCL6/CDK1/CSNK2A1/CSNK2B/CTNNB1/E2F1/NOTCH1/PIN1/RB1/ATF2/FOXO4/STAT1/MEF2C/TWIST1/ARID3A/TP73/VDR/TEAD1/TEAD4/KMT2A/MYBL2",33
"R-HSA-73857","R-HSA-73857","RNA Polymerase II Transcription","33/49","499/2914",4.51647159172065e-15,9.93623750178544e-13,6.96487461249553e-13,"JUN/MAPK1/MAX/MYC/SFN/SMAD3/SMAD4/TP53/WWTR1/YAP1/YWHAZ/ATR/BCL6/CDK1/CSNK2A1/CSNK2B/CTNNB1/E2F1/NOTCH1/PIN1/RB1/ATF2/FOXO4/STAT1/MEF2C/TWIST1/ARID3A/TP73/VDR/TEAD1/TEAD4/KMT2A/MYBL2",33
"R-HSA-8878159","R-HSA-8878159","Transcriptional regulation by RUNX3","10/49","53/2914",7.86927799758258e-09,1.15416077297878e-06,8.09017001154982e-07,"MYC/SMAD3/SMAD4/TP53/WWTR1/YAP1/CTNNB1/NOTCH1/TEAD1/TEAD4",10
"R-HSA-450282","R-HSA-450282","MAPK targets/ Nuclear events mediated by MAP kinases","7/49","30/2914",3.71233684535064e-07,4.08357052988571e-05,2.8624070939151e-05,"JUN/MAPK1/MAPK9/RPS6KA2/RPS6KA5/ATF2/MEF2C",7
"R-HSA-3700989","R-HSA-3700989","Transcriptional Regulation by TP53","14/49","194/2914",1.79207548816655e-06,0.000157702642958657,0.000110542761691116,"JUN/SFN/TP53/YWHAZ/ATR/BCL6/CDK1/CSNK2A1/CSNK2B/E2F1/PIN1/ATF2/ARID3A/TP73",14
"R-HSA-9616222","R-HSA-9616222","Transcriptional regulation of granulopoiesis","6/49","27/2914",3.74283602093768e-06,0.00027447464153543,0.000192394904234165,"CEBPA/MYC/STAT3/E2F1/CEBPB/KMT2A",6
"R-HSA-8878166","R-HSA-8878166","Transcriptional regulation by RUNX2","8/49","62/2914",6.02408447371814e-06,0.000378656738347997,0.000265422067789386,"MAPK1/SMAD4/WWTR1/YAP1/CDK1/RB1/STAT1/TWIST1",8
"R-HSA-1266738","R-HSA-1266738","Developmental Biology","19/49","397/2914",8.69353774202806e-06,0.000478144575811543,0.000335158757686082,"CEBPA/JUN/MAPK1/MYC/RPS6KA2/SHC1/SMAD3/SMAD4/STAT3/CSNK2A1/CSNK2B/CTNNB1/E2F1/NOTCH1/RPS6KA5/CEBPB/MEF2C/KMT2A/MYOD1",19
"R-HSA-1538133","R-HSA-1538133","G0 and Early G1","5/49","19/2914",1.06406451231603e-05,0.000520209317132282,0.000364644329951576,"MAX/MYC/CDK1/E2F1/MYBL2",5
"R-HSA-109606","R-HSA-109606","Intrinsic Pathway for Apoptosis","7/49","49/2914",1.22918190194783e-05,0.000540840036857045,0.000379105576074436,"MAPK1/SFN/STAT3/TP53/YWHAZ/E2F1/TP73",7
