X1	X3	X2
MAPK14	activates	MAPKAPK2 
CSNK2A1	activates	CTNNB1 
CTNNB1	activates	TCF7L2 
SMAD2	activates	TCF7L2 
MAPK14	activates	FOS 
CDK1	activates	CSNK2A1 
SMAD2	activates	SP1 
SP1	activates	SREBF1 
CKS1B	activates	CDK1 
PAK1	activates	CTNNB1 
MAPK14	activates	MEF2C 
PPP2CA	activates	SMAD2 
NR4A1	activates	NR2F2 
NR2F2	activates	PROX1 
DUSP2	activates	MAPK14 
MAPK14	activates	STAT3 
CTNNB1	activates	NR4A1 
MAPK14	activates	CSNK2A1 
PPP2CA	activates	CTNNB1 
PPP2CA	activates	SP1 
CSNK2A1	activates	TWIST1 
MAPK3	inhibits	MYB 
CSNK2A1	activates	ATF1 
MAPK3	inhibits	STK11 
MAPK14	activates	TWIST1 
CDK1	activates	SP1 
SP2	activates	IRF1 
TLX1	inhibits	PPP2CA 
CSNK2A1	activates	HDAC1 
CDK1	activates	SREBF1 
CSNK2A1	activates	HDAC3 
CSNK2A1	activates	YY1 
HDAC3	activates	HDAC1 
MAPK14	activates	HBP1 
MAPK3	inhibits	BCL6 
MAPK3	inhibits	PAK1 
MAPKAPK2	activates	ETV1 
PAK1	activates	ELF3 
STK11	activates	ETV4 
STAT3	activates	TWIST1 
SMAD2	activates	ZEB2 
SMAD2	activates	MEF2C 
Perturbation	activates	CKS1B 
Perturbation	activates	DUSP2 
Perturbation	activates	E2F7 
Perturbation	activates	SP2 
MAPK3	activates	GABPA 
TWIST1	inhibits	RELA 
HDAC3	inhibits	RELA 
MAPK14	inhibits	MAPK3 
ATF2	activates	ATF3 
MAPK3	activates	SMAD3 
SMAD3	activates	SMAD4 
NR0B2	activates	HNF4A 
SMAD4	activates	MEF2A 
NR0B2	activates	ESRRA 
NFKB1	activates	RELA 
HDAC3	inhibits	NFKB1 
PPP2CA	inhibits	ELF1 
PPP2CA	inhibits	MAPK3 
PPP2CA	inhibits	RELA 
MAPK3	activates	SMAD4 
CSNK2A1	inhibits	SPIB 
CSNK2A1	inhibits	ARNT 
CTNNB1	inhibits	SOX2 
FHL5	activates	CREM 
MAPK3	activates	ATF2 
HDAC1	inhibits	RELA 
MAPK3	activates	CIITA 
CDK1	inhibits	CUX1 
MAPK3	activates	RELA 
DUSP2	inhibits	MAPK3 
HDAC1	inhibits	KLF1 
SMAD4	activates	ATF2 
HDAC1	inhibits	SMAD4 
HDAC1	inhibits	SMAD3 
CIITA	activates	NFYB 
BTAF1	activates	TBP 
PROX1	inhibits	HNF4A 
Perturbation	inhibits	BTAF1 
Perturbation	inhibits	FHL5 
Perturbation	inhibits	NR0B2 
Perturbation	inhibits	TLX1 
MAPK1	inhibits	CDK1 
TIPRL	inhibits	PPP2CA 
MAPK1	inhibits	MYB 
MAPK1	inhibits	STK11 
DUSP7	inhibits	MAPK14 
MAPK1	inhibits	BCL6 
AKT3	inhibits	NR4A1 
Perturbation	inhibits	E2F7 
Perturbation	inhibits	SP2 
MAPK1	activates	GABPA 
MAPK14	inhibits	MAPK1 
BRCA1	activates	SOX2 
MAPK1	activates	SMAD3 
PPP2CA	inhibits	AKT3 
PPP2CA	inhibits	MAPK1 
MAPK1	activates	SMAD4 
AKT3	activates	BRCA1 
MAPK1	activates	MAPK3 
MAPK1	activates	ATF2 
MAPK1	activates	CIITA 
MAPK1	activates	RELA 
BRCA1	activates	NFKB1 
Perturbation	activates	BTAF1 
Perturbation	activates	DUSP7 
Perturbation	activates	FHL5 
Perturbation	activates	NR0B2 
Perturbation	activates	TIPRL 
STAT1	activates	IRF1 
MAPK14	activates	STAT1 
TLX1	inhibits	PPP2CB 
CTBP1	activates	ZEB2 
STAT3	activates	STAT1 
HDAC1	activates	CTBP1 
Perturbation	inhibits	UNC5CL 
PPP2CB	inhibits	ELF1 
STAT1	inhibits	RELA 
UNC5CL	inhibits	NFKB1 
Perturbation	activates	TLX1 
