"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-212436","R-HSA-212436","Generic Transcription Pathway","59/122","481/2914",5.04149655443753e-17,3.58954554675952e-14,2.06966700655857e-14,"AXIN1/CDK4/CREBBP/CTNNB1/CUL1/E2F4/MAPK1/MAPK3/MAX/MDM2/MYC/RBL1/SMAD3/SP1/TFDP1/TP53/ABL1/BLK/CDK5/E2F1/EGFR/STAT1/CSNK2A1/CSNK2A2/FBXW7/HDAC1/PPP2CA/PPP2CB/RB1/MAPK14/PTPN1/SMAD4/IL2RA/NCOR2/AKT1/TXN/SMAD2/CCNE1/GSK3B/MAF/MAPK11/SRC/FOXO1/SMAD6/TP73/YAP1/AR/MYB/NOTCH1/TCF7/MYBL2/BCL6/ESR1/KLF4/YY1/TBP/FOS/MEF2C/NR2C2",59
"R-HSA-73857","R-HSA-73857","RNA Polymerase II Transcription","59/122","499/2914",3.1893661485878e-16,1.13541434889726e-13,6.54659367341706e-14,"AXIN1/CDK4/CREBBP/CTNNB1/CUL1/E2F4/MAPK1/MAPK3/MAX/MDM2/MYC/RBL1/SMAD3/SP1/TFDP1/TP53/ABL1/BLK/CDK5/E2F1/EGFR/STAT1/CSNK2A1/CSNK2A2/FBXW7/HDAC1/PPP2CA/PPP2CB/RB1/MAPK14/PTPN1/SMAD4/IL2RA/NCOR2/AKT1/TXN/SMAD2/CCNE1/GSK3B/MAF/MAPK11/SRC/FOXO1/SMAD6/TP73/YAP1/AR/MYB/NOTCH1/TCF7/MYBL2/BCL6/ESR1/KLF4/YY1/TBP/FOS/MEF2C/NR2C2",59
"R-HSA-8939211","R-HSA-8939211","ESR-mediated signaling","23/122","108/2914",2.47087785813997e-11,5.86421678331887e-09,3.38120127955996e-09,"AXIN1/CREBBP/MAPK1/MAPK3/MYC/SP1/EGFR/PTK2/HDAC1/PIK3R1/SHC1/GNB3/GNGT1/AKT1/SRC/HRAS/MYB/FOXA1/ESR1/USF1/YY1/TBP/FOS",23
"R-HSA-168142","R-HSA-168142","Toll Like Receptor 10 (TLR10) Cascade","19/122","78/2914",1.37636509425273e-10,1.63328657851324e-08,9.41723485541343e-09,"CUL1/IKBKB/MAP2K1/MAP3K1/MAPK1/MAPK3/MAPK8/PPP2CA/PPP2CB/RELA/ECSIT/MAPK14/NFKB1/MAPK10/MAPK11/TAB1/ATF1/FOS/MEF2C",19
"R-HSA-168176","R-HSA-168176","Toll Like Receptor 5 (TLR5) Cascade","19/122","78/2914",1.37636509425273e-10,1.63328657851324e-08,9.41723485541343e-09,"CUL1/IKBKB/MAP2K1/MAP3K1/MAPK1/MAPK3/MAPK8/PPP2CA/PPP2CB/RELA/ECSIT/MAPK14/NFKB1/MAPK10/MAPK11/TAB1/ATF1/FOS/MEF2C",19
"R-HSA-975871","R-HSA-975871","MyD88 cascade initiated on plasma membrane","19/122","78/2914",1.37636509425273e-10,1.63328657851324e-08,9.41723485541343e-09,"CUL1/IKBKB/MAP2K1/MAP3K1/MAPK1/MAPK3/MAPK8/PPP2CA/PPP2CB/RELA/ECSIT/MAPK14/NFKB1/MAPK10/MAPK11/TAB1/ATF1/FOS/MEF2C",19
"R-HSA-8878166","R-HSA-8878166","Transcriptional regulation by RUNX2","17/122","62/2914",1.86054081806741e-10,1.89243580352e-08,1.09114423916736e-08,"CDK4/CUL1/MAPK1/MAPK3/ABL1/STAT1/FBXW7/RB1/SMAD4/AKT1/GSK3B/MAF/SRC/SMAD6/YAP1/AR/ESR1",17
"R-HSA-2559583","R-HSA-2559583","Cellular Senescence","21/122","99/2914",2.21493622849741e-10,1.9712932433627e-08,1.13661201199209e-08,"CDK4/MAPK1/MAPK3/MAPK8/MDM2/SP1/TFDP1/TP53/E2F1/STAT3/RB1/RELA/MAPK14/NFKB1/MAPK10/TXN/CCNE1/MAPK11/TNIK/FOS/CEBPB",21
"R-HSA-975138","R-HSA-975138","TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation","19/122","83/2914",4.40241403378332e-10,3.10783362169606e-08,1.79192062753026e-08,"CUL1/IKBKB/MAP2K1/MAP3K1/MAPK1/MAPK3/MAPK8/PPP2CA/PPP2CB/RELA/ECSIT/MAPK14/NFKB1/MAPK10/MAPK11/TAB1/ATF1/FOS/MEF2C",19
"R-HSA-1266738","R-HSA-1266738","Developmental Biology","43/122","397/2914",4.94673265669271e-10,3.10783362169606e-08,1.79192062753026e-08,"CDK4/CREBBP/CTNNB1/MAP2K1/MAPK1/MAPK3/MAPK8/MYC/SMAD3/TFDP1/ABL1/CDK5/E2F1/EGFR/PTK2/STAT3/CSNK2A1/CSNK2A2/RELA/MAPK14/PIK3R1/SHC1/PLCG1/RHOA/SMAD4/NCOR2/NFKB1/AKT1/PAK1/RAC1/EPHA4/SMAD2/GSK3B/MAPK11/SRC/HRAS/FOXO1/MYB/NOTCH1/KLF4/YY1/MEF2C/CEBPB",43
