"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-212436","R-HSA-212436","Generic Transcription Pathway","62/118","481/2914",3.03568211713548e-20,2.07944225023781e-17,1.20788193713391e-17,"CCND1/CDK4/CREBBP/MTOR/RB1/SMAD3/SMAD4/AKT1/AKT3/CDK2/CHEK2/CSNK2A1/HDAC1/HDAC2/MDC1/PML/PRKACA/PTEN/SP1/TP53/CASP1/FOXO1/MAPK1/MAPK3/NOTCH1/ABL1/ATM/CDK1/CHEK1/DYRK2/EP300/FBXW7/FOXO3/GADD45A/MAPK14/PINK1/PPP2R5C/ITCH/SRC/SMURF1/MAPK11/MET/STAT1/CCNA2/CDKN1A/KLF4/MYC/NR4A1/SKP2/CTNNB1/TCF7/JUN/SMAD2/SREBF1/JUNB/LEF1/TWIST1/VDR/AR/SMAD1/TFDP1/NR2F1",62
"R-HSA-73857","R-HSA-73857","RNA Polymerase II Transcription","62/118","499/2914",2.29172336846498e-19,7.84915253699257e-17,4.55932333305139e-17,"CCND1/CDK4/CREBBP/MTOR/RB1/SMAD3/SMAD4/AKT1/AKT3/CDK2/CHEK2/CSNK2A1/HDAC1/HDAC2/MDC1/PML/PRKACA/PTEN/SP1/TP53/CASP1/FOXO1/MAPK1/MAPK3/NOTCH1/ABL1/ATM/CDK1/CHEK1/DYRK2/EP300/FBXW7/FOXO3/GADD45A/MAPK14/PINK1/PPP2R5C/ITCH/SRC/SMURF1/MAPK11/MET/STAT1/CCNA2/CDKN1A/KLF4/MYC/NR4A1/SKP2/CTNNB1/TCF7/JUN/SMAD2/SREBF1/JUNB/LEF1/TWIST1/VDR/AR/SMAD1/TFDP1/NR2F1",62
"R-HSA-5663202","R-HSA-5663202","Diseases of signal transduction","42/118","268/2914",5.08442394103029e-16,1.16094346653525e-13,6.74355175336649e-14,"CHUK/CREBBP/MTOR/SMAD3/SMAD4/STAT3/AKT1/AKT3/HDAC1/HDAC2/PTEN/CASP9/FOXO1/MAPK1/MAPK3/NOTCH1/PIK3R1/SHC1/EP300/FBXW7/FOXO3/PPP2R5C/GAB2/PIK3CA/IRS2/CSK/SRC/FYN/MET/STAT1/CDKN1A/MYC/NR4A1/CTNNB1/FZD4/FZD5/FZD6/FZD8/WNT3A/SMAD2/STAT5A/CUX1",42
"R-HSA-1266738","R-HSA-1266738","Developmental Biology","47/118","397/2914",4.02711423429474e-13,6.89643312622973e-11,4.0059188962195e-11,"CDK4/CREBBP/NFKB1/RELA/SMAD3/SMAD4/STAT3/AKT1/AKT3/CDK2/CSNK2A1/PML/PRKACA/FOXO1/MAPK1/MAPK3/NOTCH1/EPHA2/MAPK8/PIK3R1/SHC1/ABL1/EP300/FOXO3/MAPK14/GAB2/PIK3CA/IRS2/ITGA1/SRC/PRKCA/FYN/MAPK11/MET/CDKN1A/KLF4/MYC/CTNNB1/TCF4/JUN/SMAD2/SREBF1/FLI1/LEF1/SREBF2/TFDP1/MYOD1",47
"R-HSA-8878166","R-HSA-8878166","Transcriptional regulation by RUNX2","19/118","62/2914",8.17742709969014e-13,1.12030751265755e-10,6.50751040775342e-11,"CCND1/CDK4/RB1/SMAD4/AKT1/AKT3/MAPK1/MAPK3/ABL1/CDK1/FBXW7/SRC/SMURF1/STAT1/CDKN1A/SKP2/TWIST1/AR/SMAD1",19
"R-HSA-9614085","R-HSA-9614085","FOXO-mediated transcription","16/118","49/2914",2.06176832327992e-11,2.35385216907791e-09,1.36727794070142e-09,"CREBBP/SMAD3/SMAD4/AKT1/AKT3/HDAC1/HDAC2/FOXO1/EP300/FOXO3/GADD45A/PINK1/CDKN1A/KLF4/SMAD2/SREBF1",16
"R-HSA-1643685","R-HSA-1643685","Disease","47/118","443/2914",2.60852793111908e-11,2.55263090402367e-09,1.48274219242558e-09,"CDK4/CHUK/CREBBP/MTOR/NFKB1/RELA/SMAD3/SMAD4/STAT3/AKT1/AKT3/HDAC1/HDAC2/PRKACA/PTEN/CASP9/FOXO1/MAPK1/MAPK3/NOTCH1/PIK3R1/SHC1/EP300/FBXW7/FOXO3/PPP2R5C/GAB2/PIK3CA/IRS2/CSK/SRC/FYN/MET/STAT1/CDKN1A/MYC/NR4A1/CTNNB1/FZD4/FZD5/FZD6/FZD8/WNT3A/JUN/SMAD2/STAT5A/CUX1",47
"R-HSA-3858494","R-HSA-3858494","Beta-catenin independent WNT signaling","18/118","76/2914",4.14265515810491e-10,3.54714847912733e-08,2.06042585495218e-08,"PPP3CA/PARD6A/PRKCA/SMURF1/CTNNB1/DVL1/FZD1/FZD2/FZD3/FZD4/FZD5/FZD6/FZD7/FZD8/RYK/TCF7/LEF1/NFATC1",18
"R-HSA-2559583","R-HSA-2559583","Cellular Senescence","20/118","99/2914",8.53649288855121e-10,6.22081021739577e-08,3.61347101371587e-08,"CDK4/NFKB1/RB1/RELA/STAT3/CDK2/MAPK9/SP1/TP53/MAPK1/MAPK3/MAPK8/ATM/MAPK14/MAPK11/CCNA2/CDKN1A/JUN/E2F3/TFDP1",20
"R-HSA-8878159","R-HSA-8878159","Transcriptional regulation by RUNX3","15/118","53/2914",9.08147476992083e-10,6.22081021739577e-08,3.61347101371587e-08,"CCND1/CREBBP/SMAD3/SMAD4/TP53/NOTCH1/EP300/FOXO3/SRC/SMURF1/CDKN1A/MYC/CTNNB1/TCF7/LEF1",15
