X1	X3	X2
HIF1A	activates	TP53 
MYB	activates	GATA3 
AR	inhibits	FOXO3 
CDK1	activates	CSNK2A1 
MAPK1	inhibits	CDK1 
E2F1	inhibits	MYBL2 
EGR1	activates	TP53 
SMAD3	activates	MEF2C 
CREB1	activates	SMAD3 
NR0B2	activates	HNF4A 
SMAD3	activates	GATA3 
NR0B2	activates	ESRRA 
GSK3A	activates	CREB1 
CREB1	activates	TAF1 
PPP2CA	inhibits	ELF1 
PPP2CA	inhibits	RELA 
SRC	inhibits	HNF4A 
PRKCD	inhibits	FLI1 
PRKCD	inhibits	GSK3A 
MAPK1	inhibits	FOXO3 
CSNK2A1	activates	TFAP2A 
MAPK1	inhibits	MYB 
RELA	activates	EGR1 
MAPK1	inhibits	STK11 
STK11	activates	TP53 
CDK1	activates	TP53 
NFIB	inhibits	NFIC 
CDK2	inhibits	SMAD3 
CSNK2A1	activates	RELA 
CDK2	inhibits	FOXO3 
MAPK1	inhibits	CEBPA 
GSK3A	activates	MAF 
CSNK2A1	activates	TP53 
CSNK1D	inhibits	HIF1A 
GATA1	inhibits	GATA2 
STK11	activates	ETV4 
CREB1	activates	TP53 
SMAD3	activates	TFDP1 
TP53	activates	BHLHE40 
Perturbation	inhibits	NKRF 
Perturbation	inhibits	NR0B2 
Perturbation	inhibits	TFAP4 
Perturbation	inhibits	ZNF521 
NKRF	inhibits	REL 
MAPK1	activates	CEBPB 
SUMO1	activates	CTCF 
SRC	activates	AR 
CTNNB1	activates	TCF7 
AR	activates	ESR1 
AR	activates	CTNNB1 
CSNK1D	activates	CTNNB1 
GSK3A	inhibits	CTNNB1 
PPP2CA	activates	CTNNB1 
CDK2	activates	ESR1 
MAPK1	activates	ESR1 
CDK2	activates	CEBPB 
CDK2	activates	FOXK2 
SMAD3	inhibits	FOXA1 
SRC	activates	CTNNB1 
SRC	activates	ESR1 
CSNK2A1	inhibits	MAX 
CDK5	activates	AR 
ZNF521	inhibits	EBF1 
CDK5	activates	CLOCK 
CDK5	activates	SRC 
MAPK1	activates	CDK2 
MAPK1	activates	E2F1 
FOXA1	activates	NFIB 
SRC	activates	PRKCD 
IRF2BP1	activates	IRF2 
MAX	activates	MXI1 
CDK1	inhibits	CUX1 
PIAS2	activates	SUMO1 
CSNK1D	activates	CDK5 
SRC	activates	JAK2 
SRC	activates	MAPK1 
RELA	inhibits	AR 
JAK2	activates	PPP2CA 
EGR1	inhibits	AR 
PRKCD	activates	MAPK1 
MAPK1	activates	GATA1 
ZNF521	inhibits	GATA1 
Perturbation	activates	CSNK1D 
Perturbation	activates	IRF2BP1 
Perturbation	activates	PIAS2 
Perturbation	activates	RFX1 
STAT1	inhibits	HIF1A 
AKT3	inhibits	FOXO3 
STAT1	inhibits	RELA 
AKT3	inhibits	SMAD3 
AKT3	inhibits	GSK3A 
KDM6A	inhibits	FLI1 
AKT3	inhibits	GATA2 
JAK2	activates	STAT1 
AKT3	activates	CTNNB1 
SRC	activates	AKT3 
SRC	activates	STAT1 
STAT1	activates	IRF2 
AKT3	activates	ESR1 
AKT3	activates	CDK2 
MAPK1	activates	STAT1 
Perturbation	activates	KDM6A 
AKT1	inhibits	FOXO3 
AKT1	inhibits	GSK3A 
AKT1	inhibits	GATA2 
AKT1	activates	CTNNB1 
AKT1	activates	CDK2 
SRC	activates	AKT1 
AKT1	activates	ESR1 
AKT2	inhibits	FOXO3 
AKT2	inhibits	SMAD3 
AKT2	inhibits	GSK3A 
AKT2	inhibits	GATA2 
Perturbation	activates	NKRF 
Perturbation	activates	NR0B2 
Perturbation	activates	TFAP4 
Perturbation	activates	ZNF521 
AKT2	activates	CTNNB1 
SRC	activates	AKT2 
AKT2	activates	ESR1 
Perturbation	inhibits	CSNK1D 
Perturbation	inhibits	KDM6A 
Perturbation	inhibits	PIAS2 
Perturbation	inhibits	RFX1 
ZC3H12A	activates	GATA2 
Perturbation	activates	ZC3H12A 
Perturbation	inhibits	IRF2BP1 
IRF2BP2	activates	IRF2 
Perturbation	activates	IRF2BP2 
Perturbation	inhibits	IRF2BP2 
Perturbation	inhibits	ZC3H12A 
PRKCD	activates	STAT1 
