"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-2219530","R-HSA-2219530","Constitutive Signaling by Aberrant PI3K in Cancer","35/130","72/2914",5.43940650600569e-30,3.57369007444574e-27,2.14140845604856e-27,"EGFR/FGFR1/FGFR3/FGFR4/MET/PDGFRA/PDGFRB/AREG/ERBB2/PIK3CA/EREG/FGF1/FGF10/FGF16/FGF17/FGF18/FGF20/FGF22/FGF23/FGF3/FGF4/FGF5/FGF6/ESR1/FGF7/FGF8/FGF9/FYN/PDGFA/PDGFB/SRC/LCK/TGFA/PIK3R1/RAC1",35
"R-HSA-2219528","R-HSA-2219528","PI3K/AKT Signaling in Cancer","38/130","97/2914",2.97938392572679e-28,9.78727619601249e-26,5.86468204327273e-26,"EGFR/FGFR1/FGFR3/FGFR4/MET/PDGFRA/PDGFRB/AREG/ERBB2/PIK3CA/GSK3A/GSK3B/MDM2/EREG/FGF1/FGF10/FGF16/FGF17/FGF18/FGF20/FGF22/FGF23/FGF3/FGF4/FGF5/FGF6/ESR1/FGF7/FGF8/FGF9/FYN/PDGFA/PDGFB/SRC/LCK/TGFA/PIK3R1/RAC1",38
"R-HSA-9006934","R-HSA-9006934","Signaling by Receptor Tyrosine Kinases","64/130","347/2914",2.8402782179312e-27,6.22020929726934e-25,3.72724229300446e-25,"CDK5/EGFR/FGFR1/FGFR3/FGFR4/FLT4/MAPK14/MET/PDGFRA/PDGFRB/RPS6KA3/STAT1/STAT3/AREG/CBL/CTNNB1/ERBB2/PIK3CA/PRKCD/MAP2K1/EREG/FGF1/FGF10/FGF16/FGF17/FGF18/FGF20/FGF22/FGF23/FGF3/FGF4/FGF5/FGF6/ESR1/FGF7/FGF8/FGF9/FLT3LG/IGF2/NGF/BDNF/NTF3/NTF4/FYN/NTRK2/PTK2/PDGFA/PDGFB/SRC/PDGFC/PDGFD/PGF/LCK/LYN/MAPK3/TGFA/CDC42/PIK3R1/PRKCA/RAC1/VEGFA/VEGFB/VEGFC/VEGFD",64
"R-HSA-6811558","R-HSA-6811558","PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling","36/130","92/2914",1.06403497915223e-26,1.74767745325754e-24,1.04723442684983e-24,"EGFR/FGFR1/FGFR3/FGFR4/MET/PDGFRA/PDGFRB/AREG/ERBB2/PIK3CA/EREG/FGF1/FGF10/FGF16/FGF17/FGF18/FGF20/FGF22/FGF23/FGF3/FGF4/FGF5/FGF6/ESR1/FGF7/FGF8/FGF9/FYN/PDGFA/PDGFB/SRC/LCK/MAPK3/TGFA/PIK3R1/RAC1",36
"R-HSA-199418","R-HSA-199418","Negative regulation of the PI3K/AKT network","36/130","99/2914",2.27391809930363e-25,2.98792838248497e-23,1.7904113034517e-23,"EGFR/FGFR1/FGFR3/FGFR4/MET/PDGFRA/PDGFRB/AREG/ERBB2/PIK3CA/EREG/FGF1/FGF10/FGF16/FGF17/FGF18/FGF20/FGF22/FGF23/FGF3/FGF4/FGF5/FGF6/ESR1/FGF7/FGF8/FGF9/FYN/PDGFA/PDGFB/SRC/LCK/MAPK3/TGFA/PIK3R1/RAC1",36
"R-HSA-5663202","R-HSA-5663202","Diseases of signal transduction","54/130","268/2914",2.41416132643393e-24,2.64350665244516e-22,1.58402865980051e-22,"CREBBP/EGFR/FGFR1/FGFR3/FGFR4/MET/PDGFRA/PDGFRB/STAT1/STAT3/AREG/CBL/CTNNB1/ERBB2/PIK3CA/AXIN1/EP300/FBXW7/GSK3A/GSK3B/MAP2K1/MDM2/EREG/FGF1/FGF10/FGF16/FGF17/FGF18/FGF20/FGF22/FGF23/FGF3/FGF4/FGF5/FGF6/ESR1/FGF7/FGF8/FGF9/FYN/PDGFA/PDGFB/SRC/LCK/MAPK3/NOTCH1/TGFA/PIK3R1/RAC1/SMAD2/SMAD3/SMAD4/TGFBR1/TCF7L2",54
"R-HSA-1257604","R-HSA-1257604","PIP3 activates AKT signaling","41/130","172/2914",5.80230319058948e-21,5.44587599459612e-19,3.26325021545934e-19,"EGFR/FGFR1/FGFR3/FGFR4/MET/PDGFRA/PDGFRB/AREG/ERBB2/PIK3CA/GSK3A/GSK3B/MDM2/TP53/EREG/FGF1/FGF10/FGF16/FGF17/FGF18/FGF20/FGF22/FGF23/FGF3/FGF4/FGF5/FGF6/ESR1/FGF7/FGF8/FGF9/FYN/PDGFA/PDGFB/SRC/LCK/MAPK3/TGFA/PIK3R1/RAC1/JUN",41
"R-HSA-9006925","R-HSA-9006925","Intracellular signaling by second messengers","43/130","201/2914",4.81200500708948e-20,3.95185911207223e-18,2.36801299033087e-18,"EGFR/FGFR1/FGFR3/FGFR4/MET/PDGFRA/PDGFRB/AREG/ERBB2/PIK3CA/PRKCD/GSK3A/GSK3B/MDM2/TP53/EREG/FGF1/FGF10/FGF16/FGF17/FGF18/FGF20/FGF22/FGF23/FGF3/FGF4/FGF5/FGF6/ESR1/FGF7/FGF8/FGF9/FYN/PDGFA/PDGFB/SRC/LCK/MAPK3/TGFA/PIK3R1/PRKCA/RAC1/JUN",43
"R-HSA-5654695","R-HSA-5654695","PI-3K cascade:FGFR2","17/130","23/2914",3.10725289101098e-19,2.04676541642008e-17,1.22645240045039e-17,"PIK3CA/FGF1/FGF10/FGF16/FGF17/FGF18/FGF20/FGF22/FGF23/FGF3/FGF4/FGF5/FGF6/FGF7/FGF8/FGF9/PIK3R1",17
"R-HSA-2033519","R-HSA-2033519","Activated point mutants of FGFR2","15/130","17/2914",3.11532026852371e-19,2.04676541642008e-17,1.22645240045039e-17,"FGF1/FGF10/FGF16/FGF17/FGF18/FGF20/FGF22/FGF23/FGF3/FGF4/FGF5/FGF6/FGF7/FGF8/FGF9",15
