X1	X3	X2
EP300	inhibits	BCL6 
SOX17	inhibits	TCF7L2 
CDK1	activates	CSNK2A1 
SUMO1	activates	YAP1 
UBE2I	activates	SUMO1 
SUMO1	activates	CTCF 
MAPK1	inhibits	CDK1 
BRCA1	activates	SOX2 
ATF2	activates	ATF3 
PPP2CA	activates	RB1 
PPP2R1B	activates	PPP2CA 
YAP1	activates	TEAD4 
CSNK2A1	activates	MAZ 
SMAD3	inhibits	FOXA1 
CDK1	activates	BRCA1 
CDK1	activates	FOXK2 
PCGF2	inhibits	UBE2I 
JAZF1	inhibits	NR2C2 
UBE2I	activates	FOXL2 
MAPK1	inhibits	BCL6 
RB1	activates	ATF2 
CSNK2A1	activates	NFATC1 
SMAD3	inhibits	BRCA1 
PEX14	inhibits	NFE2 
Perturbation	activates	GFI1B 
Perturbation	activates	PAWR 
Perturbation	activates	PPP2R1B 
EP300	activates	MYB 
RB1	inhibits	E2F1 
RPS6KA4	activates	FOS 
EP300	activates	SMAD2 
E2F1	activates	TP73 
SUMO1	inhibits	SRF 
SP1	activates	TBX21 
SMAD2	activates	SP1 
MAPK1	activates	SMAD3 
MAPK1	activates	SMAD2 
SMAD3	activates	MEF2C 
RPS6KA4	activates	ATF1 
NR0B2	activates	NR5A2 
MAPK1	activates	FOS 
MAPK1	activates	RPS6KA4 
PPP2CA	inhibits	ELF1 
PPP2CA	inhibits	MAPK1 
EP300	activates	RUNX2 
ROCK2	activates	IRF4 
CDK1	inhibits	MYOD1 
MAPK1	activates	EP300 
STAT1	activates	IRF2 
CSNK2A1	inhibits	SP1 
MEF2C	activates	MYOD1 
UBE2I	inhibits	SOX6 
CEBPE	activates	CEBPG 
YAP1	inhibits	RUNX2 
EP300	activates	SMAD3 
CDK1	inhibits	FOXO3 
CDK1	inhibits	TP73 
EP300	activates	MEF2C 
EP300	activates	MYOD1 
MAPK1	activates	E2F1 
MAPK1	activates	SP1 
MAPK1	activates	CIITA 
PAK1	activates	ELF3 
PAK1	activates	PLK1 
PAWR	inhibits	WT1 
POU2AF1	activates	POU2F2 
MAPK1	activates	PAK1 
PPP2CA	inhibits	PAK1 
MAPK1	activates	ETS1 
MAPK1	activates	STAT1 
EP300	activates	TP73 
PLK1	activates	ROCK2 
SMAD2	activates	SMAD3 
SP1	activates	E2F1 
RB1	inhibits	TAF1 
SMAD2	activates	MEF2C 
CIITA	activates	NFYB 
MAPK1	activates	GATA2 
FOS	activates	ETS1 
Perturbation	inhibits	CEBPE 
Perturbation	inhibits	JAZF1 
Perturbation	inhibits	NR0B2 
Perturbation	inhibits	PAX5 
Perturbation	inhibits	PCGF2 
Perturbation	inhibits	PEX14 
Perturbation	inhibits	POU2AF1 
Perturbation	inhibits	SOX17 
Perturbation	inhibits	SP4 
NOTCH1	activates	SOX2 
RUNX2	inhibits	NOTCH1 
PCSK7	activates	PPP2CA 
Perturbation	inhibits	GFI1B 
Perturbation	inhibits	PAWR 
Perturbation	inhibits	PCSK7 
SMAD4	activates	FOS 
SMAD2	activates	SMAD4 
SMAD3	activates	SMAD4 
SMAD4	activates	ATF1 
EP300	activates	SMAD4 
MAPK1	activates	SMAD4 
Perturbation	activates	CEBPE 
Perturbation	activates	JAZF1 
Perturbation	activates	NR0B2 
Perturbation	activates	PAX5 
Perturbation	activates	PCGF2 
Perturbation	activates	PEX14 
Perturbation	activates	POU2AF1 
Perturbation	activates	SOX17 
Perturbation	activates	SP4 
TLX1	inhibits	PPP2CA 
TLX1	inhibits	RB1 
Perturbation	activates	TLX1 
SUMO1	activates	TRAF6 
TRAF6	inhibits	MYB 
CSNK2A1	activates	CTNNB1 
CTNNB1	activates	TCF7L2 
PPP2CA	activates	CTNNB1 
SOX6	inhibits	CTNNB1 
YAP1	activates	CTNNB1 
Perturbation	inhibits	PPP2R1B 
TIPRL	inhibits	PPP2CA 
Perturbation	activates	TIPRL 
IGBP1	activates	PPP2CA 
Perturbation	inhibits	IGBP1 
CTNNB1	inhibits	SOX2 
CTNNB1	activates	FOXO3 
EP300	activates	CTNNB1 
PAK1	activates	CTNNB1 
CTNNB1	activates	MYOD1 
AMER1	activates	WT1 
Perturbation	activates	AMER1 
AMER1	inhibits	CTNNB1 
