"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-73857","R-HSA-73857","RNA Polymerase II Transcription","59/99","499/2914",3.40858443466421e-22,1.1749400899906e-19,7.62451739104753e-20,"AKT1/AR/CCNE1/CDK2/CDK4/CSNK2A1/CTNNB1/E2F1/ESR1/FBXW7/FOXO1/JUN/MAPK3/NCOR2/PRKACA/TP53/UBE2I/YWHAQ/YWHAZ/ATR/CREB1/CREBBP/E2F4/EGFR/GATA3/LEF1/MYC/NR3C1/RBL1/SMAD3/SMAD4/SPI1/TOPBP1/MAPK1/SFN/WWTR1/YAP1/AKT3/KAT2B/MAPK14/MDM2/PARP1/RARA/SUMO1/TWIST1/GATA2/MYBL2/FOXO3/TCF7/TCF7L2/ESR2/FOS/POU2F1/KMT2A/PPARG/RUNX2/ATF2/TEAD1/MYB",59
"R-HSA-212436","R-HSA-212436","Generic Transcription Pathway","58/99","481/2914",3.72405733752964e-22,1.1749400899906e-19,7.62451739104753e-20,"AKT1/AR/CCNE1/CDK2/CDK4/CSNK2A1/CTNNB1/E2F1/ESR1/FBXW7/FOXO1/JUN/MAPK3/NCOR2/PRKACA/TP53/UBE2I/YWHAQ/YWHAZ/ATR/CREB1/CREBBP/E2F4/EGFR/GATA3/LEF1/MYC/NR3C1/RBL1/SMAD3/SMAD4/SPI1/TOPBP1/MAPK1/SFN/WWTR1/YAP1/AKT3/KAT2B/MAPK14/MDM2/PARP1/RARA/SUMO1/TWIST1/GATA2/MYBL2/FOXO3/TCF7/TCF7L2/ESR2/FOS/KMT2A/PPARG/RUNX2/ATF2/TEAD1/MYB",58
"R-HSA-9616222","R-HSA-9616222","Transcriptional regulation of granulopoiesis","13/99","27/2914",4.91317617220858e-13,9.90966258029341e-11,6.43065934395552e-11,"CDK2/CDK4/E2F1/CREB1/LEF1/MYC/SPI1/STAT3/RARA/GATA2/KMT2A/CEBPA/MYB",13
"R-HSA-1266738","R-HSA-1266738","Developmental Biology","42/99","397/2914",6.281878022373e-13,9.90966258029341e-11,6.43065934395552e-11,"AKT1/CDK2/CDK4/CSNK2A1/CTNNB1/E2F1/FOXO1/JUN/MAPK3/MAPK8/NCOR2/PRKACA/RPS6KA1/RPS6KA2/RPS6KA4/RPS6KA5/CREB1/CREBBP/EGFR/LEF1/MYC/NR2F2/PIK3R1/SMAD3/SMAD4/SPI1/STAT3/MAPK1/SHC1/AKT3/KAT2B/MAPK14/RARA/GATA2/FOXO3/KMT2A/PPARG/CEBPA/NFKB1/RELA/MYOD1/MYB",42
"R-HSA-8939211","R-HSA-8939211","ESR-mediated signaling","22/99","108/2914",2.16593933683443e-12,2.73341544308505e-10,1.77379032006019e-10,"AKT1/ESR1/JUN/MAPK3/CREB1/CREBBP/EGFR/GATA3/MYC/PIK3R1/ELK1/MAPK1/SHC1/AKT3/KAT2B/NRIP1/FOXO3/ESR2/FOS/POU2F1/ATF2/MYB",22
"R-HSA-450282","R-HSA-450282","MAPK targets/ Nuclear events mediated by MAP kinases","13/99","30/2914",2.69721951507992e-12,2.83657585669238e-10,1.84073401994051e-10,"JUN/MAPK3/MAPK8/RPS6KA1/RPS6KA2/RPS6KA5/CREB1/ELK1/MAPK1/MAPK10/MAPK14/FOS/ATF2",13
"R-HSA-9006931","R-HSA-9006931","Signaling by Nuclear Receptors","24/99","136/2914",4.97361937781861e-12,4.48336261057649e-10,2.90938035785179e-10,"AKT1/ESR1/JUN/MAPK3/NCOR2/CREB1/CREBBP/EGFR/GATA3/MYC/PIK3R1/ELK1/MAPK1/SHC1/AKT3/KAT2B/NRIP1/RARA/FOXO3/ESR2/FOS/POU2F1/ATF2/MYB",24
"R-HSA-450341","R-HSA-450341","Activation of the AP-1 family of transcription factors","8/99","10/2914",5.70137611664993e-11,4.49696041200763e-09,2.91820435444319e-09,"JUN/MAPK3/MAPK8/MAPK1/MAPK10/MAPK14/FOS/ATF2",8
"R-HSA-8878159","R-HSA-8878159","Transcriptional regulation by RUNX3","15/99","53/2914",6.87949391131715e-11,4.82328962004569e-09,3.12996857485657e-09,"CTNNB1/TP53/CREBBP/LEF1/MYC/SMAD3/SMAD4/WWTR1/YAP1/KAT2B/MDM2/FOXO3/TCF7/TCF7L2/TEAD1",15
"R-HSA-168142","R-HSA-168142","Toll Like Receptor 10 (TLR10) Cascade","17/99","78/2914",3.10006101104285e-10,1.63011541497337e-08,1.05782783622427e-08,"JUN/MAPK3/MAPK8/RPS6KA1/RPS6KA2/RPS6KA5/CREB1/APP/ELK1/MAPK1/MAPK10/MAPK14/TRAF6/FOS/NFKB1/RELA/ATF2",17
