"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-212436","R-HSA-212436","Generic Transcription Pathway","22/34","481/2914",3.10662669725857e-10,1.21158441193084e-07,7.3578000724545e-08,"AKT1/AKT2/ATM/CHEK2/JUN/MAPK1/MAPK14/MAPK3/MDM2/NOTCH1/PPM1D/SMAD3/STK11/TP53/SP1/MEF2C/FOS/FOXO1/FOXO3/TWIST1/TCF7L2/ARID3A",22
"R-HSA-73857","R-HSA-73857","RNA Polymerase II Transcription","22/34","499/2914",6.52308218696384e-10,1.27200102645795e-07,7.7247025898256e-08,"AKT1/AKT2/ATM/CHEK2/JUN/MAPK1/MAPK14/MAPK3/MDM2/NOTCH1/PPM1D/SMAD3/STK11/TP53/SP1/MEF2C/FOS/FOXO1/FOXO3/TWIST1/TCF7L2/ARID3A",22
"R-HSA-2559583","R-HSA-2559583","Cellular Senescence","11/34","99/2914",5.95933393634664e-09,7.74713411725064e-07,4.7047373181684e-07,"ATM/JUN/MAPK1/MAPK14/MAPK3/MDM2/TP53/SP1/ETS1/FOS/STAT3",11
"R-HSA-450282","R-HSA-450282","MAPK targets/ Nuclear events mediated by MAP kinases","7/34","30/2914",2.58199746803091e-08,2.51744753133014e-06,1.52881429028146e-06,"JUN/MAPK1/MAPK14/MAPK3/MEF2A/MEF2C/FOS",7
"R-HSA-450341","R-HSA-450341","Activation of the AP-1 family of transcription factors","5/34","10/2914",3.85436450139457e-08,3.00640431108776e-06,1.82575160592374e-06,"JUN/MAPK1/MAPK14/MAPK3/FOS",5
"R-HSA-2559585","R-HSA-2559585","Oncogene Induced Senescence","6/34","23/2914",1.39370152168926e-07,9.05905989098017e-06,5.50145337508917e-06,"MAPK1/MAPK3/MDM2/TP53/SP1/ETS1",6
"R-HSA-9634638","R-HSA-9634638","Estrogen-dependent nuclear events downstream of ESR-membrane signaling","6/34","24/2914",1.84289983391039e-07,1.02675847889293e-05,6.23537537789231e-06,"AKT1/AKT2/MAPK1/MAPK3/FOS/FOXO3",6
"R-HSA-2559580","R-HSA-2559580","Oxidative Stress Induced Senescence","7/34","44/2914",4.33296120026238e-07,2.11231858512791e-05,1.28278456586715e-05,"JUN/MAPK1/MAPK14/MAPK3/MDM2/TP53/FOS",7
"R-HSA-6804757","R-HSA-6804757","Regulation of TP53 Degradation","6/34","29/2914",6.23937445111391e-07,2.43335603593443e-05,1.47774658052698e-05,"AKT1/AKT2/ATM/CHEK2/MDM2/TP53",6
"R-HSA-6806003","R-HSA-6806003","Regulation of TP53 Expression and Degradation","6/34","29/2914",6.23937445111391e-07,2.43335603593443e-05,1.47774658052698e-05,"AKT1/AKT2/ATM/CHEK2/MDM2/TP53",6
"R-HSA-449147","R-HSA-449147","Signaling by Interleukins","15/34","332/2914",1.26904232468301e-06,4.49933187842159e-05,2.73238778041797e-05,"AKT1/JUN/MAPK1/MAPK14/MAPK3/SMAD3/TP53/MEF2A/MEF2C/FOS/FOXO1/FOXO3/STAT3/TWIST1/IRF4",15
"R-HSA-1266738","R-HSA-1266738","Developmental Biology","16/34","397/2914",2.21983796223722e-06,7.21447337727095e-05,4.3812591359945e-05,"AKT1/AKT2/JUN/MAPK1/MAPK12/MAPK14/MAPK3/NOTCH1/ROCK2/SMAD3/TCF4/MEF2A/MEF2C/FOXO1/FOXO3/STAT3",16
"R-HSA-198753","R-HSA-198753","ERK/MAPK targets","5/34","21/2914",2.83936753822134e-06,8.51810261466403e-05,5.17293681052471e-05,"MAPK1/MAPK14/MAPK3/MEF2A/MEF2C",5
