"","Gene set","Overlap","pValue","pAdj"
"1","#upgenes.DNA_0","FOXM1, ARID3A, PPM1D","0.468844137496988",1
"2","#upgenes.ERS_0","","1",1
"3","#upgenes.HTS_0","","1",1
"4","#upgenes.HYP_0","ETS1, FOS, HBP1, JUN, TP53","0.051250643026671",1
"5","#upgenes.MTL_0","","1",1
"6","#upgenes.OXD_0","ROCK2, SMAD3","0.419212856030443",1
"7","#upgenes.DNA_0.25","FOXM1, ARID3A, PPM1D","0.436095649660479",1
"8","#upgenes.ERS_0.25","","1",1
"9","#upgenes.HTS_0.25","","1",1
"10","#upgenes.HYP_0.25","ETS1, FOS, HBP1, JUN, TP53","0.0367019606288509",1
"11","#upgenes.MTL_0.25","","1",1
"12","#upgenes.OXD_0.25","SMAD3","0.734297247922013",1
"13","#upgenes.DNA_0.45","FOXM1, ARID3A, PPM1D","0.36811626956429",1
"14","#upgenes.ERS_0.45","","1",1
"15","#upgenes.HTS_0.45","","1",1
"16","#upgenes.HYP_0.45","ETS1, FOS, HBP1, JUN","0.081717073205484",1
"17","#upgenes.MTL_0.45","","1",1
"18","#upgenes.OXD_0.45","SMAD3","0.674188708238897",1
"19","#upgenes.DNA_0.5","FOXM1, ARID3A, PPM1D","0.36811626956429",1
"20","#upgenes.ERS_0.5","","1",1
"21","#upgenes.HTS_0.5","","1",1
"22","#upgenes.HYP_0.5","ETS1, FOS, HBP1, JUN","0.081717073205484",1
"23","#upgenes.MTL_0.5","","1",1
"24","#upgenes.OXD_0.5","SMAD3","0.674188708238897",1
"25","#upgenes.DNA_0.65","ARID3A, PPM1D","0.493304058583405",1
"26","#upgenes.ERS_0.65","","1",1
"27","#upgenes.HTS_0.65","","1",1
"28","#upgenes.HYP_0.65","ETS1, FOS, HBP1, JUN","0.0510323660589315",1
"29","#upgenes.MTL_0.65","","1",1
"30","#upgenes.OXD_0.65","SMAD3","0.494960693623579",1
"31","#upgenes.DNA_0.75","ARID3A, PPM1D","0.493304058583405",1
"32","#upgenes.ERS_0.75","","1",1
"33","#upgenes.HTS_0.75","","1",1
"34","#upgenes.HYP_0.75","FOS, HBP1, JUN","0.0667160318794212",1
"35","#upgenes.MTL_0.75","","1",1
"36","#upgenes.OXD_0.75","SMAD3","0.494960693623579",1
"37","#upgenes.DNA_0.85","PPM1D","0.609594756199135",1
"38","#upgenes.ERS_0.85","","1",1
"39","#upgenes.HTS_0.85","","1",1
"40","#upgenes.HYP_0.85","HBP1, JUN","0.104986813782842",1
"41","#upgenes.MTL_0.85","","1",1
"42","#upgenes.OXD_0.85","","1",1
"43","#upgenes.DNA_0.95","PPM1D","0.609594756199135",1
"44","#upgenes.ERS_0.95","","1",1
"45","#upgenes.HTS_0.95","","1",1
"46","#upgenes.HYP_0.95","HBP1, JUN","0.104986813782842",1
"47","#upgenes.MTL_0.95","","1",1
"48","#upgenes.OXD_0.95","","1",1
"49","#upgenes.DNA_1","PPM1D","0.609594756199135",1
"50","#upgenes.ERS_1","","1",1
"51","#upgenes.HTS_1","","1",1
"52","#upgenes.HYP_1","HBP1, JUN","0.104986813782842",1
"53","#upgenes.MTL_1","","1",1
"54","#upgenes.OXD_1","","1",1
"55","#dngenes.DNA_0","FOXM1, ARID3A, PPM1D","0.468844137496988",1
"56","#dngenes.ERS_0","","1",1
"57","#dngenes.HTS_0","","1",1
"58","#dngenes.HYP_0","ETS1, FOS, HBP1, JUN, TP53","0.051250643026671",1
"59","#dngenes.MTL_0","","1",1
"60","#dngenes.OXD_0","ROCK2, SMAD3","0.419212856030443",1
"61","#dngenes.DNA_0.25","FOXM1, ARID3A","0.491672582904099",1
"62","#dngenes.ERS_0.25","","1",1
"63","#dngenes.HTS_0.25","","1",1
"64","#dngenes.HYP_0.25","ETS1, TP53","0.315997241312352",1
"65","#dngenes.MTL_0.25","","1",1
"66","#dngenes.OXD_0.25","ROCK2, SMAD3","0.356176957151391",1
"67","#dngenes.DNA_0.45","FOXM1","0.604386113454379",1
"68","#dngenes.ERS_0.45","","1",1
"69","#dngenes.HTS_0.45","","1",1
"70","#dngenes.HYP_0.45","TP53","0.489444642416539",1
"71","#dngenes.MTL_0.45","","1",1
"72","#dngenes.OXD_0.45","ROCK2","0.539295156307921",1
"73","#dngenes.DNA_0.5","FOXM1","0.604386113454379",1
"74","#dngenes.ERS_0.5","","1",1
"75","#dngenes.HTS_0.5","","1",1
"76","#dngenes.HYP_0.5","TP53","0.489444642416539",1
"77","#dngenes.MTL_0.5","","1",1
"78","#dngenes.OXD_0.5","ROCK2","0.539295156307921",1
"79","#dngenes.DNA_0.65","","1",1
"80","#dngenes.ERS_0.65","","1",1
"81","#dngenes.HTS_0.65","","1",1
"82","#dngenes.HYP_0.65","TP53","0.341339586863878",1
"83","#dngenes.MTL_0.65","","1",1
"84","#dngenes.OXD_0.65","ROCK2","0.285769311109156",1
"85","#dngenes.DNA_0.75","","1",1
"86","#dngenes.ERS_0.75","","1",1
"87","#dngenes.HTS_0.75","","1",1
"88","#dngenes.HYP_0.75","","1",1
"89","#dngenes.MTL_0.75","","1",1
"90","#dngenes.OXD_0.75","ROCK2","0.285769311109156",1
"91","#dngenes.DNA_0.85","","1",1
"92","#dngenes.ERS_0.85","","1",1
"93","#dngenes.HTS_0.85","","1",1
"94","#dngenes.HYP_0.85","","1",1
"95","#dngenes.MTL_0.85","","1",1
"96","#dngenes.OXD_0.85","ROCK2","0.124166436173665",1
"97","#dngenes.DNA_0.95","","1",1
"98","#dngenes.ERS_0.95","","1",1
"99","#dngenes.HTS_0.95","","1",1
"100","#dngenes.HYP_0.95","","1",1
"101","#dngenes.MTL_0.95","","1",1
"102","#dngenes.OXD_0.95","ROCK2","0.124166436173665",1
"103","#dngenes.DNA_1","","1",1
"104","#dngenes.ERS_1","","1",1
"105","#dngenes.HTS_1","","1",1
"106","#dngenes.HYP_1","","1",1
"107","#dngenes.MTL_1","","1",1
"108","#dngenes.OXD_1","ROCK2","0.124166436173665",1
