X1	X3	X2
MAPK3	activates	GABPA 
NKRF	inhibits	REL 
CEBPB	activates	RUNX2 
MAPK3	activates	CEBPB 
SMAD3	activates	TCF7L2 
MAPK3	activates	ELK1 
MAPK3	activates	SMAD1 
MAPK3	activates	SMAD3 
SMAD3	activates	LEF1 
PPP2CA	activates	SMAD3 
NR0B2	activates	SIRT1 
SMAD3	activates	JUN 
SMAD3	activates	MAX 
CSNK2A1	activates	LEF1 
MAPK3	activates	RUNX2 
CSNK2A1	activates	TWIST1 
CSNK2A1	activates	TFAP2A 
HOXB8	activates	PBX3 
CDK2	activates	CEBPB 
MAPK1	inhibits	SMAD1 
SMAD1	activates	RUNX2 
MAPK3	activates	JUN 
TLX1	inhibits	PPP2CA 
PCGF2	inhibits	UBE2I 
YAP1	inhibits	RUNX2 
CDK5	activates	CLOCK 
CSNK2A1	activates	VDR 
MAPK3	activates	CDK2 
MAPK3	activates	CSNK2A1 
MAPK3	activates	TWIST1 
MAPK1	inhibits	BCL6 
MAX	activates	MXI1 
POU2AF1	activates	POU2F2 
CSNK2A1	activates	SRF 
CDK2	activates	FOXM1 
CSNK1D	activates	CDK5 
PTP4A3	activates	MAPK3 
RB1	inhibits	TAF1 
SMAD3	activates	ZEB2 
RUNX2	activates	JUN 
PEX14	inhibits	NFE2 
Perturbation	inhibits	CSNK1D 
Perturbation	inhibits	HOXB8 
Perturbation	inhibits	MTA2 
Perturbation	inhibits	NR0B2 
Perturbation	inhibits	PCIF1 
Perturbation	inhibits	POU2AF1 
Perturbation	inhibits	PTP4A3 
RBL2	activates	E2F4 
MAPK1	activates	RPS6KA3 
CDK2	inhibits	RB1 
SP1	activates	TBX21 
SP1	activates	SREBF1 
UBE2I	inhibits	PPARG 
SIRT1	inhibits	NR5A2 
NR0B2	inhibits	ONECUT1 
PPP2CA	inhibits	ELF1 
PPP2CA	inhibits	MAPK1 
CDK2	inhibits	TP63 
YAP1	activates	TEAD1 
RPS6KA3	activates	ETV1 
SP2	activates	IRF1 
CSNK2A1	inhibits	SP1 
CDK2	inhibits	RBL2 
CSNK2A1	inhibits	SPIB 
UBE2I	inhibits	SOX6 
MAPK1	activates	SREBF2 
MAPK1	activates	SREBF1 
CSNK1D	inhibits	YAP1 
CDK5	inhibits	RB1 
MAPK1	activates	SP1 
MAPK3	inhibits	POU5F1 
RB1	activates	SP1 
MAPK1	activates	GATA2 
PCIF1	inhibits	PDX1 
Perturbation	activates	NKRF 
Perturbation	activates	PCGF2 
Perturbation	activates	PEX14 
Perturbation	activates	SP2 
Perturbation	activates	TLX1 
FGF19	activates	MAPK3 
Perturbation	inhibits	FGF19 
MAPK1	activates	RPS6KA2 
RPS6KA2	activates	ETV1 
Perturbation	activates	CSNK1D 
Perturbation	activates	FGF19 
Perturbation	activates	HOXB8 
Perturbation	activates	MTA2 
Perturbation	activates	NR0B2 
Perturbation	activates	PCIF1 
Perturbation	activates	POU2AF1 
Perturbation	inhibits	NKRF 
Perturbation	inhibits	PCGF2 
Perturbation	inhibits	PEX14 
Perturbation	inhibits	SP2 
Perturbation	inhibits	TLX1 
MAPK1	activates	RPS6KA5 
RPS6KA5	activates	ETV1 
TIPRL	inhibits	PPP2CA 
Perturbation	activates	TIPRL 
TLX1	inhibits	PPP2CB 
DUSP2	inhibits	MAPK3 
DUSP2	activates	MAPK1 
PPP2CB	inhibits	ELF1 
Perturbation	activates	DUSP2 
PPP2R1B	activates	PPP2CA 
Perturbation	inhibits	PPP2R1B 
PTPRB	activates	MAPK3 
Perturbation	inhibits	PTPRB 
PTPRB	inhibits	MAPK1 
Perturbation	activates	PTPRB 
PCSK7	activates	PPP2CA 
Perturbation	inhibits	PCSK7 
PRKCD	inhibits	MAPK3 
PPP2CA	inhibits	PRKCD 
PRKCD	activates	MAPK1 
MAPK1	inhibits	DUSP6 
DUSP6	activates	MAPK3 
Perturbation	activates	PCSK7 
MAPK1	activates	RPS6KA4 
RPS6KA4	activates	ETV1 
Perturbation	inhibits	DUSP2 
IGBP1	activates	PPP2CA 
Perturbation	activates	IGBP1 
Perturbation	inhibits	IGBP1 
DUSP16	inhibits	MAPK3 
MAPK1	activates	DUSP16 
Perturbation	inhibits	TIPRL 
MAPK1	activates	RPS6KA1 
RPS6KA1	activates	ETV1 
SET	inhibits	PPP2CB 
CSNK2A1	inhibits	SET 
Perturbation	activates	PPP2R1B 
MAPK1	activates	MAPKAPK2 
MAPKAPK2	activates	ETV1 
Perturbation	activates	PTP4A3 
MAP2K1	activates	MAPK3 
SRC	activates	RACK1 
RACK1	activates	PPP2CA 
CDK5	activates	SRC 
MAP2K1	activates	FOXM1 
SRC	activates	MAP2K1 
MAP2K1	activates	ELK1 
SMAD2	activates	SP1 
MAPK1	activates	SMAD2 
RACK1	inhibits	TP63 
SMAD2	activates	E2F4 
EP300	inhibits	BCL6 
SIRT1	inhibits	EP300 
MAPK1	activates	EP300 
EP300	activates	RB1 
EP300	activates	IRF1 
DUSP7	inhibits	MAPK3 
Perturbation	activates	DUSP7 
DUSP10	inhibits	MAPK3 
Perturbation	inhibits	DUSP10 
WDR83	activates	MAPK3 
Perturbation	activates	WDR83 
Perturbation	inhibits	DUSP7 
